20	70
42 26	43 29	26 32	25 31	59 57	30 81	16 16	11 26	53 96	60 91	50 86	19 26	24 52	10 3	48 7	58 37	34 30	3 17	28 90	40 75	22 8	44 55	68 11	65 20	33 35	63 19	12 28	38 30	4 70	1 26	52 49	17 7	69 35	5 48	14 4	56 29	62 51	45 64	9 20	35 44	57 3	29 76	13 48	21 24	27 25	39 34	49 94	66 71	2 41	47 99	41 61	20 25	37 50	6 99	64 40	32 75	7 91	55 70	0 33	8 65	23 25	61 44	36 40	18 55	51 80	15 51	67 12	46 34	31 25	54 17
26 76	1 61	31 27	0 3	17 57	69 70	48 12	10 8	56 89	43 44	13 23	29 73	15 32	25 29	6 70	66 81	24 88	55 10	30 45	42 84	22 26	8 12	50 34	18 51	23 74	2 16	53 43	38 65	47 78	16 78	63 21	62 58	44 12	59 27	40 82	21 43	46 91	65 60	12 13	9 64	68 32	28 34	67 47	33 57	58 8	52 65	5 45	37 28	41 16	7 19	19 88	36 66	61 29	60 10	4 23	57 19	64 77	3 37	35 74	27 11	51 2	49 69	45 41	20 40	39 69	14 87	34 57	54 33	11 62	32 62
31 90	13 79	60 42	57 35	46 78	14 84	20 55	33 53	58 80	10 22	34 31	23 84	54 20	65 94	30 80	29 59	62 6	9 31	67 97	36 80	15 34	68 25	11 21	25 83	7 46	22 64	27 46	19 68	64 84	66 49	40 53	44 54	28 39	3 68	55 11	52 48	8 46	41 86	1 57	21 86	45 43	4 60	53 20	49 84	32 39	37 38	24 52	47 32	0 16	63 43	48 98	50 46	38 40	59 25	18 97	5 28	56 15	51 73	12 56	35 33	43 71	26 43	69 62	16 91	2 37	17 79	42 56	39 91	61 52	6 81
64 37	30 83	65 7	15 4	56 39	24 44	28 37	52 8	45 83	16 79	44 21	49 48	55 71	50 77	38 96	36 44	57 30	33 90	9 42	19 14	10 98	11 41	37 69	51 74	7 60	0 86	39 89	2 88	66 7	60 14	69 88	47 79	8 99	21 90	48 23	14 32	59 81	3 36	32 5	6 2	42 32	67 10	31 32	26 66	41 96	1 33	12 41	5 9	54 34	34 77	17 20	58 51	22 82	68 28	62 19	23 92	29 26	18 50	35 21	25 44	13 58	63 19	46 98	53 27	43 66	27 86	40 65	20 56	61 2	4 94
12 83	4 35	22 90	69 16	58 37	45 78	15 34	63 8	59 17	9 80	19 14	53 47	7 32	32 98	18 45	66 11	2 49	54 16	0 94	10 78	56 32	38 90	24 93	67 77	13 60	16 69	6 44	11 49	65 53	27 66	8 23	29 87	55 78	37 85	64 77	39 59	34 79	60 10	25 38	1 82	17 22	5 42	61 73	31 56	68 68	23 7	43 32	36 89	20 65	35 35	46 59	3 98	33 25	40 44	21 3	44 77	30 41	49 99	52 76	62 43	28 21	51 18	47 46	41 3	14 15	48 68	57 87	26 11	50 36	42 22
2 58	19 11	47 93	38 21	27 87	26 41	28 62	30 33	31 30	63 75	53 11	39 64	15 82	43 45	22 75	25 50	8 38	66 11	49 13	10 45	54 28	5 47	45 50	16 67	59 39	68 80	3 50	18 92	32 51	34 93	40 94	60 40	67 19	14 46	64 57	55 23	24 42	13 85	20 50	33 47	69 97	35 4	12 25	58 93	29 40	37 25	57 46	41 61	62 56	21 32	50 53	42 71	61 81	51 38	6 78	52 20	1 59	9 80	65 81	44 61	0 63	11 73	46 69	56 72	36 54	7 66	17 93	48 79	4 24	23 3
31 18	56 31	60 89	14 80	44 47	41 79	39 97	16 98	2 1	51 78	25 70	67 96	33 62	46 89	54 84	15 29	53 26	9 10	10 63	57 92	5 33	13 94	40 5	42 30	52 60	66 26	61 40	8 39	55 56	22 88	26 84	17 95	65 34	23 84	30 7	27 66	34 6	50 63	36 84	49 84	47 78	19 36	0 9	63 87	24 32	4 11	64 95	1 76	69 86	18 4	48 6	37 15	7 13	20 92	35 96	43 39	38 9	28 24	32 69	21 14	3 17	12 96	11 74	58 16	59 96	45 44	62 21	6 92	68 76	29 6
64 51	37 39	26 55	14 6	9 40	34 8	52 62	30 74	17 42	48 71	29 6	51 84	19 34	58 93	20 70	53 58	10 96	32 24	61 39	16 43	62 95	13 81	60 49	31 54	41 42	12 45	65 52	5 66	11 29	36 22	38 68	7 33	0 13	49 51	59 4	2 88	69 31	55 55	6 38	21 33	18 46	56 23	63 56	46 7	66 33	54 37	4 92	22 46	44 17	67 38	15 99	43 72	24 60	68 33	27 10	28 98	1 33	33 83	39 56	47 67	23 40	8 48	25 28	40 77	35 71	57 28	42 91	3 82	50 21	45 60
36 4	69 90	55 37	31 98	2 38	51 82	13 62	17 65	29 12	35 70	34 28	33 12	61 98	8 18	32 43	64 31	15 48	54 47	40 30	59 1	10 41	56 79	67 56	49 26	48 52	53 18	22 91	5 36	39 66	11 61	66 10	6 55	58 87	41 24	60 69	25 93	28 77	68 79	16 51	30 37	57 5	18 66	37 7	45 35	38 2	7 55	46 21	0 9	24 53	26 93	42 1	63 37	23 3	4 70	43 7	12 9	44 36	50 20	20 44	21 31	27 19	14 16	65 55	1 61	3 92	62 20	9 51	52 3	47 91	19 30
49 1	1 81	8 80	19 40	28 15	26 38	53 84	30 65	59 99	14 14	3 76	18 2	7 37	21 14	43 91	48 27	52 85	22 71	0 87	2 26	37 98	68 82	4 97	50 19	24 38	45 13	41 69	20 90	32 21	60 68	65 57	9 73	15 39	67 94	11 19	25 52	35 80	16 50	33 23	44 6	27 66	62 74	39 69	69 25	46 20	58 10	64 70	56 22	34 45	54 47	61 58	57 79	47 45	17 38	42 87	12 5	23 49	13 19	55 54	66 17	5 47	36 57	51 43	10 92	6 67	38 60	40 41	31 85	29 61	63 34
20 63	56 34	51 59	37 46	35 55	29 90	23 4	60 78	15 57	9 91	52 4	32 52	66 13	67 53	34 84	17 84	62 61	49 27	68 63	53 9	14 5	61 14	30 57	55 43	39 46	7 24	41 30	11 20	40 66	44 88	2 52	13 1	6 18	21 10	26 10	19 87	22 16	47 24	38 91	28 52	3 53	25 78	42 99	12 11	36 52	10 58	59 29	4 6	0 15	24 36	50 81	57 84	65 52	16 84	27 69	43 41	64 5	58 3	63 81	33 85	8 17	46 59	5 88	45 28	31 39	1 65	69 19	54 44	48 60	18 34
