40	100
77 57	43 52	98 51	38 61	18 58	51 52	99 47	88 53	84 50	74 44	32 51	44 48	93 55	47 44	71 52	37 52	55 49	54 49	97 65	21 51	86 51	57 56	65 38	27 50	66 58	30 49	58 58	11 51	34 47	53 58	73 47	24 56	64 51	26 44	67 49	46 50	13 45	62 46	92 49	28 53	94 47	42 44	7 52	5 49	91 50	3 47	17 53	1 43	75 47	12 52	48 44	89 53	40 52	95 56	85 46	8 50	50 56	68 49	87 56	82 44	79 46	78 39	0 39	35 49	23 50	31 56	69 46	49 49	72 60	10 40	20 51	4 49	83 52	96 56	81 53	9 46	63 55	70 59	19 52	22 46	29 46	16 49	76 55	45 53	25 50	6 45	39 45	2 50	41 39	56 42	80 49	15 53	90 51	59 47	14 47	33 48	61 46	52 49	36 51	60 53
60 49	64 55	6 48	63 48	14 52	4 51	85 48	97 43	56 46	1 54	92 51	10 46	38 54	87 52	77 50	88 51	41 40	59 47	40 39	37 46	43 45	72 50	69 49	0 45	23 49	15 48	94 39	34 47	90 56	46 43	45 51	70 54	75 52	19 52	5 51	96 49	48 47	7 50	73 48	74 47	67 45	44 46	54 53	26 48	25 37	79 48	84 45	66 53	28 54	95 53	62 57	2 49	51 50	78 53	39 61	98 51	49 53	8 53	11 36	57 69	89 56	33 44	24 47	80 50	93 51	71 59	29 57	65 50	47 51	83 52	52 51	86 56	21 52	30 56	3 54	42 44	99 55	31 46	68 56	76 55	82 56	36 56	22 39	53 58	32 53	12 48	17 47	20 48	61 49	9 48	58 48	16 48	27 51	50 54	55 48	18 44	13 52	35 42	81 47	91 48
94 49	43 47	79 49	59 48	38 50	40 55	39 42	28 55	36 44	15 53	54 47	65 47	57 45	93 48	52 52	96 52	34 48	50 50	85 53	68 46	61 52	55 57	9 49	13 52	60 47	4 46	75 49	84 51	24 59	6 59	71 61	66 54	12 59	56 42	8 41	77 49	22 49	17 44	42 43	64 52	98 41	48 48	46 51	33 49	86 51	82 43	26 50	97 44	27 52	31 39	1 42	0 51	14 53	51 55	7 50	78 50	99 44	83 55	32 55	49 50	67 53	92 46	30 38	41 48	25 38	90 46	3 43	72 57	2 53	45 50	95 57	69 41	10 48	21 49	5 46	62 52	18 44	23 43	11 50	88 51	16 49	76 53	91 57	20 44	53 42	47 55	63 62	19 49	58 49	35 56	81 58	29 44	74 55	44 50	73 50	89 52	80 57	70 46	37 41	87 57
58 48	73 45	33 50	89 42	44 46	70 57	99 52	80 55	53 47	68 47	78 39	37 45	64 45	39 47	45 54	13 46	54 60	22 45	60 54	57 65	18 45	75 49	7 46	9 44	71 48	94 54	50 50	87 49	81 48	72 45	19 47	24 43	79 62	2 46	90 56	12 62	0 51	41 51	85 53	52 53	83 58	14 56	30 56	65 41	97 55	6 51	16 53	93 55	88 49	4 44	51 55	61 48	8 41	47 56	40 50	43 47	5 49	1 56	56 50	21 47	63 55	84 58	38 54	62 46	10 53	86 48	91 54	82 48	17 46	29 50	28 54	34 57	3 55	42 56	32 46	36 48	31 56	55 44	92 48	66 50	95 46	76 52	23 47	26 48	35 49	20 47	25 51	46 52	11 59	27 45	48 40	59 49	96 60	98 58	74 51	77 44	49 53	15 51	69 60	67 51
71 50	55 57	73 60	80 53	29 52	87 45	64 44	31 42	96 50	37 45	58 53	24 55	43 59	60 52	66 59	49 45	40 46	8 55	76 61	27 56	48 50	2 44	54 50	7 49	88 49	99 45	39 49	56 49	45 54	67 45	98 49	91 41	9 42	18 51	74 60	20 61	47 52	10 59	57 46	1 52	34 42	38 46	15 49	19 57	26 57	46 47	53 46	79 57	12 51	16 46	82 53	36 48	3 46	51 54	69 48	5 48	94 48	68 46	61 55	22 57	17 51	23 59	78 51	90 57	30 39	0 39	89 43	21 50	65 56	92 46	35 50	50 45	33 54	4 51	84 52	44 47	95 56	75 48	14 42	86 46	42 48	81 58	77 53	52 46	72 51	62 52	25 49	70 51	59 52	93 48	32 59	28 59	63 53	13 49	85 61	41 61	83 47	6 45	97 41	11 48
60 51	8 55	77 44	39 55	42 48	21 49	19 52	45 52	44 50	57 52	65 52	40 52	0 45	58 41	86 50	32 51	73 45	28 48	10 56	75 60	79 49	34 45	55 52	46 49	15 58	2 42	61 54	11 46	38 55	85 53	22 52	63 49	99 51	29 57	84 45	54 59	81 51	74 45	12 46	80 49	83 44	76 54	35 48	9 49	95 43	33 44	59 45	89 51	23 50	13 49	16 44	50 43	36 48	78 57	26 54	27 57	87 52	20 38	14 55	67 53	91 49	68 51	92 56	37 52	1 59	88 42	24 47	3 49	5 55	71 44	97 60	30 53	93 53	17 51	47 46	18 60	82 45	52 45	49 44	62 52	72 52	53 57	31 45	94 45	4 49	48 44	56 47	70 55	98 43	7 54	64 54	6 42	43 43	51 50	96 51	25 55	90 48	41 52	66 47	69 48
74 49	38 47	84 55	4 56	85 56	19 51	56 52	39 57	87 50	36 60	50 42	46 51	89 46	90 49	72 59	31 50	21 47	83 54	76 53	62 47	52 57	48 48	51 50	67 50	78 48	24 50	92 51	73 49	43 56	28 50	69 47	7 55	9 48	80 56	47 53	59 55	77 57	30 46	2 43	45 54	1 45	32 49	82 55	42 54	16 48	14 59	70 43	35 44	29 54	86 47	58 53	34 51	17 51	61 53	54 55	44 48	98 53	40 60	97 47	10 54	5 45	22 45	88 53	6 43	33 48	96 51	11 54	60 50	93 49	0 56	25 55	75 53	91 44	64 46	8 48	65 48	63 50	18 51	49 47	66 44	37 54	57 56	81 50	26 44	15 45	13 52	79 53	95 46	71 48	68 44	55 45	41 46	53 40	20 49	94 48	3 44	23 47	12 47	27 51	99 44
61 50	47 50	86 41	11 39	42 42	85 42	3 54	13 52	9 57	83 52	37 50	71 47	72 49	30 57	84 50	48 45	33 46	91 49	87 46	97 52	43 49	40 50	26 54	81 46	68 53	20 51	16 53	80 50	36 56	79 53	45 47	38 48	39 51	70 54	77 59	34 53	54 56	51 52	74 53	98 50	76 47	57 46	96 44	22 40	19 57	67 46	75 46	49 47	90 49	58 59	82 50	5 50	0 45	14 50	64 53	8 56	46 49	93 53	92 55	56 45	23 48	62 44	7 45	1 41	10 60	6 52	53 47	18 54	35 53	60 58	50 44	63 49	12 55	4 54	17 48	24 52	94 46	44 47	32 44	31 50	59 49	69 55	29 50	25 47	27 53	2 57	95 54	15 55	73 39	21 49	55 52	78 49	89 49	65 53	41 54	52 48	28 50	88 60	66 51	99 48
90 46	99 49	0 48	56 47	43 48	52 52	18 51	2 41	49 58	25 40	85 53	78 46	62 47	12 43	69 51	48 51	9 54	80 55	63 50	73 46	53 51	88 50	61 44	54 50	98 44	6 49	93 42	34 45	58 47	77 45	89 45	38 49	29 47	60 54	68 47	27 52	31 51	35 47	95 41	39 50	28 57	45 52	71 50	3 54	32 44	33 48	94 57	22 49	40 54	7 45	26 40	92 55	17 48	42 43	59 58	51 39	64 54	37 54	16 51	10 46	76 57	79 48	46 48	24 55	4 55	47 47	74 44	19 55	66 50	83 48	97 47	86 47	15 43	1 49	75 55	41 53	55 49	21 45	81 50	44 52	57 54	30 49	72 50	91 51	96 51	50 48	23 52	5 42	11 48	70 42	87 47	84 49	67 45	82 56	20 46	36 51	14 52	13 53	8 43	65 40
7 50	40 50	78 46	28 54	35 47	21 52	99 49	81 49	98 44	18 54	14 48	92 48	43 51	6 48	42 51	79 59	61 51	64 51	91 46	34 41	85 47	8 54	90 47	37 58	55 47	17 47	74 40	10 41	4 56	12 47	77 50	30 48	66 40	65 48	73 58	88 46	67 55	96 48	0 49	41 50	80 33	19 52	63 45	82 53	60 52	56 44	15 51	23 44	54 50	45 51	39 59	50 50	32 47	16 41	58 49	25 47	53 45	22 54	68 48	89 48	26 50	87 47	5 55	11 45	94 39	36 48	24 58	2 52	59 50	1 37	51 51	47 43	29 52	38 58	95 53	62 62	52 53	20 53	71 59	46 51	97 37	93 42	49 48	44 47	75 57	31 54	69 52	84 60	9 54	76 48	83 40	3 52	13 60	33 47	72 52	86 49	70 45	48 52	57 50	27 53
33 50	18 43	89 53	64 54	87 54	28 48	67 50	93 55	92 54	80 48	8 45	76 56	41 54	9 47	50 43	7 47	21 56	14 52	39 51	35 45	27 44	40 49	43 49	17 63	96 47	77 60	97 48	4 55	86 49	37 48	36 57	79 51	91 47	81 57	49 44	82 50	95 50	83 51	3 56	32 57	73 50	12 51	62 47	57 46	70 52	88 53	61 46	44 53	69 52	38 52	60 54	58 54	59 42	16 54	71 52	34 50	2 47	31 54	56 47	11 48	52 47	84 43	26 42	90 54	24 49	47 49	5 48	6 49	46 46	98 51	63 41	94 46	85 42	20 43	25 51	51 51	15 46	30 46	23 46	10 50	74 51	53 51	13 55	75 37	45 47	0 47	99 49	54 43	22 46	72 46	19 46	48 52	78 57	65 54	55 47	66 53	42 47	29 50	68 51	1 53
