70	10
1 86	4 94	3 45	9 71	8 53	6 61	2 88	7 28	0 15	5 80
8 98	3 85	0 51	5 14	2 72	7 82	4 88	9 10	6 17	1 54
4 67	6 55	5 76	3 66	2 56	8 9	1 28	7 13	9 91	0 47
1 68	0 15	4 21	5 41	9 3	2 36	8 87	7 70	3 91	6 64
2 49	4 11	9 19	1 51	7 26	6 29	8 11	0 49	3 60	5 71
5 23	3 16	9 13	6 47	2 83	7 59	1 30	8 34	4 64	0 55
2 88	8 22	5 80	4 64	6 81	9 37	1 8	3 41	0 88	7 86
8 50	0 76	5 48	9 5	1 14	6 59	3 15	4 88	2 19	7 6
8 60	5 98	0 4	3 23	4 12	6 10	1 86	9 48	2 24	7 76
0 70	6 69	9 64	5 74	8 49	3 12	7 44	1 57	2 15	4 15
1 79	0 2	6 99	5 22	3 80	8 1	4 37	7 59	9 52	2 3
4 57	6 95	1 14	5 57	0 36	2 37	9 22	3 88	8 56	7 61
3 4	4 92	9 47	0 57	6 93	7 40	8 36	2 70	5 6	1 35
1 47	0 79	3 42	2 36	8 92	4 21	9 29	6 61	7 5	5 71
8 75	7 18	1 53	9 79	4 44	2 2	3 19	0 4	5 33	6 30
9 57	0 79	1 11	8 31	2 11	7 1	6 16	4 85	5 41	3 4
5 66	9 49	4 83	0 87	6 63	1 92	2 4	3 54	8 72	7 2
5 97	9 27	3 42	2 40	8 25	7 78	4 78	0 10	6 32	1 25
1 76	0 7	8 39	5 49	9 90	7 22	4 40	6 50	3 67	2 34
6 20	5 60	7 7	2 52	9 98	8 32	0 34	1 12	4 29	3 28
3 21	0 41	2 91	9 34	7 85	1 2	4 24	6 21	5 67	8 24
3 94	1 53	5 61	8 11	4 47	7 97	6 4	9 98	2 59	0 29
8 42	6 2	4 99	7 75	1 1	9 37	5 66	0 69	3 84	2 52
4 46	8 55	5 17	0 19	2 14	1 70	9 53	3 53	7 64	6 61
0 83	2 72	4 20	5 76	1 94	3 86	7 36	6 71	8 17	9 62
7 27	9 33	3 58	6 1	1 71	2 26	5 79	8 85	4 7	0 31
4 73	1 63	9 65	8 39	6 96	2 75	0 21	5 48	3 72	7 93
2 63	9 75	4 49	5 11	8 1	3 33	7 56	6 70	0 79	1 10
2 1	5 71	0 49	4 10	9 64	3 13	1 41	8 54	6 6	7 84
5 58	8 18	2 54	6 52	7 75	0 76	4 24	1 95	9 48	3 17
5 93	1 3	8 56	0 96	2 30	9 28	7 54	4 4	6 29	3 6
7 8	8 40	9 45	3 44	1 83	6 26	5 45	2 39	4 62	0 75
0 41	4 1	6 33	5 73	2 54	7 20	8 84	3 65	9 81	1 44
3 40	0 83	7 51	9 95	5 60	8 97	4 39	1 76	6 63	2 22
3 11	2 42	7 87	4 73	8 54	0 20	5 80	9 8	1 22	6 98
0 31	1 44	6 11	8 77	4 54	3 66	9 76	5 76	7 73	2 70
7 30	0 98	1 31	2 85	9 83	3 90	8 7	5 31	6 75	4 85
8 65	5 20	4 49	7 33	0 2	3 75	6 30	1 66	2 34	9 22
3 93	7 35	5 83	0 57	8 21	2 29	9 23	6 44	1 93	4 14
1 47	7 49	0 25	2 50	4 91	5 27	9 75	8 13	3 66	6 27
9 70	5 56	1 1	4 97	6 86	3 68	2 50	0 30	8 92	7 97
9 1	6 59	5 54	2 75	4 69	1 62	8 51	3 79	0 10	7 21
7 67	9 77	0 45	8 99	1 61	6 60	5 49	3 13	4 49	2 18
7 69	9 41	5 96	1 64	2 9	0 66	4 74	3 1	8 10	6 34
1 88	5 86	4 79	6 71	2 67	0 45	7 54	3 31	8 55	9 86
5 96	0 89	6 62	7 70	4 47	3 34	8 57	1 26	2 93	9 75
6 24	1 14	7 21	3 47	2 54	0 86	8 25	4 65	9 41	5 23
6 77	7 74	8 4	3 72	0 97	1 46	9 7	2 86	5 28	4 36
9 58	8 35	3 76	5 27	2 23	4 47	1 6	6 2	0 79	7 27
7 83	5 11	6 11	9 74	2 17	0 53	4 96	1 17	3 67	8 3
6 50	9 89	1 15	7 74	5 45	4 40	2 83	0 37	3 81	8 47
3 81	7 78	9 83	4 12	1 70	0 96	2 84	8 50	6 52	5 46
4 84	3 78	8 70	5 92	6 76	9 94	7 15	2 56	0 19	1 84
3 99	8 54	4 85	1 85	7 40	0 82	6 64	5 26	2 1	9 9
5 29	6 65	0 24	1 3	9 40	3 32	2 72	8 71	4 89	7 50
5 69	2 97	3 9	7 7	0 38	9 89	4 29	8 94	6 76	1 34
1 73	7 20	6 43	4 99	3 94	2 14	8 17	0 2	5 94	9 54
9 23	0 88	8 2	4 97	1 69	7 34	6 15	2 42	5 96	3 93
6 3	4 39	1 68	7 72	3 94	5 57	8 34	9 62	0 6	2 49
8 16	4 70	1 29	5 2	3 11	9 45	2 12	6 6	7 42	0 15
9 63	6 13	1 32	7 57	5 65	2 26	4 43	3 24	0 21	8 52
9 59	0 34	5 41	4 81	8 14	3 70	2 44	1 42	7 79	6 84
6 35	0 34	9 52	3 81	2 5	5 42	7 21	1 48	4 67	8 53
8 52	3 61	9 12	6 14	7 54	0 43	2 15	4 11	1 31	5 24
5 90	6 79	4 47	0 22	2 10	3 30	1 2	8 76	9 30	7 47
5 6	0 25	2 79	1 29	3 81	6 52	9 84	8 47	7 30	4 72
3 10	2 58	4 72	8 66	9 60	1 72	7 72	5 85	6 45	0 77
7 53	3 55	9 13	5 83	2 33	4 38	0 24	6 80	1 25	8 9
2 51	3 22	5 84	6 66	7 57	4 73	0 34	9 13	1 13	8 78
3 30	8 57	4 56	0 64	5 14	6 24	7 53	9 22	2 40	1 36
