20	15
7 21	10 96	0 25	12 37	11 37	9 93	14 65	4 31	3 1	13 81	8 56	2 10	5 17	6 31	1 90
4 20	10 13	6 41	3 41	7 99	11 59	14 42	0 12	9 43	5 7	13 80	12 42	1 83	8 34	2 83
12 68	10 61	9 13	14 67	7 41	13 2	1 86	8 98	4 90	0 85	2 24	6 83	11 9	5 72	3 38
4 64	13 46	5 17	14 2	7 67	9 77	6 95	8 32	0 44	10 94	12 66	1 21	3 9	2 77	11 73
10 48	1 71	8 40	13 51	2 11	0 83	3 25	7 43	4 26	12 77	5 1	9 92	6 73	14 69	11 66
0 91	3 59	10 43	7 12	8 48	12 64	13 7	9 8	2 14	11 51	4 74	14 94	1 4	6 90	5 73
3 68	5 6	9 23	11 17	13 22	7 94	10 17	14 83	1 91	8 87	2 94	12 84	0 19	6 16	4 70
1 75	8 69	10 34	2 26	7 8	11 25	9 33	14 64	13 76	12 59	4 66	0 45	6 68	5 17	3 81
2 44	5 27	4 82	0 90	8 67	7 50	9 92	11 97	6 43	13 10	3 62	10 30	14 35	1 4	12 1
11 27	13 29	9 56	8 15	0 92	4 78	2 80	5 18	7 23	1 82	3 6	14 30	6 33	12 33	10 94
9 34	7 46	8 68	5 76	10 34	2 86	1 64	6 10	11 30	4 24	12 74	14 70	0 69	3 4	13 30
11 50	5 40	14 99	0 4	8 19	1 48	6 70	10 64	7 61	9 9	13 49	2 80	4 4	3 67	12 60
3 59	11 85	8 83	0 45	14 45	5 78	4 20	13 52	1 39	10 60	7 82	2 3	6 57	12 8	9 5
2 23	9 34	7 49	6 3	10 25	1 16	8 52	5 75	12 19	0 21	13 32	11 53	3 91	14 2	4 25
11 77	13 11	0 99	9 78	10 42	5 80	1 7	4 78	2 64	14 89	6 12	12 99	3 12	8 83	7 85
0 46	14 89	7 87	3 38	8 36	4 19	13 98	12 89	6 69	11 52	1 52	5 90	2 52	10 70	9 64
3 26	10 74	5 14	8 43	6 54	2 81	4 71	12 44	11 5	13 52	14 78	9 77	7 50	0 72	1 54
5 80	12 93	13 56	11 95	14 89	3 6	6 26	1 18	0 25	8 51	4 58	10 57	2 21	7 75	9 65
8 39	5 63	0 5	3 89	2 32	7 5	13 4	14 24	4 18	6 13	10 56	9 14	11 87	1 47	12 50
5 91	8 42	13 88	9 3	4 4	12 48	11 61	14 69	6 88	0 83	10 71	2 50	7 65	1 1	3 52
