50	100
21 15	38 96	18 76	43 58	24 10	49 50	33 82	93 36	68 2	95 15	70 45	72 14	77 94	42 94	35 81	61 60	97 92	5 14	23 43	80 38	8 32	34 73	54 65	53 3	45 62	1 67	3 53	26 32	89 5	82 53	57 85	46 19	94 39	32 42	92 97	91 75	81 16	63 58	50 56	55 9	25 60	48 44	67 92	87 38	0 50	78 44	16 21	58 3	40 55	96 31	36 72	52 94	56 14	10 56	27 6	20 72	59 56	86 6	71 87	98 40	60 96	29 67	31 44	7 21	22 19	11 59	85 1	62 81	9 27	19 19	37 65	83 57	4 18	39 83	44 23	17 79	2 49	51 17	15 86	41 79	84 47	88 7	66 4	30 85	28 8	75 54	99 8	90 29	13 94	69 18	76 11	79 58	74 49	65 87	12 77	14 64	47 88	64 17	73 20	6 62
35 82	41 73	73 29	36 28	12 63	63 32	74 9	76 5	11 78	69 88	51 77	28 98	55 31	26 93	56 43	83 26	62 32	16 84	0 96	53 81	70 64	84 65	24 60	54 20	97 72	21 40	52 52	77 58	89 38	60 16	91 21	94 1	29 30	33 26	22 56	23 7	95 51	59 87	10 69	40 28	57 94	27 57	58 47	90 89	13 13	32 96	43 34	88 79	65 95	20 33	6 84	72 85	98 91	46 42	39 4	15 36	3 60	37 56	96 11	82 70	50 68	66 39	25 43	14 93	8 44	19 19	48 37	86 87	47 75	18 74	45 5	81 21	68 60	99 18	85 37	31 29	38 35	64 89	78 15	1 53	2 36	61 99	49 48	9 79	4 77	75 90	7 39	92 16	67 74	30 81	44 80	34 73	71 93	93 49	17 99	87 10	79 62	5 86	80 65	42 43
5 38	7 49	55 95	80 33	74 2	35 21	51 14	76 43	2 84	40 45	26 97	97 15	57 7	91 13	27 88	59 24	22 38	62 75	75 47	61 9	17 15	64 26	63 44	47 98	46 30	43 44	30 50	38 3	79 81	83 89	73 60	39 73	65 75	54 4	42 94	68 8	72 23	18 94	89 92	71 98	16 16	3 78	28 66	49 23	90 94	12 81	25 65	52 97	85 41	24 33	34 69	21 12	94 18	19 17	44 6	23 26	95 75	93 18	50 69	66 92	70 77	48 62	31 63	78 43	37 6	11 98	10 69	96 22	29 60	92 14	88 90	84 3	32 10	20 86	60 79	99 60	1 54	56 90	87 23	67 16	41 45	14 28	69 44	6 73	81 82	15 92	33 24	13 3	82 42	86 50	98 36	0 25	58 86	53 14	77 31	8 17	4 94	45 43	36 70	9 34
32 54	6 73	66 85	97 70	23 47	94 56	78 94	85 77	39 10	12 26	73 15	65 78	72 90	84 32	58 83	35 58	83 51	29 16	22 57	7 40	44 59	61 64	59 96	96 94	77 74	45 40	54 16	14 70	43 16	27 23	62 85	88 43	16 64	26 42	11 45	98 29	68 75	9 96	64 65	60 45	63 94	90 30	71 95	31 57	56 17	21 32	50 6	41 17	87 78	2 98	15 21	52 90	92 49	33 87	80 5	91 98	95 74	24 27	0 34	30 95	38 84	1 93	34 83	28 35	37 64	46 8	8 21	10 88	20 1	5 62	13 92	79 3	51 53	3 79	93 85	4 10	36 75	86 78	75 74	25 25	49 47	57 55	82 19	53 26	18 78	74 7	19 66	70 83	48 7	81 39	76 94	55 18	42 85	89 4	47 55	99 4	40 43	67 73	17 80	69 98
73 5	42 41	51 78	3 11	31 45	40 97	90 77	78 12	64 31	99 79	2 42	84 78	87 38	15 20	4 37	14 33	13 12	36 97	22 85	96 62	38 53	79 34	7 47	93 48	9 84	68 24	18 55	33 19	86 64	27 42	62 48	72 62	71 41	89 26	25 61	1 42	6 74	77 24	12 47	35 59	56 93	16 98	26 64	11 29	8 4	91 99	37 61	39 75	66 98	17 63	88 65	83 87	30 5	0 39	34 97	82 2	81 31	59 54	52 95	85 65	69 2	60 6	28 78	44 83	43 93	48 10	53 25	57 22	94 97	50 6	63 40	74 11	45 5	95 29	67 51	97 19	19 68	92 15	20 13	41 78	54 37	70 78	76 70	55 5	98 4	24 49	32 5	29 18	10 78	49 71	21 1	65 58	47 79	75 25	61 57	5 80	80 1	58 45	23 91	46 89
39 20	94 84	9 66	53 59	83 28	57 95	44 4	71 92	38 46	98 84	63 43	21 95	1 92	62 1	47 87	66 15	14 11	30 42	6 81	0 98	41 9	78 25	15 59	24 16	54 18	67 61	56 96	82 22	74 22	10 6	87 98	11 82	73 90	64 32	20 12	84 69	5 48	65 81	90 79	97 7	43 19	72 76	25 24	17 82	86 31	68 73	8 33	91 51	89 56	58 36	49 45	92 98	81 58	18 76	31 52	75 77	60 32	55 57	40 22	33 12	45 69	70 17	46 43	80 15	79 66	77 48	36 54	3 65	2 51	95 76	61 86	29 96	76 21	59 76	12 68	69 4	26 80	23 94	88 49	85 72	96 66	27 40	37 43	32 43	22 99	13 59	52 9	50 90	16 93	28 66	42 74	19 37	99 61	93 73	35 47	7 6	4 46	48 14	51 67	34 57
96 23	41 69	75 26	56 66	79 53	33 93	35 92	73 97	87 65	47 81	1 93	20 93	72 20	58 54	23 90	10 27	16 79	66 1	40 49	30 56	84 5	50 59	27 90	44 36	39 24	14 81	45 62	57 15	83 27	7 91	5 32	26 9	67 31	74 72	19 71	28 79	99 39	97 12	17 62	93 53	37 3	59 75	77 53	31 82	15 13	36 89	32 8	69 95	63 1	53 30	85 54	12 50	89 80	43 98	4 67	94 79	8 22	61 39	81 27	38 19	9 68	76 68	71 99	90 4	60 3	22 24	0 98	52 17	86 34	46 29	78 17	80 48	70 64	82 91	98 80	25 73	11 18	29 31	48 58	34 99	18 68	64 21	54 86	65 84	88 18	3 5	49 25	13 95	95 8	62 92	42 33	51 85	68 35	55 52	21 76	92 51	6 88	91 12	24 35	2 20
57 62	46 60	81 33	33 87	40 65	21 24	93 90	4 99	24 17	86 9	49 42	34 80	95 11	20 3	68 57	26 48	55 14	59 81	29 56	25 96	30 85	60 81	5 43	73 50	45 54	62 82	72 94	76 36	67 77	79 40	65 98	27 31	41 83	64 91	32 56	7 88	89 21	88 1	96 3	98 99	1 55	22 14	77 90	82 72	43 66	51 6	39 44	0 43	58 68	70 47	3 4	85 76	19 3	31 3	71 74	52 69	94 28	56 31	28 57	83 24	78 59	61 28	80 77	10 11	13 96	15 65	84 9	16 99	54 56	18 76	6 24	12 87	17 52	8 6	37 85	14 66	9 31	91 51	74 62	35 54	38 92	92 51	23 5	11 83	42 52	53 4	75 10	90 93	87 31	48 11	99 28	36 23	66 18	47 28	50 82	97 15	2 92	44 92	63 37	69 69
1 82	12 88	84 16	47 61	59 83	95 36	96 36	62 28	70 18	80 13	69 47	52 74	44 11	66 68	14 65	15 86	83 14	26 71	54 44	48 19	24 24	21 13	53 62	82 94	68 48	35 86	41 16	65 67	60 45	61 65	40 41	72 7	93 62	20 10	3 88	79 49	91 50	87 42	17 73	33 37	56 27	23 58	78 32	51 92	97 9	11 80	50 37	30 55	88 70	13 18	22 15	92 56	49 14	99 99	67 53	63 86	77 84	81 99	6 19	7 48	8 8	39 29	31 63	27 14	2 52	28 66	89 70	4 46	71 18	29 38	55 81	75 66	45 56	25 42	46 97	36 65	38 75	98 81	85 34	10 52	94 27	32 41	43 65	19 47	9 13	76 77	5 38	64 89	0 29	58 72	37 96	73 91	90 58	16 52	86 1	34 20	74 87	42 20	57 17	18 39
61 45	56 50	42 97	64 17	74 48	44 18	55 47	84 87	95 9	17 90	65 81	36 33	16 14	8 97	25 44	80 41	76 96	26 15	78 52	96 94	71 39	63 29	23 43	43 31	88 62	12 96	18 53	27 79	2 95	99 51	28 30	24 71	40 16	5 15	91 18	22 26	97 13	72 49	38 72	37 65	93 64	31 32	75 48	53 14	94 6	57 50	1 9	10 16	98 9	89 4	70 90	67 32	68 84	59 4	54 46	45 42	39 66	33 83	85 70	13 89	3 74	11 18	66 8	77 5	9 21	82 83	4 13	34 3	15 49	6 68	48 13	92 34	73 37	86 60	35 51	51 98	83 52	14 69	58 27	69 40	47 27	32 99	7 57	29 99	81 67	50 92	79 83	46 84	62 10	30 57	41 42	20 95	0 97	60 51	49 46	21 55	52 48	87 18	19 98	90 10
48 74	64 87	42 11	1 44	16 65	89 86	73 92	22 2	5 23	60 94	35 59	39 52	7 73	29 81	74 49	6 76	49 51	80 48	52 29	76 41	38 63	8 92	4 13	83 53	18 63	26 1	85 83	10 58	81 14	77 3	69 95	70 12	40 5	59 88	46 32	44 77	50 25	9 94	93 48	63 45	51 71	14 40	30 60	67 24	75 72	71 13	87 12	88 24	43 86	31 15	98 17	25 56	15 77	54 99	86 22	23 5	61 16	78 81	53 48	27 14	47 53	92 58	94 72	13 60	72 72	24 47	56 3	55 30	34 64	33 14	0 49	17 20	20 82	95 81	41 68	37 23	84 89	19 90	96 2	45 45	11 94	62 35	91 7	68 10	36 19	79 82	90 59	65 60	99 82	21 40	58 30	97 12	32 85	57 6	66 21	12 30	2 36	3 37	28 55	82 26
45 55	68 95	14 61	82 74	80 91	55 87	93 29	21 74	56 91	78 12	69 71	58 91	52 27	97 35	35 13	1 17	13 27	23 89	67 71	2 59	34 42	87 32	83 79	90 58	47 85	44 83	31 55	94 55	37 10	30 91	33 23	39 8	28 19	38 44	48 26	5 89	98 26	53 53	49 17	99 75	11 63	96 64	85 91	54 38	95 67	25 68	20 72	63 56	89 52	12 12	6 43	42 23	8 49	70 76	22 57	73 80	9 43	60 6	32 25	41 26	18 22	50 12	64 22	81 80	36 83	86 86	65 56	17 52	88 4	27 92	79 48	71 75	59 94	46 99	26 37	29 39	7 76	15 38	62 96	43 5	91 45	75 37	77 30	24 3	16 17	10 94	61 60	84 95	51 4	57 26	74 52	72 88	92 47	3 65	0 81	19 31	40 11	4 20	76 94	66 29
38 51	68 88	75 83	72 53	73 16	76 64	97 79	58 12	3 76	41 22	83 6	6 9	98 20	93 87	9 51	23 92	56 96	31 64	32 98	29 75	15 30	74 31	59 34	28 33	10 40	53 11	57 83	27 78	71 88	79 2	95 18	80 41	78 47	43 28	16 55	34 81	37 56	18 1	48 74	62 82	60 30	64 66	19 88	89 69	77 54	81 39	17 76	35 68	51 99	46 79	96 15	26 20	40 71	25 55	82 82	13 29	61 39	65 21	54 80	70 54	52 37	50 39	90 9	39 94	94 24	1 8	24 15	33 20	14 60	2 29	47 28	5 25	84 34	11 39	92 73	30 51	12 83	69 79	44 84	66 10	4 61	42 94	63 62	55 42	99 30	0 9	45 80	21 65	91 66	49 30	36 38	22 38	86 66	8 21	87 94	88 62	67 72	7 45	20 74	85 92
99 29	2 9	19 1	88 61	40 56	71 64	5 35	4 64	64 44	30 81	79 11	76 99	38 81	93 16	14 56	53 84	74 98	97 67	58 14	42 21	10 51	39 63	65 39	84 94	87 35	73 75	70 98	24 39	69 67	81 56	55 22	17 88	45 69	78 93	22 7	91 8	35 96	77 64	21 53	36 98	0 67	96 65	92 6	29 43	31 41	27 51	95 36	51 90	13 63	50 43	85 31	28 62	72 60	41 4	61 70	20 54	75 30	8 71	68 95	46 35	25 65	52 90	48 69	43 44	83 64	6 14	16 90	23 24	47 99	54 58	62 4	11 22	7 52	18 65	66 56	86 89	12 25	26 55	9 87	90 68	44 19	80 8	1 40	57 82	56 26	49 1	15 2	59 96	60 62	89 4	82 61	32 62	34 50	67 77	94 24	37 31	98 48	63 47	33 84	3 57
44 61	83 56	3 22	18 84	75 73	62 83	54 56	71 37	22 33	0 47	67 43	48 67	63 23	89 87	81 71	57 88	84 67	95 68	58 38	33 5	29 54	31 80	43 40	17 50	60 55	12 44	26 88	55 36	41 93	20 64	92 26	34 75	79 15	30 38	76 72	39 42	73 12	25 21	80 73	27 92	21 98	97 27	70 17	99 8	10 29	9 33	66 30	88 39	69 56	37 44	11 60	32 83	45 20	47 66	24 24	19 3	78 26	90 42	51 81	28 6	56 87	52 6	82 12	6 61	85 73	5 66	13 51	7 84	50 91	65 82	93 15	4 46	94 17	74 82	2 54	15 68	16 90	38 50	42 66	64 36	1 67	59 11	96 45	87 39	98 35	35 13	77 1	36 69	68 79	14 96	61 23	46 59	8 51	53 25	86 55	23 23	40 63	49 47	72 62	91 19
16 50	75 38	8 90	26 18	66 90	38 72	0 96	62 7	2 27	54 67	49 65	41 57	43 96	29 78	32 46	40 83	51 82	65 32	90 63	93 21	24 15	17 91	94 61	42 74	97 36	47 95	86 87	73 87	74 41	14 30	48 15	98 61	25 29	70 51	44 10	96 36	28 73	13 40	22 94	50 87	82 31	77 32	36 98	89 14	31 88	80 55	11 97	60 97	19 14	5 81	72 4	78 74	71 41	6 40	58 44	56 85	53 82	27 14	87 69	55 68	76 94	10 67	30 96	18 42	83 84	23 31	3 47	92 51	64 41	81 65	45 12	21 88	15 46	46 19	39 25	99 76	69 23	52 41	95 69	7 64	84 17	67 31	79 86	59 16	68 98	35 99	63 96	85 23	88 98	9 24	20 76	91 30	57 73	1 75	34 80	4 91	37 36	12 17	61 33	33 45
86 56	30 18	95 19	5 15	16 44	41 20	36 6	72 19	42 80	8 66	90 90	93 90	13 58	91 51	18 20	99 41	57 7	80 48	4 75	7 75	31 42	81 26	66 58	65 18	64 65	40 29	70 81	22 63	19 16	14 88	6 92	34 55	11 61	49 9	83 6	28 73	60 4	48 37	98 94	1 67	27 60	55 65	24 17	2 32	69 35	85 84	15 21	96 55	47 35	23 81	79 41	43 80	12 90	32 38	46 66	88 77	44 98	17 67	78 22	62 56	68 59	45 31	38 69	35 57	3 66	51 14	75 7	84 65	94 25	97 68	67 35	76 97	87 34	77 60	59 5	0 4	73 70	54 12	37 27	56 27	39 78	71 60	20 9	9 46	52 63	21 25	50 85	58 75	82 71	92 85	89 99	63 38	33 88	10 55	26 42	29 92	61 69	74 59	25 6	53 87
37 33	12 90	80 45	63 18	47 33	39 53	57 52	88 32	72 32	31 77	56 37	93 13	38 4	84 38	21 42	85 98	16 19	9 35	15 38	95 2	28 93	1 7	50 84	55 77	7 45	45 94	74 1	98 41	89 1	11 65	76 28	82 4	34 78	83 86	91 70	78 97	68 82	99 34	61 53	0 10	62 87	65 91	3 85	71 6	81 33	23 28	54 71	27 21	75 14	69 82	10 84	35 74	40 98	22 69	20 26	24 13	58 41	86 88	59 95	52 56	46 96	49 4	19 95	44 56	43 77	64 51	5 14	70 90	42 89	26 53	13 99	4 11	73 30	41 63	2 55	94 22	48 37	92 33	6 69	51 78	53 5	67 56	29 46	90 56	17 90	66 70	8 48	33 24	18 37	97 28	87 14	60 77	14 44	96 97	77 54	32 61	79 11	30 55	25 31	36 58
56 94	28 39	43 18	90 56	54 81	27 70	25 27	83 78	69 24	11 36	50 61	37 35	67 8	63 34	12 68	76 75	98 83	95 73	45 52	61 61	81 87	34 97	92 35	21 93	31 89	77 31	70 40	0 21	85 3	17 55	46 53	38 45	33 50	68 92	13 87	82 82	2 89	97 68	3 93	39 54	89 12	51 35	86 1	52 9	40 56	44 52	71 63	53 11	32 49	42 37	84 29	26 93	48 98	41 91	99 1	18 29	10 40	74 19	73 74	29 1	9 20	30 69	55 47	78 12	36 15	64 65	80 30	65 15	88 11	72 92	96 64	15 20	49 66	22 91	6 54	62 66	57 2	91 38	24 16	59 63	7 39	14 71	1 93	93 30	60 87	58 55	47 30	16 81	75 97	20 2	35 8	87 21	66 95	5 39	79 76	4 11	23 91	8 42	94 18	19 38
96 90	49 95	21 88	36 71	39 96	56 43	31 72	16 80	25 23	29 22	68 40	30 45	66 41	19 67	55 33	59 46	5 26	9 95	65 37	35 33	26 94	77 61	70 2	81 97	99 61	41 75	27 73	2 46	95 43	75 3	78 66	62 47	37 76	63 94	1 1	92 86	61 4	15 52	14 8	87 25	33 76	40 56	17 95	12 43	43 71	80 15	76 9	97 95	69 46	86 7	32 70	34 51	10 16	90 55	51 28	64 21	28 89	89 97	6 36	46 76	60 8	13 50	45 44	53 64	8 92	88 60	11 68	4 10	3 26	73 75	72 89	20 4	58 85	91 60	83 62	82 80	71 43	22 20	48 2	67 61	7 3	54 42	57 10	85 32	50 76	94 70	24 6	93 59	0 76	42 89	79 40	98 50	84 69	23 34	47 5	38 19	52 71	44 66	18 71	74 72
39 96	52 14	85 79	0 5	8 14	61 18	5 4	86 23	64 1	67 49	44 47	40 65	25 37	55 39	50 42	1 46	12 4	94 90	34 77	82 95	90 73	91 67	84 33	80 25	65 42	45 57	15 92	63 16	88 39	46 59	18 66	7 62	81 77	20 32	60 25	89 17	48 10	24 47	36 95	41 79	27 9	53 37	51 1	6 4	38 45	70 5	76 51	74 30	33 17	22 8	66 1	2 68	93 96	62 64	58 85	92 31	72 6	98 58	87 44	13 95	37 57	77 74	31 69	10 82	16 70	78 20	71 39	21 14	3 76	26 29	11 85	17 30	23 14	56 39	43 33	57 86	47 71	99 50	75 75	19 49	28 65	69 75	97 67	54 79	95 43	79 37	29 83	30 95	14 25	49 45	35 92	32 4	9 58	96 9	83 19	59 10	68 34	4 32	73 90	42 58
75 79	85 55	54 60	89 9	25 43	57 9	23 1	91 37	30 10	80 79	14 32	3 36	28 21	17 44	55 81	88 61	66 82	92 25	87 83	8 15	48 75	62 82	0 65	73 92	46 83	56 57	83 44	82 39	76 65	77 64	72 49	64 3	35 40	95 58	79 7	39 20	29 19	6 10	50 43	61 58	21 84	33 64	10 39	42 15	68 70	65 47	52 61	19 40	18 96	51 90	20 10	47 83	26 82	34 66	24 92	5 95	59 64	44 79	84 35	13 98	38 76	96 83	37 3	98 74	74 92	16 65	45 28	7 89	94 23	22 70	58 13	12 60	49 17	1 43	43 22	41 38	2 80	78 98	11 96	32 9	9 63	71 39	67 61	90 14	31 4	36 71	27 72	4 46	63 94	70 17	93 19	53 45	97 54	99 78	40 99	60 72	15 27	69 92	86 97	81 86
56 83	61 51	22 82	90 16	21 44	50 67	28 11	59 60	89 27	11 51	2 21	65 16	94 64	25 52	34 9	51 78	62 60	88 73	79 69	29 32	48 72	95 44	58 60	9 25	97 77	33 55	78 14	43 54	3 60	39 37	69 95	93 67	99 55	7 68	74 13	35 96	6 35	83 15	82 51	71 32	27 7	92 8	36 76	24 23	41 22	55 99	26 25	87 62	84 45	80 46	91 29	37 18	85 70	68 86	13 40	30 34	57 55	45 42	31 97	0 12	70 26	75 3	98 54	38 16	12 67	42 87	49 68	47 31	1 2	96 48	44 31	32 97	66 98	76 32	64 49	73 53	14 39	60 50	46 50	81 42	5 72	53 29	40 99	20 15	15 55	23 76	10 19	52 13	18 20	86 91	16 92	63 7	4 98	72 88	54 41	67 94	77 95	8 25	17 91	19 9
18 85	33 14	83 53	13 34	81 27	31 14	96 43	73 99	7 29	52 51	82 47	53 99	70 36	8 55	54 15	20 72	10 94	80 96	65 56	69 82	93 17	90 32	71 2	59 5	79 2	0 32	89 4	22 65	19 37	98 28	77 60	17 3	35 3	87 75	61 46	64 88	16 35	2 57	84 38	67 82	25 79	29 38	4 40	60 18	78 28	47 82	34 2	24 14	45 13	40 26	74 57	41 70	39 94	32 22	27 46	49 36	23 83	43 56	97 3	94 79	63 13	37 52	88 88	14 54	5 36	30 52	55 42	85 10	44 39	1 71	58 99	99 83	9 48	21 23	38 33	91 23	42 4	15 68	57 74	75 86	68 73	26 99	28 45	72 53	6 67	48 81	95 60	50 38	66 93	46 52	3 50	36 32	76 40	11 54	62 95	86 35	92 37	56 12	12 28	51 68
58 51	42 26	39 92	5 41	67 99	6 89	88 90	45 58	87 12	21 96	64 45	76 5	20 28	2 14	61 37	72 29	28 34	71 71	74 87	93 32	34 66	18 88	17 94	99 49	80 6	94 41	8 14	36 93	69 15	37 68	84 44	47 92	66 35	26 89	56 95	60 17	86 92	98 95	53 91	29 26	63 96	24 69	46 56	41 66	89 59	1 66	12 9	95 77	68 58	38 94	3 53	35 65	4 38	27 78	77 3	31 61	51 5	85 44	70 83	14 74	23 59	82 42	73 63	83 9	59 88	90 15	19 72	96 68	65 60	11 84	79 49	13 87	43 41	57 21	62 63	7 27	30 55	48 83	78 13	25 41	54 61	55 94	16 94	49 29	33 99	10 14	22 82	91 94	9 59	0 64	32 86	15 37	50 96	40 53	52 17	81 31	44 1	75 75	92 50	97 43
51 62	0 63	8 57	81 23	37 63	65 39	52 2	38 99	62 19	59 93	20 48	6 91	22 13	63 18	96 8	93 75	30 49	98 62	19 58	40 19	94 25	64 77	31 78	67 85	24 31	47 48	9 71	69 35	82 78	14 45	1 19	60 81	99 35	79 68	91 49	48 54	25 94	77 97	3 41	21 33	72 5	66 63	12 17	39 50	10 60	15 85	11 87	95 3	84 66	54 56	87 7	49 35	78 67	88 70	23 62	83 78	90 99	35 94	18 75	5 12	2 90	29 17	42 42	13 2	45 8	33 97	71 45	32 68	57 13	89 72	50 77	46 91	68 77	16 45	80 7	76 68	44 69	17 44	92 99	74 23	36 13	7 37	55 21	34 30	70 26	4 37	86 54	26 95	27 48	73 34	97 67	56 35	43 88	85 69	58 64	53 3	61 63	41 10	28 87	75 26
23 17	30 90	25 45	29 9	62 84	75 92	74 54	97 71	83 87	91 11	70 75	87 46	39 60	27 67	2 16	59 61	15 58	68 87	96 63	64 13	82 24	26 55	47 69	61 74	10 56	89 94	33 8	52 77	24 18	34 75	44 61	84 20	73 12	13 87	38 47	18 45	40 14	4 66	71 79	98 55	65 59	67 67	55 86	19 96	28 1	41 72	43 92	85 62	57 4	11 20	22 16	3 92	69 33	21 27	36 55	20 3	51 40	72 88	1 62	63 86	78 70	54 9	99 57	58 44	77 68	5 88	48 83	60 79	49 62	66 30	56 35	50 70	92 8	45 75	0 75	94 71	80 46	7 63	95 57	9 59	42 23	90 88	8 76	16 70	37 84	14 25	86 76	17 82	12 67	31 8	46 52	53 9	76 24	32 25	88 61	93 42	79 59	81 82	6 43	35 80
10 90	97 10	99 75	53 64	52 64	82 44	84 83	75 50	67 82	91 3	80 69	25 21	5 21	73 26	38 31	76 97	95 14	70 5	71 91	45 58	42 11	49 16	62 82	26 58	79 51	30 99	78 86	85 32	28 83	20 31	14 88	88 60	55 1	35 31	93 19	59 7	98 39	39 4	66 34	56 39	21 3	31 90	40 94	3 47	37 61	51 6	74 32	63 84	6 84	86 10	60 73	17 32	27 58	23 60	94 30	8 90	68 45	13 31	34 92	58 51	89 37	9 73	48 70	61 87	32 59	16 41	64 89	29 15	19 69	90 76	0 11	33 16	41 54	69 33	43 69	18 22	46 77	22 61	72 83	54 91	65 23	2 73	81 30	57 98	15 57	24 98	44 21	96 48	36 13	83 25	12 28	47 32	7 64	92 34	50 71	4 23	11 52	77 98	1 15	87 23
31 51	44 12	88 85	42 42	81 61	65 2	68 59	29 22	85 92	18 13	97 20	74 7	27 4	82 2	22 99	86 35	16 5	51 47	95 26	57 28	34 55	83 60	40 36	63 84	67 34	39 18	11 2	77 98	48 49	64 27	66 92	84 48	46 75	32 59	24 23	35 46	56 31	20 58	30 62	13 11	8 48	17 48	98 46	2 3	99 3	70 36	60 38	7 52	80 36	23 82	62 30	43 9	4 5	9 86	47 42	12 68	76 58	54 94	19 13	33 56	6 82	58 67	89 7	37 46	5 18	73 74	26 56	25 39	55 7	53 47	71 84	28 54	50 76	75 9	79 1	1 67	93 24	38 64	61 83	36 20	41 14	0 33	3 39	45 43	91 69	14 34	92 3	78 46	15 45	59 31	72 82	52 23	87 89	96 5	94 77	10 82	69 40	21 30	49 64	90 20
10 62	74 97	5 75	99 18	18 22	88 23	3 91	43 75	78 52	63 37	81 25	11 3	59 40	32 18	26 49	66 20	95 25	23 89	53 31	30 34	60 26	38 15	33 8	52 79	44 25	55 34	41 17	94 86	56 45	83 81	50 34	57 61	24 59	7 9	51 84	84 88	36 39	14 17	12 14	80 55	76 22	48 83	75 94	0 21	93 26	61 92	22 54	13 44	19 84	82 47	27 6	8 34	64 9	2 76	91 2	21 64	31 2	96 87	6 2	67 86	20 65	34 17	97 27	1 39	72 66	73 41	90 32	89 58	45 45	17 63	79 21	86 77	77 26	54 61	9 35	46 58	15 53	87 2	58 5	28 1	4 4	68 43	70 38	49 28	25 53	71 51	40 23	16 17	42 83	65 87	39 42	29 11	85 27	37 74	62 26	98 80	47 18	69 85	35 7	92 91
86 49	47 65	72 20	88 41	38 27	71 16	94 32	34 64	22 79	80 9	25 79	66 84	75 64	37 84	32 3	81 81	24 62	56 22	58 99	99 93	74 64	39 52	70 9	36 32	97 21	20 93	87 14	89 72	61 78	63 55	90 43	60 20	85 16	8 85	30 61	59 81	65 59	95 53	12 33	49 76	98 4	11 97	69 77	79 49	82 7	53 65	55 56	50 74	14 1	64 10	17 30	19 43	5 95	9 50	48 77	43 57	91 44	13 86	35 50	15 52	78 30	93 66	44 94	29 51	54 17	26 14	52 71	21 56	42 48	33 28	18 27	67 81	2 26	73 67	6 26	51 67	41 44	7 76	31 52	46 35	77 81	23 62	28 31	16 60	76 2	4 58	1 70	84 31	57 5	68 39	10 61	0 9	27 58	40 50	45 72	92 6	3 22	96 43	62 35	83 31
36 90	51 69	55 93	29 25	13 81	58 82	22 7	48 94	24 10	60 15	34 17	72 80	4 21	5 57	83 67	77 64	2 81	56 23	95 60	57 40	11 16	35 56	49 98	25 87	42 7	39 30	17 7	45 30	76 75	79 41	98 32	7 57	97 99	66 41	6 80	67 53	3 68	99 9	43 13	84 91	37 86	30 4	61 93	85 82	59 11	91 9	70 96	53 66	71 49	74 88	12 27	15 43	64 92	86 7	89 83	73 79	10 16	40 80	62 66	41 12	14 56	1 50	93 85	68 91	46 15	16 50	82 41	28 18	87 35	32 64	20 84	65 89	21 42	88 55	75 65	54 98	69 23	8 27	81 14	44 31	47 39	80 84	9 38	23 96	52 80	31 48	92 41	38 4	78 18	90 71	0 55	50 54	18 85	94 66	96 96	27 36	19 32	26 11	63 28	33 11
45 26	44 22	38 63	50 26	37 43	63 78	86 19	31 98	57 75	23 27	66 33	59 2	92 66	25 70	99 1	20 57	64 55	9 26	53 67	47 56	33 91	84 27	62 24	52 41	42 72	97 87	87 9	80 55	7 33	10 33	96 21	67 83	5 94	26 46	78 44	51 48	18 38	15 82	76 8	14 25	40 97	55 48	70 28	28 49	4 34	75 65	94 66	27 23	22 78	95 63	77 28	69 75	17 67	6 38	73 97	72 63	85 90	11 21	34 22	21 93	30 55	2 47	54 19	12 63	16 66	0 93	91 79	8 12	83 2	39 4	71 1	61 54	90 42	13 29	1 74	43 76	35 98	46 46	98 31	19 8	60 35	29 27	48 37	49 88	32 50	82 49	79 86	3 33	58 41	56 69	68 91	36 44	81 23	74 18	65 44	24 20	93 63	41 86	89 6	88 89
