20	15
4 132	1 123	6 156	9 91	7 15	11 54	5 96	2 177	12 45	13 152	14 97	10 7	0 55	8 29	3 172
7 189	12 171	1 155	6 3	4 124	2 121	11 15	8 91	10 91	3 97	9 71	0 113	13 106	5 184	14 196
3 133	2 161	14 8	5 28	4 39	10 37	9 91	13 47	7 14	0 99	1 128	6 3	12 86	11 103	8 36
8 3	11 151	2 186	3 82	10 89	1 6	7 80	13 111	0 62	6 140	12 57	9 45	5 159	4 60	14 42
10 124	14 72	11 70	12 29	7 12	4 73	3 44	6 72	9 43	1 71	13 48	2 18	8 2	0 143	5 56
12 142	8 62	10 51	13 48	0 164	9 46	6 153	3 185	4 83	11 13	14 150	7 53	1 165	5 101	2 40
13 193	9 138	14 99	5 168	7 136	12 173	6 180	4 151	0 28	1 143	11 115	2 193	3 102	10 79	8 24
1 118	13 106	2 90	9 83	8 108	14 77	7 174	5 121	6 105	12 43	0 43	4 106	10 164	3 126	11 51
1 117	6 116	4 61	8 24	7 70	9 120	12 150	10 139	5 39	2 182	0 33	11 20	3 193	13 100	14 79
6 183	12 64	8 60	0 85	5 163	3 102	1 69	2 199	9 61	13 140	7 77	14 98	10 103	11 176	4 148
13 3	14 192	8 5	4 141	6 192	9 106	0 37	10 199	3 63	7 126	12 128	5 101	2 183	1 139	11 187
6 91	11 14	7 166	2 86	12 190	5 168	9 176	10 174	4 161	8 18	0 127	1 85	3 9	13 10	14 5
12 16	11 115	8 108	4 125	3 108	13 130	10 44	2 59	1 49	14 6	5 126	7 199	0 125	6 87	9 180
9 12	2 59	3 141	5 10	11 36	7 58	6 109	10 146	1 14	8 64	13 123	14 121	0 120	12 91	4 165
6 15	1 169	10 84	11 177	13 5	12 181	2 84	14 98	0 79	7 158	8 25	3 97	4 27	5 86	9 30
7 37	5 187	11 190	8 106	14 97	2 95	12 74	4 161	10 136	13 20	0 177	1 70	9 68	6 188	3 71
5 36	0 126	6 162	13 52	3 176	9 135	8 48	2 44	10 14	11 168	1 4	4 50	14 193	12 81	7 189
5 92	2 15	1 18	3 36	13 1	14 179	7 89	8 1	9 8	10 39	12 16	11 41	6 100	0 28	4 76
8 169	2 178	0 140	9 168	13 192	4 158	12 178	5 75	14 156	11 136	1 86	3 45	10 92	7 185	6 37
0 54	13 62	10 65	7 174	14 96	1 126	8 6	9 29	3 184	5 200	11 19	4 146	2 52	12 159	6 110
