40	20
2 161	16 172	0 123	14 4	6 47	12 92	9 83	3 76	15 79	8 191	13 125	11 144	7 188	4 36	10 191	5 76	19 188	18 131	1 74	17 56
7 142	1 167	11 118	19 53	16 15	2 149	6 146	9 16	3 167	10 79	0 131	14 181	12 50	17 71	18 142	13 87	5 70	4 119	15 79	8 53
0 29	13 87	9 100	3 70	17 138	16 149	2 46	18 174	6 52	19 133	10 71	11 92	5 76	14 14	8 114	4 144	1 114	7 149	12 89	15 88
4 130	11 156	15 165	0 120	19 193	8 99	16 195	7 137	12 158	2 91	17 187	3 172	9 98	1 137	5 177	13 105	14 171	10 62	6 3	18 167
17 1	4 80	6 171	14 86	2 91	13 117	16 147	7 148	19 194	18 80	3 75	10 168	15 48	0 60	1 17	8 174	5 153	12 63	9 136	11 128
15 25	5 50	18 129	1 93	0 124	13 18	7 57	10 166	8 167	2 61	6 23	4 106	19 160	16 200	11 70	12 59	14 157	3 155	9 42	17 46
17 98	9 86	6 58	15 133	16 95	1 61	5 191	18 13	19 32	2 77	8 61	11 8	14 91	10 78	0 193	12 87	4 181	7 148	3 197	13 91
10 101	16 122	14 173	18 87	13 152	3 89	1 164	0 111	11 77	6 142	9 26	19 71	2 190	15 184	5 162	7 42	4 52	12 15	8 194	17 124
12 79	8 17	5 49	4 137	0 80	10 153	18 102	9 159	19 56	2 86	17 18	11 150	16 14	1 34	13 164	3 72	6 177	7 137	14 158	15 182
8 62	5 143	18 117	19 127	15 88	0 154	11 41	12 137	1 81	13 55	10 130	9 76	14 78	6 161	4 9	7 19	2 187	17 143	16 187	3 33
2 185	14 18	6 101	13 97	5 140	9 11	4 2	7 130	17 195	8 118	11 119	12 185	16 102	3 94	1 75	15 160	0 149	18 41	19 66	10 117
1 163	15 135	14 21	19 3	6 124	13 146	18 46	4 142	11 11	7 146	2 136	17 35	9 133	3 110	16 69	0 181	12 199	8 109	10 50	5 27
3 69	14 163	5 67	6 163	7 118	1 185	4 10	0 110	17 117	18 42	15 200	8 48	19 120	2 100	11 127	12 32	16 189	9 78	10 133	13 154
12 165	6 44	7 51	13 88	8 1	1 187	3 110	18 49	2 120	0 168	19 164	16 97	15 177	14 183	17 30	11 150	10 174	5 1	9 187	4 7
6 11	0 2	11 91	1 189	10 122	16 159	18 52	17 41	4 149	19 155	8 7	9 123	13 76	12 31	14 146	15 135	7 146	2 41	5 115	3 41
13 178	18 38	19 188	15 10	5 24	4 177	0 164	7 91	2 45	17 55	12 91	11 6	6 54	10 180	1 16	8 200	3 159	9 106	16 186	14 98
1 169	2 192	14 27	0 49	17 126	3 141	7 194	16 84	4 83	18 184	15 185	13 196	8 189	12 190	10 41	5 34	11 111	9 21	19 109	6 178
13 147	1 145	9 135	15 85	19 170	14 163	16 131	4 22	8 129	2 70	18 127	7 64	11 85	3 37	17 175	12 114	5 87	10 183	6 34	0 57
6 54	1 168	19 106	10 66	4 24	16 187	11 35	8 188	17 94	14 98	9 152	7 138	15 30	5 56	3 33	0 112	13 107	18 111	2 88	12 127
12 185	18 28	7 63	3 132	4 177	17 34	16 121	19 123	14 93	8 180	2 42	6 116	1 15	5 51	10 86	9 24	15 37	11 186	0 27	13 188
2 127	15 175	9 117	12 111	6 79	10 179	14 77	3 31	11 92	4 168	16 186	0 139	17 120	19 190	7 151	8 88	18 64	13 150	1 119	5 14
0 133	5 163	12 131	4 48	10 76	6 31	8 6	14 173	11 63	1 24	2 72	17 130	7 173	13 144	15 181	9 79	19 143	3 114	18 167	16 86
12 26	16 142	3 27	18 68	8 107	1 131	15 115	0 167	5 50	10 107	6 107	7 58	2 40	19 181	13 109	9 8	11 88	14 166	17 160	4 47
14 180	15 112	12 99	8 128	13 157	10 196	1 161	9 72	11 18	16 171	18 200	5 199	3 171	2 187	19 78	6 145	7 41	4 26	0 31	17 35
19 189	12 171	4 41	9 96	3 36	0 77	17 104	11 131	5 130	10 169	15 11	14 189	6 60	18 138	8 120	2 74	7 132	13 167	16 177	1 127
2 22	8 40	11 97	15 40	14 70	17 28	18 190	9 188	10 33	5 123	12 7	3 134	6 69	7 70	16 183	1 66	13 164	19 151	0 164	4 27
8 165	7 47	16 183	17 29	3 191	10 92	18 159	15 77	4 21	1 149	2 103	9 52	14 156	0 156	11 97	6 172	12 119	19 45	5 54	13 59
7 72	4 193	15 138	18 33	3 91	2 28	17 109	14 113	0 57	6 59	11 196	8 162	12 131	10 137	13 189	5 116	16 118	19 80	1 81	9 12
0 64	1 32	16 173	9 199	15 86	5 24	12 193	8 96	13 85	3 100	4 75	14 21	2 153	19 110	6 10	11 69	17 194	10 199	18 26	7 31
2 177	13 24	12 4	16 60	4 68	1 111	5 84	10 177	14 99	19 128	3 11	15 126	0 98	9 35	17 136	11 192	7 68	8 169	18 192	6 154
12 126	14 129	4 100	15 195	17 79	9 115	1 134	3 71	18 161	19 111	8 9	0 62	16 107	11 151	13 170	7 29	6 97	5 72	2 89	10 126
6 73	1 172	18 15	9 39	11 3	2 42	5 65	16 53	4 187	19 194	10 113	13 126	12 20	14 176	7 141	15 37	8 100	17 168	0 6	3 65
8 128	16 182	2 150	0 184	3 42	19 96	17 8	13 147	7 172	12 72	18 96	5 147	4 79	14 149	11 129	6 82	9 182	1 33	15 28	10 86
16 1	17 17	4 114	11 126	2 200	10 13	1 189	5 173	14 187	13 166	7 143	9 59	12 164	8 96	19 180	18 39	6 63	15 94	3 106	0 187
9 126	0 177	13 78	7 5	8 136	16 116	18 127	4 129	3 136	17 194	1 72	14 197	10 27	19 28	2 178	11 23	12 111	5 182	15 164	6 29
9 32	14 103	2 88	19 194	8 195	16 74	6 139	11 109	10 52	7 196	4 172	15 53	17 13	1 74	5 77	12 54	3 161	0 93	18 121	13 118
6 200	5 179	2 176	8 120	4 90	0 136	11 85	19 88	14 17	13 96	15 92	17 167	12 145	1 15	3 44	18 79	7 14	10 27	16 115	9 59
10 26	4 24	0 17	19 7	8 143	7 13	16 53	14 54	12 144	5 126	13 90	2 149	17 168	11 132	3 99	9 170	15 165	18 156	1 139	6 148
15 195	12 24	17 114	1 198	4 132	13 95	16 180	6 86	19 119	7 102	18 17	14 25	11 176	2 56	5 195	9 157	3 37	0 179	10 142	8 137
15 26	18 9	9 189	3 109	19 189	16 177	8 26	17 64	5 58	13 103	6 160	11 30	0 189	1 193	14 165	2 136	12 136	7 2	10 58	4 18
