40	20
2 74	18 53	3 11	10 17	17 40	19 53	9 64	13 48	0 96	4 7	7 64	5 52	1 58	8 83	16 31	15 7	12 46	14 66	6 51	11 46
4 11	0 56	14 39	8 73	6 41	3 50	10 92	13 33	11 83	9 94	18 47	2 89	1 89	12 52	15 76	16 83	5 31	17 45	19 4	7 7
13 47	15 37	17 16	2 46	9 82	11 58	18 16	7 97	4 72	5 68	3 14	19 51	8 94	16 31	10 2	0 64	1 36	14 95	12 72	6 4
1 87	12 65	3 12	5 64	16 65	18 37	19 77	0 45	9 65	6 53	11 7	14 81	17 28	13 56	7 99	2 34	8 80	4 5	10 22	15 48
9 23	6 11	3 25	1 52	17 65	19 17	15 47	13 66	2 66	0 11	11 89	18 3	4 34	7 25	5 55	8 95	10 32	12 19	14 20	16 74
8 61	16 40	4 64	18 26	1 84	0 29	11 1	6 81	19 47	12 52	9 92	17 11	14 27	15 59	13 22	7 53	3 62	10 98	5 1	2 95
0 64	11 16	10 97	9 52	16 89	15 76	14 27	2 65	8 1	4 10	3 52	17 64	12 48	6 45	1 50	7 20	5 71	18 4	19 19	13 10
8 98	1 19	19 39	14 88	10 77	15 90	18 56	16 23	11 21	9 23	5 60	3 31	4 3	17 42	13 74	12 50	2 97	0 48	7 58	6 23
12 99	10 4	8 38	6 49	19 75	18 60	3 28	9 62	7 69	2 30	1 14	16 42	15 5	4 45	0 67	14 27	5 59	17 62	13 5	11 65
6 95	18 26	13 11	5 58	3 5	11 22	19 86	16 21	9 17	7 1	0 26	15 77	10 19	14 12	17 95	4 16	1 71	12 38	8 28	2 10
2 17	10 50	19 13	0 41	13 55	8 18	11 2	3 46	17 74	7 16	16 6	6 96	5 20	14 87	4 69	1 83	18 87	15 20	9 76	12 52
14 21	4 9	12 3	2 79	6 76	19 36	1 1	7 59	8 15	5 18	0 36	17 37	18 90	11 62	9 41	3 97	13 22	15 44	16 11	10 47
15 56	8 68	3 57	19 94	13 7	5 41	2 29	18 86	4 41	6 7	1 51	0 29	14 78	12 54	9 29	7 72	10 41	16 17	11 37	17 66
19 1	8 82	15 12	11 95	9 55	13 66	7 54	4 51	1 87	6 65	14 26	10 1	12 72	0 61	18 27	5 11	2 12	17 24	16 61	3 82
12 35	17 81	5 79	14 26	2 61	19 61	7 45	6 35	9 77	15 29	0 80	16 48	3 25	13 92	11 36	8 30	10 44	4 29	18 7	1 27
17 90	5 31	11 72	16 68	3 22	19 20	0 58	12 78	6 84	2 16	14 87	4 32	15 41	13 97	8 16	18 41	7 11	10 78	9 63	1 95
2 59	19 4	14 57	0 63	6 86	7 69	10 26	9 26	13 90	11 39	15 84	5 89	1 42	17 63	8 29	4 74	3 78	12 54	16 22	18 53
0 60	8 32	17 28	6 46	5 49	7 87	19 31	12 4	2 24	3 82	15 63	11 78	18 72	1 41	4 57	9 40	13 9	14 5	10 4	16 89
16 90	9 56	7 66	1 71	17 26	6 50	5 99	3 82	12 65	14 15	0 72	15 72	4 72	13 70	11 89	2 63	18 12	8 18	10 81	19 75
13 4	19 81	7 38	3 25	5 74	9 33	17 91	2 11	6 48	12 4	15 82	16 92	0 34	18 3	8 6	1 37	4 52	11 78	14 65	10 8
14 80	12 70	1 80	7 57	4 78	2 86	15 85	16 29	13 58	17 47	0 25	3 98	10 92	8 16	19 38	5 70	9 26	11 63	18 79	6 63
5 32	18 98	8 72	10 71	4 82	3 24	14 41	12 37	19 54	17 20	16 1	15 43	0 15	2 18	7 98	6 1	1 91	9 18	11 62	13 2
16 32	14 1	17 96	9 9	3 63	12 99	4 51	19 58	6 81	11 42	5 8	8 56	10 43	2 64	13 88	15 57	1 38	18 59	0 1	7 5
0 24	18 87	15 49	10 71	9 71	13 85	14 43	6 73	12 26	2 10	7 24	1 48	19 82	8 4	5 38	16 65	17 67	11 46	4 42	3 15
14 45	1 65	15 25	5 88	6 39	7 49	12 72	16 79	11 2	13 33	0 43	17 12	19 32	2 81	3 10	10 27	4 26	9 98	18 32	8 83
19 87	9 99	8 6	13 49	16 7	5 62	4 40	1 64	2 91	14 96	10 48	0 28	18 45	3 30	17 80	11 63	7 76	12 89	6 39	15 60
17 89	5 92	6 74	16 86	1 8	2 28	15 61	18 96	12 88	0 97	19 61	14 50	13 39	8 86	4 2	7 85	11 20	3 77	10 9	9 35
17 98	16 95	3 36	6 70	14 34	18 72	15 29	10 11	13 16	19 27	4 74	7 75	0 68	11 94	12 87	1 71	2 52	9 93	8 22	5 86
10 9	16 86	8 21	7 13	13 76	18 47	3 63	15 35	4 92	0 7	1 99	19 7	12 77	5 91	9 81	2 60	6 28	17 26	11 76	14 64
14 83	10 72	4 5	15 52	3 58	13 48	18 11	12 15	8 45	16 22	5 37	11 57	2 47	19 84	0 84	7 4	17 9	6 33	9 34	1 68
19 22	17 68	18 66	2 70	10 75	3 38	0 41	12 18	14 60	15 89	7 85	11 97	6 52	16 60	8 2	13 12	9 92	1 49	4 46	5 54
17 42	16 37	13 49	14 68	3 10	9 71	8 81	19 4	15 78	10 42	2 76	7 23	4 2	5 77	18 79	6 95	11 55	0 63	12 70	1 26
14 49	12 97	18 41	6 73	11 26	0 68	15 60	19 42	10 20	9 56	7 35	2 66	17 50	4 31	13 52	5 89	1 40	3 90	8 95	16 47
18 80	1 10	19 12	14 82	13 50	16 69	4 31	11 33	3 56	5 25	7 28	10 74	9 79	0 51	12 97	8 53	15 54	6 10	2 20	17 8
5 89	16 33	19 95	11 77	17 87	2 31	14 36	1 41	6 98	13 31	10 65	9 41	15 7	18 76	3 7	8 4	7 38	0 58	12 80	4 33
10 4	9 33	2 32	0 96	5 28	3 31	8 92	17 14	16 91	15 57	4 29	7 98	18 54	19 92	11 73	6 54	14 90	12 50	13 66	1 91
10 94	8 74	14 41	15 77	19 14	7 50	2 56	11 65	13 57	16 31	5 4	9 13	3 81	6 4	12 44	4 70	0 61	18 47	17 9	1 73
14 70	2 76	13 90	3 15	4 51	18 28	16 69	8 50	19 74	0 28	1 92	7 2	11 87	17 11	15 11	12 41	5 26	9 92	10 36	6 28
12 74	8 11	3 90	18 39	16 65	7 14	0 85	5 21	4 60	2 12	15 81	6 21	13 41	17 4	11 56	1 89	19 67	14 12	9 89	10 7
12 17	14 35	2 14	0 23	17 56	8 6	4 19	15 68	19 48	5 20	1 60	7 12	18 71	10 15	9 23	16 23	13 26	11 35	3 11	6 61
