30	20
3 56	10 59	16 46	2 48	11 51	9 50	18 54	4 54	15 52	1 50	19 56	8 45	13 60	14 47	0 44	5 46	6 48	17 56	7 54	12 46
11 54	8 33	5 52	10 50	6 55	2 58	14 50	17 48	4 42	0 50	15 51	9 58	19 65	7 44	1 52	18 48	13 54	3 44	16 57	12 51
2 45	18 50	3 49	7 51	16 58	1 52	17 53	12 45	6 57	9 52	8 51	10 58	11 45	0 54	14 47	5 48	15 51	4 54	19 45	13 52
6 52	0 55	3 47	19 48	18 48	1 42	12 51	17 47	16 47	8 40	4 48	13 50	5 47	7 47	11 52	10 44	15 60	9 44	2 52	14 50
13 53	6 57	3 47	2 49	4 56	10 49	7 47	8 52	16 43	0 45	11 55	1 55	5 48	17 48	9 46	15 52	18 51	14 57	12 40	19 65
1 47	12 47	11 45	10 45	7 55	0 57	13 59	9 48	17 59	3 57	8 48	6 48	18 50	16 49	2 57	5 55	19 47	14 45	4 50	15 52
5 54	16 47	2 68	7 61	17 48	4 49	10 45	9 44	6 47	18 47	19 55	13 50	15 56	8 56	0 50	12 56	11 53	1 49	14 46	3 58
12 48	11 54	17 40	15 55	13 53	2 51	9 53	10 46	0 50	16 49	4 53	6 51	8 55	1 53	18 48	7 54	14 57	19 54	5 43	3 61
12 48	6 47	10 45	16 56	2 47	13 53	4 52	1 57	15 44	18 50	9 48	17 49	7 51	11 53	3 55	19 47	8 42	14 51	0 52	5 52
3 53	2 50	16 54	11 45	9 51	1 49	7 49	5 53	8 45	18 48	4 49	12 54	0 37	19 45	17 48	6 46	15 59	14 51	13 49	10 55
12 49	1 43	17 50	18 44	11 42	0 44	8 47	2 48	19 56	13 56	15 46	3 49	14 54	7 53	6 47	10 51	5 54	16 52	4 46	9 44
0 49	15 49	4 61	19 48	6 54	16 46	10 44	1 49	18 49	11 49	13 47	14 46	12 48	8 50	7 55	5 40	9 49	3 57	2 53	17 45
7 41	19 53	16 48	12 58	3 51	8 48	0 46	14 54	6 49	11 52	17 55	9 50	1 51	18 54	4 50	13 45	5 50	2 50	10 49	15 53
16 44	6 52	17 39	19 53	3 49	1 52	9 50	8 40	18 53	4 43	0 49	15 47	5 43	7 46	13 37	14 52	11 49	10 52	2 52	12 53
13 52	5 46	0 57	11 46	1 56	17 50	16 41	6 45	2 49	10 43	4 49	7 54	19 53	14 49	15 55	8 50	18 48	9 38	3 51	12 52
8 50	2 45	17 54	0 45	6 44	3 56	15 41	13 60	19 38	12 54	5 47	14 49	18 51	10 50	7 46	1 52	11 49	9 52	4 51	16 54
12 51	3 51	16 53	0 51	4 47	17 46	7 54	6 53	2 54	19 48	15 47	13 52	8 45	14 45	9 54	10 50	18 50	1 51	5 59	11 55
7 55	14 46	1 47	8 33	5 59	15 47	10 52	13 55	9 51	11 45	0 41	16 49	6 63	2 48	4 57	18 58	3 51	19 54	12 48	17 51
11 56	4 53	2 56	7 56	1 56	0 50	14 54	3 48	8 49	15 60	18 53	9 52	16 51	6 46	17 44	13 49	5 53	12 54	19 47	10 49
2 51	4 44	7 43	12 44	1 55	16 49	15 46	14 41	5 48	13 45	8 42	17 47	10 42	11 52	3 52	6 45	9 46	18 60	19 48	0 39
15 43	10 48	0 49	1 48	16 43	6 47	2 48	11 59	17 50	8 48	4 40	18 38	7 54	19 50	3 53	13 54	14 54	5 42	12 53	9 50
8 50	4 45	17 46	16 46	13 42	5 51	7 43	10 50	18 45	19 56	3 39	1 58	12 48	9 39	2 49	14 43	6 49	0 49	15 45	11 57
8 61	10 43	16 53	6 52	4 57	12 62	17 48	3 54	1 40	11 41	0 49	14 56	19 47	9 45	15 48	13 43	5 55	18 48	7 50	2 51
14 44	7 49	19 37	13 55	8 44	9 46	12 48	6 57	16 51	5 51	11 45	4 51	15 55	3 48	2 60	1 50	0 54	18 54	10 50	17 55
17 49	13 53	6 50	8 52	12 45	11 47	1 52	10 48	14 55	3 52	2 52	5 57	15 52	4 52	19 48	16 47	0 53	18 60	7 50	9 57
16 56	9 51	14 46	10 49	2 43	19 48	4 48	12 49	7 46	17 45	5 53	6 51	8 52	3 34	18 51	11 55	0 48	1 55	13 58	15 47
10 53	15 42	18 50	1 56	0 53	14 47	6 50	7 53	3 57	11 46	17 48	2 48	5 48	13 54	19 49	12 51	16 55	4 39	9 51	8 36
8 47	3 59	16 50	1 45	5 55	11 45	9 53	10 44	7 52	0 47	14 50	19 46	6 43	12 42	2 46	18 51	4 57	15 52	13 51	17 43
8 58	7 48	0 41	1 45	19 49	14 46	16 49	4 57	15 41	12 58	2 51	9 47	18 56	17 43	13 49	10 46	6 50	11 44	3 50	5 41
19 43	16 54	12 63	4 46	14 52	0 48	7 52	9 57	15 48	2 47	5 46	1 50	13 46	11 50	17 51	6 66	8 48	18 61	3 49	10 48
