70	15
5 45	1 182	8 170	14 148	13 80	6 78	4 194	10 129	2 95	0 143	12 20	11 50	3 106	9 75	7 121
1 117	10 57	11 100	0 135	3 17	2 29	13 69	9 146	6 38	14 145	8 186	4 21	5 6	12 87	7 164
11 32	8 165	10 103	7 30	6 49	4 78	5 113	12 94	2 92	1 86	9 121	14 99	13 72	0 103	3 115
10 125	9 123	0 34	13 51	1 92	5 170	3 42	4 167	8 85	6 187	12 196	11 27	2 132	14 123	7 190
3 49	12 54	13 136	5 23	4 99	1 108	0 200	11 100	9 58	8 36	2 99	7 198	10 190	6 190	14 73
1 95	4 68	13 179	6 194	11 94	8 173	0 142	5 135	7 132	9 193	2 138	3 152	10 2	14 127	12 103
14 182	9 136	1 143	10 186	0 111	3 154	11 192	2 30	6 147	8 180	4 81	12 149	7 130	5 1	13 92
9 87	8 148	1 100	13 22	10 187	7 35	6 103	4 23	12 35	3 189	2 174	5 102	14 71	0 199	11 46
12 136	14 178	5 199	8 32	7 16	2 146	4 59	1 78	3 30	10 192	0 170	6 121	11 64	9 54	13 199
5 63	11 14	12 32	13 149	14 198	1 40	10 200	0 130	6 148	9 152	3 56	4 187	7 10	8 135	2 83
6 34	2 146	8 185	4 12	7 99	13 6	0 198	14 1	12 76	9 81	11 64	3 129	10 28	1 163	5 8
5 126	10 37	2 118	7 136	9 117	13 32	14 61	6 152	12 140	11 129	0 194	4 14	8 128	3 109	1 64
5 51	4 35	3 179	11 64	7 83	0 68	14 79	2 32	1 19	10 128	6 109	8 196	9 75	13 170	12 56
9 141	5 55	8 82	2 84	11 8	7 75	0 197	14 132	1 52	12 96	3 166	13 141	6 75	10 72	4 170
3 112	6 79	7 158	8 20	5 152	2 103	12 177	10 130	4 123	13 175	1 47	0 89	9 94	14 178	11 12
4 99	2 182	12 178	8 135	11 6	5 178	14 11	0 115	3 199	7 144	13 71	6 70	1 20	9 122	10 2
0 127	9 41	1 181	12 111	7 80	2 3	13 111	6 72	4 119	11 79	14 147	8 190	10 86	5 91	3 68
4 40	10 179	9 162	5 170	2 18	14 152	12 166	11 127	6 111	8 143	7 3	0 130	13 99	3 38	1 16
4 96	7 172	6 98	9 135	12 53	13 71	10 79	2 107	1 106	14 64	3 142	5 124	0 104	8 187	11 133
4 8	10 29	7 87	6 79	2 93	8 63	3 133	11 195	0 112	13 73	12 56	1 161	9 155	14 102	5 27
5 190	6 188	8 10	10 30	0 53	14 79	13 49	3 46	9 145	7 111	2 4	12 30	1 167	4 130	11 39
5 40	9 18	2 21	11 7	6 116	13 161	1 198	14 191	3 124	12 133	4 113	7 125	8 97	10 48	0 190
0 3	3 166	8 196	1 31	2 159	10 147	13 3	7 141	14 43	12 131	5 111	6 199	4 164	9 79	11 25
9 112	7 29	0 88	12 154	3 160	11 42	13 41	10 162	14 94	8 18	4 64	1 192	5 98	6 6	2 106
11 115	12 38	13 128	0 132	2 20	4 105	3 38	10 44	5 126	1 14	14 126	9 123	6 4	7 108	8 194
2 93	4 23	11 21	7 118	10 48	3 31	12 20	5 25	6 129	14 163	0 146	1 147	13 162	8 97	9 37
11 187	0 108	8 191	3 139	7 154	2 97	6 149	13 141	5 122	12 163	10 172	9 80	1 14	4 96	14 93
12 186	1 99	14 129	10 67	6 136	13 45	8 125	7 82	3 183	0 119	4 133	5 119	9 62	2 46	11 108
11 115	5 58	6 187	2 194	4 40	0 171	3 162	13 174	14 200	10 124	9 23	8 42	12 59	7 35	1 103
7 29	8 75	4 156	2 34	14 107	0 74	10 103	6 85	13 165	5 174	1 109	12 96	11 82	3 109	9 32
5 163	11 56	9 171	13 16	2 141	4 3	6 40	12 139	7 167	3 166	1 198	8 107	10 114	14 130	0 143
7 111	12 102	6 51	9 111	8 100	10 96	0 191	1 30	3 118	13 86	14 95	5 78	11 142	4 137	2 135
5 139	3 171	11 50	6 73	9 125	8 56	1 146	7 165	13 90	12 182	0 88	10 47	14 177	2 180	4 1
11 171	13 81	2 88	14 70	7 103	3 24	8 58	0 41	10 99	1 123	6 177	5 132	4 151	12 24	9 40
7 79	3 63	10 102	4 149	12 65	14 137	13 99	2 84	8 77	0 109	11 146	9 94	1 22	6 130	5 103
7 66	12 94	1 113	14 33	6 39	4 168	2 178	11 123	13 20	0 91	5 26	3 3	10 134	8 191	9 13
9 148	4 165	10 179	1 181	0 87	11 184	8 43	12 55	3 12	13 12	6 40	5 186	2 139	14 118	7 84
13 28	4 46	5 54	8 67	1 94	12 126	10 183	6 5	7 179	2 51	11 29	14 145	3 86	0 166	9 141
7 160	6 14	8 69	10 190	12 150	2 160	5 128	3 107	13 120	11 151	14 178	9 105	1 125	4 44	0 171
14 47	6 199	9 99	11 12	1 171	12 85	3 129	10 153	7 58	4 133	5 177	13 16	8 118	0 84	2 40
14 95	4 146	2 147	5 5	1 187	0 122	11 107	8 117	13 122	12 59	10 26	7 6	6 88	9 194	3 28
13 147	7 143	3 149	5 140	2 48	0 68	9 138	10 30	11 143	14 128	6 46	4 102	8 26	1 55	12 55
6 141	3 13	11 74	7 45	2 84	9 157	13 70	4 118	5 104	10 2	12 83	0 133	8 100	1 98	14 140
2 129	8 33	14 55	7 94	9 197	4 109	1 111	10 36	3 173	5 187	6 197	0 141	13 128	12 8	11 173
6 166	3 147	8 148	4 195	2 164	12 61	1 130	14 110	11 120	5 60	9 199	13 106	0 63	7 66	10 154
0 17	13 147	10 128	2 153	4 174	9 141	14 180	3 50	8 27	1 2	11 112	12 55	7 62	6 143	5 141
9 123	8 64	7 91	2 132	12 119	14 134	3 97	13 55	1 128	6 122	11 71	5 183	0 104	10 187	4 145
13 151	11 173	10 196	3 132	9 76	2 176	12 135	4 38	1 82	6 25	14 21	5 18	0 58	8 144	7 50
4 62	2 187	6 200	3 110	12 2	1 85	10 41	14 181	8 100	9 17	11 55	5 98	13 56	7 71	0 19
5 56	7 151	1 147	14 10	4 200	11 33	2 192	10 104	13 160	9 96	0 72	3 8	12 81	8 106	6 182
6 12	8 79	11 177	3 158	5 7	0 178	12 196	4 17	10 37	13 25	1 104	2 124	7 195	14 73	9 153
11 63	6 161	14 109	5 193	9 189	0 33	13 182	1 126	2 47	7 16	8 166	10 48	4 155	12 134	3 171
1 148	14 82	9 60	2 167	3 57	7 43	4 196	6 48	13 75	10 46	11 28	8 114	0 198	5 169	12 96
4 95	10 171	8 66	9 140	11 177	3 133	7 96	2 131	13 167	6 19	0 155	14 35	1 184	12 196	5 85
4 19	6 170	13 140	14 29	8 192	1 175	11 144	2 135	7 44	12 196	10 133	9 52	0 138	3 102	5 74
12 163	0 57	2 81	13 26	10 183	5 182	14 124	1 99	11 48	7 100	3 8	8 196	9 23	4 137	6 9
0 105	10 106	5 5	13 28	12 19	7 66	14 51	3 185	2 100	6 141	1 181	4 116	9 101	11 106	8 155
1 123	12 176	2 199	0 135	8 171	4 169	5 71	14 59	11 84	13 102	6 188	10 40	3 94	9 43	7 95
11 145	8 141	10 31	4 83	0 102	13 86	14 38	7 94	3 90	5 2	12 88	9 62	2 133	6 19	1 29
13 117	0 19	1 80	10 98	12 189	7 54	2 185	11 109	5 99	14 185	9 35	4 79	6 142	3 135	8 106
5 147	0 22	6 65	4 161	13 108	1 85	3 137	11 52	8 163	10 81	9 101	2 26	12 72	14 175	7 162
9 33	1 79	7 104	8 166	14 151	3 79	13 102	0 99	11 163	5 112	12 154	6 161	4 194	2 56	10 119
4 57	9 42	13 133	1 105	5 42	6 8	12 10	0 131	11 104	7 172	10 39	14 188	8 128	3 177	2 20
14 160	11 66	4 126	13 49	12 119	7 36	9 165	10 111	6 157	1 93	8 6	5 68	0 1	2 102	3 111
6 28	12 142	10 10	3 114	0 158	7 33	5 180	4 13	8 189	14 132	13 127	11 13	1 167	9 13	2 15
3 8	14 160	5 118	8 15	1 133	9 102	12 56	11 186	2 197	13 77	7 141	10 87	0 5	4 24	6 192
7 113	6 28	13 141	11 17	5 112	2 176	1 167	8 98	10 92	0 59	12 168	9 2	14 66	3 85	4 21
8 80	0 182	12 117	7 94	13 74	4 38	2 78	5 186	9 127	6 126	11 154	14 192	3 165	10 59	1 200
8 52	12 163	7 42	6 141	10 59	4 105	3 25	1 185	0 75	2 161	14 178	13 126	5 108	9 44	11 74
11 144	2 161	13 82	9 69	5 66	3 63	4 198	10 132	14 6	7 172	8 154	12 173	0 92	6 162	1 60
