20	10
5 38	0 49	7 96	2 82	6 62	1 7	3 20	4 89	9 7	8 29
4 86	6 13	2 5	5 73	1 98	7 32	0 17	9 37	3 21	8 99
7 14	6 80	4 66	2 65	1 83	9 21	8 65	5 54	3 49	0 80
3 95	4 74	7 16	5 73	0 55	6 55	1 50	2 10	8 55	9 89
7 55	9 18	6 57	0 30	4 32	8 63	2 98	1 3	5 32	3 42
6 71	3 1	9 2	5 46	8 33	0 85	4 59	2 19	7 63	1 17
2 20	6 12	4 73	3 51	0 34	9 15	8 68	5 46	7 74	1 16
4 57	1 64	8 74	6 59	0 37	5 70	9 65	7 13	3 92	2 53
8 85	1 31	4 78	9 94	7 41	0 82	2 28	6 46	3 99	5 89
8 41	2 53	6 29	4 61	1 58	3 20	9 87	0 80	5 48	7 48
5 2	4 64	3 73	6 31	7 53	0 27	1 70	2 37	9 17	8 51
4 59	8 30	9 77	6 26	3 1	5 28	1 46	2 77	0 72	7 82
2 15	5 72	4 50	7 51	3 50	1 93	0 70	8 52	6 64	9 92
8 49	2 59	0 88	9 72	4 33	7 44	5 96	1 56	3 20	6 46
3 8	6 76	2 37	1 3	5 64	8 30	7 46	0 60	9 65	4 7
2 54	1 2	8 61	0 85	6 14	9 34	5 91	7 16	3 41	4 35
8 92	7 49	6 53	2 65	5 69	3 2	4 87	1 37	0 18	9 7
9 7	7 79	6 97	8 48	5 87	0 23	2 12	1 31	3 75	4 28
0 48	6 56	1 42	4 42	8 39	9 62	2 10	5 19	3 12	7 30
4 84	1 84	7 74	6 4	0 1	5 49	9 98	8 23	3 71	2 36
