30	20
1 115	18 119	0 36	12 73	8 172	14 129	16 175	10 178	2 26	3 113	15 175	7 25	19 137	17 147	13 119	4 132	5 123	11 65	9 182	6 185
12 167	18 181	0 100	1 57	19 4	7 106	5 23	9 14	15 40	3 142	11 45	14 67	8 111	13 44	2 19	17 118	6 61	16 82	4 82	10 56
10 33	15 135	7 61	1 69	17 59	8 32	0 131	19 47	11 140	18 37	12 62	2 123	3 82	14 112	5 37	6 68	13 123	16 172	4 99	9 9
1 58	9 156	15 135	12 26	13 94	6 198	16 123	5 1	3 28	19 147	18 52	14 48	11 46	4 89	17 167	8 81	0 33	7 65	10 118	2 44
17 130	14 199	16 134	11 69	18 84	5 95	6 58	13 94	8 104	4 122	1 65	12 72	3 154	2 154	10 5	0 27	15 27	19 41	7 123	9 6
14 130	9 190	16 68	0 33	1 117	2 72	17 53	11 100	15 4	5 169	12 28	18 145	10 38	4 30	19 199	7 128	3 193	8 63	6 94	13 4
11 154	19 190	16 110	1 48	12 184	15 30	2 173	5 27	8 24	13 32	0 169	14 70	10 21	17 21	3 137	18 87	9 26	4 126	6 155	7 6
19 92	12 75	5 78	13 196	4 14	11 176	1 175	14 23	9 73	0 14	7 168	16 105	3 5	8 26	17 115	18 90	6 6	2 172	15 126	10 176
7 51	0 184	14 50	9 127	6 15	11 114	17 153	13 162	8 77	5 24	2 66	15 117	3 158	4 84	16 33	12 72	10 119	19 48	18 15	1 164
14 10	10 50	18 71	12 181	16 140	9 180	6 73	1 9	17 195	11 172	19 75	5 179	15 168	3 196	8 167	0 187	13 103	4 137	7 85	2 119
5 111	17 199	11 89	16 9	9 18	3 40	0 139	14 95	1 89	8 3	2 126	7 85	6 34	10 27	13 94	15 106	18 39	12 41	19 48	4 20
0 161	11 75	17 175	7 182	13 106	12 26	2 84	19 171	4 82	6 62	10 39	8 197	15 75	18 60	5 87	1 177	3 153	9 10	14 44	16 63
3 101	17 199	15 122	6 146	5 77	2 154	19 41	4 166	7 81	16 181	11 124	12 115	13 102	14 103	8 134	0 3	10 91	18 54	9 194	1 200
4 92	12 184	13 151	16 123	6 3	9 182	14 84	7 192	10 25	19 140	15 18	8 122	5 4	0 60	18 192	11 160	17 8	2 143	3 62	1 134
10 31	9 180	4 163	1 174	2 94	13 138	15 98	0 133	8 176	12 43	17 30	18 15	6 134	14 129	3 55	11 7	5 101	7 132	19 62	16 23
0 59	10 64	15 173	8 92	17 173	4 100	16 45	11 86	6 93	13 154	3 184	12 48	14 13	7 182	18 138	5 131	19 94	2 94	1 90	9 131
2 188	17 200	3 23	5 197	14 89	18 108	1 171	8 131	11 168	7 31	15 111	10 118	9 76	16 176	4 86	12 145	6 39	13 195	19 182	0 167
10 37	12 22	15 180	7 69	1 115	2 162	13 154	8 69	6 27	18 182	4 193	19 26	5 165	0 189	16 114	11 172	14 156	17 188	9 116	3 158
0 49	16 103	10 65	15 128	13 134	6 55	17 46	14 95	12 43	9 68	5 112	19 111	1 34	11 104	7 183	2 7	3 31	4 102	8 58	18 96
9 155	19 190	10 74	13 175	5 80	18 18	4 1	3 197	11 124	0 113	12 154	6 71	15 52	1 76	14 191	17 38	2 35	8 158	7 154	16 59
17 89	12 159	6 164	8 61	2 9	13 93	10 73	0 20	14 98	1 128	18 166	9 169	19 116	4 10	7 106	5 76	3 152	15 126	16 115	11 175
3 28	14 174	12 36	2 47	1 149	7 175	16 158	6 170	15 186	8 96	13 54	4 54	19 87	10 19	17 140	0 97	11 33	5 182	18 32	9 131
15 68	0 175	16 145	14 11	5 122	7 184	4 19	10 39	8 150	13 134	17 55	18 36	9 156	12 182	19 96	2 76	6 45	11 77	1 19	3 154
2 41	3 138	7 68	18 120	1 198	14 73	6 123	19 152	8 33	0 57	17 8	4 111	5 60	16 40	10 106	15 142	13 17	12 46	11 37	9 184
9 54	11 168	13 6	1 97	5 8	19 30	15 46	6 74	4 191	10 154	14 156	17 127	8 21	12 16	16 190	2 78	3 144	0 41	7 181	18 18
5 184	4 136	13 112	11 144	0 123	3 130	17 162	14 162	12 91	2 174	1 2	18 160	15 45	16 55	10 59	19 83	7 81	8 22	9 105	6 163
1 32	10 188	0 20	6 185	3 181	5 170	14 41	8 136	16 178	18 113	9 109	4 119	12 36	2 154	15 164	17 189	7 1	13 25	19 151	11 114
2 44	9 154	12 10	0 125	1 137	18 72	11 38	3 176	13 170	8 87	19 15	17 193	10 76	4 35	5 45	15 52	7 4	14 4	6 125	16 167
12 174	18 71	5 109	3 46	7 13	9 99	14 130	19 179	0 30	6 168	2 56	4 113	10 40	17 25	8 90	16 164	15 30	13 33	1 161	11 55
13 150	14 117	4 170	9 3	10 25	11 102	18 64	7 59	3 200	1 57	19 161	17 103	5 66	2 79	12 135	8 199	6 108	15 1	0 64	16 5
