60	15
10 114	7 56	5 145	14 153	0 33	9 174	8 46	3 80	12 57	2 150	6 26	13 56	1 63	4 99	11 87
10 149	7 181	4 192	3 38	8 21	5 19	9 142	14 113	12 48	1 101	13 25	6 98	11 31	0 20	2 169
2 67	7 60	9 26	13 63	5 39	11 137	14 173	3 20	1 166	8 139	10 22	6 8	4 52	12 138	0 29
10 52	0 113	3 97	6 88	8 111	9 151	14 169	11 28	13 185	7 130	1 50	5 190	4 178	12 183	2 140
3 119	13 147	8 196	6 46	2 147	11 4	14 146	1 65	4 42	5 199	0 116	9 53	12 31	10 193	7 96
12 145	10 196	6 143	7 63	2 67	11 44	14 43	4 70	13 140	1 31	9 98	8 81	3 22	5 132	0 177
9 109	4 25	0 100	5 107	14 35	13 47	6 70	2 12	11 82	10 169	8 13	3 108	7 48	12 106	1 60
8 52	0 73	12 113	11 24	9 38	7 65	6 46	1 15	2 23	13 100	4 94	3 100	10 21	5 105	14 11
1 26	6 118	3 54	12 192	8 200	10 15	0 194	4 98	2 131	14 137	11 92	7 75	5 127	9 162	13 182
14 3	9 93	12 119	4 144	7 19	6 42	3 131	1 146	11 59	2 129	8 114	5 32	0 1	10 169	13 177
6 65	0 168	13 136	2 55	1 11	5 189	7 68	10 57	12 199	3 150	9 140	4 195	11 182	14 68	8 91
10 6	13 64	8 100	12 115	1 107	11 76	14 198	5 189	3 57	4 178	6 42	7 1	9 149	2 200	0 118
8 59	11 185	14 133	10 147	13 191	4 177	3 9	1 134	2 26	12 95	0 141	6 30	5 99	7 84	9 148
2 12	3 9	10 66	5 123	13 137	7 91	0 124	4 3	12 27	6 121	11 76	9 142	1 30	8 147	14 57
13 173	4 38	3 145	7 168	6 56	10 111	5 145	11 113	0 70	12 67	9 55	2 191	8 150	1 93	14 180
11 153	5 125	8 150	3 23	14 141	7 165	12 96	6 67	13 157	4 31	1 15	2 199	9 92	10 30	0 158
13 71	5 124	8 130	2 58	1 125	6 14	7 20	14 115	9 97	10 143	4 88	12 95	11 48	3 178	0 36
1 166	8 43	2 79	9 60	4 52	12 104	0 168	3 121	6 113	7 23	14 145	11 122	13 194	5 69	10 46
8 177	13 62	9 61	0 161	5 31	11 163	2 156	1 118	3 109	4 146	6 164	12 14	14 178	7 88	10 24
6 125	4 33	12 66	10 127	13 123	0 9	1 177	3 59	8 61	14 109	9 190	11 119	5 185	7 10	2 143
10 66	12 183	6 16	9 87	7 102	3 160	11 126	2 37	8 192	1 84	0 3	5 129	4 155	13 94	14 89
10 13	9 74	13 27	2 52	14 16	1 108	4 69	3 103	11 45	0 91	12 24	7 156	5 60	8 51	6 191
14 141	8 54	13 164	5 78	1 63	10 135	6 114	11 57	0 96	7 24	9 26	3 100	12 72	4 142	2 158
3 158	14 74	4 180	9 113	1 196	13 165	12 132	2 67	10 172	0 5	11 79	5 1	7 168	6 75	8 184
8 181	9 182	12 44	10 15	2 40	11 60	7 192	4 196	6 31	1 167	13 64	0 199	14 7	3 79	5 158
14 91	12 157	13 103	5 20	3 149	10 73	4 94	11 123	9 86	2 64	8 147	0 41	6 140	1 120	7 176
4 106	12 52	1 51	2 42	11 94	14 8	8 153	9 54	7 70	13 39	0 194	3 6	6 72	5 5	10 35
10 167	0 19	12 119	4 200	13 144	5 177	2 194	11 171	7 33	9 101	3 182	6 134	1 186	14 94	8 92
8 103	0 153	10 83	6 61	1 54	11 122	4 157	3 60	12 64	5 6	14 30	9 165	13 46	2 37	7 156
9 114	7 196	8 85	12 92	13 19	3 120	11 113	0 162	14 105	4 40	10 173	1 57	6 105	5 115	2 53
14 28	1 105	9 73	11 186	12 29	2 83	5 1	6 187	7 71	10 158	3 138	13 124	8 30	4 17	0 136
11 146	2 172	14 167	0 191	10 106	9 62	8 114	5 29	1 7	13 142	4 70	3 174	7 37	6 14	12 102
6 129	2 194	4 178	7 65	12 51	13 103	14 106	11 30	0 109	1 97	5 84	3 169	10 13	8 27	9 177
4 187	1 176	8 13	11 124	12 141	5 6	6 131	3 173	9 165	13 199	2 125	10 39	7 37	14 9	0 55
11 78	14 5	5 161	3 184	7 140	9 85	12 22	0 82	10 13	1 2	6 71	8 197	13 194	2 85	4 33
6 129	3 111	2 117	11 36	5 112	4 184	10 138	13 121	14 49	7 125	12 57	0 171	1 177	8 179	9 18
9 161	2 154	5 196	13 186	1 71	10 41	14 151	12 70	4 146	7 11	11 188	3 108	8 92	0 26	6 19
3 44	7 44	0 108	14 158	5 147	1 85	11 125	13 26	9 118	4 96	12 58	6 153	8 183	2 108	10 3
0 94	9 190	4 6	3 184	8 154	13 185	2 199	14 106	7 45	11 35	6 68	12 58	1 125	5 182	10 59
13 79	9 199	8 56	12 184	6 137	14 37	3 102	7 193	11 102	1 193	4 53	5 92	0 160	10 23	2 109
5 109	6 121	10 19	12 50	8 120	7 117	13 141	14 26	0 109	9 15	2 148	3 139	1 18	11 194	4 41
11 50	3 180	4 68	6 108	7 29	14 53	1 19	10 71	5 192	0 93	2 34	12 58	8 51	9 125	13 200
4 31	7 187	0 24	3 29	9 199	8 57	6 107	11 187	5 155	2 2	14 76	1 161	13 159	10 35	12 59
10 64	1 73	12 168	7 41	9 53	8 107	0 77	5 14	11 167	4 154	14 72	2 96	6 13	3 151	13 66
