30	15
3 60	14 45	7 54	9 42	0 51	12 52	5 62	11 48	4 49	8 45	10 57	13 45	1 50	6 49	2 52
6 56	8 55	9 43	3 55	14 48	4 55	0 46	12 46	13 49	1 47	11 45	5 46	7 52	10 54	2 50
14 52	11 54	8 48	7 53	0 47	5 41	1 49	2 52	10 61	12 45	9 50	13 50	3 52	4 49	6 58
6 46	5 46	14 54	4 49	7 51	1 47	2 46	3 52	12 53	13 45	8 45	0 52	9 52	10 50	11 51
2 43	10 55	14 54	13 46	3 45	0 44	9 58	12 56	7 46	8 52	4 46	6 45	11 53	1 59	5 51
8 47	12 46	11 50	1 42	5 52	6 51	7 47	9 49	4 40	0 43	10 53	13 51	2 48	3 47	14 52
5 52	8 44	4 43	2 51	1 52	10 49	9 56	11 51	7 34	13 49	12 52	0 51	3 55	14 51	6 50
1 53	6 50	8 58	13 52	3 46	7 43	10 51	14 51	2 48	0 48	5 43	9 51	11 46	4 42	12 54
12 62	9 58	1 54	6 47	5 49	2 65	10 57	4 55	7 43	13 53	11 54	0 46	8 61	14 50	3 50
13 57	10 50	6 49	14 50	5 65	12 46	0 47	2 52	4 45	8 50	7 57	3 51	1 58	11 45	9 45
2 59	11 46	7 53	12 53	13 48	8 43	1 48	3 49	0 49	6 47	5 41	10 55	9 52	14 56	4 41
1 46	13 49	12 47	5 52	14 52	0 60	9 48	10 46	11 45	2 48	6 50	7 57	8 50	4 54	3 50
13 56	12 51	5 50	14 44	4 47	11 51	3 54	9 52	1 55	2 60	7 50	0 51	10 55	6 46	8 48
6 44	1 54	4 50	9 56	8 49	2 51	13 46	7 58	11 45	5 41	14 47	12 47	3 46	0 45	10 46
3 54	1 54	10 56	6 43	4 46	12 41	5 56	14 46	13 41	8 53	0 58	7 46	9 56	11 55	2 49
7 47	3 52	2 47	4 44	0 39	1 48	8 40	11 40	13 67	12 48	14 52	9 50	5 49	10 44	6 48
7 49	8 49	2 42	5 49	14 50	1 51	10 47	4 51	11 48	9 55	0 50	13 51	3 38	12 41	6 48
10 50	4 48	14 55	2 52	11 56	7 52	8 52	1 46	12 53	13 57	9 45	0 56	3 55	6 42	5 46
13 47	9 56	0 49	2 50	11 42	1 52	14 44	6 55	5 47	7 55	4 58	8 44	12 49	10 43	3 52
0 56	14 57	2 54	9 52	12 47	11 43	3 56	1 52	10 54	5 42	8 50	4 54	7 55	6 53	13 51
7 42	9 50	8 43	13 45	3 55	1 38	11 55	14 56	5 56	12 52	10 47	6 49	2 50	0 40	4 50
4 56	5 52	0 57	11 41	6 45	9 47	7 58	8 54	12 47	2 49	3 58	1 45	14 54	13 52	10 48
12 49	6 44	2 54	7 46	10 47	4 58	1 52	9 50	8 58	5 45	13 46	14 49	0 53	11 60	3 48
1 49	11 53	2 44	12 41	3 49	10 53	6 44	5 51	9 53	0 53	14 52	8 56	7 47	4 56	13 48
6 50	3 52	1 59	8 59	9 47	2 49	10 51	5 52	0 50	11 47	12 47	4 54	7 55	13 62	14 52
10 37	12 50	0 46	13 59	14 46	4 50	11 55	8 42	3 48	5 56	2 60	9 43	1 46	6 54	7 49
13 52	12 48	3 56	7 47	5 57	14 32	4 49	0 53	10 49	2 42	9 56	1 49	8 45	6 53	11 48
12 53	4 43	6 46	3 56	9 45	14 45	5 43	1 49	10 52	8 51	11 45	0 45	13 54	7 51	2 53
11 43	14 47	13 47	8 45	6 45	10 44	3 48	2 55	12 53	1 41	9 55	0 57	7 51	4 50	5 49
14 49	12 54	5 46	2 51	4 53	11 45	0 52	10 52	1 41	6 50	13 47	9 53	7 49	8 43	3 46
