40	15
12 146	1 109	10 34	5 51	8 151	14 1	6 33	7 181	3 194	13 117	9 110	4 48	2 70	0 55	11 102
12 35	2 128	0 94	6 55	8 114	5 80	10 88	7 37	4 56	13 80	14 48	11 88	9 50	3 140	1 28
9 163	0 136	2 11	3 79	1 119	14 159	12 113	6 80	7 87	4 162	10 78	5 72	8 23	13 79	11 116
3 46	12 85	13 177	10 20	8 6	2 116	4 90	7 87	0 196	11 49	14 89	5 178	9 170	6 45	1 196
0 87	5 29	11 98	2 34	3 145	14 89	10 173	8 178	7 163	4 36	1 113	13 153	12 89	9 21	6 14
4 46	10 178	3 84	1 95	14 67	6 81	0 192	5 75	12 131	11 109	13 23	8 125	7 35	9 30	2 32
6 183	8 103	4 64	2 57	7 171	13 155	3 146	1 98	12 161	14 71	0 49	11 52	5 76	10 62	9 40
1 91	12 38	14 89	0 7	4 98	7 136	8 138	13 12	6 74	5 192	10 75	2 185	11 128	3 165	9 118
1 79	5 23	10 151	8 139	9 157	11 46	3 65	14 168	4 80	0 64	13 61	2 117	12 177	6 184	7 113
9 161	5 129	13 104	0 121	14 62	4 79	10 181	3 81	7 153	8 113	2 114	11 106	6 151	1 69	12 178
0 78	1 120	4 152	5 130	6 121	13 164	10 127	3 6	11 169	9 35	14 179	7 195	12 129	8 180	2 67
1 74	5 137	2 80	3 109	9 132	8 58	10 170	6 14	7 111	12 135	4 174	0 105	11 79	13 137	14 164
12 138	5 200	1 158	6 187	11 189	14 86	10 100	8 38	9 50	0 140	3 125	2 127	13 197	4 178	7 50
11 49	13 104	8 48	0 132	10 128	3 34	9 55	12 138	2 24	14 18	4 26	6 163	7 136	5 42	1 149
3 26	14 156	2 62	5 116	6 50	0 85	1 116	8 127	12 115	11 29	9 56	4 13	13 194	10 23	7 185
9 54	11 148	8 136	14 5	1 62	4 160	2 22	6 75	3 149	10 76	0 175	7 190	12 176	5 85	13 61
3 84	10 198	7 9	5 170	1 135	0 12	14 187	9 98	12 134	2 56	11 196	8 171	6 54	4 164	13 96
11 50	1 67	2 16	13 12	5 133	9 68	14 16	12 158	8 146	7 39	4 81	10 67	3 86	6 176	0 11
12 178	1 128	3 184	7 114	10 121	11 78	4 16	8 46	14 25	5 168	0 31	9 185	2 5	13 64	6 20
4 130	12 113	10 113	2 162	7 5	14 167	11 4	8 171	1 191	5 57	6 181	3 78	0 79	13 196	9 29
8 67	7 22	13 166	2 176	9 54	0 84	3 46	4 88	11 109	6 163	12 87	10 3	1 113	14 172	5 123
2 124	5 74	10 102	9 30	0 23	7 162	6 199	11 154	3 38	8 12	14 60	13 124	4 193	12 48	1 131
3 81	0 102	2 106	8 29	1 90	4 120	13 47	6 88	5 190	14 59	9 116	12 57	10 173	11 18	7 109
6 135	14 17	2 9	12 92	5 121	4 78	8 129	7 30	13 197	1 54	9 167	10 13	11 35	3 184	0 33
11 15	5 122	3 137	10 70	12 183	9 149	1 19	4 134	2 117	0 81	14 12	13 143	8 180	7 80	6 51
4 162	12 113	8 196	11 101	0 75	10 68	9 142	14 136	1 103	2 38	3 91	6 6	5 56	13 58	7 163
6 118	14 46	3 156	10 131	5 62	11 9	9 172	8 179	4 56	7 188	0 125	1 106	2 113	13 104	12 190
0 92	5 106	4 39	9 129	7 154	12 57	11 180	14 185	2 26	6 27	1 183	10 4	13 113	8 26	3 34
12 125	10 68	4 79	7 33	3 146	0 180	6 185	11 112	8 183	9 20	1 10	14 119	2 100	13 114	5 109
2 165	13 172	5 128	10 151	12 142	8 98	0 109	14 39	3 126	11 32	6 52	7 38	1 149	9 94	4 39
0 32	1 81	9 196	2 40	6 101	13 30	14 142	3 3	12 58	4 87	11 11	7 35	5 97	10 13	8 175
4 109	9 141	0 156	10 118	12 166	2 104	6 127	7 2	8 82	3 146	13 159	1 134	14 67	11 55	5 167
14 146	2 175	1 159	3 162	4 196	7 57	5 45	13 64	11 59	6 148	0 66	10 164	8 32	12 85	9 42
0 113	1 37	3 83	9 4	13 131	8 26	14 100	7 119	11 13	6 42	10 75	4 179	5 22	2 14	12 190
13 31	2 65	14 175	9 118	11 100	0 33	10 7	1 38	5 147	6 2	4 93	8 141	7 181	12 195	3 136
13 176	1 139	11 30	0 50	6 152	10 151	8 132	9 87	2 151	3 94	12 42	7 127	4 11	14 122	5 143
9 13	12 29	0 81	8 90	11 107	14 22	5 57	7 74	4 120	2 140	10 141	6 155	13 181	3 166	1 75
2 136	7 184	13 82	3 61	5 84	9 18	14 117	4 192	11 2	0 34	1 87	12 143	10 17	6 157	8 127
1 172	5 23	12 31	6 31	9 27	7 164	3 179	14 51	11 157	2 13	0 77	13 72	10 162	8 98	4 86
2 66	10 1	0 188	7 105	3 35	6 158	12 188	1 33	11 39	5 131	9 5	8 79	4 113	13 199	14 137
