50	10
3 25	6 19	1 44	7 90	9 54	0 1	4 55	2 18	8 92	5 69
9 89	7 9	1 66	3 50	5 95	8 21	6 4	4 19	2 37	0 68
7 74	9 90	5 66	2 62	1 43	8 29	3 9	0 28	4 12	6 76
6 94	9 40	0 60	8 68	5 14	1 87	3 97	4 40	2 88	7 89
9 14	4 23	1 12	6 6	0 30	2 67	8 67	3 44	7 57	5 70
4 2	1 21	0 30	8 28	7 34	6 85	2 60	9 46	5 10	3 92
5 85	8 81	1 98	7 92	3 15	4 25	6 24	9 23	2 63	0 27
8 48	4 43	0 37	7 40	6 74	9 23	2 2	3 95	1 65	5 93
2 1	0 13	8 27	7 93	9 48	3 10	6 61	1 8	5 5	4 58
8 90	6 86	2 22	7 63	1 53	0 5	5 87	4 12	3 52	9 46
0 85	4 40	3 64	9 53	2 69	5 82	8 87	7 42	1 12	6 99
1 53	3 30	9 2	8 26	4 84	7 18	0 82	2 54	5 88	6 28
5 53	9 84	0 49	1 79	6 4	2 13	3 53	7 55	4 29	8 77
2 13	5 59	3 73	8 34	7 56	1 95	4 80	6 36	9 78	0 46
9 93	5 55	7 57	0 39	1 3	6 24	8 66	3 96	2 55	4 29
4 77	7 29	0 43	5 79	3 44	1 11	6 85	8 32	9 53	2 91
8 49	4 99	2 31	6 79	3 79	9 11	1 94	0 68	7 67	5 50
7 55	6 42	0 17	4 63	2 57	8 54	5 43	1 65	9 48	3 51
8 13	5 68	4 22	3 65	1 80	2 68	7 77	6 61	9 60	0 87
6 18	7 18	9 73	1 28	2 66	3 62	5 3	8 16	0 57	4 76
4 10	0 79	7 62	3 64	2 11	9 77	5 43	6 8	1 94	8 21
0 80	5 50	7 78	2 68	8 82	4 45	6 92	9 55	3 14	1 53
7 88	1 63	2 1	4 45	6 77	9 51	5 74	3 96	0 23	8 42
9 23	0 8	5 86	8 51	6 81	7 15	4 72	3 1	1 34	2 98
4 88	6 56	0 93	9 55	1 53	8 26	3 14	5 46	7 44	2 54
3 77	0 94	2 47	4 52	9 17	8 48	1 79	5 14	6 60	7 86
6 72	9 19	7 10	8 11	0 16	1 9	4 47	2 88	5 63	3 13
8 64	6 31	1 47	0 71	2 85	9 28	5 31	3 54	4 69	7 35
4 94	8 76	7 30	5 21	6 42	0 14	3 11	2 97	1 84	9 14
1 76	8 4	2 15	5 96	9 46	3 48	4 25	0 95	7 64	6 62
4 18	9 11	1 71	6 69	3 95	0 27	5 56	2 40	7 3	8 10
6 31	5 5	9 33	4 2	0 87	2 88	7 80	3 65	1 68	8 51
9 18	2 36	5 66	7 4	1 58	4 34	6 77	3 83	8 73	0 40
0 56	4 26	8 71	6 56	3 43	7 60	1 57	5 64	9 65	2 70
8 30	1 65	6 50	7 75	0 73	4 40	9 3	3 74	2 82	5 51
6 22	8 69	5 40	9 60	3 83	1 50	7 4	4 50	0 57	2 31
8 29	6 7	5 9	9 34	0 54	3 8	2 45	1 65	4 88	7 79
1 46	7 55	6 3	0 98	5 50	2 18	3 99	4 41	9 95	8 39
9 38	2 45	3 98	4 33	8 3	5 8	0 51	7 20	6 65	1 85
0 71	1 64	4 74	3 71	5 20	6 31	9 57	2 60	7 79	8 82
6 56	2 29	8 94	4 97	0 14	9 75	5 15	1 11	3 70	7 80
5 38	6 40	2 62	1 56	3 77	8 58	0 66	7 94	4 63	9 54
8 88	9 6	2 45	7 86	0 54	3 98	6 95	5 21	4 70	1 55
7 44	6 46	8 72	9 12	5 72	2 87	0 37	1 45	3 17	4 60
2 6	9 27	8 28	4 59	7 25	3 53	1 56	6 52	0 28	5 53
8 81	2 45	6 50	7 59	1 87	9 97	3 71	4 10	0 40	5 3
7 18	3 81	5 89	0 7	8 12	6 39	2 74	9 14	1 50	4 77
1 91	4 23	6 4	9 44	7 37	3 69	0 78	5 73	2 59	8 50
8 57	7 96	5 78	6 95	0 72	9 89	4 74	3 78	2 94	1 99
5 69	0 80	7 92	3 15	1 37	4 95	6 71	2 45	8 62	9 77
