70	20
7 195	9 12	2 85	19 52	3 75	13 135	1 110	6 142	12 184	0 71	5 168	14 34	15 106	17 119	11 184	18 148	4 100	8 185	16 87	10 175
8 121	12 147	10 74	14 72	0 186	13 95	17 2	1 121	6 78	9 76	4 193	16 122	18 192	2 126	7 88	11 106	3 144	19 133	15 171	5 137
4 63	15 168	10 87	11 125	0 153	9 68	14 35	2 179	1 50	18 130	19 40	13 124	12 116	17 164	6 88	8 187	16 20	7 136	3 104	5 196
9 49	4 116	16 148	6 151	2 152	1 197	10 136	7 88	0 169	14 108	18 143	3 93	13 20	15 179	12 29	11 144	17 129	8 110	5 66	19 35
7 146	11 185	14 83	3 161	17 52	19 105	13 60	6 70	18 26	10 128	4 130	16 41	0 104	2 157	15 100	1 96	9 149	5 116	12 61	8 149
13 89	15 191	19 110	18 175	1 146	7 81	17 177	6 152	12 11	0 177	10 19	4 60	2 193	14 73	16 196	5 151	3 17	8 91	11 141	9 103
16 88	8 119	6 159	9 168	0 178	11 147	18 170	14 107	5 150	3 36	12 133	1 71	2 70	15 103	7 183	17 6	13 139	19 107	4 11	10 12
1 147	19 13	3 72	6 49	12 18	0 193	13 8	18 169	9 69	2 8	8 115	10 160	7 79	17 70	11 81	16 70	15 70	4 180	5 102	14 58
5 56	9 11	7 154	3 141	2 86	14 77	6 148	17 189	4 6	0 154	12 152	10 51	13 181	15 5	18 37	8 21	1 106	11 98	16 148	19 133
2 157	15 28	1 146	10 187	5 140	17 125	13 142	11 107	12 19	16 144	19 11	0 66	18 45	9 172	4 121	3 140	6 11	8 122	14 123	7 109
0 195	13 173	1 104	11 14	14 159	18 53	15 189	4 160	19 194	7 177	6 179	3 19	16 120	10 167	17 107	8 56	5 124	2 184	12 41	9 26
4 145	14 11	15 107	19 160	5 21	18 2	10 27	13 29	16 128	1 137	7 183	8 2	3 127	0 154	2 141	9 90	6 9	17 57	12 59	11 106
0 161	15 27	17 176	1 184	6 136	2 96	19 117	13 38	14 163	9 109	5 194	4 12	12 192	3 42	18 142	16 6	11 182	10 16	7 21	8 70
10 32	6 94	17 150	3 92	11 78	12 136	2 171	13 175	1 147	9 83	0 95	14 85	18 92	15 135	16 152	7 189	8 147	5 40	4 180	19 102
3 14	5 95	4 27	10 167	0 167	2 164	15 93	1 174	9 188	16 138	13 192	7 166	19 118	17 195	12 75	8 117	6 27	11 8	14 19	18 26
4 125	16 70	10 122	6 190	18 127	17 119	5 64	14 101	12 30	1 38	9 20	8 174	19 31	15 7	13 4	3 104	7 145	2 56	0 176	11 175
6 81	0 99	13 79	8 7	19 51	2 129	4 80	17 38	16 89	11 62	12 113	15 86	14 175	7 73	9 148	5 42	1 174	3 75	18 84	10 196
