15	10
4 50	2 45	7 50	5 51	3 52	1 48	8 57	6 43	9 37	0 49
5 43	8 55	2 56	6 46	0 48	7 50	9 52	1 44	4 47	3 47
0 52	6 48	8 49	2 53	1 48	3 51	5 45	7 47	9 44	4 51
4 41	0 45	8 50	6 54	7 40	2 50	5 55	1 47	3 45	9 55
1 44	6 51	2 47	3 44	8 45	5 48	4 59	0 52	7 51	9 54
2 52	4 44	9 51	8 49	1 57	6 54	5 50	3 43	0 50	7 55
2 56	4 54	8 54	1 46	9 50	3 50	5 51	7 50	6 49	0 42
4 57	7 49	1 52	0 49	5 54	9 49	3 45	8 58	2 52	6 56
0 45	9 45	6 46	2 49	5 55	3 50	1 54	4 51	8 49	7 42
1 51	4 46	3 54	9 50	6 52	7 52	5 54	8 40	2 53	0 48
0 44	4 42	1 43	6 53	3 44	8 60	7 43	9 63	2 48	5 50
4 44	5 49	9 51	2 55	1 52	8 52	6 39	3 50	7 56	0 53
2 52	5 54	7 51	9 54	3 53	0 53	8 54	4 52	6 38	1 45
0 50	9 45	2 51	1 55	5 51	6 61	4 48	7 53	3 55	8 54
2 41	5 54	4 54	3 44	1 43	6 52	9 48	8 58	7 46	0 40
