60	10
0 149	9 46	2 44	4 186	1 24	7 20	5 149	8 63	3 131	6 127
3 169	2 176	1 80	8 139	4 134	0 50	5 122	6 187	7 163	9 194
1 157	8 49	2 14	9 104	0 59	5 145	4 174	7 169	3 63	6 188
9 39	4 29	3 165	2 183	1 89	0 57	6 39	7 179	8 128	5 171
5 87	0 71	1 142	9 66	8 55	6 140	7 92	2 119	3 181	4 4
6 148	3 31	0 136	7 63	1 42	8 111	2 154	4 20	5 106	9 128
9 118	3 19	7 42	0 1	8 200	1 152	6 67	4 78	2 60	5 5
3 194	2 165	1 99	9 174	0 2	6 151	8 122	5 71	7 146	4 49
4 196	8 38	9 97	5 8	6 174	7 112	0 157	1 107	3 34	2 142
8 186	7 194	5 25	4 196	0 143	3 60	6 31	1 62	2 85	9 1
5 119	3 185	2 152	6 164	0 122	9 51	7 195	8 117	1 177	4 59
8 106	7 107	4 110	3 118	0 90	5 91	9 63	6 122	2 5	1 156
7 185	1 120	3 73	2 137	8 85	0 197	5 33	6 181	4 176	9 17
4 138	8 16	0 29	3 55	2 162	6 79	5 187	9 130	1 7	7 27
2 124	1 108	3 196	9 177	8 172	5 94	6 40	4 194	7 121	0 80
7 62	6 144	1 78	2 147	9 76	8 14	0 171	3 142	4 8	5 185
3 8	1 95	4 172	7 136	0 67	2 76	6 104	8 153	9 31	5 166
2 8	8 198	7 20	3 82	4 77	0 2	1 29	5 35	9 192	6 142
9 101	3 68	0 70	8 86	4 133	1 173	7 25	5 13	6 184	2 155
6 129	3 24	2 75	8 68	9 182	7 174	1 57	5 58	4 51	0 169
7 66	5 96	9 67	3 164	2 91	4 170	1 124	0 91	6 32	8 190
9 175	5 13	8 187	4 58	6 144	3 163	2 166	7 197	1 59	0 8
1 107	7 55	3 78	2 36	9 37	5 136	6 109	4 28	8 6	0 106
8 118	3 168	2 117	6 64	4 83	7 58	5 52	0 134	1 148	9 107
8 40	1 27	9 124	6 121	4 184	2 194	7 61	5 51	3 52	0 112
8 116	5 67	9 144	6 69	7 29	3 109	0 153	1 41	2 110	4 153
4 15	9 163	2 105	0 12	6 70	3 82	8 54	7 137	5 19	1 176
4 15	5 163	6 59	2 50	8 169	1 127	7 80	9 158	0 181	3 83
8 18	6 27	5 138	4 91	1 153	0 6	7 63	3 77	2 84	9 94
8 62	9 50	7 152	5 195	1 185	2 167	0 133	3 30	4 127	6 57
7 6	4 118	1 69	3 42	0 43	6 74	5 32	8 73	9 85	2 74
3 62	2 176	7 50	9 104	1 191	5 183	6 172	0 53	4 119	8 193
1 84	6 188	8 50	7 35	0 90	5 118	2 24	4 179	9 181	3 161
5 14	2 83	9 41	7 116	6 164	3 129	0 107	8 61	4 152	1 186
9 132	7 19	0 38	1 50	5 92	4 126	3 84	8 170	6 113	2 128
2 136	8 62	5 130	7 162	0 25	3 109	4 113	1 104	9 192	6 186
3 126	2 23	5 179	8 101	6 121	4 45	9 97	7 171	0 3	1 45
2 81	8 42	4 47	1 18	6 106	9 44	3 172	5 71	0 75	7 13
5 45	1 65	8 47	0 117	4 118	9 39	7 66	3 163	6 43	2 196
7 156	9 100	3 99	0 178	2 9	6 178	1 38	8 71	5 1	4 62
7 77	8 65	3 163	1 5	9 55	6 108	2 143	4 56	0 131	5 166
2 197	4 121	9 38	7 196	5 40	1 26	6 65	8 143	3 61	0 26
5 178	7 176	2 197	1 115	3 157	6 113	0 167	4 116	9 125	8 124
1 19	6 83	3 144	8 64	5 2	2 173	4 15	9 82	0 144	7 27
7 134	6 168	9 128	1 59	5 161	8 52	2 145	0 100	4 62	3 23
4 47	7 1	3 107	8 121	1 42	5 98	2 198	6 135	0 79	9 89
9 110	4 138	3 46	5 183	8 123	0 100	2 190	7 37	6 93	1 158
5 85	2 21	9 200	4 42	0 60	1 106	8 127	3 71	7 124	6 54
8 65	1 197	3 68	6 193	5 143	0 143	2 146	4 90	9 75	7 166
1 96	9 174	5 115	4 108	0 95	6 154	2 56	8 88	7 81	3 150
9 193	6 36	4 7	1 39	2 199	3 31	5 76	0 31	8 137	7 193
5 143	1 129	7 196	2 32	9 8	4 104	3 132	0 103	8 47	6 138
2 119	8 35	7 184	5 7	4 30	9 4	3 25	1 183	6 82	0 174
2 19	5 165	0 106	4 196	8 40	9 49	6 18	3 115	1 187	7 99
8 6	9 53	4 54	2 97	5 71	0 120	3 9	6 117	7 186	1 1
2 137	0 131	8 131	1 73	4 177	6 193	3 12	5 33	9 32	7 176
6 81	7 51	0 198	2 116	9 179	3 98	1 134	8 165	5 63	4 139
0 81	9 200	7 167	8 114	4 33	1 185	5 77	6 167	3 42	2 80
9 189	3 110	5 193	0 128	2 28	7 32	1 5	8 196	6 200	4 31
0 86	8 10	2 197	6 196	9 84	7 144	3 8	5 76	1 195	4 124
