30	100
50 62	85 38	29 52	13 14	83 89	27 17	80 10	87 89	86 6	61 13	43 32	57 88	69 20	55 22	71 17	73 40	65 72	70 2	14 16	25 7	40 18	46 77	15 2	72 4	47 64	31 56	75 94	32 52	8 78	38 42	98 9	66 11	91 54	12 90	74 44	82 84	36 28	84 23	4 95	42 61	52 98	67 59	99 14	58 68	1 31	33 55	9 16	44 11	60 51	30 23	23 52	10 38	7 53	81 59	76 37	97 3	78 99	3 59	53 77	45 64	54 75	37 1	24 90	56 92	28 56	18 87	5 58	17 41	48 75	41 65	63 38	94 4	19 7	92 7	2 29	93 3	64 25	6 16	96 37	59 2	49 8	39 69	22 53	16 18	90 57	26 46	89 80	95 33	34 62	68 85	11 80	51 16	0 97	20 16	88 18	79 29	62 63	35 46	77 56	21 52
47 30	19 78	88 3	37 16	69 30	32 46	52 10	4 5	2 76	18 11	17 25	20 32	43 26	71 94	16 43	23 79	89 82	24 77	59 14	48 4	50 27	84 11	67 17	99 76	10 74	57 32	9 96	31 85	63 86	49 74	81 81	29 27	13 29	58 80	66 19	98 17	80 53	74 97	15 81	26 81	83 7	46 99	87 4	34 53	56 63	0 80	93 68	11 65	45 90	96 87	8 22	3 24	65 30	91 25	70 15	97 24	25 60	12 86	7 23	95 46	90 98	85 30	38 97	79 67	36 31	21 65	44 80	82 43	92 96	30 97	1 86	77 7	35 54	6 36	28 2	72 27	22 49	54 64	55 75	64 76	68 71	14 86	5 45	60 25	51 96	42 75	53 21	33 83	40 68	27 22	94 41	76 59	39 48	41 7	62 83	86 54	75 35	73 75	61 93	78 89
82 67	62 53	72 38	8 46	30 93	14 43	11 75	3 38	66 72	48 40	26 45	52 70	81 81	20 9	41 40	49 90	35 49	88 48	83 10	76 46	84 69	1 10	18 43	87 28	44 50	53 11	10 78	32 60	28 93	97 39	39 86	13 49	78 26	89 87	92 44	77 96	0 20	95 5	31 25	98 77	96 60	5 7	24 83	33 75	60 38	67 97	34 85	2 70	36 3	16 32	38 42	58 98	29 91	42 4	45 1	56 55	47 13	40 27	25 12	65 5	63 12	46 56	6 78	4 16	74 39	69 32	73 79	75 17	43 42	86 99	70 19	85 60	21 2	91 16	64 53	15 78	99 42	59 48	50 1	17 1	79 83	93 46	90 86	51 7	94 64	22 87	9 41	68 68	57 75	7 88	23 94	54 48	12 36	61 75	71 57	80 7	55 22	19 53	27 39	37 6
51 51	59 74	11 81	31 96	9 7	7 52	73 83	89 70	10 15	66 49	39 6	27 36	6 87	14 80	98 9	46 56	20 11	13 17	83 98	54 27	93 88	28 26	47 76	85 95	57 87	3 14	56 71	61 64	72 81	44 70	52 15	60 56	48 1	45 56	0 39	5 83	96 60	78 4	1 29	2 92	16 57	77 53	24 80	26 30	29 5	12 81	21 70	36 79	49 68	64 77	87 58	50 89	35 22	63 93	71 38	18 36	95 20	92 90	8 43	91 77	53 41	99 14	79 85	70 42	94 79	67 71	86 83	42 88	74 47	40 95	22 6	76 79	41 41	15 76	81 91	30 12	55 86	43 23	19 52	23 92	84 76	69 60	80 12	32 11	65 32	82 51	38 7	75 19	90 92	25 7	17 47	37 52	97 37	58 23	62 71	88 39	33 73	34 63	4 97	68 34
69 18	60 93	29 6	84 12	10 89	71 68	96 96	65 43	98 28	46 53	26 21	39 89	86 66	94 14	83 41	52 89	7 54	85 21	91 4	4 79	47 90	79 3	88 20	49 37	43 51	40 96	9 20	92 73	75 37	66 40	24 36	41 21	50 63	82 30	87 80	17 44	32 8	33 42	19 29	15 25	90 66	8 32	27 18	72 45	73 55	1 6	77 25	78 41	57 99	51 41	67 55	62 98	20 42	54 61	37 14	38 75	45 3	18 14	0 40	23 87	81 2	25 63	2 13	6 17	64 41	30 96	3 49	44 30	16 64	5 24	11 31	63 61	21 60	12 40	74 27	56 40	97 77	58 60	36 7	55 67	76 70	68 14	34 17	95 58	70 56	22 14	53 59	13 95	31 78	80 48	42 58	61 58	93 59	89 77	14 10	59 99	48 33	28 76	99 87	35 20
88 82	74 51	31 81	51 81	20 32	18 6	92 79	90 50	3 22	91 40	11 91	43 75	68 89	5 95	76 1	89 23	47 38	54 35	0 23	63 91	17 94	10 65	26 74	86 73	66 23	95 45	49 42	50 78	79 26	36 96	27 17	34 71	73 47	98 64	83 64	81 90	75 14	61 91	58 20	32 66	87 54	82 62	62 16	25 92	41 93	22 44	7 80	1 66	4 64	13 64	16 98	57 75	24 31	12 25	52 78	19 98	6 68	78 33	72 36	71 9	29 2	33 63	37 48	93 63	60 42	97 18	46 82	59 2	28 57	67 70	9 73	85 85	8 84	48 19	69 56	40 4	55 42	94 35	38 51	15 69	77 70	44 1	56 42	64 9	70 42	2 96	39 93	96 84	23 35	42 52	53 40	21 61	99 7	14 47	35 40	84 97	80 21	30 61	45 44	65 21
20 27	30 17	74 18	24 11	85 29	42 19	45 79	64 22	46 40	90 59	43 27	15 72	47 86	17 54	68 75	7 65	33 31	48 8	59 45	87 31	76 40	93 71	41 13	26 63	22 15	36 38	62 87	70 20	31 50	32 27	67 53	34 39	86 37	89 24	84 44	1 17	5 52	3 97	98 2	6 71	56 54	95 62	66 65	16 57	72 39	39 42	83 18	52 62	94 54	63 33	19 1	44 29	29 22	37 74	77 81	79 60	71 54	53 56	65 51	78 48	28 48	11 16	14 62	40 93	73 49	9 31	88 33	55 30	35 13	58 98	23 21	91 9	75 63	18 13	10 68	81 88	21 2	13 21	99 26	38 62	0 87	57 83	4 10	49 83	82 31	60 43	97 50	54 15	80 11	12 95	2 16	96 42	27 49	25 32	50 29	61 86	8 54	69 46	51 5	92 54
25 48	61 4	67 70	68 51	48 68	34 30	99 32	20 73	86 69	49 2	17 57	7 39	98 18	5 24	85 47	8 83	24 69	87 7	36 77	23 73	41 76	65 97	84 61	76 43	92 74	15 80	19 49	63 73	54 79	52 36	96 16	45 85	33 90	53 97	80 69	60 12	28 50	12 93	56 16	94 80	0 11	55 58	39 12	47 35	50 92	93 24	21 61	26 2	82 56	4 83	40 19	91 98	51 25	3 2	2 14	22 79	69 93	78 79	1 95	58 67	66 17	13 55	14 55	64 82	37 91	74 91	16 49	46 78	72 84	43 96	18 76	30 11	9 30	77 45	32 50	6 63	75 86	90 73	59 54	81 33	70 5	38 47	57 39	89 56	29 46	71 29	88 65	97 78	42 82	10 19	95 19	73 3	27 91	31 58	35 92	62 36	44 49	79 84	83 69	11 28
21 82	70 86	34 67	99 40	40 12	73 58	22 46	59 5	63 90	47 67	69 81	75 80	93 83	66 8	86 14	7 30	16 12	23 2	26 63	14 72	56 37	97 9	43 51	81 42	77 84	49 5	15 95	78 29	17 65	2 32	18 35	32 19	11 29	54 53	68 91	61 39	92 73	44 47	60 66	39 31	48 29	42 46	80 69	85 13	36 85	55 62	50 96	96 41	51 45	87 54	76 90	35 5	1 30	27 84	46 43	10 97	37 92	58 37	30 47	25 21	52 88	45 67	8 49	5 5	33 76	95 20	65 83	29 60	31 48	4 65	71 84	72 47	41 18	82 65	6 38	91 13	62 51	98 71	38 94	74 6	64 86	94 40	57 79	79 44	83 42	89 31	24 50	90 87	12 85	67 65	53 13	28 10	19 86	88 46	3 66	84 74	20 14	13 84	9 39	0 29
33 20	11 62	87 42	22 42	50 15	88 78	68 5	66 11	56 43	52 38	20 6	25 90	31 54	83 45	45 81	23 13	5 30	81 68	54 45	76 9	17 25	41 40	37 79	15 26	58 65	2 4	84 40	89 48	57 63	70 8	19 85	35 90	9 52	78 4	98 91	46 43	55 19	18 75	75 31	71 18	12 71	94 42	10 26	90 5	6 65	92 96	86 70	1 93	96 88	44 20	42 18	8 70	65 87	79 65	16 18	28 49	53 75	51 2	85 22	67 21	38 46	74 63	77 86	73 99	93 92	29 27	61 75	30 17	0 15	63 51	34 65	39 89	43 63	99 7	14 84	7 51	24 22	21 16	62 15	59 68	40 80	4 91	91 22	13 77	82 47	60 13	80 40	72 49	26 79	3 3	27 18	36 34	49 33	69 63	32 59	95 97	48 74	47 38	64 57	97 38
18 6	42 64	64 55	87 31	13 66	47 57	0 81	83 97	8 3	71 26	29 14	20 50	10 15	79 41	28 96	78 61	68 38	65 8	9 27	61 64	2 9	46 27	66 87	41 58	62 32	36 25	21 95	19 68	80 19	43 54	84 68	52 39	58 3	93 40	12 98	89 23	6 57	35 51	69 13	92 82	15 47	27 46	49 5	98 94	67 70	16 34	75 28	7 50	45 79	22 92	30 24	1 72	31 40	3 66	85 91	57 15	82 13	63 3	39 59	5 49	74 62	97 99	73 92	77 9	95 13	37 19	72 92	54 80	91 29	94 7	88 7	53 97	34 43	48 25	59 71	25 62	32 86	81 35	23 11	38 82	55 67	56 74	33 43	24 65	70 12	76 8	90 24	99 2	26 58	14 27	17 28	96 11	51 35	60 14	86 28	4 44	40 63	44 93	50 95	11 44
40 26	89 71	77 51	58 75	25 72	68 13	55 3	83 44	42 88	26 47	36 16	70 36	65 84	94 90	24 35	71 66	37 96	87 79	67 52	86 43	16 89	76 74	33 66	7 29	90 74	53 7	81 51	62 73	63 28	18 90	50 63	2 11	15 33	74 56	23 73	52 41	85 33	28 40	59 53	69 21	39 61	9 68	45 87	93 64	8 42	48 4	35 80	46 8	6 47	97 82	27 62	54 82	78 58	75 73	38 3	56 16	0 59	95 12	41 24	14 12	98 57	34 39	44 99	51 75	60 45	84 24	4 43	79 91	21 95	96 35	66 76	13 5	72 37	12 80	29 63	5 2	64 90	20 29	10 44	43 68	3 92	47 30	1 76	57 6	73 67	61 81	88 11	91 42	30 60	32 87	49 87	22 59	99 20	31 57	92 36	82 91	80 17	11 27	19 19	17 26
89 2	47 27	26 92	93 2	74 36	83 63	42 87	6 22	86 83	53 56	43 94	44 44	80 83	76 84	56 2	30 51	65 71	38 47	77 3	17 98	4 92	72 6	59 2	13 47	16 14	20 94	91 19	55 69	41 50	5 26	22 4	78 1	12 17	33 85	71 6	23 55	10 38	98 42	88 87	99 78	82 85	2 19	54 79	27 11	1 87	85 25	95 99	40 78	24 81	36 95	37 16	75 26	29 68	9 81	84 84	35 69	50 92	49 46	92 81	7 88	48 4	68 4	81 14	19 11	8 30	39 80	66 36	0 77	21 10	62 47	45 99	63 10	79 92	57 30	90 34	61 73	15 55	73 62	64 67	52 94	70 16	87 46	46 10	18 49	69 98	96 37	67 68	94 46	3 28	28 60	32 42	11 9	25 42	60 47	97 44	58 14	51 31	14 96	34 33	31 17
76 34	74 25	67 75	40 68	94 32	35 58	83 18	65 83	51 17	89 15	42 25	17 19	54 67	22 47	38 18	63 12	61 88	14 82	45 26	97 60	86 49	85 84	27 80	39 59	93 9	78 1	20 24	23 48	9 18	24 62	79 8	60 27	18 40	62 73	81 58	19 17	95 95	56 46	16 73	6 43	1 25	30 39	26 37	5 31	52 33	13 90	53 90	70 20	80 36	34 92	25 63	84 2	68 97	48 80	96 46	41 23	15 3	0 27	88 11	82 56	46 1	36 28	29 35	37 39	44 96	55 5	57 7	43 98	32 93	69 58	28 25	58 7	10 77	50 44	8 68	87 13	3 75	33 50	59 61	66 91	49 65	71 13	98 22	90 37	91 70	77 57	47 72	99 16	73 57	21 73	75 28	31 2	11 51	12 71	4 50	92 21	72 65	2 21	7 55	64 56
75 63	59 58	27 36	6 21	3 22	35 88	15 94	58 78	55 73	72 66	50 59	85 16	70 68	95 29	60 31	2 57	49 74	18 3	64 38	19 44	57 6	22 60	98 63	71 22	10 8	93 18	82 13	92 19	29 19	84 79	56 89	63 96	39 16	23 63	0 90	31 33	78 77	54 80	30 83	87 17	33 59	91 27	83 36	89 70	61 76	13 23	94 28	5 64	67 10	79 54	90 35	52 34	43 48	73 80	66 24	86 70	7 32	44 23	46 43	76 8	97 54	26 99	9 82	17 6	69 85	32 1	28 23	25 14	51 6	96 80	37 57	36 83	81 47	45 62	62 63	47 19	41 9	12 23	24 65	11 42	8 11	14 71	38 68	20 71	88 71	16 51	1 71	99 41	77 40	68 28	42 10	48 22	4 1	80 51	74 93	65 48	53 18	21 67	34 18	40 94
12 40	29 12	64 63	15 3	26 73	69 64	0 45	30 37	35 76	53 79	54 83	87 31	55 39	94 34	59 31	36 35	25 66	90 60	81 48	76 30	89 60	37 69	70 49	42 37	80 89	83 85	20 91	16 31	40 30	49 47	67 87	65 76	10 12	38 43	28 11	27 83	96 74	4 70	13 31	73 41	6 27	88 5	77 49	31 88	72 78	84 7	99 36	11 61	68 60	24 1	21 94	46 40	51 35	52 82	92 8	18 42	78 76	14 84	8 2	3 50	19 21	44 59	74 46	71 74	48 43	95 73	32 47	39 2	41 67	5 15	23 38	98 23	47 65	43 8	45 42	82 94	58 98	79 69	17 71	91 93	57 70	97 79	93 75	86 80	7 31	34 14	60 98	1 3	22 25	66 21	33 5	62 86	63 52	9 76	75 72	85 16	2 36	50 13	56 34	61 25
1 92	85 20	8 86	71 93	61 75	4 17	77 79	36 14	96 61	74 61	97 10	45 66	6 96	30 5	34 62	69 81	86 15	91 18	79 85	47 81	33 41	24 21	32 13	28 95	5 33	50 65	67 64	56 85	68 66	93 13	7 38	17 89	63 83	95 31	70 65	2 81	80 47	41 10	64 43	82 42	31 2	42 10	72 80	60 14	39 99	88 91	98 15	49 63	58 44	20 77	10 98	9 35	83 84	99 11	46 90	44 23	92 15	27 22	65 53	66 76	73 92	25 99	89 20	55 23	76 95	13 13	23 2	87 48	94 91	38 60	53 89	51 10	62 93	15 77	40 55	78 3	3 89	48 99	84 83	52 54	22 78	21 54	37 88	14 17	26 32	75 26	90 74	81 3	57 18	43 76	19 68	54 39	35 97	18 58	11 81	0 49	12 79	29 40	59 49	16 58
80 36	78 43	34 51	38 85	14 14	40 31	11 60	91 24	10 16	67 18	66 48	65 64	16 56	71 88	76 9	9 31	83 78	87 22	18 92	81 51	89 55	61 65	74 90	42 95	25 97	50 84	2 55	97 2	41 58	52 58	17 8	84 19	49 26	20 66	98 23	70 53	30 39	21 6	27 24	77 47	99 46	3 72	19 20	88 94	72 9	5 89	22 80	68 45	79 43	23 50	33 87	0 99	46 41	6 45	31 63	15 37	13 50	7 68	94 36	85 5	59 75	53 35	29 52	54 66	63 44	39 82	45 56	58 39	4 81	44 92	8 73	69 55	35 36	32 34	93 73	86 97	28 97	26 63	55 94	92 24	64 36	82 32	36 23	73 21	56 69	48 36	51 5	62 65	96 11	47 73	90 4	75 71	37 4	60 52	1 94	95 87	57 79	12 65	43 46	24 75
