60	15
6 3	0 57	9 68	4 84	2 73	13 84	10 53	11 68	1 57	14 23	5 93	7 8	12 7	8 56	3 57
10 59	5 75	14 9	6 54	12 95	13 75	9 92	0 42	3 91	1 78	8 93	11 36	7 23	2 63	4 95
9 65	11 25	0 33	1 11	10 48	8 39	5 10	6 23	14 21	2 39	13 78	4 67	7 30	3 31	12 74
7 92	0 18	1 85	2 37	5 81	4 54	3 11	8 25	12 27	6 65	13 21	14 66	11 66	10 3	9 73
11 58	14 47	1 57	5 86	3 24	2 68	0 27	13 76	10 82	12 22	8 43	4 9	6 40	7 22	9 42
0 54	4 23	3 55	1 74	2 86	14 40	6 92	13 4	7 12	9 90	11 15	10 5	8 55	12 63	5 38
6 98	12 87	3 74	7 11	4 21	8 96	2 5	13 83	10 57	11 88	1 34	0 49	5 2	9 29	14 9
3 64	1 41	10 19	9 23	8 20	5 92	6 23	12 20	0 48	2 74	11 23	4 71	14 75	7 63	13 81
3 55	0 15	12 61	7 37	9 82	5 93	14 53	6 77	13 89	4 54	10 18	11 72	2 17	8 20	1 48
13 19	10 48	12 10	5 2	4 78	8 58	11 1	14 21	3 26	2 36	7 22	9 49	1 72	6 4	0 59
6 5	5 58	7 55	0 71	11 13	14 17	2 25	12 90	3 97	1 63	9 77	4 82	10 38	8 14	13 27
13 51	9 4	5 62	8 40	4 18	0 99	1 16	3 36	6 92	2 49	7 52	11 30	14 3	10 41	12 39
11 21	1 15	7 78	6 96	8 42	13 10	12 93	4 79	14 19	10 23	3 10	5 30	9 70	0 19	2 69
11 94	2 60	13 85	14 20	8 83	9 84	6 21	7 59	10 92	0 44	12 18	3 63	1 36	4 79	5 29
5 12	10 6	0 14	11 97	7 40	4 23	8 4	12 74	9 76	14 45	1 5	13 55	2 83	6 29	3 64
1 66	2 14	10 86	14 36	5 33	9 70	0 4	4 17	11 52	6 71	7 26	3 33	8 12	13 14	12 11
3 64	14 57	4 44	8 86	7 25	1 33	13 42	10 43	0 43	2 47	9 63	6 66	5 26	12 51	11 67
8 88	7 28	6 45	9 34	3 66	0 19	5 79	11 95	1 80	4 85	14 2	10 1	12 58	2 60	13 84
5 46	8 80	13 16	12 85	9 89	4 92	2 78	1 55	6 48	0 10	7 45	10 24	3 37	14 14	11 74
3 85	13 20	9 26	11 86	12 17	10 90	1 44	5 40	0 23	6 37	14 67	7 66	2 19	8 49	4 3
9 58	2 25	0 58	13 78	11 66	1 77	5 74	6 20	7 25	3 44	4 62	8 18	12 71	10 46	14 14
14 3	4 66	12 30	11 27	9 48	1 77	8 69	0 87	10 50	3 98	7 51	6 29	13 37	2 38	5 63
0 33	3 74	7 5	14 54	13 34	5 78	1 95	8 19	4 63	9 26	11 5	10 63	2 84	6 57	12 6
14 26	4 98	2 74	11 87	8 39	13 72	9 54	7 84	10 81	3 93	0 3	1 4	12 36	5 92	6 17
0 42	3 91	9 45	7 24	8 21	14 14	2 30	6 39	4 59	12 15	5 27	1 57	10 93	13 67	11 24
6 93	2 58	3 76	8 49	14 85	10 41	5 61	11 10	7 50	0 21	4 63	12 26	13 52	1 92	9 6
12 17	7 78	4 80	8 49	11 63	13 34	10 22	14 55	6 17	0 93	1 46	9 51	2 6	3 66	5 55
13 86	9 40	3 59	14 81	1 57	10 42	5 45	8 64	12 38	0 87	2 2	4 45	11 43	7 78	6 6
9 32	7 77	3 95	0 26	10 59	8 99	1 67	6 82	13 35	5 42	14 63	12 66	2 15	11 48	4 57
10 93	8 57	3 86	0 14	9 93	6 48	4 63	2 83	7 95	14 51	5 46	12 74	13 8	1 84	11 17
3 28	9 84	5 65	0 76	8 73	1 19	14 19	11 29	10 76	2 28	13 35	6 71	4 68	7 97	12 83
