30	20
11 25	14 24	16 73	0 22	8 34	19 83	6 13	13 75	2 37	5 69	18 59	12 43	1 47	7 28	4 44	10 49	9 69	17 31	3 39	15 12
3 65	0 47	5 92	8 77	7 89	1 28	16 33	12 48	6 38	11 2	13 25	2 11	17 78	18 17	15 99	4 33	19 34	9 18	10 89	14 40
10 62	1 63	6 36	0 60	14 66	11 72	2 42	7 95	13 97	9 89	12 68	3 39	15 94	18 60	8 79	19 55	5 87	4 90	16 93	17 8
2 33	8 94	1 36	12 77	14 4	18 42	11 19	10 98	19 59	17 21	3 78	15 96	0 31	16 53	7 90	9 15	4 57	13 97	5 84	6 52
0 7	18 71	11 76	3 68	16 56	13 36	5 53	12 29	15 14	4 52	2 14	1 65	9 76	8 73	10 33	17 51	14 43	6 14	7 41	19 49
12 18	18 88	4 14	8 95	15 65	5 44	9 97	14 39	16 16	1 59	11 12	17 8	6 45	3 94	13 56	19 1	2 48	10 28	0 73	7 85
10 10	12 24	9 32	15 86	8 29	19 22	2 3	14 35	6 98	0 42	11 11	3 34	18 68	16 13	17 14	4 42	5 40	13 53	1 46	7 25
14 77	16 52	11 7	4 8	5 58	7 7	19 49	9 71	6 30	12 91	17 82	10 22	8 72	1 15	0 79	2 63	15 97	18 96	13 31	3 4
10 71	4 88	13 71	19 35	16 35	3 91	8 55	1 96	11 36	15 51	6 34	18 1	12 30	14 67	7 85	5 23	9 53	17 17	2 5	0 45
3 58	0 60	13 35	17 43	18 64	6 54	7 17	14 29	9 94	12 60	11 49	1 42	10 45	16 10	19 48	5 46	8 40	2 86	15 92	4 35
17 1	16 9	19 12	9 13	2 50	10 37	0 84	4 89	1 35	14 42	12 73	11 14	3 89	8 91	18 61	15 50	5 90	13 21	6 60	7 72
18 33	5 5	14 94	16 32	11 1	9 68	3 11	0 52	7 77	8 32	13 83	15 83	6 68	2 5	10 72	4 8	1 82	17 13	12 66	19 31
11 47	5 36	12 9	10 3	7 69	16 44	9 56	4 68	8 18	19 94	15 3	13 73	14 56	3 85	6 94	1 87	2 72	0 72	17 61	18 13
1 63	5 16	13 83	0 57	11 45	12 79	14 69	16 87	2 85	3 71	15 31	18 57	19 50	10 37	8 48	7 94	6 38	4 36	17 5	9 15
13 81	19 61	0 44	11 10	5 50	15 98	1 68	12 65	16 73	3 36	4 44	10 84	9 88	17 54	14 81	2 96	18 56	6 85	8 48	7 62
3 88	5 62	18 51	9 95	0 75	2 79	14 22	1 12	8 64	11 69	15 13	6 74	12 36	7 16	17 57	4 35	16 8	13 39	19 5	10 27
10 1	19 93	12 39	2 23	15 71	9 43	3 49	11 74	14 47	18 26	7 68	16 17	5 32	4 9	13 25	6 52	17 13	8 8	1 68	0 18
15 42	3 68	10 28	1 14	19 29	0 82	6 43	7 77	5 43	13 36	18 34	4 81	9 84	2 73	14 11	16 95	8 43	12 69	11 40	17 68
1 6	8 69	15 49	0 57	14 18	2 92	11 59	3 5	16 90	18 67	9 1	7 58	19 17	17 81	6 28	5 19	10 43	13 53	4 81	12 27
4 51	18 53	12 6	3 24	7 18	5 3	0 61	19 13	16 85	6 63	2 76	8 78	15 33	13 67	1 58	14 27	9 24	11 96	10 9	17 47
0 41	1 83	15 57	10 73	5 95	4 56	9 11	6 49	3 19	12 10	18 84	16 48	13 68	14 48	8 89	11 39	2 69	19 24	7 69	17 26
19 65	9 19	10 8	6 61	4 95	12 39	13 7	0 72	11 89	8 42	17 80	1 11	14 2	15 1	18 18	2 91	5 90	3 31	7 94	16 31
11 11	4 92	2 79	18 5	7 98	15 88	14 17	10 21	16 7	12 57	3 58	0 42	19 97	17 1	8 19	5 91	13 22	1 62	6 3	9 63
16 46	18 76	3 64	9 28	11 89	0 37	7 30	6 33	15 48	14 14	17 61	10 37	12 16	2 10	19 41	13 8	1 98	8 98	4 58	5 2
2 83	18 79	3 4	7 87	9 73	16 1	14 62	6 9	13 37	12 45	4 18	15 23	1 52	0 73	11 77	8 80	10 82	17 3	19 5	5 68
9 1	0 3	12 4	17 88	19 55	4 65	18 63	1 50	7 38	15 95	16 98	5 46	2 61	8 68	14 99	10 26	11 41	6 23	3 73	13 27
13 10	7 62	16 74	3 14	11 2	14 33	2 21	9 91	19 79	10 95	1 11	4 94	5 38	17 38	12 56	15 69	6 48	18 9	0 83	8 89
10 84	8 85	12 15	6 45	7 45	15 79	0 2	19 84	18 51	11 89	16 25	9 70	5 20	17 10	1 63	13 88	2 76	14 77	4 47	3 55
17 4	7 70	18 2	4 29	11 79	16 38	15 42	13 50	5 74	1 82	6 67	3 99	19 9	14 89	9 94	8 31	12 23	10 28	2 75	0 8
19 58	10 32	18 46	3 67	12 46	11 66	9 11	0 43	16 50	17 48	7 10	2 65	4 51	13 38	5 47	14 90	1 90	6 79	15 98	8 90
