15	15
9 28	0 102	7 184	10 113	4 115	5 161	14 97	6 39	1 162	2 12	11 95	3 91	13 42	12 67	8 150
6 99	10 27	4 63	3 151	2 41	7 163	14 110	13 63	1 97	12 58	5 174	11 19	8 17	9 160	0 198
0 93	11 109	3 125	8 13	14 15	10 148	5 3	1 99	9 142	2 104	4 132	13 129	6 137	12 17	7 35
3 102	1 89	14 158	12 169	4 173	7 183	11 169	2 192	5 80	0 32	13 132	6 153	10 27	8 26	9 163
1 47	4 98	2 159	6 132	3 31	12 128	0 4	7 153	11 54	13 136	9 60	10 73	14 200	8 178	5 145
6 55	10 57	0 109	5 160	12 98	3 183	8 167	1 67	14 73	9 150	4 82	2 38	13 174	11 175	7 59
6 139	5 157	4 93	14 43	12 144	1 117	9 102	7 91	10 163	13 38	0 63	11 190	8 48	3 67	2 159
10 173	9 70	0 77	4 108	8 151	2 25	13 90	11 88	1 105	7 41	6 137	3 90	14 182	5 98	12 186
8 91	0 7	1 105	13 19	2 86	4 126	9 69	7 158	6 87	14 188	11 65	12 119	3 170	5 20	10 197
14 191	10 179	13 64	12 97	6 59	11 148	4 185	7 15	5 89	9 137	1 70	2 165	0 36	3 59	8 9
11 198	2 78	8 130	4 67	3 81	1 166	9 169	0 78	13 7	7 183	12 104	5 23	6 30	14 116	10 144
11 111	14 184	8 22	0 147	9 42	3 182	13 71	1 142	2 4	12 32	4 39	6 102	7 44	5 164	10 129
12 180	5 85	6 35	13 128	7 96	3 45	1 17	14 178	9 77	4 92	0 149	11 148	2 1	8 14	10 38
6 119	14 63	4 128	13 146	11 113	1 82	5 174	0 139	9 46	8 161	12 155	2 58	10 174	3 89	7 125
6 84	13 13	11 149	0 193	10 15	8 132	1 23	4 72	14 175	7 188	2 94	5 8	9 131	12 181	3 104
