15	15
4 11	13 82	6 32	7 39	0 12	1 28	11 93	8 67	14 17	2 77	10 12	3 14	5 76	9 10	12 18
13 28	0 66	7 81	2 72	12 5	10 20	4 74	8 91	9 27	3 24	5 42	6 6	14 98	11 6	1 31
10 4	8 16	12 24	4 93	0 55	13 49	14 13	9 57	6 88	5 56	11 47	3 88	7 62	2 3	1 9
13 83	6 88	12 83	3 24	7 86	0 91	14 51	4 95	9 68	10 43	2 95	5 12	8 7	1 37	11 89
0 51	2 25	9 58	10 46	6 65	14 31	1 42	5 92	7 29	11 17	8 74	12 61	3 22	13 79	4 80
14 26	12 24	10 84	13 36	5 89	0 54	4 78	1 20	3 91	11 73	8 49	9 33	6 32	7 91	2 32
14 96	0 11	6 77	7 46	12 42	9 44	5 5	2 25	11 12	8 21	3 17	13 20	10 52	4 78	1 56
3 92	13 59	2 47	7 33	0 45	9 15	1 62	8 16	11 38	10 28	14 68	6 82	4 4	5 53	12 14
7 84	9 78	2 8	13 18	6 65	8 4	3 11	10 70	1 7	4 37	14 82	5 27	12 36	11 82	0 79
14 26	7 88	6 99	8 50	12 81	1 42	0 22	9 78	3 94	10 28	11 46	13 9	5 5	2 96	4 62
10 94	14 49	4 61	11 92	3 98	2 26	12 49	13 92	9 14	5 45	8 33	7 42	0 69	1 22	6 30
4 61	12 98	9 29	11 1	6 18	3 42	13 25	1 81	14 57	0 17	2 75	5 95	8 94	10 13	7 9
1 16	10 17	14 25	7 63	12 33	8 39	3 88	5 5	4 33	6 82	13 25	2 85	0 22	9 44	11 13
9 16	4 71	3 77	6 83	1 32	11 50	14 40	0 68	5 31	2 5	7 36	13 87	10 66	8 3	12 52
0 89	6 42	5 77	14 24	4 80	9 30	1 29	7 46	2 93	11 66	12 46	8 92	13 58	3 46	10 6
