90	20
10 11	13 59	5 97	7 99	14 66	18 61	12 88	9 45	17 47	4 26	15 49	2 78	19 27	1 62	3 71	0 90	8 29	6 21	16 41	11 30
9 90	13 11	4 67	15 24	10 58	2 39	14 72	6 19	7 61	3 29	19 52	0 29	8 10	18 73	5 5	12 66	11 23	17 68	16 74	1 67
2 72	14 7	1 69	4 3	6 36	5 38	3 65	17 85	13 12	11 65	9 59	7 79	19 73	0 3	8 31	12 3	18 79	15 37	10 41	16 96
16 59	9 84	0 60	14 76	4 21	11 78	8 59	12 85	6 60	10 94	3 69	1 74	19 59	15 51	2 41	13 51	17 51	7 47	18 72	5 39
16 86	18 42	7 97	13 51	17 32	3 85	5 98	2 90	10 9	0 71	9 64	8 41	12 92	11 92	6 31	4 46	1 27	19 23	14 58	15 70
3 9	10 89	14 97	5 40	1 91	2 69	6 47	16 26	0 50	11 94	15 71	4 42	12 80	19 42	9 68	8 77	7 34	13 81	18 18	17 11
11 88	13 48	7 4	4 4	1 49	10 19	19 62	18 85	14 51	9 96	5 24	15 88	8 86	12 34	17 62	16 33	0 42	2 80	3 53	6 99
13 43	8 14	2 34	16 19	11 63	17 16	12 6	15 47	9 4	1 6	19 91	6 53	18 30	14 26	0 41	5 8	10 91	7 25	3 95	4 58
10 5	19 38	4 2	12 38	18 33	9 70	2 58	3 70	14 27	0 91	8 71	11 8	1 86	16 34	6 98	13 68	7 53	15 14	17 74	5 14
0 96	6 68	4 95	16 10	18 40	8 97	10 97	12 8	5 59	3 98	19 42	7 85	17 7	1 82	2 53	11 96	13 68	15 49	9 16	14 88
2 45	16 95	5 89	18 96	4 77	3 32	8 15	9 63	15 44	0 37	6 50	1 68	12 73	17 55	19 86	10 88	13 39	7 96	11 86	14 77
19 7	17 83	8 92	7 27	1 49	5 15	2 73	16 53	6 48	11 87	0 68	9 90	12 37	10 50	18 11	14 11	3 87	13 79	15 2	4 14
19 44	2 38	7 94	5 27	14 3	9 50	17 28	10 63	15 97	13 46	6 73	4 36	11 80	12 86	0 88	16 92	8 56	3 42	18 27	1 67
18 37	15 93	5 61	4 56	6 34	0 42	16 56	9 6	1 43	2 4	14 89	17 56	8 93	10 12	13 61	7 59	11 16	19 31	3 19	12 37
18 88	16 51	6 51	15 51	0 99	2 78	11 28	14 94	8 12	9 58	19 2	4 24	12 96	3 58	17 6	10 16	5 46	1 95	7 77	13 81
0 67	19 98	4 6	18 95	1 56	16 18	12 53	15 48	8 31	3 89	14 86	9 8	11 26	17 89	5 27	7 61	6 65	2 42	10 76	13 91
15 55	14 76	11 79	9 54	6 66	7 6	2 32	8 9	19 64	4 42	17 24	10 20	3 28	16 86	5 56	0 31	12 94	13 56	1 31	18 24
19 34	17 27	3 33	6 63	9 14	18 41	10 13	0 42	4 73	8 12	14 1	12 22	15 82	5 36	1 96	16 2	13 8	7 20	11 8	2 32
14 64	19 26	15 26	10 1	0 35	1 83	6 22	16 27	8 74	9 35	3 45	5 99	17 98	12 27	7 84	13 45	2 52	18 18	4 32	11 3
19 89	16 70	2 82	6 24	13 25	17 97	15 55	7 82	4 31	11 72	9 43	0 26	1 40	14 45	3 75	10 90	8 44	12 94	5 73	18 1
10 93	11 30	9 86	8 31	15 28	4 56	6 35	17 21	1 58	7 35	0 72	12 4	16 95	2 40	13 51	3 77	19 50	14 56	5 18	18 21
8 92	16 51	19 47	9 86	18 15	17 97	14 81	13 94	4 65	10 25	15 82	5 79	6 67	12 98	1 11	3 44	2 61	7 52	11 96	0 99
12 31	5 97	9 56	2 49	1 22	14 99	19 91	4 12	0 34	15 17	17 43	18 61	13 26	10 60	16 38	11 56	8 26	3 77	6 31	7 58
1 57	2 34	0 10	19 86	14 32	9 1	13 67	10 18	15 19	5 41	17 42	8 23	18 6	11 8	16 26	7 64	6 19	12 61	3 1	4 51
8 87	15 14	5 18	10 67	17 48	18 43	1 54	16 58	0 3	9 35	7 95	14 88	6 71	13 64	12 18	3 70	4 14	2 26	19 96	11 14
8 97	17 82	15 55	19 77	0 17	11 66	16 70	18 27	3 58	12 78	10 73	5 59	4 25	6 84	13 55	14 75	9 89	7 51	2 65	1 62
6 10	17 49	18 93	5 85	16 97	15 78	9 35	14 18	11 72	1 78	10 45	7 74	12 56	19 23	8 40	0 49	4 57	2 47	13 88	3 69
18 97	3 18	6 88	16 18	11 93	4 40	17 5	19 15	13 78	2 62	8 74	12 61	10 19	9 46	0 98	15 85	7 63	1 49	14 28	5 42
4 67	15 97	19 88	17 76	16 43	12 30	10 49	3 54	7 68	13 84	9 61	18 96	8 4	0 73	6 46	2 54	5 63	1 96	14 44	11 33
15 70	2 91	12 21	7 60	1 98	10 75	13 27	0 74	9 38	4 28	8 13	16 21	19 41	14 67	11 46	6 30	3 31	18 49	17 7	5 70
3 2	12 56	16 4	8 29	7 83	9 77	13 25	10 81	6 19	1 99	2 47	0 95	5 5	15 76	17 58	11 53	14 77	19 33	4 7	18 27
2 48	17 49	13 36	4 82	18 5	5 56	9 52	0 92	19 67	12 76	14 89	7 50	10 77	6 20	3 53	11 22	16 17	8 67	15 33	1 39
13 4	7 78	12 67	4 43	6 73	16 62	11 38	10 96	17 38	18 63	9 94	0 16	15 35	19 38	2 90	14 33	3 52	1 60	8 10	5 53
7 9	4 82	0 41	9 85	3 13	5 26	12 35	1 24	13 51	17 93	14 3	8 77	16 80	18 19	10 46	2 54	19 38	6 34	11 77	15 53
13 84	9 73	15 15	7 32	16 1	19 34	8 17	17 93	5 58	1 5	6 91	18 66	10 94	2 54	0 84	11 20	12 81	14 99	3 61	4 31
0 40	19 8	16 66	15 72	2 49	10 98	4 28	8 76	9 7	18 53	17 55	3 1	13 39	6 28	12 34	14 74	5 65	11 78	1 81	7 56
15 66	5 56	11 98	3 47	12 72	14 2	6 82	4 41	17 94	9 83	18 34	16 13	7 36	10 39	8 87	1 18	13 63	0 33	19 10	2 19
