70	10
8 103	2 93	9 122	7 21	0 103	4 107	3 15	1 180	6 189	5 72
9 2	2 117	5 152	0 75	3 100	6 131	4 104	7 150	8 53	1 88
8 58	0 88	9 22	6 21	2 38	5 188	1 158	4 192	7 161	3 130
1 49	8 175	0 89	4 188	5 15	6 190	7 190	3 170	9 190	2 59
8 73	5 51	0 51	1 108	7 21	3 64	6 135	2 55	4 131	9 167
4 14	9 84	3 60	0 18	2 89	8 130	6 90	1 132	5 9	7 53
1 111	6 175	2 188	5 8	3 199	7 35	4 172	9 164	0 92	8 81
5 54	8 54	3 2	1 104	9 191	0 50	4 134	6 106	7 4	2 132
6 48	9 190	1 44	0 146	3 190	4 14	2 162	8 200	5 95	7 15
9 157	7 124	4 24	0 40	1 82	5 154	3 53	6 188	8 41	2 111
4 71	0 15	1 45	3 89	5 9	6 88	2 65	9 63	8 136	7 129
3 163	5 33	6 123	4 163	9 28	2 136	7 5	8 41	0 139	1 81
7 62	1 72	2 12	5 48	8 37	4 33	0 135	6 151	9 99	3 162
8 5	3 193	6 131	7 1	9 142	5 175	0 172	1 104	2 35	4 101
4 90	6 124	2 137	5 42	3 15	9 96	1 27	0 103	8 63	7 179
9 160	6 29	7 36	3 151	8 13	2 132	1 96	4 143	0 52	5 171
0 71	7 62	3 28	1 187	5 170	4 66	2 86	8 185	6 45	9 134
0 28	3 44	2 108	6 190	4 84	1 28	9 92	8 128	7 75	5 30
3 27	6 116	8 103	5 121	1 129	2 121	9 198	0 190	4 190	7 3
1 155	9 118	0 200	8 59	6 172	3 62	2 137	4 165	7 152	5 51
0 160	6 52	4 62	8 39	9 130	1 96	2 180	5 186	7 12	3 113
6 187	9 130	4 184	3 113	5 81	0 131	8 2	1 113	2 101	7 113
9 198	3 147	2 129	4 126	5 130	1 87	6 53	8 160	7 172	0 54
9 116	5 145	4 123	6 38	8 69	3 184	0 160	7 24	2 183	1 68
7 70	6 187	9 3	3 144	4 97	2 139	1 198	0 98	5 124	8 93
7 148	2 164	3 147	4 90	6 147	0 148	8 96	1 187	9 199	5 195
0 52	5 82	8 11	1 161	2 168	9 185	6 104	4 39	3 128	7 129
6 144	3 42	5 7	0 178	8 112	1 151	7 90	9 60	4 99	2 159
9 99	2 129	1 2	5 197	6 37	8 9	3 48	0 113	4 140	7 160
4 152	0 147	2 131	8 152	3 148	6 120	7 161	9 116	1 48	5 54
1 113	7 112	3 164	8 99	9 153	6 84	0 75	5 104	2 200	4 166
5 194	6 54	7 163	3 110	8 189	1 146	9 169	0 93	2 128	4 82
8 136	6 148	5 48	3 142	9 135	1 68	4 21	7 128	2 33	0 161
0 195	4 176	9 158	3 33	8 22	2 128	1 145	7 119	5 187	6 115
9 97	0 38	7 21	2 51	3 182	6 27	4 8	1 109	5 27	8 30
6 147	4 61	8 35	9 192	2 192	7 4	5 48	3 197	0 28	1 111
2 172	6 6	7 99	4 46	3 158	9 37	0 49	5 117	1 17	8 124
7 116	2 46	4 95	8 191	1 93	3 181	9 160	6 188	0 24	5 99
7 67	6 58	4 25	0 161	2 128	3 18	1 67	5 54	8 104	9 174
3 175	7 127	6 194	0 24	4 86	9 130	2 32	8 155	1 114	5 151
8 26	2 161	0 17	7 170	9 99	6 39	5 176	4 43	1 104	3 137
3 13	9 20	8 173	1 153	0 50	6 57	7 36	5 135	2 152	4 60
5 143	9 32	4 115	0 65	2 144	6 92	3 142	1 8	7 98	8 66
4 186	0 191	8 150	3 153	5 63	9 58	7 125	6 190	2 51	1 86
8 188	4 170	2 49	9 101	0 58	6 15	7 54	5 70	3 180	1 86
4 5	2 60	1 53	9 116	7 6	8 109	6 196	5 103	3 108	0 8
6 144	9 124	3 55	2 99	8 114	7 13	5 52	0 94	4 168	1 47
3 145	4 120	0 106	2 147	6 19	7 92	8 58	1 158	9 183	5 63
8 58	7 129	1 117	0 90	6 140	2 62	5 137	4 127	3 23	9 122
6 89	3 126	4 118	5 48	7 117	2 96	1 34	8 129	9 16	0 1
1 192	4 22	8 154	3 69	6 195	5 93	9 144	0 189	7 76	2 191
2 185	8 197	7 190	5 47	3 29	9 144	1 86	6 94	0 179	4 69
0 176	3 100	7 10	4 33	1 85	6 23	2 39	5 101	9 100	8 69
3 147	8 4	0 34	9 16	4 186	1 180	5 96	6 1	2 138	7 69
9 163	6 152	5 84	3 128	0 24	7 140	2 2	4 160	8 178	1 80
4 179	5 171	8 67	7 12	6 101	0 124	1 33	9 65	3 189	2 161
3 43	8 95	0 161	7 12	4 44	5 29	9 46	6 141	2 74	1 168
2 81	6 154	7 90	1 35	9 115	8 162	5 93	0 130	4 8	3 90
8 164	4 114	9 21	1 135	7 120	3 58	2 196	0 105	5 75	6 157
9 152	8 96	0 164	4 192	1 138	6 99	3 152	5 177	7 36	2 101
9 105	5 183	8 99	7 23	2 37	3 12	0 151	6 13	1 190	4 113
7 141	1 17	8 187	5 112	0 30	3 62	4 84	9 19	2 113	6 86
2 140	1 100	9 128	6 9	5 76	8 28	7 199	0 177	4 147	3 189
2 111	6 99	7 140	4 117	8 25	0 52	3 144	9 180	5 69	1 83
5 39	6 109	3 144	4 57	8 42	2 151	7 181	9 186	0 123	1 53
0 167	9 74	1 142	2 122	4 163	8 9	6 146	3 133	7 76	5 75
8 178	3 174	0 186	7 137	5 168	2 7	9 27	4 141	6 170	1 145
6 83	1 194	3 29	7 136	9 65	4 165	2 5	8 109	0 122	5 166
4 132	2 71	3 45	7 159	5 36	9 189	6 70	8 19	1 145	0 86
2 167	8 195	9 173	0 108	3 91	4 90	6 39	5 19	1 182	7 126
