70	70
39 50	22 58	47 9	41 66	21 91	33 93	6 6	35 4	61 73	37 41	4 44	56 62	20 6	12 77	32 1	69 44	48 71	27 93	24 72	65 30	49 80	62 82	59 10	63 94	17 9	52 8	50 27	28 43	16 27	44 28	15 77	11 23	7 15	43 42	57 91	25 94	38 7	58 34	54 83	5 82	13 1	68 6	60 41	29 52	67 24	9 51	19 4	51 59	0 79	18 30	45 99	34 95	1 63	53 89	3 30	42 75	36 35	8 90	10 29	14 51	46 53	26 50	23 68	64 69	2 51	66 24	40 66	31 24	55 66	30 4
41 5	33 86	9 70	10 75	67 62	3 78	1 24	36 91	38 99	27 87	62 96	5 7	56 64	34 5	29 86	51 34	64 43	8 63	68 65	49 26	0 21	43 22	35 16	13 82	52 70	24 24	69 24	4 97	30 49	28 88	50 15	12 79	42 17	55 65	15 64	26 15	11 40	45 40	47 81	25 50	61 90	58 14	6 80	23 21	32 47	31 60	60 39	2 23	21 92	57 88	66 68	7 9	40 79	65 60	16 54	37 37	54 94	17 97	53 59	46 86	20 55	14 89	44 40	39 48	19 69	63 43	22 26	18 91	48 59	59 43
22 81	64 56	7 19	46 7	65 58	25 59	10 77	31 9	2 52	49 54	33 60	40 91	13 40	60 44	3 23	5 48	36 26	26 97	68 95	34 62	66 34	21 25	47 71	61 52	23 93	63 68	38 35	56 81	42 82	6 6	27 38	17 74	8 70	41 39	43 58	14 20	59 40	18 55	11 10	35 39	52 90	62 64	44 60	0 36	57 16	29 15	39 63	58 4	9 12	53 66	37 76	20 4	30 77	19 97	4 37	45 72	55 29	48 2	24 3	50 60	32 80	51 74	28 16	12 3	16 61	54 83	69 66	67 71	1 8	15 85
32 31	22 76	59 73	69 77	15 96	34 9	26 91	47 6	9 15	6 55	37 14	20 32	5 91	68 93	23 48	0 5	31 6	18 52	10 60	42 39	55 15	57 5	27 20	41 24	33 95	36 44	61 52	7 79	66 99	4 55	54 43	14 32	1 1	3 82	2 34	48 99	40 79	64 70	38 3	21 48	25 63	58 90	24 73	46 42	19 92	16 25	51 7	13 67	65 90	52 2	30 54	12 42	43 93	53 37	56 34	39 4	45 38	63 56	29 49	35 26	8 81	62 96	50 92	28 47	11 4	17 18	44 24	49 13	60 57	67 64
46 65	15 38	68 87	19 66	21 68	42 39	26 91	36 91	4 81	41 83	55 79	30 33	24 23	57 48	62 1	35 98	65 4	13 47	60 78	39 26	10 12	37 22	59 66	0 59	64 28	49 43	63 76	7 52	45 17	56 24	52 93	1 82	17 41	28 78	69 10	9 58	47 31	16 83	22 84	40 46	29 80	58 65	51 47	43 31	5 49	61 68	11 56	18 73	20 96	3 24	44 56	25 42	48 96	54 94	6 70	14 80	34 68	23 62	53 79	38 1	8 6	27 60	2 81	50 61	33 73	32 93	67 53	12 10	31 26	66 95
39 74	44 25	38 97	14 4	57 91	23 96	29 28	68 70	43 95	2 17	21 52	19 82	26 45	66 33	60 38	8 61	51 37	56 23	47 96	31 19	53 61	24 84	45 25	50 51	20 43	35 87	22 62	65 50	40 58	9 42	67 34	33 52	5 79	36 52	49 66	7 50	62 72	6 67	16 29	11 30	34 29	18 16	32 18	58 91	0 7	46 54	1 61	17 68	69 59	59 36	3 71	25 98	41 4	63 60	42 63	27 63	30 62	48 62	54 46	12 79	55 31	61 26	15 39	4 60	64 43	13 53	37 37	10 24	52 14	28 20
9 7	66 19	28 63	68 5	1 59	14 20	62 93	30 25	33 79	10 24	54 65	57 62	21 63	53 81	59 53	19 78	46 93	25 88	45 1	23 8	12 53	15 47	63 61	60 91	38 59	48 17	29 48	27 11	20 87	56 34	35 83	24 92	36 27	11 88	40 83	22 31	16 48	34 82	49 48	51 62	39 95	26 89	61 7	55 19	65 49	44 21	67 60	6 92	64 94	2 47	5 81	18 74	31 18	41 28	7 82	4 33	42 72	52 61	0 78	13 76	58 59	17 20	3 76	37 82	32 63	69 23	8 30	47 77	43 55	50 77
29 19	7 77	46 72	2 26	52 57	15 67	5 63	64 34	69 90	18 54	54 22	51 69	17 97	49 69	55 43	41 7	45 81	43 97	24 99	63 1	0 99	14 34	11 26	65 52	12 69	26 3	20 3	58 38	31 35	53 2	33 31	36 93	57 67	9 40	21 48	40 51	66 48	30 60	48 94	62 59	23 26	50 49	68 59	22 40	35 48	37 20	16 18	10 87	61 63	3 74	67 74	32 85	34 72	27 68	44 58	47 91	56 62	13 66	8 75	38 95	6 31	59 74	42 88	19 37	39 88	4 24	28 23	25 93	60 49	1 29
5 37	23 45	3 17	1 61	34 97	66 73	22 69	13 71	25 29	43 75	16 96	33 78	15 20	46 5	44 39	56 88	57 37	0 26	8 79	35 10	67 82	47 17	42 79	10 65	11 45	4 85	68 56	7 43	26 63	50 13	18 15	61 67	45 11	54 79	30 91	69 27	63 73	38 74	53 23	40 69	12 45	65 87	29 40	51 47	24 39	37 32	21 20	17 2	2 19	58 34	39 45	20 1	59 46	27 13	52 33	6 38	9 68	36 90	48 21	62 34	28 76	14 49	49 94	64 62	31 27	19 35	41 27	55 33	60 93	32 94
52 33	44 79	50 90	48 24	8 64	29 4	6 39	15 79	25 74	49 43	23 81	69 86	32 35	39 38	30 89	43 75	64 19	26 75	42 15	4 16	66 22	65 43	9 90	22 39	31 17	21 52	33 18	35 20	47 98	59 66	40 18	54 57	67 60	2 32	63 39	57 59	60 36	18 20	55 92	13 21	3 98	37 37	28 36	68 24	24 7	58 3	5 76	27 33	51 26	45 50	34 5	20 25	19 81	41 79	11 79	46 74	14 42	53 93	17 62	1 9	36 44	38 62	0 78	7 59	16 27	56 45	62 12	61 75	12 83	10 90
13 11	20 33	67 27	36 45	55 75	51 16	0 14	8 49	27 76	66 26	23 54	15 79	41 32	26 19	6 21	69 53	12 80	68 11	40 6	44 98	7 66	14 90	63 1	35 72	46 60	5 92	45 69	31 59	10 46	19 13	17 34	3 63	58 72	22 52	4 6	54 36	47 27	21 38	48 2	37 22	50 87	65 93	32 99	57 95	9 93	33 41	42 4	59 29	64 2	60 42	62 2	1 3	30 74	53 97	49 42	34 75	38 95	61 98	56 68	43 67	11 27	18 70	16 40	2 78	25 85	39 50	29 63	28 52	52 56	24 32
