15	15
9 6	12 81	1 77	10 23	11 51	13 35	4 93	3 8	2 59	8 52	14 90	6 47	5 87	7 16	0 21
5 19	13 86	8 47	9 38	11 21	3 85	1 69	2 74	12 76	10 26	7 37	14 98	0 54	4 24	6 77
8 21	5 94	6 9	1 19	3 55	12 68	10 97	2 20	13 74	9 66	14 12	0 10	4 76	11 72	7 83
3 21	7 39	10 70	9 35	6 37	14 35	13 39	4 41	8 31	0 34	12 28	5 16	11 46	2 75	1 90
8 84	13 84	11 63	12 32	9 61	0 54	1 9	10 97	5 46	6 61	2 29	4 60	7 58	14 14	3 3
13 26	14 43	3 96	12 12	11 43	6 97	5 58	1 14	8 44	4 98	2 14	7 9	9 32	10 8	0 65
1 74	0 89	8 65	14 57	6 58	5 55	11 48	9 32	10 32	4 30	12 19	13 4	2 96	7 99	3 85
10 78	11 61	0 97	5 38	8 22	13 82	6 33	1 5	12 92	14 27	2 9	7 22	9 91	4 85	3 63
2 56	10 82	4 88	3 13	9 99	11 99	1 31	7 19	13 33	12 31	0 36	8 87	5 47	14 76	6 84
1 18	6 73	7 74	8 69	5 47	9 46	14 24	10 63	0 85	4 23	2 88	13 16	11 59	12 27	3 38
0 44	8 3	14 96	9 65	5 26	6 6	11 53	7 15	2 38	12 34	1 39	4 94	13 35	10 86	3 61
4 39	3 96	0 45	2 67	12 18	8 5	14 24	7 90	9 75	11 17	13 80	10 13	5 3	6 6	1 74
8 5	3 97	6 95	0 69	5 38	14 15	12 88	2 8	13 84	9 81	10 84	7 85	11 76	1 39	4 34
8 11	14 9	6 4	4 97	11 66	1 64	2 3	3 42	9 57	12 18	0 60	13 93	5 26	7 64	10 81
5 84	12 89	14 40	11 78	2 38	10 48	13 66	8 16	9 17	3 5	6 94	1 56	4 58	0 31	7 73
