40	70
43 20	25 71	12 23	53 48	45 67	23 96	54 59	8 30	56 5	48 77	41 1	63 44	62 5	29 99	34 32	31 96	19 65	58 60	17 45	16 73	39 65	38 38	47 62	20 83	3 10	21 55	55 9	24 26	13 48	4 73	11 87	64 46	32 19	14 82	26 24	69 95	30 61	57 59	49 14	9 96	60 62	15 47	0 89	50 46	7 72	37 10	66 76	51 50	5 9	35 71	1 39	2 26	68 4	10 17	65 28	44 61	28 1	27 81	6 85	42 87	40 74	46 62	33 73	22 76	52 74	61 97	36 14	67 9	18 83	59 33
4 71	52 95	41 31	67 87	64 11	13 64	15 32	17 18	21 70	66 28	63 39	6 89	53 1	16 48	65 30	68 56	57 20	14 19	36 94	54 75	56 98	33 37	55 84	22 63	9 72	11 22	47 60	58 73	37 11	30 8	28 50	12 42	29 9	1 80	3 46	69 78	34 10	7 40	2 65	39 76	10 25	46 84	26 7	62 10	40 19	8 8	42 39	25 11	5 25	48 39	0 29	60 4	49 49	45 35	20 11	59 49	23 65	32 93	31 90	24 84	27 12	18 93	38 97	44 4	61 12	35 9	43 55	51 10	19 10	50 58
50 85	55 94	8 24	21 55	64 42	43 1	11 91	10 8	14 60	60 31	65 14	61 35	23 71	5 6	38 48	34 83	66 89	4 63	7 59	54 8	45 96	40 49	26 46	27 85	67 72	0 52	9 7	49 64	3 58	47 33	19 10	53 4	58 10	51 69	46 82	57 12	18 5	52 55	69 3	24 8	22 66	42 38	25 66	31 81	15 15	59 25	28 30	35 79	48 77	2 2	12 71	37 31	13 97	62 2	17 44	63 88	33 83	36 39	16 20	44 13	20 59	56 4	39 13	32 21	68 19	29 58	1 30	30 41	6 10	41 98
29 17	8 1	14 47	48 41	60 18	49 21	45 82	44 97	38 79	23 35	12 54	31 17	7 3	6 24	62 48	55 52	69 27	33 39	26 9	0 49	18 4	16 60	5 82	41 28	53 80	22 83	15 34	25 45	27 84	65 6	56 83	30 32	11 98	17 38	24 17	19 64	52 94	35 51	2 62	66 74	54 24	61 69	47 94	51 5	13 9	1 62	64 36	58 62	42 25	34 92	36 9	39 5	28 26	46 85	21 76	20 49	4 80	3 30	67 29	59 70	43 30	63 61	40 85	9 10	37 82	50 5	68 7	10 78	57 36	32 32
61 11	69 17	60 39	45 7	28 18	46 62	31 22	21 55	27 54	11 19	53 52	4 73	18 35	23 6	58 90	42 76	64 43	22 50	0 40	39 46	62 37	14 16	55 47	26 55	52 68	63 60	7 35	32 1	35 59	2 87	24 23	19 48	43 27	20 67	48 91	6 37	12 4	68 1	67 95	54 10	8 63	50 44	10 25	59 18	17 67	47 64	15 87	3 95	33 49	57 47	65 92	51 99	38 63	37 19	25 60	34 77	9 71	16 3	44 22	29 98	13 76	56 75	41 29	5 96	30 33	40 63	36 66	49 92	66 65	1 77
6 50	42 74	48 66	57 19	55 38	8 75	24 28	41 31	20 6	3 23	45 25	63 30	69 77	2 56	30 36	5 81	33 97	51 44	25 76	49 61	39 96	18 59	52 13	1 20	13 42	53 28	29 87	4 69	54 56	31 95	9 33	68 38	17 27	56 96	58 58	15 11	44 81	43 57	11 30	59 52	7 89	28 24	0 74	37 43	19 64	46 29	14 96	40 57	38 29	16 98	26 89	21 83	61 40	34 40	32 48	47 59	65 45	12 45	36 44	35 4	67 91	10 47	66 30	62 53	23 2	27 45	22 79	64 15	50 60	60 8
34 43	62 94	36 92	49 46	31 41	8 5	5 51	40 92	45 84	60 32	37 47	65 59	69 82	4 58	3 85	54 79	47 64	55 88	29 5	58 96	22 9	43 71	26 78	14 73	68 90	39 95	59 55	23 13	20 41	7 94	66 93	46 12	33 18	52 78	24 3	0 65	53 28	56 56	32 19	61 93	25 94	15 34	17 46	19 47	48 96	27 11	35 73	30 14	57 98	44 48	13 71	42 79	18 95	41 85	1 26	67 12	12 71	51 49	11 89	63 35	50 88	21 7	38 14	64 62	10 99	9 46	2 56	28 2	6 45	16 33
66 29	16 63	26 81	11 11	49 66	67 95	7 31	9 34	62 58	69 98	22 92	57 47	21 94	58 67	48 42	12 53	30 6	43 42	25 45	28 86	4 91	17 4	39 80	42 62	24 74	36 39	6 26	45 6	38 30	40 59	32 98	35 91	53 97	13 6	59 31	1 96	54 71	2 3	29 62	41 70	44 55	14 99	51 75	65 65	61 58	55 87	20 46	27 60	33 60	0 75	63 66	46 17	52 24	56 40	34 23	19 77	8 29	31 42	23 53	50 87	68 92	10 71	60 38	5 23	15 43	47 53	3 21	37 16	64 16	18 58
68 65	56 40	59 58	14 40	66 12	65 79	10 37	54 69	62 65	29 44	6 96	7 97	17 48	23 99	64 11	31 45	40 14	55 16	48 3	61 49	44 60	5 19	30 13	51 93	42 31	37 24	0 16	41 2	27 1	18 59	33 81	52 38	67 62	2 20	15 22	69 66	58 43	28 43	57 85	25 83	38 54	43 71	34 50	3 79	39 8	1 83	45 20	9 18	21 36	32 9	46 61	63 56	26 31	50 64	53 4	47 36	12 34	24 65	36 46	19 14	8 45	60 36	49 18	20 33	11 98	13 92	4 97	22 96	35 82	16 30
22 76	26 51	45 90	10 55	47 17	14 90	23 56	49 19	33 81	50 60	20 70	24 63	28 83	9 6	16 84	18 26	62 66	63 34	32 5	68 80	56 15	67 31	17 53	64 41	21 96	6 50	29 80	7 56	30 1	8 46	35 26	57 25	0 49	37 48	27 30	11 33	61 56	12 61	40 7	51 73	4 98	19 18	54 98	25 76	52 33	36 70	65 15	31 57	3 28	42 71	66 56	41 63	48 56	39 63	58 29	60 78	38 91	34 69	2 11	43 59	53 9	15 14	13 59	69 54	55 3	1 93	44 28	5 35	46 95	59 66
26 51	43 93	19 6	23 93	25 62	63 15	65 89	4 34	69 97	31 34	61 92	21 83	59 7	40 10	53 10	44 41	17 7	15 32	27 5	3 19	48 78	34 22	49 27	47 68	67 34	41 38	2 6	7 76	55 84	10 14	1 69	16 90	22 16	28 21	8 85	64 86	51 54	13 94	30 13	54 39	58 22	24 86	57 56	68 56	37 71	11 25	6 52	35 13	46 67	56 60	14 63	0 30	20 10	5 49	60 24	52 48	29 50	38 10	42 97	45 88	9 24	36 37	39 35	18 60	66 94	12 20	33 41	62 92	32 70	50 5
21 20	25 80	34 3	46 22	27 39	55 71	67 41	44 53	45 38	36 86	12 7	65 42	58 85	15 57	41 35	59 68	18 48	53 97	66 40	1 59	42 39	40 89	26 74	6 5	2 53	68 40	32 67	13 59	29 11	60 35	39 35	57 7	23 12	24 93	63 84	54 57	47 36	51 34	11 76	16 53	4 74	64 86	17 80	56 80	62 33	49 29	30 2	33 62	52 27	20 12	14 17	35 33	10 31	50 4	3 33	5 70	0 67	7 27	37 83	48 18	43 23	22 26	38 26	31 60	8 61	61 43	19 53	69 80	9 12	28 35
27 53	37 27	9 88	43 33	19 63	13 52	14 67	48 31	5 84	0 14	39 72	15 32	44 54	56 89	47 19	54 29	26 68	22 63	17 85	16 68	64 61	40 11	11 88	45 96	6 42	4 37	49 52	12 40	36 10	67 94	50 38	35 29	3 23	58 72	63 85	28 95	25 79	61 95	20 78	66 97	21 58	30 86	69 92	68 50	38 24	55 1	31 45	59 49	1 67	29 18	24 78	51 82	34 30	10 91	46 52	2 35	7 95	32 74	60 8	41 49	8 14	62 46	23 50	33 39	52 21	42 89	57 83	65 18	18 1	53 78
