90	100
86 70	77 83	30 90	98 92	3 32	88 84	51 81	40 96	69 79	67 79	34 67	50 62	17 51	91 81	59 66	38 97	10 98	99 35	27 21	55 74	28 43	79 61	45 33	44 74	13 99	72 9	63 67	93 53	6 42	80 7	78 70	31 1	39 12	89 17	35 59	46 8	12 14	87 48	20 18	58 11	9 51	95 38	5 60	21 99	73 54	7 11	41 75	49 28	68 52	56 18	83 37	61 57	97 57	22 26	81 26	33 94	54 58	62 31	96 71	85 42	47 78	76 73	64 90	18 4	32 32	71 75	23 73	4 99	8 92	90 64	70 55	52 44	1 61	74 39	36 71	29 94	42 2	94 12	66 93	15 90	2 42	75 3	60 55	92 21	19 72	65 91	0 64	57 96	82 62	24 69	25 13	37 16	53 31	14 64	84 32	16 27	11 80	43 42	26 21	48 30
27 63	79 88	74 30	56 41	21 76	53 72	52 77	17 64	66 16	47 76	70 70	18 36	94 29	87 44	76 38	78 47	35 39	1 49	15 77	72 32	89 53	36 9	45 40	92 99	68 10	98 73	33 56	65 85	4 12	0 32	14 14	95 2	93 11	13 38	99 76	96 76	61 70	48 25	8 59	67 35	25 87	51 55	73 37	26 8	28 72	57 8	23 39	60 31	58 35	50 1	64 40	80 63	37 72	44 65	7 64	88 71	20 90	31 55	83 28	85 15	22 93	6 94	2 27	30 66	41 86	29 58	39 50	38 72	71 70	34 85	69 6	97 12	5 15	16 65	40 65	77 27	9 35	49 20	59 56	43 93	10 47	81 87	63 30	46 57	75 86	19 44	54 86	86 12	24 86	91 76	42 53	90 84	11 79	84 73	32 74	55 27	82 89	12 16	62 45	3 27
51 15	42 95	82 15	79 56	74 35	54 96	37 16	28 57	39 28	1 96	81 25	36 46	30 10	46 54	12 59	40 34	26 31	70 78	3 41	18 61	72 89	90 1	35 42	48 76	45 77	32 79	5 27	15 6	64 51	98 76	87 68	89 1	38 69	21 28	6 25	88 82	76 48	14 41	50 36	77 90	2 19	25 12	96 3	60 78	33 65	9 6	67 84	10 46	68 71	94 12	62 83	8 90	23 31	95 82	83 45	29 82	13 10	58 34	47 17	34 96	92 3	44 96	93 13	71 92	7 95	75 4	66 90	43 62	20 24	86 36	27 93	49 98	61 57	56 79	85 25	22 18	63 50	24 7	41 53	0 93	78 59	16 12	97 55	91 95	73 55	31 53	84 25	4 80	19 82	53 60	55 73	69 60	11 69	65 4	99 22	57 13	52 67	17 23	59 64	80 85
37 53	23 99	67 97	52 14	60 16	92 86	30 45	8 44	53 93	28 54	98 82	38 76	56 55	91 93	7 55	97 82	41 93	35 73	33 72	51 6	95 64	10 34	24 92	20 6	12 19	3 74	36 78	90 14	34 17	0 22	43 30	40 90	94 18	61 32	76 62	99 92	31 18	4 77	62 88	71 49	49 32	66 77	9 4	21 52	22 14	2 3	19 58	69 10	80 73	44 85	72 61	59 88	65 92	54 18	84 27	25 10	63 93	73 9	42 77	58 65	18 97	45 6	79 17	78 56	6 80	17 62	16 6	77 80	83 12	26 82	14 37	81 92	27 37	47 39	74 59	70 90	48 92	55 62	96 4	87 27	32 4	86 78	82 67	1 42	57 39	75 69	46 7	13 2	5 71	39 7	68 86	11 3	85 12	15 92	50 42	89 96	93 47	29 46	64 87	88 38
8 77	51 34	86 69	61 43	37 27	79 8	72 27	98 68	58 64	62 1	90 58	84 34	12 99	41 34	50 78	89 60	93 8	81 35	7 3	77 79	29 34	19 8	82 50	20 85	32 46	2 32	80 38	35 45	46 25	87 65	70 93	78 99	64 36	16 36	31 30	60 12	48 77	96 20	68 97	0 47	15 11	30 88	17 31	57 17	6 56	56 89	54 85	67 24	22 52	39 32	92 49	66 63	33 98	99 46	28 20	34 55	85 56	94 9	9 16	74 67	63 95	53 68	40 61	76 49	14 78	25 4	27 38	65 73	59 22	91 66	5 74	3 29	97 93	38 61	88 56	18 52	36 19	1 57	45 35	95 78	52 59	75 93	4 20	11 73	23 88	26 69	42 18	10 37	55 35	24 54	83 89	47 58	71 80	13 87	44 41	21 81	43 54	73 1	49 52	69 52
79 97	45 14	69 34	57 23	9 48	1 44	70 13	24 24	17 15	48 28	63 87	74 79	90 92	21 91	84 4	33 48	47 39	49 92	5 51	88 41	16 9	83 43	31 48	30 97	56 33	29 65	26 10	20 97	37 20	82 66	27 99	42 67	13 1	23 12	46 63	58 99	80 50	54 58	98 41	77 81	65 25	51 9	59 91	81 46	50 49	75 39	14 39	22 95	43 78	10 34	97 98	38 52	44 30	36 35	68 45	52 93	64 22	61 11	95 95	15 97	11 67	6 13	67 31	87 33	53 25	76 18	96 87	91 47	32 36	72 2	7 33	86 15	66 74	8 29	99 44	60 54	34 2	12 40	35 93	62 77	94 51	92 35	39 30	41 68	85 61	3 55	4 48	19 58	71 53	18 22	25 65	0 42	78 19	73 24	55 96	89 65	2 79	93 61	28 48	40 72
15 57	58 33	18 87	70 93	99 9	33 35	66 63	94 64	90 30	17 69	13 57	11 39	89 12	68 92	57 96	22 83	30 79	92 39	2 85	98 53	7 21	36 65	76 79	79 42	95 17	56 96	61 93	34 36	93 63	35 28	44 70	69 42	39 56	27 55	3 79	74 63	78 81	1 54	47 26	88 91	52 46	32 13	42 86	40 27	45 95	77 58	81 24	4 19	91 32	43 63	50 42	26 40	29 92	60 22	59 85	53 23	49 9	54 45	5 1	8 74	62 80	10 52	23 74	16 28	9 75	14 31	19 94	80 22	67 6	51 64	31 43	20 69	41 2	85 32	65 97	96 88	97 4	75 66	6 99	87 35	37 15	0 89	63 73	71 35	38 6	64 39	48 86	83 3	25 26	24 38	55 60	82 52	86 72	72 21	73 89	28 30	21 64	12 16	46 27	84 18
73 37	97 45	48 22	40 57	69 86	91 49	9 85	53 78	70 49	65 45	57 97	66 40	2 64	6 94	71 72	13 48	76 90	23 92	8 81	43 71	87 3	62 37	79 22	56 94	64 33	44 61	58 50	81 17	93 96	14 4	99 63	63 40	11 32	41 39	27 64	55 81	29 49	47 40	32 14	72 48	74 30	86 41	0 15	45 32	95 48	17 89	20 35	77 54	35 15	21 38	1 38	82 38	54 19	51 78	22 33	46 91	28 13	68 11	61 40	96 11	38 64	98 1	4 91	42 40	52 39	33 42	84 81	94 89	25 82	7 64	67 25	26 15	49 26	39 40	34 44	12 16	78 24	16 31	15 66	59 53	90 44	19 94	83 68	3 38	89 50	10 9	37 97	5 45	80 85	88 60	24 56	36 69	85 76	50 96	30 78	18 5	92 66	60 40	31 1	75 84
98 79	89 47	71 26	93 52	7 25	35 72	79 39	26 72	18 94	56 70	60 91	88 36	90 12	62 4	48 32	11 17	84 89	73 96	24 86	30 51	38 66	47 64	74 40	8 39	20 66	22 99	33 84	58 44	27 70	42 1	31 47	36 70	25 29	85 33	6 31	67 22	19 81	83 53	49 31	51 50	77 1	44 39	16 72	1 24	59 6	5 51	17 25	9 50	55 59	28 18	94 18	12 75	82 82	86 85	81 1	23 96	68 9	43 66	66 20	15 26	40 44	61 66	70 81	99 97	65 91	2 87	37 11	0 10	32 67	76 85	69 87	57 9	21 45	10 19	13 3	39 62	52 94	72 86	64 62	78 93	63 53	41 53	54 82	29 17	75 71	45 39	46 77	50 4	95 2	4 88	91 32	97 92	92 21	80 29	34 28	96 20	53 31	14 53	3 28	87 86
58 56	87 96	51 21	68 12	42 60	30 4	91 13	63 88	39 14	36 1	32 23	15 83	18 97	7 81	79 29	65 74	27 82	93 92	94 11	97 15	89 99	20 82	98 44	55 97	61 82	57 56	62 1	26 75	49 51	37 96	47 18	33 14	59 21	80 66	23 66	54 83	19 22	0 27	24 46	2 19	90 68	34 52	60 87	50 6	96 94	48 44	38 66	53 94	70 3	29 46	5 37	11 28	85 84	69 21	45 57	77 34	3 2	67 44	17 67	52 74	82 89	21 72	1 22	6 54	4 14	92 15	41 23	31 89	14 51	22 83	43 55	40 36	99 65	86 37	74 90	81 27	9 59	73 22	35 50	10 31	8 5	12 98	66 8	75 86	76 95	28 28	88 88	44 97	95 74	84 1	16 65	25 44	46 45	72 6	64 23	83 57	71 37	78 43	56 37	13 55
37 15	14 15	91 16	43 13	90 87	89 68	67 29	35 86	81 96	73 20	50 45	0 97	63 95	83 2	70 40	64 59	56 92	15 21	78 26	71 93	20 48	6 10	54 39	36 62	27 63	28 95	77 6	95 36	58 21	7 3	5 46	1 87	60 85	88 58	18 97	53 88	85 81	4 13	31 6	52 12	17 80	47 31	48 80	29 76	76 14	32 44	49 9	72 92	9 19	16 21	87 5	19 43	23 57	59 60	41 50	79 58	66 60	65 26	22 66	92 32	55 34	57 79	24 62	46 51	8 24	86 62	98 14	42 34	3 43	38 60	25 67	74 49	34 23	84 29	13 76	39 20	21 6	11 51	80 23	96 36	68 35	62 99	33 49	97 84	82 23	61 29	45 82	44 6	75 90	10 68	30 61	26 69	94 22	69 37	2 50	12 27	40 82	93 32	51 26	99 77
