50	10
7 62	4 29	0 89	8 27	6 81	3 72	2 23	1 13	9 26	5 11
4 11	9 6	7 87	6 1	2 5	0 88	3 78	1 33	5 11	8 85
7 18	5 78	2 68	4 69	8 1	6 46	9 32	3 80	0 38	1 42
4 44	2 28	9 46	0 10	7 64	6 72	8 11	1 60	3 91	5 2
7 14	2 66	1 20	9 80	3 58	8 57	0 31	6 82	5 78	4 76
7 79	9 61	5 75	3 68	2 14	8 93	4 62	0 42	6 58	1 22
5 53	8 4	2 5	1 79	6 2	4 17	7 12	9 98	3 51	0 10
7 33	5 49	4 84	6 36	2 86	8 82	9 11	3 18	1 29	0 13
6 49	2 86	0 53	1 63	5 57	3 53	7 73	8 53	4 68	9 87
4 60	6 56	3 51	9 64	1 57	7 34	0 87	8 81	2 13	5 77
8 9	1 76	3 57	2 96	5 50	6 29	4 27	9 99	7 39	0 5
7 28	3 35	8 44	1 66	5 91	2 80	9 44	0 29	6 49	4 1
4 79	9 43	6 75	1 20	5 39	0 68	3 92	7 79	8 30	2 20
4 72	7 74	8 31	1 35	2 79	6 23	0 35	5 40	3 37	9 84
0 73	6 68	9 56	5 3	2 22	1 93	3 83	8 37	7 84	4 62
5 29	6 69	4 20	8 90	9 93	2 40	0 37	1 54	7 68	3 10
9 49	4 64	3 94	5 8	7 59	1 51	6 1	2 47	8 54	0 38
4 82	8 32	2 79	6 31	1 5	9 96	0 85	7 72	5 33	3 90
2 55	9 88	7 2	0 47	3 87	1 42	4 15	8 94	5 83	6 91
4 49	9 90	5 11	6 78	2 50	0 58	7 36	8 28	1 91	3 35
7 60	6 87	8 17	5 64	2 81	0 32	1 8	3 94	9 27	4 52
9 44	2 77	0 48	4 7	1 31	6 1	8 72	5 96	7 73	3 66
7 72	8 58	1 35	6 99	5 35	9 84	2 72	3 37	0 19	4 91
2 77	3 48	9 40	1 97	5 25	8 16	0 74	7 84	6 20	4 77
9 44	2 42	0 47	5 55	8 73	7 68	6 41	3 30	4 17	1 59
5 73	9 42	8 5	3 18	0 97	4 40	2 77	7 2	6 54	1 8
7 34	8 30	4 66	0 40	6 65	1 12	2 21	3 8	9 69	5 77
0 65	7 42	3 20	2 43	4 67	9 65	1 12	5 51	8 65	6 67
8 77	3 82	0 88	7 43	5 65	6 89	1 9	9 58	2 1	4 65
8 57	9 89	5 1	7 69	3 24	2 96	6 55	0 75	4 16	1 39
7 19	3 55	6 49	0 64	4 47	8 72	5 31	2 27	9 57	1 48
4 80	6 62	8 19	7 97	0 87	1 25	3 41	9 30	5 67	2 52
2 95	4 17	0 80	9 18	5 22	7 95	1 12	3 65	8 18	6 96
3 30	8 54	4 25	7 47	5 36	9 84	6 68	1 16	2 29	0 57
7 55	4 31	3 12	1 41	8 44	0 76	9 92	2 18	5 12	6 30
4 98	7 27	8 40	3 32	0 25	5 49	2 96	1 6	9 13	6 63
6 71	9 86	5 28	2 8	7 76	0 98	4 87	8 41	3 4	1 17
6 9	4 80	2 32	5 62	9 17	1 4	8 95	7 40	0 47	3 64
3 30	0 57	1 11	5 95	8 53	7 23	6 43	4 67	9 78	2 86
4 97	3 88	8 22	5 75	9 14	1 63	2 20	6 17	0 81	7 83
2 4	3 88	0 63	7 80	9 68	4 63	8 12	5 90	6 7	1 44
4 9	2 82	7 87	3 68	9 60	0 69	6 4	1 46	8 87	5 3
1 18	0 88	2 80	8 12	5 28	3 80	4 24	6 85	9 75	7 83
8 94	6 87	0 83	9 92	4 49	3 23	2 36	5 30	7 92	1 76
0 77	5 94	9 46	6 5	2 57	3 43	7 1	1 16	4 19	8 47
5 61	7 91	6 29	8 93	0 83	1 50	4 17	3 16	2 96	9 99
3 38	4 78	0 87	9 92	6 86	2 98	8 54	7 96	1 29	5 50
4 49	2 63	9 79	5 61	6 31	3 47	8 48	1 69	7 19	0 2
7 92	6 30	2 70	8 56	4 64	5 35	0 6	1 16	9 89	3 24
5 7	7 3	2 70	6 18	3 60	8 64	9 94	0 73	4 7	1 35
