90	10
9 54	6 71	2 50	3 92	5 53	1 13	7 96	4 16	8 11	0 2
1 50	0 15	5 6	9 15	3 82	2 88	4 75	8 17	6 52	7 38
5 70	6 76	7 19	2 5	1 92	4 92	8 68	3 59	0 66	9 28
3 34	7 68	8 50	9 49	0 61	2 18	1 4	4 60	5 62	6 59
4 43	9 81	1 76	0 96	7 25	3 26	8 48	5 80	6 90	2 36
8 13	1 30	3 5	0 2	6 15	2 50	7 14	5 81	4 68	9 67
4 61	8 55	6 77	9 86	0 20	3 59	5 35	1 85	2 45	7 75
0 72	6 27	2 25	1 82	7 14	8 81	4 23	3 88	5 84	9 49
4 52	7 91	6 76	1 53	2 63	8 62	9 9	0 29	5 56	3 11
4 3	8 86	3 73	7 48	0 12	5 38	1 88	9 92	2 27	6 40
4 78	8 48	2 29	0 99	1 40	5 13	7 98	6 99	9 32	3 74
3 40	9 5	2 51	6 34	8 34	1 16	7 12	4 49	5 32	0 81
9 83	7 57	8 6	4 52	0 35	2 43	3 1	5 62	6 69	1 93
5 69	4 22	2 56	6 8	7 61	8 7	3 76	1 6	9 48	0 51
1 6	3 76	0 59	7 47	8 32	2 47	6 54	9 74	4 6	5 42
8 12	2 76	0 78	1 69	9 90	7 34	3 42	4 82	6 97	5 77
2 17	1 99	6 82	3 34	9 68	7 27	8 18	4 75	5 39	0 41
8 31	2 50	0 33	7 43	6 96	4 7	5 35	9 9	1 15	3 22
7 86	5 56	4 68	9 29	2 69	3 99	8 62	1 78	6 77	0 91
7 70	3 2	1 67	0 35	9 61	2 28	4 90	8 1	6 86	5 42
0 23	5 20	9 70	3 58	4 96	8 91	1 83	7 96	2 56	6 53
2 94	8 80	5 82	1 11	3 17	9 49	6 13	0 67	7 78	4 87
1 40	9 1	2 83	7 11	3 19	4 1	0 9	5 9	8 23	6 62
4 13	2 28	7 66	8 81	5 58	6 51	1 25	3 52	0 62	9 55
9 70	4 97	2 2	8 93	0 71	6 18	5 83	3 69	1 30	7 35
6 14	1 10	0 69	8 32	7 33	3 28	9 41	2 63	4 65	5 96
6 13	1 93	7 9	0 98	5 25	3 81	8 10	4 24	2 64	9 98
2 64	4 88	7 92	8 69	3 10	9 89	1 63	5 23	0 51	6 63
2 90	3 33	7 28	4 99	5 65	8 98	1 48	9 57	6 43	0 20
0 15	3 89	4 1	2 48	5 8	1 43	9 18	6 49	8 39	7 39
7 37	1 64	5 47	3 11	0 84	2 71	4 97	6 72	8 75	9 72
4 71	6 85	9 61	8 96	1 70	3 92	5 63	0 98	7 6	2 19
3 92	6 60	0 22	4 2	7 71	8 35	9 83	1 25	5 27	2 81
6 40	9 51	8 78	1 54	0 82	2 6	7 4	4 5	3 68	5 57
1 47	7 29	0 62	6 72	9 35	3 44	4 21	2 74	8 50	5 72
0 60	4 14	1 69	9 91	3 76	2 62	6 82	5 98	7 2	8 62
0 94	7 57	6 83	9 52	3 95	4 40	5 84	8 31	1 74	2 39
0 74	5 10	4 18	2 29	1 27	6 12	8 18	9 26	7 63	3 77
6 83	7 69	1 74	3 75	8 46	0 25	4 89	2 29	5 49	9 62
7 10	9 43	1 67	3 65	5 79	4 78	2 41	8 12	0 61	6 78
1 52	6 10	5 64	4 14	2 69	9 30	8 83	0 77	3 67	7 79
0 69	6 22	7 99	4 92	1 80	5 9	2 96	8 69	9 11	3 46
7 89	1 66	2 82	6 61	9 86	4 50	0 90	5 82	8 44	3 5
3 55	8 32	2 84	1 44	9 87	0 13	6 49	4 57	7 68	5 18
1 48	6 19	5 58	4 16	2 75	0 38	3 63	7 15	9 40	8 93
8 2	3 30	1 29	0 31	2 17	9 67	6 21	5 15	4 28	7 19
6 92	0 70	3 95	2 55	4 77	7 74	8 85	5 13	1 73	9 88
1 34	6 39	0 89	2 67	7 42	3 30	5 6	4 29	8 81	9 95
7 30	6 7	2 94	9 69	5 88	3 86	4 84	0 78	8 25	1 36
8 47	6 84	3 66	1 92	9 65	4 55	2 3	7 85	0 29	5 15
3 58	9 39	8 44	1 49	6 43	7 93	5 45	2 11	4 80	0 10
0 85	5 75	1 10	9 92	3 7	6 3	8 52	7 33	2 94	4 63
9 51	0 25	3 70	5 3	4 55	7 33	2 70	8 76	1 21	6 25
5 70	4 61	8 79	9 53	1 7	2 52	3 93	0 50	7 17	6 95
0 8	5 45	2 6	8 39	9 20	3 63	1 43	6 85	4 80	7 16
2 36	3 81	5 25	7 88	8 5	1 82	9 54	0 75	6 83	4 49
8 21	6 58	9 56	0 91	1 16	3 29	2 24	4 6	5 44	7 50
7 79	5 45	8 93	0 45	9 98	4 66	3 74	6 90	2 87	1 52
1 75	6 98	2 28	3 7	5 82	4 37	7 77	8 69	9 49	0 1
