50	20
8 10	6 90	16 91	4 71	7 9	0 52	12 17	9 16	3 98	17 66	1 97	5 77	2 43	14 72	10 37	15 62	13 51	19 12	11 70	18 1
4 73	6 15	17 94	10 6	8 82	11 71	1 64	2 5	12 61	15 62	3 17	19 66	16 43	13 40	14 52	0 97	5 91	9 50	7 35	18 2
18 95	9 57	2 84	19 57	5 90	3 61	8 93	6 55	17 24	4 81	15 98	16 65	12 95	0 64	10 11	13 26	14 44	7 28	11 59	1 70
15 13	13 42	9 98	1 60	3 54	19 27	5 40	8 13	18 92	0 48	7 11	14 93	11 88	16 80	4 49	2 6	6 4	17 34	12 44	10 97
3 48	8 75	1 76	13 71	12 32	18 76	19 88	16 55	0 75	4 71	10 89	14 2	2 77	17 61	7 3	15 61	6 95	5 77	11 95	9 95
15 53	18 72	0 97	1 10	13 66	11 15	8 46	10 81	6 83	3 68	16 21	2 62	19 60	12 99	4 55	5 84	9 46	14 50	7 85	17 34
12 51	16 6	2 7	10 93	13 68	11 1	3 6	5 64	17 72	1 85	14 86	4 9	7 17	8 3	15 31	9 4	19 17	18 74	0 13	6 98
12 92	17 15	2 68	10 72	16 10	11 62	5 11	3 20	8 18	7 66	4 67	14 9	13 29	15 76	18 31	6 63	0 90	9 23	1 89	19 68
14 9	18 19	19 24	16 6	9 44	7 49	5 7	3 15	11 1	17 73	10 62	13 59	6 85	8 15	1 59	12 95	4 53	0 11	2 1	15 99
2 34	8 91	18 2	14 97	0 52	16 68	1 75	5 5	13 92	15 82	3 36	19 84	11 88	12 7	4 85	9 58	10 16	6 3	17 74	7 22
15 95	5 15	9 92	3 41	18 96	10 69	11 40	4 18	19 73	1 20	6 80	14 35	12 46	7 77	13 10	0 9	17 43	2 4	8 48	16 49
10 11	7 80	1 68	16 52	19 16	14 31	18 81	12 87	2 81	5 42	6 6	9 50	15 73	3 2	0 25	11 32	17 27	8 9	13 46	4 47
0 69	18 85	16 60	7 92	2 89	10 7	6 87	15 31	13 85	14 73	8 1	4 44	17 91	5 37	9 39	3 41	11 13	19 26	1 59	12 97
3 69	11 33	7 25	19 1	9 71	14 93	4 29	16 8	8 76	2 40	6 71	18 93	10 24	1 41	17 13	12 14	13 49	5 94	15 40	0 91
15 59	19 49	10 74	8 21	11 84	14 90	13 54	4 6	0 89	2 38	3 81	6 54	1 68	5 74	17 7	16 36	12 90	9 70	18 17	7 29
0 99	15 27	10 44	1 61	3 81	2 35	13 87	19 28	16 88	4 19	9 56	7 36	14 18	8 84	18 5	5 37	12 42	17 83	11 3	6 18
9 74	1 93	7 72	10 73	6 60	19 79	12 54	16 59	11 84	17 20	8 55	3 72	2 39	14 57	13 52	18 41	0 95	5 69	15 60	4 97
15 54	11 94	2 69	0 65	16 8	1 77	10 28	14 2	18 27	3 90	19 52	6 90	5 37	7 54	9 99	13 69	17 83	8 18	12 15	4 31
3 48	10 95	2 7	14 29	6 17	8 6	5 20	9 75	11 21	18 80	17 57	16 19	13 72	12 57	7 96	1 15	0 29	15 78	4 78	19 46
14 94	13 62	15 19	4 87	10 40	7 49	2 29	11 71	12 54	18 16	9 79	5 32	17 23	0 88	19 23	3 88	8 46	6 93	16 21	1 37
7 85	4 92	0 21	19 17	14 33	13 14	3 72	2 48	9 88	12 13	6 38	15 24	1 64	18 23	17 54	11 71	16 8	5 69	8 63	10 7
10 96	5 13	1 84	19 48	15 45	16 89	0 37	4 74	8 11	3 71	18 44	9 72	6 82	12 51	17 86	13 56	14 66	2 79	7 80	11 53
1 12	10 51	0 88	17 84	7 44	13 31	16 12	8 23	11 22	2 47	5 23	18 45	19 30	4 79	15 42	12 42	14 67	9 2	6 37	3 76
8 37	6 2	7 51	4 97	2 5	13 92	5 14	0 29	11 60	15 62	1 16	14 18	16 13	12 76	9 44	3 63	10 7	19 72	18 94	17 9
13 93	19 65	11 59	10 84	9 69	16 63	18 17	5 11	14 45	2 78	8 45	15 85	12 27	3 53	7 51	6 77	0 61	1 75	4 16	17 37
2 53	3 36	13 94	4 91	16 33	14 61	6 4	12 98	7 53	10 35	5 33	18 42	1 90	8 91	15 29	17 83	11 89	0 70	9 1	19 20
16 99	12 83	18 48	9 93	17 77	15 72	2 82	3 54	19 56	13 90	4 76	11 14	10 6	8 57	14 25	7 42	1 29	0 17	5 17	6 31
3 2	2 77	16 43	18 81	5 9	17 25	11 30	14 70	15 85	10 87	8 22	6 68	12 4	1 65	19 75	13 50	0 22	7 86	4 36	9 40
9 19	8 66	2 49	6 44	14 16	15 42	11 37	18 7	7 99	10 40	16 15	19 50	12 5	5 58	17 5	0 59	1 68	4 18	3 45	13 52
15 24	14 91	6 21	17 38	5 23	0 13	18 54	7 94	16 50	8 75	2 71	4 85	11 21	9 90	1 70	12 79	13 8	3 21	10 69	19 6
7 89	4 14	1 3	15 47	12 98	9 24	19 41	2 61	6 25	11 34	8 79	14 44	17 27	18 57	5 44	0 46	3 36	16 89	13 49	10 72
9 26	16 74	5 35	19 5	4 13	13 45	0 89	18 71	7 83	10 86	15 37	17 9	6 1	8 85	11 66	3 53	2 85	1 38	14 10	12 55
13 7	0 92	8 78	14 47	6 35	12 40	15 66	5 69	3 31	17 56	7 14	4 51	1 61	10 96	11 10	16 57	2 34	18 58	19 23	9 68
19 36	8 25	2 85	18 58	5 88	10 12	1 81	9 50	14 28	17 91	3 84	11 1	7 93	6 1	13 58	16 6	15 79	4 93	12 64	0 72
10 94	1 29	14 49	18 81	12 33	3 39	15 76	16 37	19 40	4 90	9 37	8 36	11 74	17 75	13 32	5 30	6 52	0 93	7 7	2 19
16 21	8 65	17 59	12 87	15 96	9 23	14 23	3 66	10 89	19 85	0 95	5 87	18 12	11 24	7 50	6 76	2 69	4 83	1 34	13 55
3 10	8 61	14 73	5 11	12 59	7 9	6 49	19 95	4 22	17 20	2 22	1 50	9 13	11 88	18 9	13 1	15 97	10 7	0 4	16 42
3 34	10 53	1 97	16 9	18 49	11 37	6 40	14 76	0 92	12 60	8 65	17 8	5 26	9 18	4 35	2 37	15 58	19 50	7 68	13 27
15 2	12 97	17 58	9 37	3 93	0 56	11 20	10 92	19 53	5 9	1 71	13 74	2 19	4 31	14 1	7 11	8 10	18 5	16 92	6 35
11 22	18 27	3 85	0 8	16 52	19 59	13 75	6 53	15 97	1 67	14 87	4 71	9 37	8 6	5 38	12 59	2 37	10 21	7 7	17 34
9 7	6 9	11 59	4 29	8 68	0 94	3 95	7 37	14 46	19 61	13 99	5 61	15 46	10 82	12 26	16 81	17 96	1 56	18 59	2 25
6 17	15 42	17 99	0 92	9 96	3 3	16 73	8 81	1 56	19 26	11 57	5 51	12 24	7 61	13 8	14 71	18 27	10 90	4 31	2 32
14 42	19 46	11 85	16 12	7 44	0 37	9 19	17 8	18 10	15 68	3 19	2 16	10 46	5 43	13 69	8 30	6 77	1 6	12 86	4 89
18 43	8 55	14 14	13 97	4 83	3 18	5 80	9 43	1 23	10 93	6 26	7 82	19 47	16 75	15 1	11 72	0 2	17 43	2 26	12 40
13 43	10 23	2 60	0 52	17 54	5 8	3 61	11 59	18 14	12 41	16 23	9 47	6 24	8 47	14 40	19 87	4 84	15 22	7 82	1 58
11 28	9 58	2 94	17 3	7 59	10 82	14 51	15 29	12 98	13 71	16 21	1 96	3 43	8 70	4 79	5 34	0 54	19 30	18 6	6 73
11 85	16 11	12 97	13 38	10 75	4 70	15 61	0 93	2 90	8 64	3 22	5 51	17 67	6 46	7 28	18 47	9 40	19 87	1 92	14 87
17 71	9 54	14 27	8 83	5 89	18 59	15 9	1 88	7 53	4 72	2 57	11 40	10 99	6 6	0 95	19 69	13 46	3 94	12 27	16 95
9 43	3 87	10 72	5 2	14 51	2 99	12 48	17 25	6 29	4 37	8 93	13 67	19 46	16 53	0 28	18 74	1 77	7 31	15 43	11 67
15 3	5 21	14 34	18 70	6 63	8 1	7 56	11 92	4 45	16 26	12 26	10 88	0 77	1 32	2 24	19 49	3 79	17 16	13 7	9 4
