60	15
11 137	2 35	7 110	8 53	0 198	13 179	5 71	6 109	12 18	9 60	10 111	14 20	4 68	3 158	1 109
1 175	8 12	4 59	5 155	0 136	14 177	11 18	3 92	10 138	13 197	9 110	6 87	2 97	12 55	7 19
2 129	10 73	12 38	1 84	11 79	5 61	13 61	8 163	0 77	4 98	9 172	6 1	14 193	7 193	3 11
8 168	14 54	7 175	12 55	13 151	2 53	1 174	4 7	5 87	6 27	9 96	0 56	10 64	11 189	3 111
9 157	8 7	14 167	3 19	11 141	13 116	12 136	6 157	4 56	5 37	2 9	10 125	1 56	0 54	7 191
10 128	11 47	1 86	14 136	3 166	5 38	0 29	12 23	4 2	9 134	8 166	6 174	2 48	13 134	7 163
13 124	9 108	6 194	8 37	3 94	11 29	12 1	2 71	14 146	10 1	5 84	0 40	7 4	1 55	4 86
0 44	3 180	13 168	6 200	10 175	5 97	1 121	8 85	11 20	2 106	9 157	14 69	7 176	12 141	4 50
4 142	3 118	2 144	7 115	10 69	9 37	5 197	8 77	1 193	11 197	14 77	0 93	12 1	13 31	6 94
12 171	6 177	8 169	3 26	14 167	0 134	7 162	2 146	9 188	10 21	13 18	11 136	5 170	1 102	4 10
6 154	12 142	13 146	3 10	8 127	1 61	7 119	2 83	14 197	5 16	10 69	4 81	11 119	9 103	0 26
13 51	4 123	12 67	14 156	1 189	6 26	7 146	9 141	10 179	3 6	8 140	5 115	0 31	2 30	11 166
13 50	4 147	8 36	3 173	0 86	11 198	10 162	2 171	5 147	12 90	9 70	6 40	14 156	7 195	1 175
4 179	6 185	10 130	14 25	1 165	9 9	11 49	13 45	12 131	0 123	5 186	3 157	8 68	7 18	2 42
4 141	0 197	9 40	6 138	8 52	13 115	3 156	2 131	12 68	11 61	14 152	5 85	1 63	10 170	7 150
0 23	7 118	9 74	1 172	11 30	10 21	13 108	8 69	2 40	14 140	3 124	12 116	6 153	4 96	5 132
4 38	7 42	14 83	12 181	9 79	6 132	1 15	5 5	0 41	2 133	11 25	10 10	8 39	13 108	3 34
0 166	5 159	6 85	8 106	11 146	14 71	3 128	1 135	10 124	12 12	9 139	7 120	4 133	2 10	13 90
5 58	4 10	7 134	8 188	12 92	13 23	14 148	2 169	10 159	3 129	11 51	6 60	9 27	0 194	1 5
6 179	13 105	3 98	9 181	10 75	14 148	12 8	2 14	7 158	11 180	1 111	0 171	8 37	5 171	4 75
2 101	5 4	0 135	9 36	1 15	8 145	11 67	7 28	14 150	4 39	13 63	10 161	3 43	12 11	6 102
5 36	12 180	1 13	2 183	7 175	3 75	0 37	14 162	8 104	11 67	4 125	13 47	6 122	9 5	10 187
14 146	12 95	8 132	1 92	4 18	2 55	9 78	0 155	3 48	10 188	13 153	5 11	6 172	7 191	11 141
1 167	9 43	6 4	11 181	3 43	4 82	14 113	2 174	10 110	7 153	0 57	13 124	8 57	12 191	5 131
7 155	1 19	0 93	3 157	9 96	5 41	12 19	4 143	10 136	11 175	8 185	2 122	6 10	14 131	13 159
0 139	12 43	1 140	5 168	7 107	14 157	13 193	10 37	11 162	4 197	2 17	3 78	9 176	6 56	8 11
6 74	13 76	2 112	14 89	9 52	12 160	11 102	5 94	3 29	10 135	0 33	7 57	1 82	8 162	4 154
6 85	9 180	5 69	4 12	11 61	14 193	12 186	1 168	0 47	13 67	7 20	2 62	3 127	8 14	10 158
12 165	14 127	5 165	11 35	3 131	7 86	4 161	2 91	10 57	6 135	0 170	8 14	9 172	13 72	1 125
2 180	14 149	5 152	13 158	7 21	9 124	3 45	12 137	4 172	0 110	8 86	1 52	11 125	10 149	6 154
5 115	1 91	3 31	7 6	6 67	2 184	8 142	0 5	4 153	14 125	13 196	9 29	11 109	10 32	12 89
2 134	7 168	12 135	14 123	4 54	0 132	10 166	9 48	6 41	1 31	5 183	8 67	11 92	13 112	3 13
14 13	4 99	6 69	8 32	12 143	5 186	0 91	3 122	1 200	10 42	9 200	2 88	11 83	13 37	7 97
5 179	14 31	13 83	10 111	11 28	2 33	6 99	7 119	8 191	12 198	0 165	3 16	9 16	4 125	1 27
8 25	5 157	4 13	12 79	7 66	14 70	2 197	6 166	9 33	10 55	11 79	13 176	1 191	3 96	0 66
7 195	5 65	13 16	8 28	6 62	2 11	11 85	14 9	1 66	0 81	3 111	10 2	9 117	12 114	4 17
7 31	5 131	6 130	9 187	4 138	13 66	0 174	1 112	8 185	10 195	3 129	11 147	14 182	12 18	2 8
2 33	9 72	6 64	10 76	14 90	7 199	12 152	0 61	3 3	11 170	13 197	1 43	8 136	4 9	5 193
7 57	3 90	1 29	9 189	11 193	4 8	12 32	0 174	6 185	13 199	5 163	10 35	2 131	8 87	14 95
14 127	6 80	10 11	4 184	9 138	7 160	3 79	2 165	0 108	8 47	12 178	11 9	1 183	5 51	13 76
12 115	5 9	13 172	8 90	11 155	0 121	6 61	3 78	1 121	4 14	14 31	9 72	2 186	7 128	10 23
12 181	14 193	13 193	4 4	2 74	10 46	9 109	11 13	5 69	6 191	3 172	7 82	8 198	0 73	1 49
5 164	14 32	11 111	1 122	4 81	9 108	8 83	10 24	2 6	13 164	0 115	12 182	6 49	7 35	3 96
