80	15
14 76	7 15	2 55	10 10	8 85	13 2	0 38	1 55	11 99	5 67	9 13	4 26	3 96	6 22	12 90
6 37	1 43	11 8	10 69	3 58	0 66	9 68	12 57	14 60	13 62	2 14	7 24	5 69	8 1	4 75
0 13	7 20	1 76	10 77	12 44	9 81	3 24	2 61	13 4	11 46	5 94	14 56	4 68	8 29	6 53
2 47	7 99	10 26	3 29	12 16	0 56	13 83	1 22	11 38	4 16	14 30	9 24	6 21	5 90	8 89
3 45	4 4	13 31	1 84	12 51	5 44	8 41	7 11	10 77	11 72	6 23	14 30	0 71	9 1	2 89
10 30	6 63	12 66	7 26	14 54	8 4	3 37	5 22	1 76	13 97	0 39	2 14	9 15	4 21	11 47
14 74	10 86	13 35	1 34	4 56	6 46	2 45	7 49	5 21	11 3	9 57	8 98	12 92	0 92	3 32
14 75	4 95	9 10	8 98	7 16	5 87	11 60	1 81	6 73	2 7	3 11	12 66	0 2	10 1	13 69
14 95	10 23	11 85	4 95	2 75	8 19	3 33	9 62	6 58	0 64	7 21	12 79	1 25	13 2	5 60
9 71	8 33	5 37	2 29	3 78	11 26	10 16	0 32	13 40	7 65	4 51	1 83	14 96	12 57	6 23
11 23	13 54	12 70	6 61	1 80	0 52	9 99	7 60	14 82	8 13	5 20	3 43	10 56	2 52	4 28
2 13	8 15	7 17	11 7	0 8	6 89	14 59	13 88	9 64	5 12	1 75	3 73	10 80	12 80	4 81
5 27	1 3	6 46	0 47	8 27	9 39	7 1	13 56	12 82	14 28	11 63	4 20	10 37	3 90	2 16
13 39	1 41	6 21	10 63	11 70	14 64	12 1	5 72	9 28	2 36	8 51	3 59	7 66	0 15	4 82
3 48	14 60	5 32	1 71	9 33	2 83	13 85	4 85	6 72	10 58	8 67	7 61	12 36	11 65	0 10
2 33	7 59	11 82	9 16	6 69	1 6	13 99	14 6	3 51	10 62	5 81	12 49	8 67	4 77	0 60
5 45	1 32	12 11	8 90	6 61	11 27	3 30	7 70	9 70	10 50	2 17	14 77	13 37	4 75	0 10
8 27	2 15	14 53	3 68	7 57	0 14	4 91	11 70	9 19	13 79	1 64	10 61	5 13	12 84	6 57
11 50	8 88	7 20	13 40	4 31	14 33	1 3	2 42	5 24	0 67	9 70	6 33	3 44	12 91	10 39
6 77	1 88	0 21	13 40	3 18	11 87	10 44	14 75	4 5	2 23	5 17	8 16	7 22	9 81	12 60
0 32	9 40	14 70	3 58	2 94	6 55	12 8	11 9	4 56	10 64	7 25	13 47	1 9	5 23	8 54
4 63	1 43	10 57	11 55	0 1	9 74	14 64	13 49	6 86	5 27	8 31	12 87	3 14	2 44	7 62
6 49	1 61	0 1	4 4	8 61	5 73	2 68	14 27	11 28	7 16	10 40	13 65	12 61	9 89	3 71
9 77	4 26	2 88	7 29	1 87	8 5	10 18	3 41	13 47	14 91	6 12	12 51	5 65	11 79	0 79
1 28	5 51	9 33	4 89	3 64	12 66	2 51	11 42	10 89	6 67	7 50	0 88	13 71	8 45	14 20
13 87	8 51	14 44	2 48	9 41	6 19	3 15	10 86	1 26	4 16	7 71	5 18	12 94	0 7	11 38
12 31	8 2	0 63	3 92	5 26	10 6	11 81	4 83	6 38	14 57	2 83	1 34	9 72	7 13	13 63
2 24	11 41	9 57	0 79	8 95	12 86	10 15	1 48	5 25	14 39	6 86	13 47	3 80	4 3	7 34
7 73	11 31	4 69	6 83	12 42	0 58	5 79	3 28	13 89	14 16	9 53	10 51	8 21	1 82	2 34
6 68	4 25	13 98	2 28	11 54	7 89	3 14	1 69	0 49	9 31	5 43	8 41	12 15	10 86	14 2
9 8	0 64	14 85	10 56	12 79	4 63	7 18	5 99	11 91	3 29	1 7	6 45	2 6	8 48	13 22
2 22	4 97	9 82	11 58	10 39	8 89	6 14	0 87	5 8	1 74	14 61	3 76	13 27	12 8	7 78
12 31	13 26	6 23	0 12	10 85	8 5	9 49	2 47	1 29	14 59	5 63	7 34	4 57	11 89	3 77
10 48	9 97	12 13	13 88	11 3	6 28	0 37	4 8	7 49	14 19	1 46	3 55	2 38	5 42	8 94
12 82	7 16	14 21	11 60	9 23	1 49	2 21	13 68	3 62	10 31	8 60	5 54	4 85	6 52	0 7
10 69	6 4	8 62	13 76	0 26	1 91	14 2	3 47	4 83	12 26	2 8	11 17	5 48	9 64	7 76
9 48	2 98	11 66	1 32	13 23	8 58	7 10	4 72	14 13	0 59	5 89	10 45	6 67	12 87	3 97
9 47	8 20	13 31	4 64	1 47	7 61	5 69	12 8	11 86	2 63	3 40	6 69	14 34	0 77	10 39
1 40	0 61	5 29	14 57	12 49	11 21	10 74	2 17	4 17	9 20	3 77	7 99	13 25	6 57	8 71
0 38	7 38	14 5	8 59	13 64	12 68	2 51	1 28	4 85	6 33	10 82	9 28	3 85	11 28	5 40
12 48	4 32	7 7	1 48	9 90	11 41	5 83	10 3	3 70	0 92	8 25	14 14	13 16	6 36	2 26
6 53	7 18	1 59	9 77	11 79	2 99	3 65	0 1	14 88	8 98	10 66	12 71	13 91	5 41	4 98
0 24	1 35	2 12	5 8	14 72	6 95	11 95	10 56	9 95	13 35	7 3	8 11	4 9	3 83	12 29
5 21	14 81	10 63	13 76	2 98	8 50	7 31	0 39	12 9	11 1	6 28	3 77	1 81	9 4	4 32
12 85	3 7	8 62	13 13	9 12	11 71	14 35	7 84	2 30	6 98	0 69	4 45	1 15	5 97	10 63
