30	100
78 47	76 48	2 53	52 56	53 57	94 43	74 50	39 49	26 50	32 44	96 55	3 43	92 49	79 51	48 52	84 49	18 53	49 49	59 43	40 55	95 53	34 51	46 58	72 52	5 48	11 48	20 43	15 50	64 48	66 49	33 52	28 48	4 46	77 56	36 50	50 52	91 60	16 37	43 51	13 52	63 51	8 52	0 46	69 54	24 45	25 46	75 40	1 55	90 56	31 49	86 45	56 46	70 41	12 54	89 48	67 56	81 44	7 45	80 50	37 49	38 46	88 51	68 47	97 55	10 55	21 49	98 41	55 49	51 50	85 53	19 59	65 52	60 39	62 52	73 49	42 40	22 53	35 57	41 45	83 44	44 54	27 50	99 49	6 35	87 45	9 51	54 52	47 57	71 57	61 58	14 50	82 56	23 47	58 54	57 49	30 52	29 43	45 57	93 52	17 42
7 62	60 48	43 47	95 56	82 47	90 48	63 43	29 47	18 45	14 51	32 59	73 47	59 57	98 52	39 60	54 48	83 50	51 46	17 52	23 47	47 42	69 48	28 42	0 45	57 47	5 51	12 66	19 53	97 57	64 49	4 44	37 49	25 51	3 41	11 47	44 52	24 42	78 39	2 48	27 52	70 54	38 42	68 48	56 50	80 42	86 52	67 51	79 46	48 56	58 49	88 50	34 49	65 50	89 49	52 47	42 44	61 60	13 56	75 50	84 39	35 61	31 44	22 48	93 44	41 41	91 42	50 56	26 54	16 48	74 51	66 49	99 54	55 42	1 54	94 41	33 50	85 56	8 50	77 47	81 61	20 49	15 53	96 44	71 53	6 49	53 54	40 50	87 52	9 55	46 47	36 49	30 51	76 59	45 43	72 55	62 48	49 51	92 51	10 50	21 54
66 44	27 47	91 51	34 59	99 46	2 50	31 40	80 48	9 48	41 49	97 51	71 54	52 52	32 51	13 62	68 43	56 50	4 48	8 55	63 51	96 52	74 49	86 52	65 50	69 53	21 48	93 46	94 50	37 55	30 45	36 62	7 52	12 43	55 47	43 57	47 53	62 55	90 52	42 53	92 43	73 56	67 53	5 46	11 47	39 46	50 53	10 54	51 44	70 55	25 50	15 48	38 53	24 46	88 43	1 41	89 35	59 51	72 50	35 55	75 47	46 47	14 48	29 50	64 45	48 49	79 52	40 60	54 56	45 57	84 48	95 59	78 49	76 48	61 56	49 46	60 49	98 51	58 52	0 45	3 49	20 50	26 44	33 48	81 46	44 47	28 43	17 49	82 51	83 61	85 52	57 44	16 55	18 51	77 51	19 49	6 49	87 57	23 48	53 51	22 51
93 49	56 45	89 52	90 57	47 50	62 47	17 50	50 48	98 52	40 42	83 55	36 41	72 53	94 51	73 51	92 56	59 43	27 49	63 47	53 53	26 51	97 50	52 48	82 48	65 47	68 46	31 57	61 39	64 47	3 52	4 61	51 46	87 52	60 53	20 53	70 51	16 45	2 52	57 55	1 49	86 45	77 48	44 45	95 50	29 52	45 54	13 54	0 50	66 53	37 40	67 49	39 45	33 46	75 48	85 49	18 50	76 52	55 47	21 55	14 54	43 51	91 48	30 45	84 53	7 47	46 49	28 49	8 40	88 57	10 44	69 46	42 48	6 48	5 51	15 47	22 56	78 48	12 57	32 54	81 56	19 59	38 39	79 42	34 40	11 50	41 60	58 58	9 51	25 63	74 50	24 50	99 52	80 39	35 48	48 49	54 55	96 55	71 54	23 48	49 42
61 47	90 55	64 53	24 56	95 55	89 51	4 45	53 45	75 57	51 48	16 49	18 54	86 40	70 55	21 50	43 41	10 47	63 51	54 53	50 53	65 50	58 51	87 48	71 59	57 50	99 52	12 47	47 45	80 46	39 55	66 50	52 54	81 48	35 48	59 51	25 60	6 44	44 36	30 46	85 50	1 49	92 46	19 54	73 49	11 46	0 49	34 54	2 48	38 57	77 42	67 46	14 50	76 53	93 53	40 42	68 50	7 52	62 53	48 56	49 49	96 53	27 43	32 51	20 49	37 53	36 49	22 47	84 54	82 53	91 59	26 53	33 51	55 45	9 58	29 54	41 49	46 54	13 50	98 50	31 52	72 45	15 47	78 49	8 57	3 45	94 56	69 52	56 52	42 40	5 48	17 51	79 52	74 56	88 54	23 53	83 46	97 47	45 46	60 48	28 48
52 44	91 52	62 44	61 40	33 45	22 53	55 51	31 41	84 44	44 43	71 54	70 54	23 47	67 41	49 56	66 46	76 48	40 51	60 48	46 44	30 48	74 52	43 47	41 53	75 49	63 60	57 54	86 41	20 53	56 53	36 47	34 55	15 52	38 58	6 46	93 54	81 51	7 53	32 53	11 48	3 64	92 49	99 56	13 50	17 45	21 50	4 58	35 53	18 40	14 46	1 53	58 55	51 53	26 51	98 46	25 42	27 45	69 58	5 42	48 47	50 54	83 55	68 44	82 45	79 41	2 52	53 45	64 57	85 51	96 44	39 55	29 54	28 58	65 54	78 54	77 46	94 45	89 49	90 48	24 51	72 48	87 50	19 47	9 43	8 43	47 47	59 40	16 56	37 51	45 43	80 58	88 50	0 45	73 42	10 52	54 53	12 49	97 55	95 56	42 44
88 45	53 46	22 49	81 48	30 54	54 40	96 52	31 44	20 51	41 52	73 46	98 51	58 47	89 38	45 50	7 57	63 42	5 50	91 44	14 50	38 55	62 52	78 47	13 59	70 55	87 46	43 45	68 48	40 53	92 55	4 45	18 49	86 46	99 44	74 44	97 55	76 53	36 53	32 55	0 40	51 43	27 49	61 48	60 50	69 55	6 50	17 44	26 49	65 49	49 54	55 58	29 46	83 52	33 50	28 51	56 50	1 49	39 46	71 49	66 47	72 51	48 47	77 41	8 52	80 50	64 51	90 49	2 47	21 52	84 48	79 53	44 45	42 46	25 57	46 51	57 45	75 49	16 52	11 59	50 37	82 50	10 46	93 52	52 53	3 48	24 50	19 58	15 50	12 46	47 49	35 48	94 47	95 52	34 48	59 51	23 44	85 56	9 48	67 52	37 49
99 60	89 48	5 48	2 46	21 43	40 52	54 52	24 42	6 53	27 51	22 53	60 48	30 50	16 47	66 50	81 46	12 54	42 49	67 57	13 44	59 49	0 42	33 48	94 50	62 53	96 58	56 49	50 50	39 48	76 48	10 43	77 57	82 56	25 48	11 51	91 59	78 40	23 45	79 44	58 50	80 57	87 50	3 45	61 46	28 52	64 49	1 40	38 44	84 50	93 55	70 47	69 43	35 48	52 45	45 52	4 43	29 36	98 46	51 47	7 47	36 47	48 49	46 52	72 42	68 48	20 47	9 47	86 43	34 46	74 59	57 44	75 54	88 56	8 57	71 55	53 48	85 57	65 47	31 49	92 52	97 59	18 45	83 59	90 48	44 55	26 42	14 67	55 57	19 49	32 46	49 64	37 53	41 57	95 58	47 49	17 46	73 46	15 59	63 47	43 57
26 48	20 49	8 42	36 52	54 51	55 57	23 50	14 41	1 45	70 45	69 59	45 47	11 46	28 55	77 51	96 55	65 58	27 57	76 53	9 48	79 60	2 35	50 51	4 51	10 48	34 44	72 54	78 42	75 43	49 53	62 49	93 47	12 45	97 50	99 51	7 50	92 49	84 56	43 54	81 42	5 48	95 44	86 46	21 49	33 53	38 46	94 51	56 51	48 54	64 53	30 46	6 66	85 53	46 48	67 61	22 54	40 58	24 48	41 54	18 53	71 40	32 50	82 41	63 55	73 60	31 48	25 58	59 54	52 50	39 52	16 46	90 47	37 49	83 53	0 59	47 51	17 55	98 50	60 55	68 53	89 52	61 45	44 47	13 49	91 52	58 48	66 45	51 47	74 52	80 58	15 56	35 49	53 49	87 47	88 57	29 46	19 51	3 50	42 40	57 47
3 51	65 56	62 45	77 54	81 51	85 39	91 45	89 49	8 50	97 49	6 46	53 50	34 49	23 46	46 50	61 56	16 52	39 49	76 50	86 41	90 42	11 53	58 45	95 52	75 58	40 48	41 48	26 53	54 46	83 46	19 43	18 56	79 60	84 44	29 48	99 52	42 52	94 55	33 52	66 56	36 42	56 46	74 58	31 43	72 54	15 45	96 56	55 51	30 51	35 46	43 58	20 49	14 49	32 47	5 49	87 52	49 56	80 50	2 55	82 58	25 47	52 44	98 49	59 48	47 45	44 52	21 53	9 53	12 44	69 39	67 51	24 46	7 59	37 54	1 53	28 41	68 52	38 38	10 55	60 50	63 46	64 43	71 43	17 45	22 58	57 49	88 48	45 52	4 39	92 50	70 50	48 44	50 52	27 47	78 52	13 52	73 50	51 46	0 51	93 49
21 51	87 48	41 49	65 55	76 58	49 66	71 46	34 54	4 46	40 47	14 51	83 52	52 50	93 48	75 52	5 46	1 62	86 45	8 53	37 51	25 50	66 43	98 54	22 41	13 51	20 59	95 46	84 61	89 46	74 41	11 47	57 48	94 47	35 57	28 46	51 54	96 59	85 58	56 53	59 51	17 55	99 52	9 52	78 45	6 51	19 57	55 48	0 46	38 51	47 48	80 54	58 56	69 60	79 54	10 48	31 57	62 49	48 43	23 49	32 54	30 46	33 55	63 46	64 51	42 56	67 58	24 54	88 54	72 51	36 46	18 52	44 52	26 47	46 46	27 51	15 39	61 51	81 56	43 56	2 46	70 45	53 49	73 49	91 51	16 45	60 48	29 51	68 54	50 47	77 43	7 52	3 49	82 47	54 62	45 44	39 46	90 61	12 45	92 45	97 48
