30	20
10 195	17 166	13 147	7 154	16 183	19 15	0 124	15 159	11 103	9 123	14 79	2 14	4 177	18 54	12 143	3 66	1 151	6 83	8 108	5 42
17 44	7 17	2 200	15 80	5 75	12 146	18 27	4 105	9 113	13 161	14 78	1 73	10 65	3 136	19 129	11 56	6 158	8 142	0 131	16 169
5 17	16 136	1 27	7 62	18 196	15 92	4 134	14 192	0 99	12 155	13 163	17 59	8 144	3 159	10 43	11 50	2 9	19 89	9 141	6 92
19 5	4 145	15 178	5 35	1 49	6 64	9 92	14 2	13 159	8 163	7 127	11 71	10 13	12 195	2 90	3 76	17 38	0 191	16 1	18 116
0 41	3 130	17 169	7 177	11 65	16 90	1 98	13 197	19 198	6 34	12 36	8 9	15 39	9 6	14 167	10 139	5 38	2 26	4 16	18 56
6 195	14 6	12 44	13 79	4 29	16 95	0 71	7 115	9 37	18 85	1 118	2 53	3 95	17 34	15 124	8 88	10 151	19 38	11 192	5 166
5 72	13 98	1 143	14 183	9 149	18 86	6 48	15 76	19 177	16 2	12 96	7 31	0 24	2 52	4 86	8 153	17 84	11 35	3 156	10 88
7 54	6 132	14 1	8 101	5 62	16 45	10 177	9 113	19 42	1 111	11 142	12 89	2 178	0 27	13 157	3 105	4 94	15 110	18 19	17 95
8 132	15 127	2 130	18 34	0 131	6 124	19 20	12 96	13 155	5 187	11 50	3 189	14 131	9 119	10 192	1 88	4 188	7 142	17 143	16 145
15 139	2 29	14 189	11 109	12 72	8 47	3 65	1 139	16 134	13 41	17 63	4 137	9 86	5 186	19 141	7 160	10 123	18 138	6 3	0 57
6 33	15 107	2 175	7 49	3 126	8 74	13 67	1 115	11 171	4 8	10 22	19 7	14 92	0 125	5 154	9 119	12 17	18 84	17 108	16 7
5 179	2 93	8 6	3 149	10 10	18 176	6 54	4 64	9 137	15 71	12 180	0 3	13 160	14 134	1 35	17 75	16 116	19 160	7 39	11 96
9 154	5 12	15 6	7 29	4 174	13 61	6 142	1 102	19 162	2 184	10 199	17 60	16 172	0 18	3 81	12 127	14 183	11 181	18 8	8 60
12 49	3 12	0 54	16 138	19 31	1 135	13 200	2 20	15 196	11 45	10 118	9 199	4 75	14 177	8 180	17 32	5 52	18 53	7 117	6 54
14 69	8 32	3 89	13 2	4 53	18 35	12 131	9 137	16 23	17 194	15 186	5 180	1 132	7 96	11 119	0 67	2 42	6 47	19 26	10 75
1 34	8 157	17 152	3 182	4 84	7 158	5 178	15 87	18 43	10 70	9 33	13 33	2 147	0 123	14 74	12 179	11 24	19 114	6 197	16 32
5 111	16 9	0 2	3 106	14 109	10 154	6 194	4 160	9 172	17 149	1 16	15 111	19 59	12 87	2 53	8 108	13 184	11 166	7 102	18 139
18 109	2 162	7 66	12 121	4 55	9 12	16 155	3 13	11 196	5 150	13 199	0 153	1 7	14 77	6 17	19 25	8 157	10 39	15 104	17 120
6 92	12 47	4 136	0 26	1 121	10 69	17 67	2 178	16 45	7 35	3 171	9 149	13 129	15 12	11 10	18 100	14 42	5 100	19 36	8 192
4 102	10 37	9 21	14 182	18 59	1 76	19 26	16 153	3 60	5 129	2 7	11 129	8 168	12 27	17 74	15 31	13 174	0 45	7 5	6 36
4 183	15 193	17 98	18 170	7 140	2 27	0 71	3 60	5 168	16 104	11 154	10 176	6 136	13 170	8 148	12 167	1 111	14 67	19 110	9 62
12 14	0 79	18 5	7 197	8 146	1 82	10 104	17 5	9 195	15 193	14 97	5 175	19 8	6 61	11 200	13 186	16 133	4 80	3 16	2 166
16 43	2 107	10 189	15 92	11 184	1 148	3 45	18 170	7 148	19 175	9 161	4 106	8 53	5 49	12 166	13 186	14 74	0 177	6 51	17 23
19 91	3 19	15 108	2 190	12 169	0 115	10 155	14 16	13 66	1 10	5 155	16 188	4 48	7 36	6 185	18 102	11 53	9 53	17 105	8 122
8 132	19 31	16 42	0 186	5 23	1 66	7 116	13 178	18 65	11 161	12 40	15 93	3 123	10 93	4 96	9 145	17 174	6 167	2 172	14 178
17 23	1 138	10 12	19 18	0 143	12 175	9 14	15 74	16 13	6 138	7 44	14 32	3 173	11 105	4 161	5 28	2 161	18 167	13 44	8 35
19 155	4 116	16 162	0 142	18 95	14 83	11 77	7 185	6 153	1 60	2 8	13 188	17 47	9 11	10 110	8 137	15 168	3 97	12 188	5 179
13 199	11 104	16 197	4 44	9 10	15 187	18 35	7 166	6 103	3 92	19 135	2 144	17 179	8 114	12 200	14 81	1 82	5 52	10 4	0 152
14 101	1 56	6 135	12 90	17 26	3 161	16 15	11 195	8 181	9 25	18 102	19 68	0 116	15 45	7 7	10 79	2 35	13 113	4 151	5 64
11 135	1 143	15 116	17 144	19 89	14 54	4 147	8 12	13 67	6 121	2 62	12 113	16 104	0 66	5 79	10 170	3 132	7 196	18 191	9 9
