70	15
6 65	2 18	7 21	8 29	14 74	12 61	10 22	9 79	13 92	11 22	3 8	0 79	5 42	4 67	1 29
3 10	14 58	2 49	0 95	6 65	12 44	7 67	4 74	8 19	13 66	1 47	5 64	9 82	11 78	10 34
1 5	5 55	9 40	3 66	14 53	6 32	4 86	2 59	8 44	11 75	12 54	13 41	7 32	0 43	10 70
9 97	11 32	5 80	10 97	8 32	13 50	7 91	4 3	6 38	12 53	1 68	2 26	3 31	0 42	14 85
0 83	11 41	5 13	3 58	8 41	7 77	12 90	6 56	2 3	14 81	13 96	10 79	1 37	4 47	9 74
4 12	0 63	5 64	11 19	9 55	6 53	3 73	2 39	14 9	13 18	7 32	8 3	1 47	10 34	12 16
14 63	13 71	5 64	6 32	9 45	0 28	11 8	4 92	12 65	1 62	2 23	3 5	8 58	7 67	10 95
12 14	9 61	2 70	1 41	0 42	6 96	13 59	4 85	7 47	8 89	11 8	5 27	14 45	10 72	3 52
5 5	11 98	2 46	9 64	6 13	10 8	12 97	0 31	7 50	8 65	14 13	3 11	1 90	4 47	13 72
7 20	5 54	8 50	13 71	2 15	6 1	4 54	11 54	14 68	3 73	9 2	1 30	12 14	0 51	10 22
12 46	1 94	11 3	14 71	5 14	9 4	3 60	7 56	13 71	10 23	8 26	0 64	2 97	6 26	4 54
1 33	12 34	11 62	10 50	9 71	3 48	5 16	13 4	2 29	6 10	7 32	4 3	8 94	0 86	14 29
14 52	3 89	4 18	2 33	12 40	9 97	8 21	11 46	13 9	7 29	1 40	10 9	6 72	5 24	0 36
1 2	5 74	2 12	7 10	8 25	6 62	3 97	13 95	12 96	11 26	14 18	0 65	9 68	4 61	10 28
13 72	6 31	14 60	0 57	9 90	3 51	8 28	7 46	12 62	11 72	1 91	2 72	10 60	5 9	4 41
1 47	11 63	12 86	4 45	9 69	8 51	7 56	2 27	14 22	0 8	10 32	3 55	5 69	6 56	13 87
10 8	3 4	11 72	4 55	12 33	5 9	14 69	13 45	1 53	6 95	9 58	0 78	7 21	2 96	8 47
14 36	4 33	6 46	10 1	5 7	7 71	1 20	13 57	11 86	3 85	9 80	0 95	12 56	2 47	8 10
10 4	12 41	5 42	8 70	4 70	2 90	0 57	14 50	7 87	13 79	6 18	3 59	11 21	9 82	1 46
11 84	2 5	6 3	3 46	9 44	10 84	13 23	1 86	4 81	8 95	0 57	7 82	14 19	5 70	12 10
11 68	4 32	7 12	6 79	3 6	1 35	14 86	2 65	5 46	9 58	12 20	8 72	10 62	13 75	0 13
1 19	6 52	0 14	3 79	12 7	8 26	13 43	14 77	5 68	2 92	10 2	11 78	4 44	9 82	7 78
9 92	6 21	3 23	4 63	5 11	14 85	12 53	2 61	11 95	0 93	8 56	13 16	10 96	7 2	1 76
8 71	13 95	1 53	14 54	7 9	0 1	3 2	11 90	12 33	10 65	9 45	6 70	4 32	2 50	5 83
7 75	13 61	4 23	10 45	11 44	2 70	3 7	8 65	0 75	14 83	6 14	9 41	12 17	5 9	1 58
0 62	11 15	14 89	5 31	3 23	12 2	8 53	10 90	2 48	1 47	7 99	13 83	9 42	4 71	6 33
11 97	3 25	9 55	7 43	6 32	13 15	14 2	8 70	1 71	4 76	12 96	10 31	2 20	5 39	0 4
0 30	11 83	9 29	3 51	2 68	12 22	8 21	7 73	10 73	14 73	13 42	4 74	5 84	6 13	1 55
0 87	12 45	11 10	14 54	8 92	4 99	2 9	7 23	5 18	3 82	10 92	1 29	9 27	6 58	13 64
5 22	6 90	10 3	3 12	4 23	8 88	2 23	11 57	1 80	14 73	0 88	12 60	7 84	9 96	13 91
0 43	12 5	7 23	13 37	5 24	1 12	14 60	8 71	4 76	3 69	2 1	9 26	6 40	11 73	10 62
4 35	3 4	7 58	12 35	0 47	5 80	13 1	10 86	6 92	11 62	2 26	8 65	1 30	9 6	14 4
13 73	0 28	11 26	10 60	12 1	6 54	14 35	5 52	2 46	3 36	9 46	7 58	1 44	8 45	4 70
8 67	5 40	9 9	4 68	12 1	0 28	2 72	14 89	11 94	3 18	13 6	6 5	7 34	10 86	1 61
12 91	11 17	6 38	8 24	13 72	0 61	1 56	10 89	9 84	14 88	4 60	2 5	5 75	7 3	3 76
5 83	14 73	7 76	0 92	9 46	2 78	12 76	1 30	8 51	3 60	13 36	4 75	6 99	11 5	10 75
8 39	9 89	1 18	4 6	0 97	14 26	13 79	7 66	5 51	6 67	3 30	2 74	10 30	11 45	12 2
6 62	0 46	5 77	4 69	13 92	9 4	1 91	10 53	2 83	14 69	12 48	7 22	3 38	11 91	8 75
6 84	14 22	5 3	8 76	3 35	10 55	4 41	12 7	1 30	7 93	11 82	13 63	2 34	0 87	9 1
11 82	5 32	13 7	7 16	12 46	9 63	1 9	10 85	3 26	2 89	8 41	0 64	4 54	6 91	14 14
6 19	5 31	10 50	12 94	4 95	3 64	14 52	7 98	11 90	2 82	13 30	8 14	9 5	0 79	1 95
8 56	6 53	2 5	9 66	3 16	5 14	14 81	12 13	0 25	7 4	1 85	13 89	10 90	4 84	11 11
12 69	10 70	0 59	5 14	11 46	4 2	13 22	8 14	7 62	14 63	3 50	9 21	2 99	6 69	1 98
1 98	3 10	8 29	7 87	0 1	9 8	6 33	2 24	5 49	12 20	13 90	4 85	14 61	10 9	11 6
10 60	2 97	1 62	0 52	5 1	6 63	3 32	7 89	14 10	13 10	9 99	11 70	4 99	8 9	12 56
10 33	12 97	13 49	4 97	14 88	0 94	9 16	6 50	5 42	2 65	1 31	11 30	7 66	8 33	3 79
2 92	14 52	7 44	3 17	8 66	5 51	6 38	9 2	0 72	11 70	1 41	13 7	4 89	10 50	12 82
0 79	12 69	9 40	8 26	1 37	6 80	14 77	13 32	2 81	5 78	10 6	11 15	7 67	4 82	3 6
13 52	5 89	7 70	3 32	6 4	10 83	11 75	4 3	2 88	1 98	14 46	8 52	12 67	9 23	0 59
13 19	11 44	1 86	2 52	9 7	5 11	0 71	6 15	14 4	12 22	7 35	10 1	3 1	4 65	8 69
4 2	5 22	1 5	3 23	2 57	0 21	14 93	7 23	9 23	6 6	11 54	13 82	8 7	12 6	10 19
13 41	12 78	3 19	8 8	11 28	7 14	5 57	0 97	9 2	10 28	1 89	4 75	14 15	2 67	6 23
10 1	0 31	4 53	14 61	3 71	6 74	1 16	13 60	12 74	5 63	7 9	8 1	2 18	11 33	9 3
0 24	8 44	3 38	4 63	5 35	7 77	13 8	9 14	14 95	10 51	12 75	2 21	6 38	11 88	1 27
4 80	7 66	10 56	8 61	0 36	11 89	14 76	2 50	6 66	9 33	5 38	12 92	13 28	1 40	3 92
12 77	10 35	0 11	5 60	3 75	2 42	11 21	4 20	7 59	14 84	9 12	8 99	1 83	13 51	6 1
6 19	3 49	12 74	9 44	10 84	5 29	4 86	7 7	14 72	0 29	13 25	8 47	2 63	11 22	1 57
9 97	0 7	1 63	6 12	3 28	11 74	12 10	8 96	7 72	13 96	4 79	2 49	10 95	5 64	14 10
12 66	1 18	13 53	10 39	4 29	6 23	0 38	7 63	11 85	3 87	9 37	2 45	14 79	8 52	5 79
7 27	14 84	0 52	13 79	3 59	12 11	4 7	8 13	11 69	10 77	6 6	9 86	2 20	5 86	1 31
14 26	10 85	0 53	11 14	9 63	12 78	6 25	7 67	4 12	8 86	1 37	5 20	3 94	13 63	2 45
8 24	5 73	6 1	14 21	9 5	4 20	10 99	11 16	12 99	0 55	7 85	2 52	1 32	13 71	3 84
0 33	14 68	12 56	10 94	5 6	6 56	9 52	11 53	7 51	1 95	13 52	2 25	8 84	3 43	4 9
7 6	8 85	11 67	10 70	14 17	9 74	4 88	6 69	5 73	1 22	13 4	12 60	2 60	3 87	0 73
