100	70
27 47	49 17	58 79	43 28	11 73	0 3	29 39	4 76	63 87	19 90	23 15	44 4	55 27	64 39	47 53	3 46	8 28	7 47	1 3	66 62	34 99	9 51	46 41	67 16	2 75	25 71	14 17	65 56	40 30	31 8	39 32	68 36	35 23	62 45	22 75	20 22	51 75	6 14	24 31	26 85	16 11	41 37	53 83	13 68	56 41	15 92	10 98	12 58	32 61	28 25	33 37	21 61	61 2	45 87	42 12	50 83	37 79	18 41	30 6	48 7	54 89	60 67	52 72	38 2	36 99	59 69	57 19	17 6	5 69	69 82
18 31	17 4	7 76	27 74	69 26	47 46	68 14	5 50	43 12	30 31	19 63	63 71	29 19	67 28	6 65	13 23	44 80	64 34	35 41	51 71	21 93	41 56	56 44	26 32	14 23	62 72	50 98	45 45	66 70	60 55	33 64	39 80	53 58	54 20	24 62	3 67	25 52	11 58	57 64	2 1	65 37	22 19	9 94	55 46	46 17	0 61	61 62	10 38	49 72	42 24	48 41	12 21	52 52	40 8	20 31	59 37	36 29	1 28	38 68	4 83	37 13	31 6	15 10	34 28	32 12	8 23	23 78	16 54	58 23	28 41
49 54	40 33	48 10	19 51	50 76	25 26	27 43	6 82	46 41	7 74	58 53	15 69	42 84	47 4	45 92	2 19	9 71	17 37	39 29	21 70	55 65	61 34	30 62	13 94	0 27	54 33	67 89	12 65	20 49	18 26	22 55	5 30	65 93	63 45	41 89	66 50	53 82	64 59	57 9	28 73	24 85	69 58	32 24	35 81	56 10	34 55	62 40	23 26	8 53	3 57	59 59	11 7	4 23	60 72	52 3	16 78	37 9	29 57	36 25	14 56	51 90	43 30	38 18	44 36	1 4	10 40	68 60	26 95	31 94	33 63
54 41	22 99	66 3	64 97	34 32	51 95	67 74	47 32	62 33	69 12	40 36	61 76	59 50	7 66	63 86	32 71	9 87	36 59	11 55	60 47	5 8	38 42	8 61	37 51	33 32	42 52	56 10	1 84	19 56	3 29	0 96	57 48	44 57	31 56	15 12	28 77	16 33	43 47	26 74	53 27	13 16	12 66	2 12	21 54	49 17	27 89	39 2	35 9	52 71	65 11	23 26	50 11	45 26	20 17	30 36	24 33	58 51	46 22	14 78	10 20	18 39	25 16	68 55	29 92	55 75	41 10	17 39	6 11	4 7	48 78
17 18	63 58	35 11	50 17	32 38	19 10	2 67	3 26	22 35	47 67	7 2	9 53	18 11	45 49	16 39	49 16	61 22	27 81	13 20	69 1	42 40	65 30	14 80	39 36	4 65	28 62	23 23	12 37	8 67	34 55	37 50	25 61	57 7	60 2	6 54	26 68	40 9	51 66	53 16	58 77	59 21	21 35	33 39	55 70	48 22	64 27	68 70	5 57	10 6	52 95	43 31	36 33	0 21	30 67	54 9	62 14	20 36	31 37	38 71	1 58	29 41	56 2	44 89	46 8	11 74	66 57	15 12	24 81	67 43	41 56
5 52	25 85	69 56	66 95	38 95	6 25	18 24	60 78	10 22	63 4	67 77	54 86	36 5	35 81	9 19	61 62	46 23	53 61	58 45	42 63	62 20	39 20	22 66	68 20	26 61	52 52	17 4	40 68	33 80	31 97	41 73	30 96	3 53	15 58	43 40	20 61	1 76	56 79	57 85	49 91	0 77	44 20	14 57	23 36	12 40	45 80	59 75	2 77	7 15	47 60	64 19	55 17	65 2	4 2	16 48	21 68	37 90	51 61	24 78	28 72	27 16	48 78	11 17	50 38	29 83	34 77	13 74	32 92	19 63	8 61
58 94	44 80	29 48	17 24	20 59	55 67	53 75	1 94	25 29	24 58	31 78	4 55	11 37	66 50	23 24	36 21	13 1	42 86	50 37	54 59	32 11	51 22	21 66	28 90	16 77	12 1	3 57	14 10	68 33	43 82	57 52	15 84	62 37	26 86	59 2	30 15	56 79	69 59	60 93	27 47	39 85	64 65	49 99	48 81	40 25	37 74	18 83	46 79	67 50	19 94	7 62	61 95	10 28	63 26	9 54	41 51	38 10	52 61	8 60	6 63	45 37	47 71	22 14	65 97	33 35	35 71	2 99	5 22	0 80	34 91
24 83	65 93	31 59	29 21	47 39	48 52	16 13	39 87	20 28	33 16	51 40	19 36	45 31	58 6	40 27	15 44	35 25	37 48	64 95	30 96	11 67	46 30	66 4	42 18	10 39	54 73	44 40	68 55	17 49	43 26	67 24	63 6	9 68	23 2	8 58	2 49	13 42	36 29	59 12	3 42	32 35	50 90	14 88	1 48	61 43	69 29	12 44	6 22	26 82	28 98	57 31	56 71	41 11	4 20	22 86	38 24	0 96	34 21	25 5	27 24	21 58	7 5	5 89	49 34	62 63	18 66	60 37	53 66	52 64	55 96
18 34	66 26	64 88	37 12	21 33	32 5	49 31	35 83	57 14	7 71	58 98	19 59	48 74	26 29	34 79	13 34	23 94	50 36	62 33	30 70	65 62	12 21	54 1	0 60	3 29	39 68	28 87	25 82	1 34	41 9	5 87	51 3	38 69	46 24	59 8	33 79	43 8	69 90	29 22	55 21	44 1	24 19	15 68	10 10	27 62	20 59	9 76	16 70	6 83	56 39	67 90	53 74	61 15	45 79	52 76	68 5	4 83	63 16	31 83	17 4	11 8	36 98	8 88	60 62	42 45	40 78	47 27	22 44	2 59	14 30
38 10	15 43	59 84	36 94	24 91	37 31	63 11	50 48	32 48	64 95	57 29	48 77	18 43	55 23	29 88	35 61	23 25	56 86	2 46	8 55	34 27	1 29	61 53	7 16	3 70	54 82	26 89	13 48	27 84	31 82	49 5	20 24	65 8	33 71	30 24	69 10	14 19	51 30	10 64	43 4	58 12	53 81	67 1	16 53	44 91	41 57	21 62	60 15	6 61	25 22	66 20	42 63	39 91	17 97	46 16	9 56	22 10	45 77	68 35	62 44	5 62	11 92	40 71	47 15	19 3	0 2	52 61	12 50	28 99	4 36
46 69	53 30	68 17	59 39	6 64	67 21	23 15	38 76	5 80	50 17	43 60	63 57	0 59	2 39	49 27	60 21	52 47	26 39	14 61	51 10	4 19	32 85	13 11	45 63	58 5	40 94	10 97	12 51	42 38	21 71	36 74	47 18	24 32	28 19	15 79	56 98	57 75	64 64	19 65	17 62	55 43	29 31	65 67	54 6	31 32	16 95	35 61	27 70	69 35	1 75	34 83	9 49	44 32	41 85	62 24	3 75	30 45	25 80	37 49	48 55	18 12	20 79	33 98	22 17	61 94	8 87	7 40	39 21	66 98	11 85
