30	20
5 53	9 78	2 98	11 38	19 46	0 17	8 59	16 47	3 70	14 55	7 99	10 18	12 4	13 47	6 79	18 54	15 94	1 7	4 27	17 47
14 90	15 4	0 59	9 87	18 86	2 57	6 13	11 83	7 26	13 20	1 85	17 28	10 52	19 75	5 76	12 72	8 10	16 70	3 39	4 66
18 16	14 20	11 14	8 3	17 27	15 90	1 96	0 4	3 52	2 19	5 12	16 58	7 71	10 86	9 87	19 41	13 26	6 29	12 85	4 38
13 49	18 89	8 2	19 56	10 47	15 66	11 63	0 4	12 63	9 17	1 6	2 70	6 94	4 24	7 53	14 97	3 98	5 29	16 60	17 16
18 23	7 40	0 75	14 93	2 84	13 6	1 35	10 17	3 47	11 30	19 88	12 68	15 85	8 91	5 57	9 98	16 76	6 5	17 40	4 91
13 26	5 65	17 95	2 38	16 38	12 50	15 22	10 19	0 59	7 46	14 64	19 96	8 84	11 1	9 88	6 84	1 53	3 93	18 78	4 58
11 12	6 78	0 52	13 37	4 18	14 21	3 16	16 92	9 3	8 36	19 29	12 23	18 74	15 59	7 5	5 50	2 88	10 7	1 11	17 68
14 98	7 60	13 6	4 89	10 32	6 96	5 11	18 33	15 51	0 12	1 29	8 27	16 60	9 92	17 60	11 64	2 12	12 40	3 61	19 42
11 77	17 5	2 11	19 70	6 58	5 82	4 59	8 53	0 87	16 16	15 44	7 76	14 1	9 52	10 1	13 60	18 64	1 1	12 69	3 89
10 20	16 40	2 93	6 65	14 48	13 56	17 41	4 82	12 1	5 82	3 15	0 63	18 18	9 91	19 74	8 57	7 71	15 88	11 97	1 16
11 93	10 56	12 4	2 6	0 54	13 15	3 56	15 26	8 74	16 21	7 46	1 14	4 67	14 48	9 20	5 66	6 93	19 78	18 91	17 23
12 79	5 54	11 37	4 96	8 96	15 67	17 50	14 46	9 79	2 55	18 4	3 63	1 91	16 43	10 19	6 65	0 21	19 18	13 19	7 79
10 95	11 49	1 96	17 27	9 27	15 48	4 58	12 27	8 80	6 64	2 36	14 20	7 15	16 42	13 50	19 8	5 32	18 31	0 40	3 51
6 55	4 22	19 92	1 99	18 5	3 9	12 92	10 54	9 33	8 13	7 81	14 92	5 98	13 23	11 98	2 9	15 78	17 9	0 34	16 49
4 74	10 71	9 98	3 55	8 60	11 26	18 64	13 4	6 51	14 6	0 34	17 37	19 96	2 12	7 96	1 65	5 71	12 9	15 8	16 85
19 16	14 33	5 17	2 32	7 44	16 9	4 17	17 73	11 65	1 66	10 80	15 81	8 10	12 73	6 29	13 38	0 74	9 69	3 71	18 25
18 75	9 47	5 31	10 88	8 16	6 47	15 72	16 52	0 38	12 1	3 60	11 19	2 43	14 7	4 56	7 30	13 7	19 33	17 29	1 81
8 32	2 85	12 47	5 94	7 95	1 15	10 83	16 22	0 39	19 55	15 76	17 16	13 93	11 70	4 34	3 82	6 19	18 16	14 71	9 32
11 41	17 33	16 39	4 86	1 28	19 31	15 95	13 54	8 3	14 22	5 98	18 43	9 38	6 21	0 9	12 35	2 94	10 25	3 98	7 96
11 75	16 20	17 31	15 4	8 99	5 89	19 10	3 48	1 20	7 17	4 89	0 73	2 72	14 83	12 4	10 19	6 83	18 26	9 30	13 50
1 40	9 14	13 54	7 76	12 2	14 62	17 73	5 1	10 95	11 55	6 47	18 73	4 84	19 4	15 93	16 4	3 75	2 79	0 22	8 76
13 83	2 67	3 89	11 76	6 70	5 64	10 16	14 58	4 66	17 78	12 97	19 22	16 46	1 13	7 68	15 1	8 18	0 7	18 52	9 80
14 92	13 1	15 45	3 85	7 93	2 69	1 73	6 67	10 94	5 31	17 26	18 25	12 91	11 24	8 39	16 33	9 98	19 31	0 13	4 95
11 3	15 4	3 11	0 80	4 93	5 91	19 19	16 42	8 88	1 10	6 13	12 97	2 87	13 54	9 26	10 85	14 83	17 26	18 51	7 65
4 15	8 50	0 24	16 79	17 83	5 79	10 74	12 25	15 97	6 6	3 5	1 42	11 70	13 29	7 17	19 53	9 33	18 32	14 80	2 28
6 9	10 21	9 1	15 8	7 54	5 74	2 25	18 19	16 49	4 43	17 53	19 51	1 96	11 82	12 74	8 79	0 29	14 27	3 98	13 18
10 2	16 52	13 86	1 46	8 87	5 90	18 2	4 41	15 23	2 60	12 10	3 20	17 39	11 50	0 59	19 51	14 54	9 77	7 14	6 3
14 69	7 35	6 88	4 39	18 56	1 31	12 63	9 51	19 98	17 39	0 15	8 97	10 17	15 17	16 83	3 58	5 18	13 10	11 42	2 48
13 30	7 5	0 97	4 38	3 10	6 32	14 57	11 12	18 19	5 8	19 99	12 45	2 63	10 1	16 78	17 87	1 93	8 80	9 72	15 63
7 87	0 26	15 81	9 25	3 58	11 88	1 95	8 50	19 61	10 43	13 30	4 99	6 93	16 20	2 27	5 2	18 41	14 11	12 46	17 93
