40	15
0 36	10 25	3 182	4 124	2 89	12 78	8 186	5 16	13 189	14 151	9 82	1 75	11 43	6 152	7 14
5 194	12 100	11 196	2 79	1 176	9 98	3 86	14 20	13 136	8 110	4 182	10 181	6 185	7 61	0 159
6 107	4 29	7 77	2 81	14 6	13 62	11 46	3 72	1 156	9 123	10 122	0 76	12 115	8 83	5 81
6 108	5 193	9 164	3 182	11 110	13 70	12 85	10 97	4 19	0 61	2 20	1 178	8 23	14 172	7 166
2 169	0 42	11 196	4 144	5 169	14 47	3 127	8 111	7 50	9 77	13 164	10 179	12 183	1 63	6 3
9 66	13 79	3 26	12 158	10 62	11 142	6 37	5 170	8 158	2 115	1 24	7 15	14 125	4 71	0 40
8 13	4 92	5 146	11 134	12 120	3 133	0 83	1 94	6 180	7 92	10 18	13 38	2 49	14 23	9 10
12 199	1 29	4 135	7 7	0 151	13 192	9 103	8 168	14 149	6 3	2 178	11 141	5 24	10 180	3 65
13 193	1 162	3 13	7 20	4 75	5 73	8 193	10 59	14 12	2 188	0 98	9 131	6 49	12 57	11 43
6 62	5 93	3 150	10 39	13 30	11 39	0 34	14 130	12 89	8 191	7 66	9 11	2 94	4 136	1 80
2 148	14 85	9 22	12 32	7 88	3 76	1 144	8 172	13 135	11 174	4 27	5 176	6 92	0 4	10 56
8 72	3 12	7 160	6 103	5 158	1 166	0 159	4 160	11 181	12 194	9 150	2 66	13 14	14 168	10 122
3 119	14 105	8 99	2 93	5 183	4 60	6 48	10 171	9 22	12 24	1 81	13 38	0 129	7 46	11 129
9 24	0 26	3 152	2 75	14 199	4 145	7 14	13 3	11 34	12 29	8 187	10 173	1 4	5 142	6 89
3 107	4 36	8 175	12 195	6 29	0 150	7 14	2 152	10 45	13 178	9 130	5 50	1 198	14 149	11 187
3 97	12 45	6 97	9 144	14 47	4 49	10 163	1 121	8 67	2 184	11 168	13 1	5 120	7 31	0 92
5 140	2 42	1 39	6 112	11 7	14 102	9 123	13 53	10 149	4 82	12 92	0 193	7 124	8 145	3 102
0 59	11 97	1 165	5 159	9 36	8 74	6 80	3 179	14 12	2 26	13 120	4 91	12 81	10 175	7 174
2 114	8 192	5 56	7 155	0 123	1 125	11 9	10 195	13 149	14 141	3 70	12 163	4 13	6 128	9 74
14 173	2 146	10 197	6 161	9 101	11 41	12 90	4 74	5 56	8 135	0 169	7 49	3 94	13 113	1 174
9 117	3 96	8 47	6 176	5 21	10 167	4 168	12 180	13 148	11 82	0 139	14 65	7 73	1 167	2 157
7 143	6 28	14 70	12 57	10 37	8 92	0 64	5 27	13 107	9 17	1 35	11 84	3 3	4 38	2 178
6 12	2 75	7 31	10 164	13 173	12 47	14 18	0 55	8 98	4 103	5 24	11 62	9 153	3 155	1 29
12 44	7 95	11 26	1 19	2 4	6 22	0 123	13 134	14 4	8 54	3 169	4 136	9 31	10 45	5 27
2 130	11 35	12 174	5 145	14 120	3 128	8 38	9 30	1 21	7 144	6 185	4 58	10 78	13 182	0 91
1 118	11 4	5 36	14 15	3 35	7 41	10 11	9 95	2 48	6 70	12 148	8 133	13 167	4 188	0 7
0 57	2 9	1 135	11 104	5 51	7 133	8 100	12 11	9 26	6 156	14 110	4 23	10 131	13 40	3 173
0 138	2 82	14 158	12 33	1 122	7 81	5 9	8 114	4 65	3 149	13 168	10 43	9 143	6 92	11 175
9 120	8 148	7 77	1 67	6 54	10 101	12 145	0 127	3 191	11 127	4 12	5 151	2 102	14 81	13 79
12 191	11 100	13 127	10 171	4 125	6 94	2 144	8 188	7 63	14 115	0 21	9 16	5 100	3 17	1 166
5 184	3 141	1 5	4 126	7 95	12 132	10 102	8 23	11 138	13 174	2 140	9 34	14 118	6 166	0 200
13 2	5 122	4 114	7 135	8 41	2 78	11 75	9 164	14 29	12 20	0 117	1 112	3 32	6 105	10 110
5 92	7 32	1 73	14 86	10 18	4 101	0 117	9 42	8 47	13 199	2 110	12 179	11 60	3 65	6 58
10 27	1 6	14 170	4 132	13 157	0 45	11 48	8 141	6 72	12 171	5 107	3 107	9 172	7 19	2 25
3 52	13 75	12 63	8 190	0 23	11 153	14 95	9 194	5 74	6 165	2 5	4 189	1 67	10 45	7 73
1 184	9 45	11 142	13 199	14 102	8 95	6 26	10 47	4 74	3 165	7 126	12 102	0 161	5 103	2 100
14 110	1 14	13 113	8 75	4 122	12 116	0 155	5 189	7 152	10 27	11 178	2 40	6 72	3 54	9 17
4 125	1 46	7 138	0 5	10 49	13 2	2 36	6 88	9 173	11 142	8 154	12 13	3 161	5 12	14 34
3 132	4 8	7 28	1 66	14 98	2 48	0 154	8 126	13 70	11 171	5 63	12 18	10 112	9 111	6 157
1 36	13 44	0 158	7 110	8 22	12 11	9 139	2 48	3 83	4 199	14 61	11 177	10 157	5 167	6 58
