30	10
6 66	3 29	7 80	1 22	8 57	2 46	0 18	5 84	9 50	4 67
8 63	1 87	7 36	2 10	0 48	6 7	5 99	4 53	9 86	3 1
8 99	6 4	3 46	4 32	0 63	5 46	9 82	1 60	7 2	2 46
9 82	3 41	8 17	1 21	4 56	2 92	6 72	5 99	0 49	7 50
3 39	5 70	6 1	4 47	1 91	9 7	8 43	7 89	2 69	0 11
7 52	2 82	1 92	8 92	0 1	3 77	6 76	5 37	9 82	4 18
9 22	5 53	4 62	0 29	8 81	1 93	3 7	7 55	2 69	6 37
6 8	5 32	1 70	0 49	8 98	4 69	7 4	9 52	2 55	3 30
3 67	7 4	8 58	2 25	6 90	4 73	0 8	1 66	5 58	9 45
0 34	6 33	7 8	2 92	4 66	3 76	9 41	8 65	5 71	1 51
8 24	6 34	0 87	4 18	1 35	5 42	9 73	3 94	2 92	7 95
7 62	1 70	9 39	6 56	3 77	8 75	0 90	2 48	5 38	4 80
4 44	1 93	8 49	6 37	7 1	5 25	0 26	2 49	9 46	3 99
9 65	7 84	6 32	0 8	4 21	8 9	5 46	3 11	2 6	1 45
0 24	8 63	2 51	1 83	9 84	7 53	5 68	6 93	3 9	4 71
0 49	2 48	8 18	5 52	3 58	1 70	9 72	4 10	7 30	6 32
8 18	6 30	4 15	5 53	0 65	7 95	2 6	9 86	3 43	1 4
0 37	2 24	8 88	4 12	9 81	6 1	5 10	1 78	7 84	3 67
0 23	2 86	8 85	1 38	6 77	7 27	3 39	4 68	9 35	5 40
2 68	0 21	3 90	8 33	6 56	9 48	7 46	1 39	5 68	4 97
1 77	0 4	8 13	4 84	2 46	5 45	9 19	6 51	7 71	3 11
4 38	6 11	7 69	9 64	1 19	5 67	8 96	0 95	2 54	3 18
6 62	8 40	3 10	2 22	1 86	9 28	0 1	5 11	4 9	7 69
9 46	6 66	4 32	8 1	0 69	1 85	2 97	3 94	7 74	5 3
1 4	3 17	7 81	0 48	8 3	9 44	5 74	2 63	6 20	4 81
4 7	9 2	0 22	8 26	2 58	1 74	6 49	7 38	3 86	5 84
8 21	9 71	6 32	7 36	5 64	2 38	0 94	3 84	1 81	4 81
1 70	0 19	5 32	7 77	9 32	3 87	4 29	8 50	2 18	6 26
8 40	1 54	3 7	0 68	2 51	4 63	9 28	5 45	7 87	6 8
6 21	5 99	2 99	8 59	3 2	7 27	1 69	4 47	0 90	9 65
