15	20
5 25	1 151	14 133	6 1	0 46	15 22	19 62	7 57	12 70	4 36	2 103	11 161	17 165	13 86	9 121	10 39	16 165	8 191	18 188	3 73
13 129	16 77	12 151	4 116	0 138	17 160	7 25	19 64	15 98	11 169	5 196	9 184	8 144	14 86	18 15	6 169	1 137	3 81	2 155	10 25
4 195	19 121	10 193	8 9	1 8	3 128	2 155	7 69	5 125	12 90	18 117	6 91	13 19	11 83	16 42	15 121	0 75	17 66	9 113	14 52
7 174	14 114	4 68	17 26	6 166	16 177	18 5	0 125	10 197	9 155	13 131	11 76	15 33	19 132	1 52	5 45	12 24	3 102	2 62	8 173
1 59	18 93	8 15	9 167	6 102	13 109	12 51	11 5	7 9	5 118	0 28	4 64	14 33	10 177	19 134	2 127	16 52	15 58	17 71	3 45
0 89	16 186	9 109	17 184	5 95	3 156	14 25	7 129	2 122	19 166	10 142	11 99	8 170	1 75	18 58	4 114	15 130	13 16	6 139	12 56
12 103	16 28	5 47	0 6	6 92	7 37	18 121	14 117	9 23	2 24	11 29	4 2	15 151	8 154	17 65	1 15	10 40	3 83	19 128	13 94
1 174	12 60	11 86	10 47	9 180	0 16	17 53	15 118	18 187	2 17	4 55	5 90	14 182	6 53	7 57	3 109	13 163	8 132	19 55	16 49
9 92	4 13	8 61	6 113	17 39	3 85	1 172	13 54	19 40	14 137	18 47	0 155	15 76	10 57	7 89	5 177	11 54	12 20	2 68	16 128
4 149	9 80	8 27	3 87	11 95	15 54	2 10	5 67	1 176	10 195	14 60	17 96	13 119	0 157	16 106	7 58	6 86	19 67	18 117	12 98
7 135	6 143	3 104	10 150	9 131	17 60	4 118	14 37	8 97	5 80	16 48	2 188	0 171	18 113	1 90	11 163	13 100	15 18	19 200	12 127
16 67	6 61	7 158	13 199	0 179	2 196	8 191	3 189	12 109	19 138	18 26	10 149	15 199	5 24	9 20	14 13	11 121	4 187	17 48	1 104
10 99	11 150	1 139	16 178	15 24	2 138	8 4	0 155	4 198	6 135	13 16	7 88	5 139	12 69	17 188	19 177	18 176	9 139	14 12	3 136
15 193	12 34	3 175	7 11	5 140	17 144	11 150	13 149	8 112	14 88	10 110	16 155	6 171	4 190	19 95	1 15	2 80	0 29	18 29	9 21
1 125	10 157	13 153	8 72	18 15	16 47	15 16	7 78	11 110	3 44	19 113	5 86	0 188	14 182	9 5	17 23	6 102	12 136	4 69	2 67
