15	20
8 78	10 8	14 59	19 30	11 56	4 91	7 90	15 94	6 32	13 12	0 53	9 21	17 73	12 68	2 91	3 51	1 65	16 49	5 76	18 78
17 50	8 69	9 51	16 60	11 31	0 27	19 37	13 64	4 70	1 34	6 49	18 10	5 22	2 27	14 29	10 73	12 84	15 61	3 57	7 37
0 20	9 49	2 66	12 45	18 50	4 12	17 14	15 53	6 48	11 56	8 84	5 32	1 67	16 85	13 37	10 10	19 95	14 14	7 63	3 6
11 52	19 80	4 83	3 30	9 62	14 63	18 72	10 16	8 96	15 82	16 14	6 10	17 7	5 78	12 58	13 17	1 68	7 16	0 34	2 79
5 1	0 66	17 1	12 71	2 45	11 10	1 67	16 91	10 43	18 42	8 95	3 86	7 14	13 1	19 45	6 16	14 85	4 70	15 9	9 6
12 80	18 69	8 43	0 80	3 85	13 46	11 19	2 59	10 51	9 87	19 72	1 1	17 78	14 57	7 32	15 19	5 95	6 83	16 9	4 80
17 61	19 63	3 62	10 13	6 77	4 94	18 6	0 93	8 93	16 37	14 19	9 94	11 18	5 44	1 71	12 10	2 23	13 65	7 56	15 66
10 37	13 52	0 42	2 58	3 3	16 3	18 42	14 45	4 89	7 58	11 82	17 3	6 64	19 51	1 57	8 49	12 81	9 61	15 7	5 4
17 99	3 8	4 28	8 48	10 19	18 68	0 70	15 17	13 94	11 17	5 87	12 67	7 9	19 44	6 45	14 69	1 8	16 98	2 23	9 16
7 9	19 2	11 2	12 27	17 53	5 45	1 96	15 66	8 85	2 20	13 22	6 58	18 75	4 37	9 49	10 80	0 5	3 75	16 5	14 29
18 6	15 95	16 21	9 15	1 37	6 84	7 56	11 81	2 49	5 57	3 32	19 5	8 41	10 81	14 96	4 70	0 92	17 93	13 64	12 24
9 90	13 92	0 9	15 26	6 52	18 34	3 58	5 29	11 60	14 57	8 15	4 53	2 48	7 40	12 75	17 76	19 13	10 11	1 30	16 23
2 33	9 36	19 40	8 69	14 87	10 51	11 85	15 47	0 38	5 93	3 35	4 59	12 70	1 44	16 44	17 43	13 1	7 54	18 19	6 11
18 81	2 5	16 87	3 61	12 15	8 31	9 76	7 26	19 51	1 95	14 37	6 12	0 22	5 38	4 12	17 6	13 48	11 8	15 80	10 87
18 28	5 86	7 21	16 97	3 7	0 69	11 99	14 25	13 31	1 39	8 48	17 13	4 36	6 51	12 33	10 98	2 98	15 1	19 83	9 70
