100	20
8 81	11 17	5 40	14 8	15 12	7 75	19 87	2 54	6 63	13 94	16 97	18 45	3 91	1 9	9 30	17 65	0 81	10 56	4 20	12 10
14 38	17 53	12 64	16 82	13 34	3 80	8 75	1 9	18 70	15 33	9 54	0 55	7 3	4 27	11 96	10 72	19 82	2 97	5 58	6 30
1 11	6 16	8 61	2 64	3 30	0 92	18 75	11 45	12 17	9 50	17 11	16 87	13 19	14 18	7 37	19 24	15 33	10 85	4 87	5 94
14 73	19 90	7 11	11 49	3 14	15 46	5 33	1 41	2 14	10 33	9 48	6 39	17 62	12 93	13 68	8 48	4 93	18 78	0 73	16 21
4 77	11 91	12 24	6 17	2 75	15 30	5 23	3 26	0 51	1 17	9 83	10 57	8 78	13 29	7 46	16 7	17 27	18 62	19 28	14 55
19 83	13 99	17 28	16 99	3 23	11 34	4 86	7 59	8 76	12 24	2 29	5 20	1 71	18 43	14 74	6 62	15 43	0 67	10 2	9 60
1 96	15 54	0 91	8 70	9 34	14 83	5 70	19 79	13 85	7 43	11 75	2 31	18 18	3 55	12 65	10 83	17 26	16 86	4 65	6 59
2 86	1 73	12 12	4 78	19 61	5 76	17 53	3 56	0 36	10 77	7 57	16 61	15 44	8 50	18 73	6 26	9 42	11 59	13 56	14 60
7 55	2 16	10 84	0 76	8 50	1 51	16 18	12 41	14 54	9 7	17 13	3 67	18 86	4 89	13 79	11 17	5 18	19 95	15 30	6 10
0 60	19 33	12 94	1 85	13 45	10 48	15 27	6 73	17 51	4 39	8 28	2 58	3 20	7 57	14 14	11 19	18 45	5 53	9 86	16 24
0 93	19 25	8 90	16 94	15 9	5 26	10 52	17 35	9 10	13 3	6 80	1 57	2 96	4 5	18 62	14 79	11 76	7 55	3 54	12 42
10 40	0 21	1 15	9 46	14 51	16 63	17 70	6 59	11 56	8 33	7 8	12 93	3 31	2 13	13 49	5 7	15 1	18 36	19 82	4 47
3 81	8 36	9 69	14 57	2 36	18 32	5 48	12 92	11 82	13 53	7 39	16 25	4 68	15 95	17 89	0 8	19 4	10 10	6 18	1 94
19 49	15 2	10 49	0 63	6 94	18 61	8 42	4 8	13 30	16 82	11 3	2 33	12 66	14 20	1 61	3 42	9 9	17 26	5 52	7 1
8 84	1 28	7 48	11 91	2 54	10 87	12 97	14 40	9 48	13 17	19 34	0 28	5 29	17 31	16 64	4 38	3 1	15 89	18 58	6 33
3 98	16 81	15 99	6 23	17 96	12 64	8 97	4 92	2 98	13 13	18 38	19 84	10 22	7 81	5 17	1 29	9 12	14 26	11 41	0 9
17 92	0 97	16 86	18 59	14 37	8 75	15 77	9 40	13 95	5 3	12 97	10 10	2 62	6 72	4 5	19 18	7 29	3 98	1 45	11 18
18 16	5 33	16 75	2 53	19 95	6 70	13 81	15 43	0 7	10 33	9 56	3 67	14 32	4 64	11 7	1 27	12 81	8 79	17 87	7 8
5 56	15 17	2 52	14 13	18 83	4 33	3 20	16 13	6 22	9 91	13 36	19 85	8 15	12 75	10 98	7 18	11 18	0 80	1 92	17 88
3 60	0 65	5 76	6 49	14 58	17 26	4 52	11 46	1 15	8 54	9 32	13 40	12 33	7 52	19 60	15 78	16 21	2 99	10 43	18 96
14 50	9 85	1 52	5 59	11 62	4 21	16 68	12 64	7 21	13 5	2 9	19 29	3 15	18 53	8 16	10 16	6 24	17 72	15 57	0 10
5 68	10 13	16 16	15 51	12 67	3 40	14 49	1 56	9 19	7 75	8 40	2 40	19 54	11 76	6 9	4 2	0 43	13 6	17 67	18 73
17 59	1 57	12 85	18 68	16 93	9 50	5 76	6 15	19 81	11 59	14 50	13 4	7 2	15 7	10 47	2 71	4 33	3 50	8 33	0 66
5 29	9 51	4 70	13 16	12 8	8 60	14 52	1 91	18 32	16 53	17 69	19 37	6 61	0 46	7 62	10 2	11 89	2 71	3 89	15 29
12 35	15 94	7 13	14 54	1 69	16 77	17 9	0 33	11 21	4 41	13 99	19 36	18 58	8 69	3 56	2 63	6 1	9 60	10 36	5 69
14 55	18 99	1 51	8 77	3 95	12 94	4 94	16 35	19 93	13 6	11 56	7 4	9 77	0 66	15 64	10 75	6 18	2 89	5 6	17 49
18 40	4 57	11 89	8 10	16 55	6 49	13 77	14 28	1 8	12 26	10 62	9 15	5 67	17 18	19 46	0 34	15 61	3 90	7 54	2 93
10 20	8 12	11 94	2 69	9 33	5 4	19 89	16 20	0 19	4 59	17 24	15 99	18 58	13 59	12 14	7 6	14 32	3 56	1 36	6 49
16 27	7 59	2 99	9 70	15 95	11 14	17 39	14 82	0 25	13 79	6 26	4 50	12 50	5 27	10 78	18 70	8 11	3 99	19 96	1 69
12 2	1 29	8 2	16 41	6 58	11 45	9 49	18 97	17 19	10 47	7 10	14 35	0 70	13 21	5 30	4 27	19 64	15 21	3 51	2 59
5 33	4 8	19 42	7 80	2 23	0 82	9 69	8 87	1 66	3 18	15 68	12 42	11 85	6 75	13 50	17 62	16 24	14 82	10 89	18 71
13 96	11 25	2 16	16 16	18 52	19 3	7 60	1 1	14 77	9 48	10 82	3 16	0 82	12 9	17 78	5 94	4 36	8 38	15 59	6 2
19 91	13 40	7 88	11 10	6 68	16 98	1 61	0 49	15 6	17 96	12 75	18 74	10 26	2 95	3 53	4 28	14 96	5 1	8 17	9 84
18 39	2 24	14 76	1 69	9 58	8 65	0 81	13 13	17 80	19 90	16 98	12 60	3 12	6 17	4 42	5 10	11 64	10 8	15 50	7 61
15 2	18 80	13 80	3 85	9 76	6 68	10 93	11 77	8 57	12 69	1 45	5 32	4 74	19 68	7 25	16 34	0 96	2 24	14 29	17 27
16 34	6 30	0 92	11 2	14 71	10 53	13 81	3 49	4 70	5 90	12 17	9 97	17 25	2 61	19 42	1 76	15 57	8 97	7 42	18 63
1 40	19 84	9 36	6 40	3 88	17 83	14 59	11 7	16 14	13 49	15 26	5 18	4 21	2 33	10 56	7 91	0 86	18 27	12 9	8 92
10 90	9 46	19 2	14 25	4 92	12 30	11 66	3 40	16 97	6 38	17 30	1 1	18 45	2 53	15 46	8 87	5 38	7 52	13 9	0 14
16 89	7 82	1 50	18 7	4 50	13 83	9 24	3 18	6 7	2 35	15 83	11 71	17 46	12 85	5 61	10 87	14 14	0 17	19 64	8 55
5 36	10 98	17 76	8 6	16 83	19 24	12 46	4 13	15 28	9 33	7 20	1 94	6 7	13 61	2 56	11 51	14 19	18 99	3 33	0 21
5 10	18 76	8 7	12 41	7 13	4 12	14 40	19 84	11 36	13 76	9 21	17 72	6 13	3 8	0 37	2 11	10 91	1 7	16 70	15 76
