30	100
86 5	22 23	44 23	43 35	34 56	87 1	51 53	6 54	46 68	93 65	1 81	61 87	99 96	32 77	23 58	83 48	52 99	70 50	62 28	66 72	30 58	53 98	40 76	5 64	72 27	10 43	17 65	45 46	56 2	71 66	41 80	73 88	90 56	78 37	96 36	24 58	85 88	75 2	88 52	8 77	27 62	69 68	39 21	49 5	84 65	21 82	29 78	26 21	76 68	12 13	55 56	68 1	31 29	82 13	64 84	97 2	37 93	0 72	92 54	42 8	18 19	47 84	63 17	65 90	94 7	79 8	58 22	33 95	77 93	4 52	98 32	91 95	54 2	9 58	28 23	80 52	95 42	25 52	7 62	67 96	35 25	11 60	36 75	81 20	16 76	19 34	48 40	59 55	15 20	3 81	89 47	13 41	60 16	20 63	74 57	57 98	38 90	2 33	50 6	14 25
66 13	62 63	73 48	26 86	86 27	90 90	91 38	23 14	98 19	99 44	54 3	38 88	22 33	43 96	71 57	21 37	33 94	41 71	46 1	60 52	96 37	9 41	29 17	24 72	11 36	87 27	45 71	67 11	70 32	77 66	88 79	0 10	31 47	93 14	94 28	16 22	2 51	64 91	35 5	80 45	72 15	37 85	61 41	81 29	55 44	83 34	13 2	3 45	47 53	5 21	10 26	59 80	97 39	74 40	19 45	68 66	39 27	28 49	56 93	12 32	1 96	20 31	49 11	4 63	53 83	42 23	79 36	52 93	17 69	51 31	32 12	50 93	85 71	27 82	65 13	34 67	75 95	15 3	8 55	57 20	76 73	58 23	95 93	92 36	84 67	25 26	69 94	7 48	40 67	36 92	6 39	63 92	18 24	82 90	78 42	89 38	30 69	48 45	44 30	14 59
98 69	74 89	11 58	18 86	47 96	1 29	92 94	91 1	26 38	88 18	66 72	35 69	19 83	12 6	27 67	97 34	70 1	36 87	9 37	24 83	83 37	33 84	84 79	60 32	63 94	45 66	14 80	51 29	58 26	42 58	59 21	16 23	30 7	67 34	46 33	6 5	44 46	0 6	29 21	17 77	90 99	31 85	10 61	85 5	23 83	61 25	94 19	25 14	20 12	73 41	81 4	7 33	62 70	72 10	87 43	69 19	68 41	57 90	50 86	93 74	64 79	89 70	56 21	95 50	3 90	55 44	53 50	13 42	5 34	86 82	96 16	41 31	49 34	37 29	77 96	21 74	52 25	71 12	28 24	80 92	2 33	99 67	54 5	38 28	8 53	4 48	76 49	15 64	65 38	39 11	48 56	43 35	32 34	40 47	82 64	34 58	79 95	78 35	22 91	75 3
86 32	64 34	43 39	60 40	20 59	21 83	28 46	66 70	13 30	0 59	79 41	1 25	39 92	69 8	94 35	22 9	81 72	29 5	98 39	27 28	26 80	15 19	14 86	65 51	2 27	54 16	11 1	3 61	62 87	37 27	24 63	7 3	68 71	52 16	78 43	57 35	70 53	31 45	36 52	40 77	67 64	72 89	6 44	10 14	53 99	35 25	92 22	83 26	34 29	87 76	16 64	46 32	99 18	56 95	5 13	85 58	58 15	50 47	8 38	9 72	18 73	71 65	38 22	33 2	88 58	77 51	95 13	97 43	49 94	91 15	41 99	47 57	44 81	55 80	73 90	89 96	80 98	51 60	93 14	25 18	45 41	4 86	76 92	19 89	82 62	12 83	90 80	42 1	84 13	23 93	75 15	61 82	32 59	17 36	74 1	48 45	59 13	96 63	30 7	63 5
10 9	36 27	87 29	93 17	18 94	21 54	13 74	38 79	65 60	66 24	90 5	12 1	25 66	59 87	15 7	56 81	62 15	64 2	2 48	81 45	48 10	84 35	95 17	30 77	91 90	75 96	69 28	26 35	78 74	92 63	76 80	20 41	53 66	22 44	17 28	63 46	82 48	54 24	73 94	88 30	23 90	67 68	70 56	44 59	14 39	60 9	3 65	0 78	85 12	50 70	99 35	49 6	83 42	32 10	8 39	55 14	86 98	40 69	97 65	46 91	35 27	7 33	42 57	34 61	1 35	51 74	27 11	74 92	16 22	80 11	4 48	43 68	58 70	39 37	98 99	79 48	77 19	24 22	41 81	29 68	31 13	61 63	45 16	33 19	71 56	37 98	11 95	28 10	94 12	19 85	68 67	96 99	6 72	52 46	57 19	89 23	72 58	5 64	47 14	9 99
42 55	29 26	52 24	55 4	24 3	22 8	33 98	74 5	21 9	72 99	45 46	18 85	98 90	36 51	59 12	41 36	71 91	34 13	8 52	44 26	79 79	1 74	86 76	5 44	31 15	94 70	84 84	70 85	69 96	64 32	47 50	99 62	28 80	11 12	77 53	92 24	3 22	2 71	91 17	48 9	87 1	38 23	16 11	63 73	88 54	10 22	23 33	75 68	81 92	19 49	12 30	9 48	78 89	15 97	20 46	43 58	89 28	54 28	51 41	66 98	37 11	61 36	32 76	93 12	83 39	46 76	25 14	96 85	62 33	56 10	4 83	39 65	50 96	35 45	97 27	40 71	68 32	49 68	53 31	95 90	65 11	14 29	0 53	6 94	30 65	26 94	80 22	73 59	7 79	58 65	85 14	57 95	27 40	90 42	82 42	17 44	76 55	67 54	60 99	13 90
87 9	11 85	68 18	30 29	55 76	31 78	83 21	58 20	76 18	74 94	81 57	48 58	88 96	97 27	17 44	50 42	57 56	77 37	5 50	13 11	42 96	56 79	75 7	52 93	86 3	16 53	71 47	26 4	99 14	85 27	49 67	47 80	91 62	14 23	94 74	66 36	29 63	78 23	73 59	34 64	15 19	6 3	7 21	32 56	19 11	98 41	36 1	60 91	41 4	96 89	3 34	0 14	22 3	43 11	84 72	38 79	37 53	62 22	65 58	54 49	95 4	18 9	51 73	59 34	39 34	20 9	2 77	53 50	61 41	90 12	24 15	44 49	35 72	92 75	40 31	72 89	33 82	46 91	93 88	79 14	45 72	1 83	28 70	69 15	63 70	21 29	67 69	9 96	10 83	4 11	89 38	12 31	8 97	27 14	64 9	23 95	80 32	82 2	25 49	70 4
95 33	65 98	37 16	74 50	56 16	46 35	78 9	80 97	57 96	94 1	48 25	22 1	1 73	72 77	53 11	8 31	85 50	16 94	12 87	24 55	9 46	98 95	25 19	90 42	58 13	38 17	35 96	15 74	60 75	73 55	2 26	14 87	66 47	6 82	5 85	28 59	96 52	91 18	32 42	70 10	86 12	21 81	34 21	42 84	62 88	18 56	30 8	55 41	75 46	76 24	4 97	20 93	54 61	41 54	83 18	82 52	19 56	92 77	33 35	81 36	17 41	39 27	49 10	29 50	88 89	43 99	68 61	23 58	51 41	67 41	26 27	50 21	44 89	97 22	7 99	36 3	40 97	89 69	69 71	59 59	52 87	63 40	27 14	31 49	87 44	0 3	45 41	47 46	99 7	3 2	71 26	64 49	84 22	79 82	13 38	10 69	93 94	61 83	77 85	11 13
8 37	77 85	90 42	13 98	80 3	56 27	68 1	33 8	95 11	23 22	78 28	38 27	54 7	58 41	34 62	19 83	27 67	46 93	86 26	73 66	92 66	36 51	49 52	82 62	70 11	14 26	96 60	11 36	41 77	15 95	79 61	35 72	30 15	99 17	97 93	52 60	48 14	12 66	66 98	72 78	2 77	5 5	75 17	22 37	21 54	28 96	7 64	43 64	0 52	87 25	85 53	59 64	20 44	60 71	9 77	69 55	51 95	64 3	94 96	91 90	18 77	44 35	98 18	65 28	71 43	57 74	25 35	89 5	10 82	84 74	42 59	32 59	61 19	17 85	83 18	76 83	39 73	88 76	24 48	26 54	4 14	93 27	53 21	16 17	45 21	29 18	67 48	47 57	55 88	3 93	1 26	40 94	74 44	6 87	37 41	31 70	62 75	81 70	63 86	50 35
1 96	19 50	8 64	91 14	36 45	89 41	60 18	59 81	57 70	94 32	56 77	43 17	28 63	55 51	12 46	11 67	61 59	33 6	65 59	10 21	93 23	30 66	52 62	22 71	40 5	48 71	14 67	44 64	42 11	17 40	51 71	39 19	73 69	13 7	5 82	50 87	46 85	77 3	79 51	27 81	34 74	26 17	45 27	7 72	0 7	76 90	81 8	99 65	54 3	86 27	32 62	62 58	88 12	35 79	21 46	3 6	83 1	49 44	15 26	66 61	95 23	38 26	68 26	6 21	97 14	63 85	58 6	53 52	41 29	25 58	98 33	29 22	72 53	96 17	84 82	24 15	20 76	67 71	23 16	90 94	87 5	85 28	31 96	37 2	70 41	82 67	47 28	75 25	80 45	9 40	74 51	16 93	18 66	92 40	2 72	64 65	78 79	69 91	4 49	71 14
78 72	59 27	7 21	43 33	25 18	2 58	6 41	82 44	16 88	15 63	58 8	79 1	73 90	85 35	56 42	75 53	26 49	46 32	47 25	13 61	33 26	45 14	83 72	37 10	29 56	80 67	44 29	22 28	20 75	24 14	61 55	71 3	93 82	32 26	95 27	18 6	60 69	84 31	64 37	68 83	65 1	81 49	12 28	99 80	87 41	55 57	0 50	42 73	54 95	98 26	96 88	8 73	5 32	39 27	30 52	51 5	9 38	92 67	62 25	86 57	77 54	11 9	19 96	31 15	76 73	72 20	23 46	1 12	67 68	52 84	50 48	4 19	35 13	36 33	88 60	21 68	48 70	63 17	70 60	66 34	49 29	28 62	10 55	94 82	3 10	69 25	57 22	74 66	41 38	34 12	27 83	89 47	17 1	53 89	91 83	38 7	97 50	90 53	14 63	40 45
