60	100
77 51	85 26	21 76	72 94	63 38	65 84	32 34	75 37	71 74	78 1	84 81	6 6	9 11	31 52	93 74	15 61	39 43	87 7	0 51	46 3	5 99	58 27	70 22	51 7	56 44	12 50	22 17	11 27	44 4	18 51	30 98	80 8	8 84	4 91	19 69	54 81	48 83	82 63	94 40	92 82	33 91	76 95	35 7	68 87	73 97	96 81	42 75	89 53	49 95	2 54	25 3	43 12	53 18	40 50	88 95	13 77	7 93	60 84	67 24	86 46	24 98	98 57	59 80	52 14	3 59	95 56	83 74	14 7	69 11	62 48	66 24	29 80	17 92	41 29	45 74	50 44	61 62	34 45	91 29	81 24	97 12	36 14	57 4	23 85	74 70	1 28	10 21	27 91	55 63	79 93	37 81	99 85	20 24	64 46	26 44	47 18	28 90	90 22	38 93	16 1
11 31	84 43	47 16	73 19	12 36	98 58	57 10	75 71	27 63	67 48	43 35	62 75	96 61	58 71	36 49	38 27	80 14	65 99	8 32	83 41	74 25	99 82	24 8	44 55	94 93	31 15	69 43	4 39	54 98	51 81	48 13	92 30	78 57	40 72	91 53	45 68	17 88	82 84	19 88	18 17	93 61	28 69	13 49	29 44	0 49	59 36	35 67	68 63	66 45	25 26	2 2	46 70	60 4	90 54	41 36	95 30	3 11	56 82	26 61	6 41	50 5	34 14	79 95	37 11	72 25	10 13	23 60	64 13	97 33	52 36	15 45	76 76	89 31	33 22	32 48	55 39	85 5	71 83	7 92	30 95	61 27	63 26	39 57	9 7	16 32	22 44	1 8	70 39	14 20	20 25	77 6	49 42	21 87	88 52	42 29	53 78	86 30	81 9	5 89	87 23
49 65	78 15	83 78	85 14	95 26	58 79	32 3	42 46	81 24	19 74	65 46	87 1	67 46	70 73	7 58	23 25	8 32	21 6	66 18	84 17	92 13	51 69	86 58	25 95	91 76	82 54	62 57	40 37	16 13	76 69	26 23	68 82	52 22	57 5	44 75	5 71	89 92	24 2	11 72	45 95	14 22	53 84	3 89	71 49	2 36	13 54	27 78	17 98	75 1	38 8	97 61	73 8	39 79	47 25	93 85	74 55	56 37	46 91	48 24	6 82	35 63	80 39	54 70	4 98	37 3	79 95	64 61	72 85	20 83	41 61	88 73	36 8	9 90	22 53	18 61	30 54	59 95	1 28	99 40	0 49	12 24	98 73	55 95	63 89	29 31	61 94	43 33	94 18	10 79	90 44	28 68	33 4	34 82	96 85	15 1	60 95	50 11	77 16	69 55	31 27
89 44	2 45	47 63	56 91	85 9	80 10	11 52	31 33	90 91	97 20	14 44	96 98	60 92	41 35	65 24	35 25	81 56	26 56	63 32	52 36	25 64	28 38	94 53	74 77	44 36	0 75	98 75	37 89	4 49	23 17	79 74	70 94	13 30	49 69	57 92	16 81	93 67	99 84	64 22	53 59	40 82	12 75	61 64	15 24	88 97	20 59	62 59	7 90	42 31	30 24	50 48	38 30	43 49	18 26	72 85	34 56	86 48	3 76	10 65	39 22	36 91	19 83	87 53	83 4	21 33	46 48	24 65	33 23	1 57	5 43	54 41	75 70	22 62	73 12	66 91	76 76	69 23	55 58	92 75	58 56	51 39	59 12	32 15	84 11	77 42	78 71	17 51	91 49	27 86	8 60	68 74	67 45	6 51	82 82	9 67	71 49	29 53	95 98	45 73	48 84
98 2	4 67	65 46	78 15	72 8	91 69	21 89	81 63	26 31	54 47	64 97	39 86	75 75	50 9	66 99	41 99	83 11	53 31	43 37	17 65	90 10	51 10	99 39	84 16	63 69	93 9	86 67	49 38	32 59	36 54	19 34	14 90	15 37	42 57	8 5	44 78	18 55	3 89	68 38	35 49	79 98	48 39	29 28	37 2	11 91	30 12	25 70	34 85	24 44	74 58	20 33	82 39	80 75	73 80	95 15	55 90	0 21	10 40	31 45	76 83	7 47	92 65	60 89	96 53	94 54	6 95	2 38	40 39	57 93	12 61	5 8	69 11	38 33	28 28	62 2	70 86	22 29	52 52	71 11	77 66	88 21	33 85	87 31	1 40	9 58	61 1	27 38	89 88	13 58	85 15	46 97	45 12	16 93	47 1	56 25	58 11	59 59	97 45	67 59	23 19
3 48	66 78	2 66	33 23	97 78	48 6	47 4	81 62	92 33	50 19	15 59	13 51	80 29	5 72	49 87	64 91	55 90	65 47	28 27	59 33	8 13	17 15	57 36	58 58	62 95	51 36	19 17	38 46	4 93	69 96	35 44	16 25	63 77	90 2	31 9	73 24	77 45	94 51	14 60	93 98	72 51	43 32	25 67	1 94	32 34	89 1	20 10	24 15	82 38	26 16	95 61	34 41	22 76	42 77	79 30	71 33	84 41	36 47	96 89	27 21	18 77	70 19	41 12	54 97	11 10	44 72	40 40	76 65	74 55	56 42	29 16	10 7	9 81	60 92	86 98	30 40	46 24	53 19	83 82	78 56	12 5	85 58	88 74	99 29	68 63	23 67	67 4	87 32	6 6	7 85	75 12	98 40	39 1	52 40	45 25	37 13	91 95	21 92	61 45	0 54
64 81	31 46	98 55	12 23	52 10	44 86	5 69	36 2	56 64	41 13	69 34	78 7	23 15	26 6	95 74	11 31	61 11	18 91	62 55	93 18	96 22	83 55	81 73	53 5	86 55	66 97	90 8	50 28	85 9	87 96	24 16	32 7	72 27	27 33	40 19	71 99	34 32	2 35	29 50	25 31	89 42	33 97	94 22	21 38	10 51	97 76	6 7	37 27	68 76	91 73	0 97	42 31	76 65	4 18	47 17	48 14	82 58	15 37	74 15	70 59	57 32	58 57	45 70	51 3	38 61	59 52	73 25	39 32	84 82	80 71	60 81	43 87	88 81	54 62	67 24	35 92	20 2	22 51	3 37	99 18	1 75	92 28	13 21	63 75	17 62	65 88	55 49	14 83	30 77	28 18	8 79	77 78	49 2	16 89	79 38	19 98	75 86	7 4	9 83	46 53
66 58	9 18	3 81	80 43	19 96	44 25	32 37	97 81	29 98	34 88	71 37	2 7	46 46	94 83	37 44	48 22	42 63	89 13	76 13	43 70	74 51	23 65	35 44	13 97	45 54	36 66	64 33	4 14	59 1	8 64	77 3	56 96	15 55	87 7	67 40	82 11	28 17	90 37	14 58	40 70	85 50	6 40	84 93	88 99	61 52	93 74	26 20	65 31	33 37	86 44	68 35	55 42	70 44	54 44	17 59	47 48	79 53	1 17	75 43	12 70	53 56	24 73	38 85	22 31	92 46	57 31	58 57	5 62	73 12	41 66	21 31	91 55	0 46	27 21	20 38	49 47	11 5	62 14	7 24	95 12	78 72	30 50	83 75	69 78	96 86	99 62	81 77	25 9	60 20	63 51	31 5	16 77	50 76	52 17	98 84	18 37	51 41	39 24	72 5	10 73
22 22	81 88	35 18	71 84	8 55	25 6	96 6	20 56	63 57	43 76	11 68	21 4	61 71	27 40	88 89	29 41	84 40	31 75	53 81	33 62	42 38	24 2	62 56	48 1	75 42	28 92	97 56	56 34	7 94	15 50	38 25	34 74	44 96	18 88	19 80	54 22	82 70	1 66	83 90	52 81	64 32	59 86	16 46	51 71	67 24	93 13	45 72	39 11	78 35	58 59	73 5	89 2	41 69	76 73	3 10	50 7	12 96	98 39	60 9	0 66	66 34	30 6	87 51	85 12	70 26	10 95	5 11	57 15	90 59	9 95	40 80	13 51	68 18	36 29	37 55	80 42	65 42	95 81	69 55	23 31	72 93	92 20	6 10	4 2	17 24	74 50	26 18	94 26	91 81	99 38	77 68	32 86	86 6	46 81	79 20	55 82	2 35	47 6	49 58	14 67
48 13	43 87	5 51	65 77	91 68	69 97	66 77	82 70	36 91	74 13	8 16	97 18	41 98	39 37	60 60	14 94	50 19	34 36	9 76	80 72	1 25	94 1	26 45	13 53	95 20	27 37	29 50	37 88	23 22	42 45	11 5	63 21	89 1	38 72	32 71	68 43	77 69	17 29	81 94	2 19	20 86	98 51	46 88	87 41	59 10	56 53	6 49	99 62	79 86	30 96	18 94	83 1	75 94	78 58	15 21	64 74	35 33	16 52	55 20	96 35	47 84	70 22	12 83	92 49	86 14	54 81	57 10	67 5	85 62	93 33	58 71	45 32	19 93	76 41	84 48	4 98	88 91	51 7	52 8	3 5	33 15	7 28	49 99	10 71	90 43	71 98	0 32	53 51	61 27	22 3	21 79	62 53	24 61	25 55	31 22	28 99	73 62	40 39	44 8	72 90
26 31	41 9	97 4	49 4	93 77	63 26	23 82	25 12	79 51	70 32	87 42	51 50	61 31	18 39	81 8	74 24	28 71	54 59	6 66	91 3	37 75	75 3	42 29	9 94	58 15	96 96	44 27	1 35	14 56	48 27	72 60	71 38	95 10	35 37	12 38	5 1	68 36	21 78	47 10	2 21	83 18	34 83	4 40	69 98	60 67	46 81	89 11	78 48	99 39	17 74	39 62	27 14	38 70	43 92	82 51	22 29	62 94	64 23	80 52	66 71	85 88	36 35	53 10	45 88	24 27	86 22	55 53	11 31	31 63	30 63	77 32	33 65	73 46	65 52	88 93	94 98	19 16	0 52	13 67	84 55	50 69	8 14	52 35	98 34	29 93	16 95	7 32	92 70	67 48	90 11	57 4	32 65	59 22	10 76	76 18	3 99	20 26	40 32	15 34	56 74
