100	15
2 42	11 30	0 34	1 97	6 19	10 53	9 20	4 39	7 57	3 58	14 87	8 19	12 30	5 72	13 51
7 93	13 15	0 5	12 34	8 48	14 47	9 1	4 44	1 38	10 47	2 85	3 55	6 5	11 60	5 88
5 73	10 94	1 97	11 84	7 80	6 47	14 85	0 53	12 38	9 90	2 84	13 57	3 73	8 20	4 15
2 31	5 4	9 36	0 72	11 97	10 75	8 12	12 43	7 70	4 59	13 1	6 84	1 48	14 17	3 36
11 13	5 72	0 12	6 88	2 98	12 93	4 16	14 62	8 97	9 7	3 37	13 50	7 87	10 53	1 46
8 83	11 4	3 72	0 95	10 15	9 73	2 63	14 6	13 10	5 80	6 26	4 27	12 55	7 38	1 46
7 28	0 83	4 28	5 62	1 16	9 14	11 1	2 27	8 78	14 93	10 61	6 91	13 86	3 64	12 89
13 90	5 46	6 80	9 97	8 42	14 10	3 65	4 55	2 78	1 53	7 58	0 81	12 60	10 66	11 21
11 49	6 34	14 85	4 97	7 4	12 96	13 54	1 58	2 59	9 15	3 90	5 91	10 55	0 65	8 67
6 20	1 63	9 8	13 28	3 68	4 86	10 7	2 22	11 80	5 35	0 12	12 18	7 28	8 63	14 72
8 61	0 53	10 32	14 28	2 58	12 53	4 83	1 54	3 74	5 25	7 72	6 40	11 67	9 94	13 69
3 62	8 69	11 28	7 63	6 65	10 64	4 59	12 13	14 69	1 75	0 68	13 32	2 91	9 10	5 92
14 78	1 39	3 60	11 72	9 17	8 68	13 79	0 74	10 7	5 35	4 99	6 1	2 12	12 93	7 47
13 14	0 4	11 85	12 8	3 19	1 11	5 64	10 76	4 30	9 52	7 82	14 37	2 52	8 32	6 22
13 22	7 16	10 31	14 39	6 4	9 14	3 1	2 3	0 20	5 55	8 49	4 9	12 46	1 60	11 57
7 75	4 26	0 13	10 80	8 87	12 39	9 73	13 22	2 87	6 73	5 62	11 87	14 66	3 94	1 99
12 8	8 68	7 59	14 99	1 40	4 16	10 56	0 83	6 53	2 80	9 33	13 58	5 43	3 32	11 57
12 41	11 74	14 48	13 30	4 99	8 39	6 70	1 36	0 94	2 42	7 12	5 72	9 9	3 99	10 39
11 49	3 82	2 38	4 69	5 37	6 71	9 81	12 40	13 20	10 86	0 17	7 71	14 53	8 2	1 73
13 22	10 64	11 28	1 4	3 70	8 71	2 70	14 32	9 51	0 38	6 56	4 14	5 72	7 95	12 63
11 68	2 8	0 39	8 8	9 37	4 30	5 22	6 57	10 67	3 55	7 93	14 87	12 31	13 82	1 26
7 14	13 90	4 83	9 89	8 42	5 37	1 30	2 66	6 74	12 35	3 46	0 33	11 34	10 88	14 81
0 86	9 96	8 68	2 79	3 66	5 47	7 56	1 44	13 55	10 50	12 62	4 47	11 32	14 44	6 36
3 12	4 24	13 71	0 69	14 97	2 65	8 92	10 67	5 80	12 65	6 57	7 84	9 26	11 72	1 87
4 69	12 78	3 51	14 86	8 64	0 75	9 40	6 79	7 3	13 4	11 7	2 39	5 74	1 97	10 10
10 60	9 20	5 27	4 2	3 48	12 93	14 81	6 81	0 46	13 60	11 63	8 56	7 1	2 84	1 3
6 85	12 50	7 49	10 94	1 4	5 21	9 11	13 58	3 20	2 93	0 27	11 1	8 29	14 80	4 26
7 20	6 66	3 59	8 45	1 63	10 7	14 16	12 20	5 81	13 56	4 61	2 56	9 79	11 28	0 53
14 30	2 9	9 22	8 74	4 76	3 31	0 10	1 65	12 22	13 40	10 97	11 2	7 34	6 63	5 6
10 15	8 48	4 59	11 14	3 90	6 5	14 48	7 20	12 55	2 94	1 69	9 91	5 87	0 78	13 49
14 51	10 67	6 73	8 97	11 32	13 68	2 40	3 11	5 61	9 16	7 49	0 91	12 60	1 93	4 83
1 6	9 89	11 38	14 54	10 91	6 72	4 1	12 16	5 12	13 88	8 48	3 2	2 14	7 23	0 72
4 47	1 36	5 1	11 62	2 20	10 20	14 12	9 10	3 14	13 70	8 55	7 80	0 78	12 2	6 90
10 84	6 71	14 59	2 75	12 45	5 10	4 9	9 49	13 66	1 99	3 61	0 18	8 27	11 39	7 36
2 86	10 91	13 63	3 21	4 15	6 44	14 41	8 60	11 31	0 61	5 66	9 11	12 61	1 26	7 1
3 47	6 31	0 63	2 41	11 65	10 19	8 6	13 89	14 19	4 29	5 2	9 74	12 39	7 92	1 82
14 10	11 76	13 62	0 21	1 31	2 30	4 16	3 99	7 97	6 11	8 39	5 71	9 8	10 43	12 53
12 89	11 54	10 27	4 52	0 97	9 82	8 84	3 50	7 29	5 4	14 56	2 30	13 76	6 77	1 12
14 73	8 92	11 3	9 26	10 41	2 49	13 78	1 1	7 11	5 95	4 96	6 68	3 6	12 14	0 90
0 7	1 16	9 62	7 10	4 21	14 79	3 83	11 52	2 63	6 28	12 34	10 51	8 58	5 24	13 74
9 61	8 43	14 85	3 12	2 83	5 62	11 95	7 79	1 55	13 21	4 64	6 40	12 13	0 60	10 90
3 43	2 21	0 86	11 9	1 59	9 12	14 63	12 33	7 2	4 59	10 33	6 24	5 93	8 59	13 24
12 57	8 90	9 86	5 24	0 21	3 88	11 43	7 11	13 53	4 35	2 1	10 70	14 70	1 8	6 38
11 56	0 76	9 21	13 70	5 38	14 21	7 98	3 11	12 84	6 66	10 3	1 58	2 90	8 26	4 45
2 76	5 47	8 62	1 36	4 10	13 93	10 30	3 98	12 58	6 63	14 90	0 6	7 76	9 36	11 16
10 99	0 87	8 31	14 19	6 82	7 93	9 68	12 81	1 91	13 5	11 70	2 29	5 27	3 90	4 46
