70	100
80 11	85 63	22 68	68 72	31 28	79 48	23 44	98 37	19 85	74 36	70 80	28 22	57 66	54 11	83 6	39 91	86 72	89 32	75 96	32 23	65 74	18 30	2 69	91 93	60 31	56 79	26 27	17 97	71 37	20 9	40 10	34 62	25 93	13 56	73 30	29 54	38 16	72 11	3 86	1 34	30 77	82 37	59 75	48 20	37 81	52 77	90 21	44 22	7 8	81 73	9 38	15 84	64 74	8 96	12 63	96 51	42 49	87 5	63 8	33 57	94 68	6 41	24 40	43 38	5 79	4 68	35 8	0 67	77 94	11 47	55 12	78 80	21 9	41 87	53 54	76 83	69 33	45 98	67 96	66 39	36 5	84 81	49 30	99 68	46 77	14 34	51 90	47 90	50 92	16 50	58 98	95 89	10 45	93 12	92 76	62 44	61 98	27 5	88 18	97 28
22 99	82 99	95 3	17 69	90 68	25 57	30 10	28 92	63 62	49 61	9 6	44 96	23 3	18 75	12 86	71 6	4 19	13 16	48 8	27 34	78 32	75 71	55 6	2 41	89 6	51 32	50 72	92 59	0 32	15 88	32 67	84 53	79 53	16 44	26 70	94 95	21 75	43 11	62 91	61 43	88 83	53 31	67 60	98 40	7 33	45 47	14 37	31 96	73 87	60 93	74 52	8 61	77 62	10 86	99 40	80 49	54 6	91 48	38 86	83 43	68 29	1 85	34 53	70 90	20 53	35 36	66 94	39 73	96 48	86 55	69 21	24 52	97 79	40 7	87 22	37 41	36 42	58 13	81 75	85 42	5 2	59 84	93 89	3 5	46 65	42 79	65 22	33 6	47 97	11 4	19 75	57 6	6 19	64 66	29 23	52 89	76 50	72 32	56 95	41 15
92 91	96 49	47 67	37 64	97 19	80 65	26 24	62 88	2 92	94 90	54 97	63 83	64 48	88 9	21 72	68 68	81 22	50 33	23 52	66 17	15 16	7 1	6 19	32 78	25 95	72 74	75 16	11 82	61 4	42 19	41 17	89 51	12 27	93 2	13 75	77 73	56 10	14 95	78 36	34 49	90 58	10 7	18 16	0 69	73 80	99 29	39 85	33 86	58 68	20 78	59 21	48 2	3 20	83 72	74 41	67 28	95 74	49 91	51 52	86 84	57 12	65 29	46 18	55 46	71 81	91 6	28 24	84 37	29 29	87 72	8 82	69 9	70 22	44 81	43 90	60 33	35 18	24 19	40 82	9 69	4 18	53 27	98 89	31 28	36 27	17 63	85 72	76 32	19 16	79 20	38 24	16 30	27 50	82 31	52 6	5 51	30 68	1 10	22 26	45 62
22 84	26 44	17 2	36 42	83 46	27 77	93 12	55 92	89 37	88 87	64 17	62 83	40 86	67 24	49 2	69 22	61 8	58 9	2 57	39 82	37 50	15 92	11 76	59 79	66 67	1 72	28 55	68 27	85 78	73 40	13 68	41 55	48 74	97 90	3 40	56 53	5 82	95 84	31 78	9 12	65 61	60 7	20 93	19 50	99 56	78 41	46 22	0 68	74 74	71 97	43 9	30 98	6 7	96 12	35 49	10 7	51 97	90 85	77 5	34 66	16 2	23 27	70 67	50 92	91 35	12 37	44 75	25 55	29 74	53 20	52 57	45 33	79 21	21 36	75 61	82 24	92 73	72 79	42 34	18 73	33 3	7 5	14 21	76 90	4 97	47 91	38 94	81 88	57 30	94 78	24 9	87 35	63 23	32 66	86 21	80 98	98 52	84 26	8 23	54 9
55 3	40 22	11 71	23 45	26 52	93 63	77 77	68 19	64 26	94 54	12 90	81 35	10 74	47 50	59 71	63 8	20 42	48 26	89 36	18 63	53 69	88 34	61 34	45 41	92 36	83 11	82 11	78 24	2 98	16 98	44 38	67 62	4 87	42 43	60 33	75 56	32 41	28 79	79 52	58 56	57 35	41 17	65 83	33 43	49 8	86 68	22 56	50 97	54 49	39 79	72 46	9 20	14 12	21 81	29 90	0 61	35 49	7 4	27 33	25 33	46 66	36 11	99 60	84 25	19 13	52 86	15 58	13 89	66 93	87 58	91 92	80 13	31 42	90 55	38 96	73 5	56 60	37 22	95 24	34 13	98 39	62 47	71 6	8 37	5 59	30 96	76 71	85 97	51 23	6 4	1 79	74 63	70 73	17 94	96 86	43 19	24 35	3 56	97 12	69 33
46 5	38 20	44 25	57 34	75 29	41 75	14 68	88 93	55 31	30 49	59 32	80 40	87 28	18 84	28 40	12 21	67 8	17 3	71 55	39 35	65 13	2 12	31 32	64 92	10 47	85 50	36 42	49 63	96 57	68 48	32 43	33 4	8 47	47 14	77 24	78 77	7 76	61 73	40 72	66 74	27 44	6 53	63 73	83 88	76 82	92 82	56 99	50 92	60 94	22 99	16 84	51 4	72 38	69 53	82 19	53 95	73 25	11 63	25 24	24 31	48 79	29 32	98 14	70 71	58 6	89 22	35 58	84 14	3 45	45 17	97 29	21 20	15 90	43 54	1 38	79 96	23 70	34 30	52 95	74 21	54 74	62 59	90 18	93 27	86 22	42 30	99 14	13 28	37 53	9 20	0 45	95 78	5 45	4 40	20 18	26 39	81 32	19 89	94 62	91 91
0 42	66 97	25 47	74 89	87 83	51 36	80 36	99 50	95 54	15 29	70 64	78 64	16 29	34 33	21 70	24 65	19 81	96 36	62 92	18 93	22 97	57 21	40 33	53 72	37 8	86 26	81 4	91 93	77 87	69 57	83 87	10 3	79 65	3 7	54 90	89 99	31 64	23 5	36 5	63 79	49 85	75 73	42 62	85 90	52 38	35 44	60 24	45 5	11 85	2 75	67 72	44 60	93 11	32 68	13 7	90 73	76 67	73 35	72 25	59 16	88 84	6 7	58 84	27 93	65 87	9 82	55 69	56 75	48 47	5 1	20 84	38 3	82 12	8 25	61 4	30 54	26 16	84 87	4 99	68 16	94 90	14 8	43 38	47 7	41 70	71 37	50 13	1 76	12 96	39 78	33 77	7 25	97 58	98 54	29 65	17 40	46 1	64 77	28 92	92 19
96 2	35 5	4 76	75 10	1 73	81 18	43 52	46 14	2 71	28 57	34 65	22 38	92 91	90 48	47 32	42 66	72 85	23 30	39 79	55 51	77 56	80 97	20 9	18 84	69 30	29 71	99 80	54 79	78 13	21 64	50 31	40 20	48 56	76 88	5 2	53 27	31 86	88 25	13 21	56 40	60 19	59 6	89 49	58 18	15 46	86 68	37 36	79 65	51 25	97 40	10 84	7 34	3 84	66 17	87 34	38 71	12 93	32 94	24 30	73 68	45 84	0 35	94 91	98 99	85 43	91 11	83 25	84 30	26 2	6 30	49 18	67 66	57 26	17 23	41 20	19 1	93 65	36 17	64 32	25 9	16 67	62 51	82 33	63 55	68 25	30 53	61 73	65 6	33 56	71 25	70 28	44 41	11 49	8 87	14 35	9 55	52 70	27 45	74 31	95 51
7 4	21 47	65 18	44 22	61 43	56 99	70 30	57 82	94 60	86 59	38 41	11 14	55 88	95 3	19 77	67 10	36 2	64 76	96 37	35 27	8 37	2 19	82 3	63 91	91 44	97 19	50 20	47 17	4 17	71 7	45 18	37 38	32 86	30 85	74 82	12 95	51 90	78 18	22 8	73 50	80 97	85 23	76 13	0 26	6 78	49 26	31 52	58 9	18 22	75 81	79 4	41 28	83 47	26 18	23 79	13 49	14 71	10 42	69 88	29 26	84 76	81 62	53 24	93 24	24 85	20 82	92 38	33 7	3 15	72 73	99 91	42 91	15 11	17 68	28 68	89 80	98 37	52 38	62 31	59 22	25 56	90 20	54 63	43 89	16 27	88 9	1 63	68 32	40 21	46 76	48 61	66 56	5 83	87 59	27 10	60 52	77 41	34 57	9 30	39 35
50 23	72 6	57 2	49 74	8 29	6 69	91 86	24 39	31 51	39 49	77 53	92 33	1 22	64 22	28 69	22 81	80 5	7 41	10 29	25 98	52 17	66 32	74 30	81 73	26 83	14 67	88 18	33 99	43 84	23 77	73 24	55 7	51 59	42 61	13 20	44 66	79 78	59 98	46 94	15 65	41 80	85 63	0 96	21 65	84 52	95 22	65 89	87 31	97 75	45 77	99 10	62 8	56 98	61 61	4 39	47 41	71 6	70 6	9 49	34 34	12 45	5 2	20 48	93 24	3 78	54 68	35 47	29 52	2 51	19 98	67 47	63 5	48 70	89 41	69 97	98 48	68 52	27 67	94 34	11 22	75 96	53 33	60 19	90 56	18 43	36 24	17 21	78 90	40 20	83 23	82 74	30 53	96 51	86 72	37 86	16 77	76 29	38 94	58 83	32 63
60 56	18 81	73 90	86 34	54 48	36 54	8 42	89 96	88 87	16 9	35 28	14 25	72 58	51 41	11 50	87 83	80 49	19 93	32 39	68 28	37 9	93 40	6 7	50 53	55 74	63 80	28 56	52 69	91 59	2 11	97 77	38 95	75 44	78 10	74 73	47 27	31 22	10 79	58 75	23 75	34 89	3 14	70 14	61 32	26 97	85 15	59 43	29 67	57 62	5 76	46 45	4 81	79 75	30 78	20 66	13 62	71 33	1 71	33 5	66 1	43 44	90 74	65 45	92 90	39 67	98 87	76 99	64 86	21 98	40 13	77 69	17 45	95 68	9 16	24 48	44 16	15 50	83 58	82 50	48 48	12 47	84 58	94 26	99 39	0 76	42 24	45 52	22 61	96 49	62 96	41 79	49 46	25 81	69 57	81 21	67 27	7 2	53 46	27 12	56 42
