70	100
3 21	66 12	10 30	9 48	73 77	77 6	36 59	41 98	17 64	93 58	1 73	95 1	67 45	96 73	83 60	26 33	50 59	61 73	44 32	69 94	90 25	29 17	30 66	92 2	91 50	70 46	21 6	64 88	6 15	94 54	31 3	19 97	20 93	12 84	27 44	97 88	76 65	38 88	24 82	60 19	7 93	51 7	46 53	4 10	15 29	85 73	47 14	33 14	62 24	0 14	74 29	75 43	72 10	40 21	87 94	13 40	65 84	55 34	53 93	88 17	56 83	68 62	25 42	5 99	18 1	48 77	22 48	99 7	52 70	32 75	2 62	37 22	39 36	35 79	78 31	89 26	11 23	45 5	86 3	82 47	23 42	98 5	58 41	71 53	42 4	63 37	79 37	84 98	16 15	59 23	54 21	80 33	28 15	43 5	49 36	14 18	81 34	8 80	34 99	57 67
15 66	10 68	99 90	51 47	34 88	70 49	92 53	38 46	43 16	28 55	85 51	37 52	29 74	25 83	26 38	56 27	49 37	83 46	1 89	88 97	17 26	60 97	91 82	59 51	97 95	71 9	12 35	69 18	31 97	20 58	45 42	44 23	65 57	86 70	52 86	54 8	8 26	58 49	11 16	76 72	96 36	33 44	61 8	79 35	23 86	39 78	87 59	78 33	50 15	62 84	73 54	30 48	72 67	74 54	68 1	95 2	4 70	16 91	22 69	80 99	9 4	82 49	89 95	84 63	77 10	93 7	42 22	55 84	2 96	66 67	75 66	48 74	63 23	35 83	94 56	67 2	24 21	32 72	14 84	40 43	18 35	81 35	3 61	57 32	36 45	98 47	7 81	47 1	90 70	46 41	19 78	64 93	5 72	6 86	53 89	13 26	21 85	0 12	41 3	27 60
21 86	76 58	68 40	87 11	50 88	15 68	71 2	16 46	84 30	54 21	97 37	41 13	92 1	6 85	82 30	66 36	48 44	58 75	46 75	52 59	67 43	24 35	65 54	53 73	11 17	17 51	35 18	72 70	0 45	44 85	4 86	5 78	29 4	49 98	32 73	30 53	99 31	79 11	38 21	34 37	31 59	77 90	98 82	9 21	78 99	59 52	56 74	12 45	47 93	28 14	64 30	91 31	55 99	13 6	73 90	69 97	57 79	37 25	89 83	27 67	61 72	45 91	22 11	8 27	26 27	85 98	2 42	75 68	63 99	88 44	51 86	10 33	70 97	14 95	23 9	74 82	86 64	20 30	83 67	42 35	33 8	93 44	96 61	18 50	36 18	81 93	25 43	39 16	90 39	19 76	43 12	7 11	95 85	1 56	94 25	62 46	40 49	3 33	60 64	80 5
94 96	89 28	65 29	82 38	31 37	35 31	22 39	2 93	44 71	40 26	97 38	80 39	34 4	67 69	62 41	1 21	5 84	59 10	63 44	13 64	98 74	24 67	15 21	46 62	69 45	20 77	55 24	25 8	53 43	43 4	76 69	84 50	41 46	77 10	78 11	19 58	38 99	85 56	50 1	99 82	29 31	75 36	52 82	10 10	14 85	96 68	0 67	37 91	72 47	90 84	87 75	18 2	36 63	95 55	21 22	70 31	93 42	68 63	17 63	92 88	74 83	9 94	47 38	32 14	49 79	45 39	42 4	11 48	66 28	6 91	30 42	58 16	28 14	88 84	33 5	27 80	64 96	26 25	7 59	60 36	86 99	81 28	23 37	91 42	48 65	8 28	79 57	4 75	71 1	16 41	56 5	54 22	12 22	73 30	61 10	83 90	51 78	39 21	57 61	3 42
8 75	74 74	12 17	91 83	10 12	33 29	71 34	55 32	69 24	89 38	92 6	84 91	81 98	37 89	78 94	35 66	64 67	77 20	68 58	21 55	82 82	66 59	32 98	30 15	57 55	28 22	5 39	25 12	39 53	47 33	50 26	85 87	93 11	62 95	79 18	42 29	58 83	20 76	99 38	75 33	11 63	95 15	52 99	24 30	19 33	23 19	80 77	26 76	9 29	7 36	45 10	98 8	3 98	14 77	97 72	63 58	18 37	27 59	38 89	2 35	1 57	94 45	61 33	90 12	53 58	43 34	83 43	88 87	46 59	17 1	60 69	86 32	29 52	87 62	22 37	73 89	65 48	4 82	16 4	15 55	49 92	54 77	34 15	41 38	6 34	36 7	51 35	44 94	70 55	48 41	56 9	96 60	13 26	76 39	72 30	59 63	0 6	40 78	31 13	67 93
63 20	84 38	59 35	83 63	60 58	16 94	97 45	81 98	80 2	73 9	14 1	42 40	64 73	48 42	79 45	65 11	24 73	34 72	62 86	9 50	70 84	11 68	17 71	99 26	49 61	89 15	95 66	7 32	27 62	47 84	33 49	67 16	41 97	88 67	87 55	74 92	20 79	39 64	31 28	61 26	6 58	1 83	26 4	3 44	75 9	51 99	22 14	92 29	91 29	52 77	30 30	18 77	10 11	32 59	36 41	40 40	82 68	44 69	5 72	68 1	0 42	77 45	19 73	94 44	90 8	28 55	21 58	96 63	72 20	58 71	45 97	78 90	43 35	8 34	98 76	12 24	50 73	55 35	53 98	13 16	85 51	66 8	56 91	69 27	57 53	54 89	71 12	4 97	86 27	25 29	15 2	37 87	93 64	2 58	35 51	29 2	76 76	38 9	46 24	23 2
99 76	43 63	12 48	57 31	31 64	54 35	10 97	30 42	80 19	73 34	89 20	85 11	51 90	15 52	96 39	36 66	55 98	27 32	47 40	14 81	26 25	23 40	59 21	81 56	65 36	34 82	60 59	97 17	22 6	18 49	19 18	82 88	25 38	40 53	37 45	84 42	7 30	68 83	56 57	46 18	8 75	74 72	2 53	78 38	39 43	87 64	70 37	0 92	32 7	77 3	67 34	35 41	76 10	21 36	17 64	61 55	41 32	95 31	53 99	3 62	71 30	33 27	28 83	92 37	79 97	91 87	13 69	20 42	49 35	66 68	63 28	16 7	88 64	58 17	1 49	69 22	64 41	75 6	52 86	83 91	86 94	24 16	42 17	38 42	94 32	98 5	62 5	45 77	44 68	5 56	29 38	48 66	9 94	72 98	50 41	93 7	90 67	6 1	4 14	11 86
7 94	1 64	25 64	11 76	55 7	54 77	44 86	67 38	18 86	10 66	60 43	3 95	42 65	49 16	21 42	2 67	97 23	41 58	31 80	90 80	79 24	35 24	58 14	8 41	77 15	62 4	94 46	23 34	40 87	85 42	64 9	72 2	37 10	20 64	46 19	45 16	56 31	13 38	17 50	26 75	88 61	57 4	53 38	36 85	61 8	68 7	82 19	73 75	83 91	78 23	24 37	71 52	14 99	5 86	74 50	52 76	92 93	75 53	6 86	50 58	76 14	22 90	86 39	27 20	16 94	47 42	43 53	91 54	51 28	99 41	80 75	59 49	30 73	69 91	48 54	4 84	98 10	29 78	28 76	33 50	19 20	12 86	70 71	32 14	87 61	15 83	96 17	38 95	0 58	63 96	81 56	84 83	66 44	39 55	34 49	89 65	95 1	65 21	93 24	9 47
63 49	47 61	83 72	54 78	65 27	58 77	81 16	11 87	59 85	79 44	72 62	90 32	1 56	62 64	41 75	9 36	80 15	97 27	33 80	82 26	56 28	22 98	94 38	35 69	74 42	7 27	0 65	21 24	52 68	17 95	57 67	31 91	13 90	38 48	61 4	39 1	36 70	19 67	84 29	70 19	99 6	27 23	30 26	26 78	92 80	64 51	93 60	2 63	85 70	69 65	50 78	53 19	34 2	32 65	42 89	5 70	44 49	12 29	88 62	49 53	25 51	23 37	71 59	29 64	60 59	73 20	86 2	87 62	37 29	28 5	6 12	14 83	20 10	15 66	48 33	51 2	91 95	95 53	68 82	4 21	89 43	43 32	45 80	18 46	55 16	78 24	98 2	75 43	16 21	46 28	8 15	77 65	96 21	67 7	24 54	66 63	10 16	76 28	3 97	40 37
19 71	92 57	7 12	3 83	9 34	38 51	35 26	15 67	78 56	76 26	45 24	44 36	99 43	53 15	86 33	46 62	82 53	22 62	56 53	37 18	80 68	16 27	48 88	34 9	87 27	50 24	41 85	1 71	40 9	49 56	67 61	97 25	93 19	29 58	59 65	74 71	36 85	24 92	10 90	12 85	79 84	70 44	75 21	64 25	8 91	28 65	68 1	66 43	32 62	43 34	2 26	72 88	63 85	54 72	30 39	51 97	94 73	71 10	39 59	89 79	62 51	0 8	88 50	26 73	90 41	14 98	21 88	13 89	73 72	85 32	77 72	60 72	42 64	11 53	27 96	17 53	25 13	98 68	95 69	23 29	52 37	84 12	31 36	33 80	55 11	81 67	20 4	6 49	69 65	47 86	18 48	91 79	5 34	57 48	61 46	83 31	4 80	58 40	96 49	65 6
42 27	15 26	45 57	16 56	89 60	11 44	75 51	43 22	29 15	64 24	18 9	44 93	39 82	85 33	33 32	12 99	76 55	99 70	22 40	92 33	54 68	6 50	34 59	19 85	53 14	20 57	79 70	46 23	86 85	83 78	14 33	84 32	91 34	25 97	73 79	1 95	2 93	51 74	57 19	10 26	5 84	31 54	87 43	35 25	68 26	37 7	77 8	67 78	9 40	66 39	65 59	93 43	38 18	72 42	4 1	88 89	47 11	50 4	82 36	30 77	62 18	24 55	55 18	63 2	13 17	49 31	21 77	69 31	96 29	80 18	27 87	97 48	3 13	94 51	52 96	60 81	17 39	48 58	61 91	59 37	58 72	56 63	26 94	74 19	36 25	8 74	95 82	28 83	23 32	90 36	41 20	7 60	40 68	81 21	71 94	32 35	0 11	98 83	70 26	78 87
