100	20
8 71	15 31	0 36	2 54	1 83	12 94	6 7	11 12	14 19	7 63	4 26	19 23	17 77	18 15	3 28	10 60	13 32	16 92	9 18	5 69
9 24	17 46	6 22	8 43	16 70	5 36	10 22	2 29	14 1	1 54	4 97	3 43	13 43	0 37	15 78	18 40	19 69	11 89	7 78	12 79
3 96	10 38	8 34	4 21	18 78	16 50	12 34	7 78	11 68	0 44	5 70	2 55	6 80	13 95	9 61	15 46	14 49	17 71	19 1	1 8
18 41	11 15	8 87	13 24	15 77	12 7	6 74	0 77	4 42	10 29	5 69	19 64	1 15	16 28	7 29	2 96	17 28	9 40	3 53	14 30
1 73	7 99	10 82	13 64	11 33	8 57	9 80	18 85	12 7	15 38	14 54	4 57	19 48	6 70	16 5	5 42	17 2	2 90	3 43	0 62
18 99	17 61	2 10	4 7	5 3	3 27	11 33	12 58	1 48	0 41	6 94	16 58	10 45	14 77	8 74	13 15	15 77	7 39	9 15	19 30
12 47	1 26	9 62	3 63	4 86	8 64	2 60	17 42	11 39	7 50	14 32	10 75	19 64	16 50	15 73	18 54	13 9	6 6	5 63	0 34
8 59	18 48	7 25	12 45	1 95	10 26	15 10	13 52	17 61	2 38	3 75	4 33	14 21	9 21	5 2	19 59	11 52	6 11	16 52	0 65
17 2	14 24	0 98	7 60	6 84	2 34	19 87	11 51	12 22	4 46	5 16	3 49	8 39	1 43	16 64	10 35	15 95	13 43	18 83	9 41
3 43	2 67	0 27	9 43	4 69	8 29	19 2	12 43	10 10	15 1	7 5	11 6	1 43	14 12	13 69	17 39	6 65	5 81	18 42	16 20
12 54	1 59	3 11	6 33	11 73	2 38	4 54	17 92	0 49	15 88	18 57	14 72	13 79	16 89	10 41	5 18	19 90	8 9	7 65	9 73
12 48	7 75	1 71	11 82	2 67	9 47	18 74	8 63	13 46	0 85	3 60	6 15	5 6	17 33	4 27	15 84	14 60	19 70	10 5	16 22
0 99	14 8	2 67	9 41	17 97	8 88	13 37	1 7	19 62	15 3	4 40	12 3	18 31	6 92	11 82	10 3	16 78	7 55	5 1	3 88
3 48	16 77	2 55	17 28	6 43	13 7	8 1	15 90	1 3	10 8	19 16	9 32	5 99	11 64	12 67	0 22	7 7	4 73	18 60	14 9
8 73	16 45	17 3	14 53	11 29	12 72	4 5	15 50	0 34	13 4	6 92	1 45	18 52	2 25	3 73	19 35	5 72	10 45	7 3	9 35
11 87	2 38	10 1	18 27	9 83	1 1	6 66	7 16	0 76	15 59	14 26	16 95	12 19	19 74	17 64	8 64	3 52	5 74	4 6	13 17
10 38	2 27	12 63	14 42	4 10	8 42	1 66	9 87	16 99	15 89	11 5	13 92	3 75	6 7	17 12	19 72	5 5	18 61	0 6	7 29
10 51	8 56	5 8	0 16	7 62	18 82	1 22	19 22	6 70	13 19	2 61	12 75	11 39	17 5	14 43	15 66	16 64	4 8	9 86	3 58
14 45	2 54	12 7	17 77	9 27	19 18	6 26	1 10	18 32	4 52	3 28	15 5	8 57	11 34	7 52	10 28	0 44	5 50	16 28	13 37
0 4	10 28	1 72	8 22	4 5	2 29	12 64	13 34	16 94	5 99	19 58	18 80	14 84	17 33	7 24	15 55	3 98	6 77	11 23	9 59
5 45	18 33	14 54	17 11	7 11	8 93	10 16	16 80	3 71	1 8	11 99	0 9	15 52	4 55	13 72	9 93	12 83	6 28	19 34	2 48
18 67	14 51	0 65	16 39	1 97	8 83	13 72	10 8	9 14	2 66	15 75	5 51	17 68	11 67	7 5	19 61	4 70	12 95	3 66	6 4
7 26	11 93	19 3	10 24	13 60	16 54	15 98	6 55	8 67	14 93	5 97	3 42	0 86	2 11	1 46	4 11	9 42	12 56	17 11	18 92
10 83	14 70	1 67	6 3	0 11	15 72	7 15	13 74	5 4	2 9	18 36	12 31	8 63	19 32	16 97	3 5	17 1	4 37	9 81	11 29
5 32	10 50	6 47	14 84	4 74	8 41	9 15	1 12	2 2	0 12	16 40	17 80	12 81	13 54	15 94	7 3	19 25	11 81	3 53	18 46
10 93	14 51	19 39	3 76	11 87	15 33	1 1	2 4	13 94	7 46	16 44	6 89	12 21	0 59	18 43	5 51	4 15	8 35	9 57	17 75
12 67	3 5	11 21	6 66	5 50	18 38	16 18	15 81	0 58	8 62	19 13	4 40	1 10	7 81	2 71	10 93	17 15	14 57	13 29	9 9
12 71	16 55	1 90	11 93	19 19	17 9	10 72	4 18	2 26	9 73	0 48	3 40	5 82	6 71	8 59	15 59	13 18	7 73	18 51	14 12
6 54	0 47	7 69	3 82	19 48	11 1	9 98	13 45	14 16	10 69	1 87	12 27	18 37	5 6	15 34	16 6	8 82	2 77	4 72	17 95
9 86	8 53	14 58	5 15	16 88	6 45	13 22	3 62	2 65	15 31	1 67	19 57	18 26	11 71	4 91	12 50	17 41	0 13	10 31	7 51
9 48	17 49	1 11	10 76	5 63	3 70	7 88	8 27	13 54	11 9	16 83	0 19	4 55	14 86	2 62	18 71	6 44	15 58	19 50	12 92
9 59	19 14	3 94	1 68	0 10	7 3	13 59	16 37	14 40	18 46	11 91	10 13	6 55	17 69	8 82	2 28	15 26	5 43	4 62	12 94
11 30	12 81	14 9	4 91	9 47	3 69	16 13	5 82	8 74	7 45	19 37	15 65	17 17	10 87	1 6	13 77	6 62	2 44	18 3	0 50
10 1	17 52	6 3	14 70	13 8	9 98	8 60	2 6	16 15	7 18	19 86	0 16	15 63	5 4	12 25	18 4	1 47	11 53	3 21	4 34
16 13	14 50	4 48	5 91	1 63	15 2	12 26	10 23	13 86	17 25	0 34	9 16	8 69	2 74	11 54	3 62	18 45	6 65	7 80	19 71
2 58	17 69	0 26	3 27	12 47	19 74	14 42	7 4	6 67	11 86	16 28	9 18	18 72	13 4	8 39	1 5	5 14	4 57	15 50	10 1
12 10	13 31	10 34	19 4	2 46	9 97	6 16	11 48	16 21	7 69	5 6	4 10	3 55	17 72	15 55	1 30	8 83	18 50	14 39	0 62
16 25	5 36	17 46	8 66	14 91	3 68	13 33	11 46	12 89	9 4	1 42	0 7	2 32	18 44	10 55	7 70	6 97	4 19	19 32	15 30
7 60	8 24	9 77	4 63	15 51	1 4	13 13	10 59	16 64	12 41	0 54	11 58	19 29	2 6	3 80	14 13	18 78	17 54	5 97	6 5
12 70	6 75	13 63	10 28	3 28	2 28	19 84	18 47	11 21	14 87	1 83	5 1	0 76	17 44	4 33	8 83	7 57	9 17	15 74	16 86
6 24	8 2	17 76	5 59	12 61	11 81	10 40	13 74	2 5	18 80	7 96	14 36	16 75	1 4	15 18	19 58	4 55	0 1	3 72	9 12
13 90	5 22	17 12	0 56	19 54	7 87	4 41	2 3	8 54	11 33	1 91	14 18	15 6	12 90	3 5	16 81	9 40	10 34	6 83	18 2
