20	20
7 150	14 60	12 1	17 68	5 185	4 127	19 54	9 3	18 26	0 111	15 83	8 161	13 186	16 83	6 127	3 37	10 109	11 181	2 187	1 38
19 184	7 84	9 163	14 37	11 64	13 40	3 58	6 63	15 53	12 78	8 13	17 93	4 76	2 59	16 118	10 114	1 154	18 102	0 95	5 166
14 16	0 21	7 179	17 82	4 121	3 168	10 50	18 29	13 103	15 93	11 104	6 167	8 163	12 22	9 9	1 6	19 176	2 151	16 5	5 8
15 161	16 146	13 161	6 31	4 103	5 27	11 90	0 92	2 141	10 161	8 79	12 53	1 34	17 181	7 157	9 97	18 2	19 145	14 7	3 182
6 42	9 146	13 161	19 113	18 191	3 48	14 157	5 111	17 181	11 44	8 40	16 98	2 86	7 187	12 18	15 87	1 69	0 7	4 139	10 89
11 34	16 26	15 192	0 175	18 141	2 143	6 181	17 28	12 155	9 182	19 184	14 124	10 153	4 138	13 113	1 22	7 24	8 66	5 103	3 90
0 149	11 57	19 83	17 121	8 1	16 180	9 103	4 75	6 65	13 198	5 57	14 106	18 73	1 92	3 200	2 110	7 158	15 167	12 72	10 30
19 110	13 83	15 146	10 148	12 29	0 142	7 75	9 137	3 181	2 74	6 29	17 186	8 161	16 50	4 155	1 28	5 24	18 102	11 84	14 111
0 31	2 141	18 165	6 55	3 170	8 138	5 33	19 72	11 54	17 137	10 86	13 36	9 26	1 174	16 118	14 6	4 49	12 134	7 186	15 170
1 146	0 15	8 105	12 31	6 7	18 29	15 162	16 2	11 71	7 180	9 186	3 102	13 112	14 110	10 51	19 155	2 47	5 135	4 66	17 117
6 134	3 185	16 113	13 108	8 172	1 119	10 31	7 129	2 183	9 13	14 33	12 51	18 56	17 34	5 59	0 65	19 40	15 192	11 106	4 156
5 158	12 54	14 180	4 81	7 80	1 103	9 136	0 91	13 139	15 13	3 127	2 45	19 76	8 186	17 57	10 24	18 20	11 62	16 56	6 133
2 185	5 121	17 67	4 101	14 42	16 91	12 164	8 9	19 27	13 177	18 94	1 10	9 115	0 59	7 139	11 176	15 75	6 162	10 10	3 188
18 179	0 95	5 22	8 190	15 192	2 169	7 84	1 81	12 70	6 123	13 154	17 65	9 70	19 194	11 72	14 69	3 173	4 199	16 167	10 117
5 33	18 87	6 154	9 138	11 47	3 23	2 130	16 101	4 33	8 131	10 142	0 43	7 118	19 120	13 75	15 162	17 196	12 44	1 83	14 54
0 50	15 98	13 120	16 3	8 121	1 149	4 128	12 54	10 177	18 50	7 107	19 15	5 94	6 175	11 59	14 17	3 95	9 149	2 59	17 179
9 65	15 135	1 88	16 117	4 104	14 23	11 122	2 73	7 165	6 81	19 135	0 75	3 4	8 162	12 88	13 8	18 30	5 123	17 94	10 36
3 6	17 12	1 66	8 46	10 195	19 24	11 90	4 180	5 47	15 57	9 155	7 142	6 79	16 36	2 96	14 162	13 133	0 12	18 56	12 184
19 20	2 86	7 43	10 27	14 45	1 68	11 17	6 176	9 55	4 186	8 100	17 160	15 158	0 64	12 36	18 118	5 108	16 18	13 15	3 121
7 129	4 27	14 13	5 125	11 102	19 93	3 18	17 92	16 55	2 26	6 157	1 189	12 94	8 103	15 191	10 67	18 110	13 51	9 69	0 173
