40	20
13 42	12 41	8 46	6 70	17 86	1 60	15 58	7 48	2 25	4 43	5 83	11 73	10 38	9 1	0 80	18 42	14 99	19 61	3 11	16 53
16 9	5 18	12 59	4 59	14 70	17 92	7 52	19 6	3 31	2 51	13 23	15 1	10 74	6 38	18 42	11 13	1 43	9 87	8 19	0 84
13 22	4 12	1 44	3 31	15 93	19 32	14 28	6 92	5 54	8 57	10 76	9 65	11 37	18 35	7 94	16 2	12 33	2 5	17 13	0 17
11 10	14 77	4 46	13 80	8 63	1 44	12 21	18 41	19 45	5 65	9 24	3 37	17 96	16 35	2 18	10 2	0 53	6 3	7 91	15 14
4 39	13 47	0 24	7 53	8 67	1 40	10 32	3 55	9 67	6 75	11 45	12 81	17 69	16 27	18 64	2 10	19 46	15 44	14 2	5 51
17 86	10 82	5 98	19 33	2 15	3 48	16 37	8 79	14 37	15 24	13 13	4 69	1 54	9 85	12 23	18 55	0 34	11 77	6 71	7 69
9 67	10 36	3 58	14 31	15 69	5 19	1 51	19 89	8 24	4 86	2 3	16 89	0 75	18 64	12 31	6 39	17 58	13 33	11 61	7 70
1 86	8 48	16 86	12 35	3 8	15 63	0 44	2 78	14 16	7 10	19 33	13 72	5 84	17 89	9 53	4 81	10 77	18 80	6 92	11 86
4 24	7 23	11 41	8 4	5 43	16 45	12 30	6 60	13 32	19 72	3 85	14 74	2 66	9 65	10 64	17 12	15 94	18 46	1 17	0 10
9 1	8 25	3 5	19 15	16 42	17 28	15 33	14 72	12 81	6 88	5 18	2 62	7 32	10 4	1 46	0 64	18 66	11 80	13 67	4 72
16 44	2 9	6 9	4 93	14 49	18 23	0 57	9 8	3 77	5 55	17 6	19 88	13 81	15 95	10 81	12 99	11 29	7 79	1 86	8 2
15 45	1 51	6 82	10 4	4 33	0 46	12 22	9 76	14 39	16 72	2 78	8 18	11 67	7 54	3 99	17 58	13 45	19 6	5 69	18 13
3 66	2 92	0 47	19 22	6 51	14 68	18 82	9 26	15 11	10 67	12 89	5 71	11 53	7 77	17 80	13 49	1 95	8 66	4 10	16 3
7 93	15 52	5 42	11 48	19 8	18 19	1 38	9 52	10 65	2 9	8 10	16 85	17 88	0 27	12 72	6 74	13 92	3 34	14 59	4 52
13 76	12 83	4 99	0 22	18 1	15 23	11 37	1 57	6 59	2 15	9 96	17 94	14 99	7 43	8 68	3 97	19 91	5 8	10 80	16 42
7 80	3 13	8 56	11 94	16 14	4 34	0 52	13 82	9 96	5 73	18 89	10 65	14 98	17 56	2 75	12 24	19 61	15 74	1 15	6 17
1 38	15 56	4 52	5 98	13 35	9 51	16 82	2 43	11 2	0 79	7 79	12 50	19 64	3 89	6 36	8 35	14 85	18 88	17 60	10 76
11 51	13 40	3 38	18 62	10 40	12 41	7 47	2 71	8 29	1 87	15 7	6 22	4 52	9 98	0 13	17 34	5 49	19 60	14 83	16 27
6 80	3 48	11 44	1 61	0 45	10 75	14 10	17 84	9 80	2 66	13 94	7 33	18 49	16 99	4 81	12 85	8 50	5 96	19 80	15 30
15 65	5 43	8 11	6 17	19 75	9 92	12 20	10 50	17 25	3 53	14 89	2 40	18 28	4 97	13 48	7 13	11 9	0 19	16 94	1 17
8 45	16 50	1 8	17 93	5 78	15 16	14 44	18 59	4 30	2 42	10 71	19 99	7 64	12 68	11 5	3 97	13 45	6 69	9 36	0 33
9 97	1 71	7 68	8 43	14 33	18 35	5 27	2 68	16 45	0 33	11 65	12 61	17 90	15 80	13 64	3 63	4 56	10 20	6 75	19 14
4 70	12 39	6 12	17 65	9 84	2 51	18 24	10 24	0 54	19 60	5 20	7 59	15 55	3 66	14 78	8 86	13 76	1 12	11 85	16 74
13 61	11 97	1 38	2 35	0 79	6 48	5 35	18 1	19 22	12 65	3 84	10 52	4 92	9 39	17 58	16 57	14 98	8 35	15 18	7 51
9 54	2 8	5 40	3 46	1 12	18 58	10 9	15 41	11 66	12 55	7 52	16 53	4 64	0 40	17 45	14 60	13 76	6 16	8 22	19 88
16 49	18 72	15 35	12 12	3 34	11 55	17 6	8 24	0 60	4 35	1 14	13 42	2 31	7 97	19 84	14 79	6 49	5 18	10 98	9 93
0 53	1 58	3 42	5 78	2 63	9 25	13 50	18 67	8 21	4 12	6 47	16 95	12 37	15 98	17 80	19 52	10 17	11 68	7 93	14 24
4 2	8 21	7 47	5 90	1 37	9 25	18 74	16 92	13 89	14 43	10 25	2 61	17 18	3 93	19 37	0 49	15 3	11 32	12 37	6 9
14 94	5 89	6 13	7 52	16 67	4 54	8 16	18 49	0 83	1 9	15 89	12 43	19 61	2 13	9 96	17 38	13 21	10 41	3 72	11 28
4 96	14 22	11 42	19 31	8 36	1 14	3 28	0 36	7 60	15 70	16 99	5 28	13 16	12 51	17 73	2 47	10 5	18 44	9 97	6 93
1 36	19 90	9 3	13 52	12 82	10 88	16 31	5 99	14 23	15 99	6 93	3 83	2 51	4 29	8 92	11 55	18 53	17 81	0 63	7 52
9 78	4 9	10 7	0 70	14 87	8 15	6 27	15 54	2 4	11 40	7 24	3 44	17 20	13 55	12 24	5 89	18 65	19 63	1 93	16 78
6 99	7 96	8 14	1 30	19 26	11 99	12 14	15 84	16 8	18 30	10 74	17 62	13 37	3 64	14 22	5 73	0 10	4 67	2 72	9 87
4 18	10 76	16 38	12 64	11 3	6 22	7 66	19 21	13 76	2 45	3 44	17 94	14 9	1 9	15 9	9 63	0 95	18 66	5 47	8 60
10 74	8 92	1 48	7 7	14 58	0 16	15 73	4 69	12 87	16 62	11 56	6 16	13 90	9 22	19 26	18 43	17 74	5 6	3 74	2 17
19 88	6 71	0 29	1 49	5 43	13 59	12 11	7 32	14 7	4 95	9 12	16 3	15 72	18 54	3 16	10 13	11 25	17 78	8 72	2 20
1 69	3 69	12 93	13 18	18 37	11 11	9 20	14 27	19 95	7 90	10 38	2 26	4 27	5 11	0 25	16 93	15 70	8 64	6 28	17 36
15 83	0 91	9 8	1 82	11 22	4 91	19 76	13 88	3 88	5 22	10 95	17 53	12 62	8 7	16 22	7 26	18 56	14 98	6 51	2 36
8 36	9 1	6 55	11 77	14 57	7 87	1 36	5 3	13 57	10 45	18 87	4 7	15 19	16 45	3 75	2 70	19 37	0 99	17 76	12 71
16 94	6 97	18 28	19 6	14 28	11 39	2 54	12 16	9 50	13 36	0 31	5 95	17 3	1 96	10 90	7 2	4 14	3 17	8 8	15 4
