20	15
6 56	10 51	4 50	13 46	14 48	12 53	8 42	11 52	5 46	0 53	7 61	3 53	1 56	9 59	2 54
10 46	13 59	8 54	2 48	0 50	12 46	5 55	6 44	14 56	9 51	4 55	1 51	11 47	7 59	3 51
12 53	7 50	14 50	9 49	10 51	1 53	2 46	6 64	3 42	11 58	0 55	8 52	5 58	4 50	13 51
10 49	5 50	3 57	7 38	14 49	1 48	9 52	8 56	4 44	13 55	2 46	0 51	6 43	12 49	11 44
1 44	6 50	3 49	5 47	11 50	8 51	0 44	9 48	12 49	7 46	4 50	13 55	14 45	2 53	10 44
0 50	10 47	7 43	3 52	11 42	14 50	4 49	9 47	1 56	2 40	8 51	5 56	12 55	6 46	13 52
9 50	2 49	3 45	6 47	1 44	13 43	11 50	14 51	8 52	12 51	4 53	10 54	0 47	5 51	7 46
14 52	11 44	2 55	3 45	8 46	12 48	9 54	7 54	13 47	6 50	4 47	0 50	1 58	5 49	10 52
9 59	11 49	7 51	1 56	12 48	13 54	6 48	10 55	2 44	4 50	14 42	8 37	3 49	5 57	0 52
4 48	7 48	5 57	11 53	2 48	3 49	12 59	0 52	10 47	14 44	13 56	1 53	9 56	8 53	6 57
9 52	13 52	14 50	11 44	0 59	1 53	10 47	5 51	7 52	8 47	3 46	6 50	12 49	4 51	2 59
5 52	0 48	3 57	4 59	6 44	13 54	8 58	1 52	11 52	9 45	2 50	12 50	10 47	7 52	14 49
3 51	14 50	10 44	9 48	11 54	2 49	8 46	0 50	1 53	4 51	5 56	7 51	6 47	12 42	13 47
7 46	8 41	6 40	0 55	1 51	10 49	5 51	2 58	9 49	4 46	3 55	11 41	12 51	13 40	14 58
7 47	11 48	12 55	3 49	8 46	2 57	9 47	1 51	5 59	10 51	13 52	6 44	0 55	4 51	14 48
8 53	4 50	13 50	12 49	6 56	9 51	14 54	7 56	0 51	5 60	10 59	2 49	1 53	11 48	3 54
14 46	5 54	13 57	12 52	2 51	1 56	6 55	4 58	7 61	0 43	9 47	11 50	8 41	3 50	10 53
7 59	3 56	10 52	9 47	2 47	4 51	12 42	1 41	5 47	11 46	8 56	6 68	14 50	13 44	0 44
6 48	3 53	2 46	7 47	13 49	8 54	12 53	1 52	10 41	5 48	11 49	14 48	4 50	0 45	9 51
12 50	7 59	2 52	8 44	1 49	4 43	6 49	13 44	10 42	0 49	3 54	5 47	14 41	11 58	9 36
