50	100
3 30	28 18	99 86	95 57	43 68	96 19	77 36	1 16	71 96	14 83	46 30	83 1	64 49	51 7	42 76	2 35	69 66	68 99	35 53	32 63	61 81	84 14	10 34	31 17	56 5	48 42	76 48	53 63	40 79	20 13	73 47	87 68	45 46	57 4	25 92	22 90	12 64	78 12	94 15	62 11	75 96	26 80	89 43	16 1	80 38	90 52	59 93	36 69	91 88	6 87	8 42	44 44	70 19	98 15	34 40	93 36	27 98	85 20	74 58	41 5	37 66	63 70	18 59	92 3	52 10	21 48	65 43	38 21	5 96	66 84	72 32	0 47	55 82	97 88	82 97	54 46	50 97	19 3	29 50	30 51	88 72	39 45	9 10	17 11	15 70	13 84	67 10	49 80	33 18	23 70	79 78	4 97	24 30	58 83	86 56	47 88	7 31	60 50	11 5	81 56
72 52	95 46	52 51	41 31	86 34	17 26	81 35	6 59	3 35	7 32	0 13	21 53	66 71	64 78	9 41	67 98	42 58	59 55	89 56	1 37	61 45	76 55	55 72	37 4	11 38	90 87	49 85	57 57	65 67	10 94	34 84	4 10	40 13	23 78	30 33	46 68	38 66	54 25	53 3	58 28	2 99	98 47	63 5	80 67	50 57	22 75	43 69	56 27	33 12	69 91	24 98	87 14	91 84	14 99	51 62	99 36	92 48	88 87	20 89	82 47	97 32	70 76	36 16	39 78	78 81	8 10	73 55	29 43	75 67	44 35	79 74	26 73	84 80	12 66	27 79	13 11	60 24	48 29	68 81	83 11	96 12	16 45	25 74	28 49	74 64	31 2	19 46	18 52	5 31	35 76	15 63	45 50	94 2	71 42	93 82	85 55	32 12	47 3	77 39	62 82
33 63	71 75	73 68	6 36	35 66	75 79	72 70	46 58	1 47	36 14	94 19	96 30	70 19	20 49	5 5	25 21	88 19	21 66	99 60	44 88	69 27	54 90	61 21	37 10	10 64	2 74	62 97	7 52	76 12	93 18	0 78	22 1	50 41	31 43	60 63	92 34	28 71	51 83	59 12	27 94	74 32	47 65	12 1	67 85	53 24	34 10	84 31	45 72	40 95	79 13	91 18	83 72	48 92	43 95	81 57	78 79	24 31	98 59	56 69	65 31	15 78	3 77	57 71	39 91	55 17	42 73	86 68	29 79	14 16	64 54	38 64	85 96	49 54	87 59	4 25	66 17	58 99	30 20	63 23	16 34	11 63	26 59	97 88	8 95	9 89	89 28	95 49	41 91	68 41	13 49	17 87	77 37	18 58	19 64	82 40	90 81	80 46	23 84	32 70	52 37
54 70	40 98	55 6	26 4	72 67	10 79	48 82	71 11	22 99	23 25	97 32	15 46	14 87	53 21	29 99	61 15	35 53	16 48	5 59	93 67	28 11	99 17	69 66	20 40	31 4	96 57	17 20	25 42	89 41	60 57	44 11	63 88	33 78	65 40	32 62	24 28	7 96	1 38	36 99	79 23	8 73	38 10	51 25	73 29	41 86	52 77	47 34	76 58	66 57	4 25	58 76	0 16	62 44	83 89	27 62	42 10	30 90	11 27	43 87	82 39	18 37	64 20	45 49	86 63	92 45	78 24	19 23	39 80	50 17	81 95	70 22	21 89	68 16	3 77	34 22	59 30	37 90	95 46	67 84	49 84	56 8	91 88	75 60	98 40	84 35	85 81	87 49	9 1	74 12	90 86	46 67	6 41	77 48	80 95	12 20	88 70	94 30	2 48	57 59	13 2
26 33	83 53	7 76	37 4	15 38	65 60	22 60	28 99	35 34	63 47	10 37	6 8	78 4	60 71	33 82	66 76	97 93	16 59	75 11	62 78	43 46	84 29	82 41	76 54	21 24	87 99	9 99	30 4	25 94	55 11	27 13	69 39	94 29	79 3	72 29	17 44	0 19	96 33	20 19	98 68	31 71	18 78	2 63	12 2	1 6	67 36	29 41	38 60	39 97	45 55	8 53	85 48	90 28	53 72	61 91	47 29	73 90	77 59	93 40	99 69	3 38	56 27	81 88	44 75	51 54	5 67	86 35	71 92	36 51	54 68	14 34	32 41	34 86	13 53	57 53	89 3	23 70	46 58	24 4	11 79	74 23	40 26	80 40	88 27	64 89	95 25	59 93	52 45	91 74	58 54	19 55	48 84	49 20	50 71	70 54	92 66	4 35	41 38	42 32	68 35
7 81	65 21	49 77	72 43	96 63	75 93	40 93	89 99	11 86	21 64	74 86	81 36	83 83	46 49	98 44	53 98	6 47	25 43	48 57	66 14	27 60	64 74	93 38	29 84	68 12	59 45	9 90	71 83	56 91	14 41	16 34	91 81	52 48	28 56	13 16	24 59	92 49	82 80	18 67	90 51	77 14	54 62	38 39	41 19	73 51	85 33	42 30	43 61	3 76	99 85	55 68	60 4	78 15	34 64	5 10	84 54	20 37	95 8	88 56	80 27	39 96	97 89	70 64	22 85	87 8	61 36	94 41	50 47	35 60	31 23	58 23	4 70	45 54	33 16	37 36	32 9	67 82	8 80	79 13	51 23	69 44	26 59	2 33	12 27	17 58	76 53	23 75	86 68	57 40	62 63	30 69	15 82	63 2	36 56	44 20	1 23	19 48	0 37	10 72	47 86
80 87	36 3	7 30	49 27	59 80	4 12	18 8	94 75	97 25	22 54	77 38	93 75	82 43	0 80	67 47	89 69	9 9	1 93	78 62	85 92	11 73	71 93	2 27	33 30	3 50	98 93	21 24	17 38	6 47	73 72	64 29	12 90	47 6	92 46	58 4	28 43	86 26	62 51	56 61	14 17	83 41	24 46	44 49	69 55	99 58	48 58	40 30	39 50	81 59	45 72	23 70	91 76	8 12	20 28	42 13	52 56	32 82	5 38	90 9	37 42	74 4	10 4	34 64	50 46	57 21	35 40	30 94	87 38	54 19	84 91	96 12	61 33	13 86	26 16	29 79	63 73	95 97	27 68	41 39	75 35	51 86	46 9	70 38	25 72	43 5	55 8	76 50	72 74	15 72	66 49	65 77	60 42	88 23	68 78	53 16	79 80	38 61	19 38	31 88	16 58
40 75	39 34	51 56	97 4	68 32	54 34	56 14	74 3	85 86	29 59	61 19	94 75	43 35	15 71	50 33	37 11	93 7	90 70	71 61	86 41	78 53	70 93	11 91	27 88	59 54	98 76	67 58	72 59	32 64	47 33	65 43	82 18	81 72	6 52	87 2	49 84	75 23	3 9	96 34	31 92	58 43	2 42	44 34	9 88	8 28	52 11	19 75	25 32	17 98	20 78	36 33	57 93	18 42	64 21	10 82	14 38	24 7	84 53	91 97	34 73	63 53	13 30	76 61	12 94	77 54	83 77	62 49	69 95	66 90	4 70	92 24	60 90	28 96	5 66	46 94	23 35	0 33	99 59	53 34	7 85	42 92	45 56	16 9	73 21	21 41	22 5	80 54	30 7	26 72	95 89	88 34	55 63	33 78	89 35	1 99	41 55	38 40	35 16	79 61	48 53
25 89	6 93	3 91	75 98	98 44	13 93	93 41	77 42	28 68	5 12	1 48	10 69	59 2	69 61	2 38	47 89	31 96	23 98	83 68	19 55	61 59	14 88	15 4	20 3	90 12	86 12	64 24	80 77	87 59	18 39	12 16	37 60	56 77	57 20	43 40	41 78	63 82	91 49	95 57	17 13	21 35	9 95	24 21	50 15	35 84	33 28	34 37	70 90	89 66	30 66	97 16	29 35	78 63	92 27	74 42	16 33	26 18	62 74	39 16	52 48	67 61	72 15	22 46	66 83	42 45	99 22	53 33	8 27	51 29	58 39	44 51	60 94	73 38	71 3	48 97	96 44	38 30	68 70	55 13	81 64	46 26	7 87	54 73	0 62	85 70	36 80	4 97	94 14	82 24	76 75	65 15	88 24	45 15	84 14	40 53	32 64	27 54	49 78	79 1	11 86
65 97	54 84	58 74	93 2	36 85	80 25	13 5	68 18	81 41	56 97	69 56	19 20	22 30	20 38	47 17	28 66	72 52	91 45	33 62	40 69	43 42	98 54	0 64	96 63	6 73	41 37	44 25	61 6	3 50	21 44	50 27	48 65	82 83	51 54	5 3	16 72	64 68	86 25	8 70	85 10	45 76	4 82	37 7	49 79	1 38	62 3	35 74	15 95	42 66	92 8	18 98	97 74	25 10	95 87	10 23	90 67	73 44	7 65	77 9	99 2	60 34	83 37	31 6	14 48	9 1	88 92	94 28	74 14	89 57	79 61	23 51	87 97	53 62	24 40	59 7	70 59	55 85	71 95	78 73	34 13	32 51	76 6	30 83	52 78	46 10	29 97	39 84	2 21	11 13	57 12	27 96	75 70	38 26	26 53	66 35	84 37	67 11	17 67	12 30	63 43
28 33	63 98	15 27	48 47	93 63	10 1	82 1	52 62	0 3	61 94	71 50	66 35	11 26	80 85	55 57	9 90	81 96	2 23	88 86	4 72	94 63	59 60	70 41	46 60	3 20	73 60	12 68	99 52	35 74	20 89	30 94	87 46	65 51	54 32	29 80	26 37	97 64	38 55	5 29	50 10	79 51	68 40	69 4	17 32	60 64	7 47	16 51	8 55	45 42	56 20	98 2	92 4	74 83	75 18	95 55	23 26	43 88	84 7	41 68	53 82	6 45	31 43	67 89	85 84	18 20	89 69	25 66	24 84	58 77	91 3	32 95	21 69	96 20	44 77	39 98	57 45	51 52	77 2	72 67	1 19	40 47	64 32	22 44	86 88	19 74	14 44	78 58	62 8	47 91	49 61	83 86	34 46	42 31	13 96	36 61	33 82	76 28	37 88	27 49	90 98
59 82	6 38	93 69	22 39	41 39	5 72	34 16	49 82	19 92	52 61	18 54	40 70	23 33	80 37	38 64	4 85	96 53	92 77	25 97	83 58	57 4	60 47	32 45	61 46	12 24	73 92	77 6	98 79	11 80	78 88	90 89	79 94	31 15	54 5	94 91	17 70	48 88	35 53	97 66	75 38	43 34	84 97	47 85	37 77	51 98	62 12	42 30	85 87	56 49	70 54	99 8	46 7	72 8	10 38	89 53	36 66	69 42	33 63	16 88	27 84	14 45	66 69	58 94	65 39	82 19	50 24	28 91	71 72	29 71	68 21	15 61	55 37	9 32	91 27	53 89	24 79	87 24	95 36	7 35	2 97	44 27	8 80	67 42	30 56	81 44	63 23	1 30	39 48	64 79	86 22	0 21	20 52	3 96	88 34	45 57	13 41	74 50	26 29	76 40	21 50
46 74	65 70	83 89	49 13	22 27	68 10	93 67	36 84	80 44	16 39	28 50	95 81	88 56	2 94	78 88	54 85	97 49	91 56	1 6	45 5	73 8	12 15	48 94	87 36	34 90	19 35	23 76	26 40	25 3	18 13	56 24	94 72	42 76	32 35	15 96	9 51	59 53	0 95	31 27	74 68	33 13	62 46	13 85	10 69	89 25	84 50	66 66	69 72	92 28	14 78	61 78	40 36	7 16	79 17	63 87	77 45	35 29	58 50	37 53	47 72	5 27	55 5	20 76	71 89	86 62	39 13	99 95	6 2	38 23	57 88	52 43	4 75	29 11	53 81	17 39	30 38	85 38	70 52	41 28	44 88	3 67	11 41	82 26	72 51	64 34	90 43	50 64	8 19	51 31	75 26	96 99	24 53	76 22	81 98	67 35	60 98	27 38	21 14	98 82	43 3
7 99	79 85	15 38	99 54	98 79	69 41	74 60	35 10	93 8	40 69	46 70	47 66	96 20	84 70	60 75	56 21	92 61	26 67	58 16	45 68	13 37	63 70	75 74	48 70	64 67	32 12	41 76	87 92	2 85	14 55	70 21	62 98	78 11	30 53	66 4	44 78	90 28	4 47	21 17	31 1	52 17	61 81	95 65	43 62	10 5	83 54	53 86	20 90	49 69	0 27	1 46	17 38	71 29	57 23	89 61	23 98	28 17	55 63	3 48	24 75	29 70	86 91	77 20	88 42	97 86	33 63	91 19	82 2	65 68	73 42	68 78	94 47	36 14	5 74	76 64	34 50	51 14	12 48	54 49	38 92	72 64	25 89	18 96	39 69	50 15	81 57	8 39	42 64	27 5	9 25	19 30	85 59	6 61	80 94	37 52	59 48	16 40	67 6	22 96	11 33
22 45	81 18	78 81	24 38	48 99	61 6	93 1	52 91	13 68	99 26	83 98	97 33	90 51	1 20	15 72	82 49	58 8	47 82	19 33	10 11	56 23	7 63	32 23	6 99	68 2	66 72	76 84	63 69	8 40	16 81	71 60	50 53	85 50	23 54	36 77	57 92	59 81	64 39	30 27	21 59	41 89	88 65	62 32	20 47	80 7	86 43	33 78	70 90	38 5	5 93	60 27	51 14	91 66	74 89	26 23	53 40	79 48	55 37	35 62	34 89	17 65	92 17	96 23	29 11	95 14	89 43	27 71	37 64	67 92	0 51	65 38	2 3	4 83	98 81	75 45	3 51	84 23	44 79	72 84	69 85	28 93	77 3	73 44	14 4	87 98	25 65	43 46	12 6	46 65	40 78	94 14	54 30	45 77	31 24	42 32	39 67	18 8	11 65	49 82	9 3
74 63	67 97	23 97	70 42	90 35	62 21	85 99	30 65	31 39	95 11	25 92	49 62	17 16	6 9	69 80	61 24	55 81	41 19	79 96	76 79	51 61	27 45	71 49	60 22	64 94	94 54	86 54	91 70	39 43	7 23	89 49	24 68	29 58	46 94	15 86	84 15	38 74	20 92	50 28	96 93	80 95	5 89	16 92	68 17	8 7	58 42	92 63	9 3	83 78	72 93	1 89	48 97	37 10	99 68	10 16	73 43	97 43	63 92	57 81	14 70	2 21	44 22	54 99	77 94	81 4	93 14	40 67	28 31	32 69	18 49	66 11	13 80	78 97	11 80	19 4	33 60	47 17	36 23	12 49	35 35	42 50	4 45	22 69	59 59	98 61	56 73	43 93	82 75	34 64	52 2	88 50	0 9	65 53	45 2	87 25	75 88	3 84	21 36	26 98	53 69
48 38	67 33	28 93	81 14	55 27	10 79	68 49	63 36	21 65	9 41	92 40	12 56	6 45	59 95	24 64	50 3	2 77	72 26	14 70	95 38	7 71	36 11	42 64	27 69	77 83	54 51	87 98	76 41	86 84	34 17	17 20	75 49	74 80	5 54	89 18	39 3	94 6	37 35	53 48	84 15	82 32	58 39	96 10	64 11	0 50	38 96	93 68	13 73	66 8	78 5	80 80	88 43	20 36	85 74	47 72	65 62	70 64	99 85	49 91	3 21	25 32	43 6	23 90	19 68	41 36	62 83	91 87	4 88	22 91	32 57	52 75	16 36	15 55	61 94	46 42	79 18	26 47	71 14	73 12	83 81	11 13	60 34	31 55	90 49	98 42	56 46	30 16	44 71	57 88	33 71	51 7	69 38	1 45	35 79	45 12	97 21	8 45	18 89	40 29	29 72
59 87	26 53	20 62	37 2	62 40	2 62	66 86	48 87	24 75	86 13	53 54	30 30	81 85	75 48	71 11	0 72	21 25	10 2	57 78	46 6	50 52	96 2	91 20	27 1	82 36	7 45	4 4	52 37	15 67	60 9	68 2	84 12	85 92	92 85	77 60	80 14	76 33	70 78	67 18	8 36	17 22	97 33	90 18	41 89	45 1	72 71	1 12	38 24	34 13	5 18	98 4	51 57	61 89	47 94	79 21	16 78	3 49	44 7	55 92	14 65	35 38	73 78	9 70	95 26	23 91	56 93	25 58	49 19	32 93	99 45	83 81	88 53	63 63	69 47	58 40	22 19	89 25	78 32	74 16	11 99	40 96	43 85	39 91	6 26	65 84	87 32	54 23	13 30	33 62	42 1	29 27	36 57	31 63	19 72	28 49	94 20	64 15	18 14	12 41	93 67
39 53	94 46	1 61	89 58	76 7	11 74	13 64	97 50	69 59	56 93	96 15	52 74	5 79	44 59	0 93	16 71	42 17	7 2	79 82	26 98	21 31	83 53	4 14	3 31	58 86	20 25	92 34	54 77	59 3	78 96	38 85	30 49	80 11	8 65	9 13	90 80	35 89	12 92	71 91	37 94	65 39	6 76	64 63	49 31	75 32	82 47	47 5	98 96	43 20	27 63	60 8	36 72	45 77	19 46	63 62	67 73	31 27	22 77	61 2	84 58	66 10	77 24	32 68	34 98	99 27	24 63	15 85	91 46	88 75	86 68	73 9	29 33	41 2	2 23	40 63	28 39	18 29	74 5	10 94	70 56	85 29	93 97	81 89	46 10	53 70	87 39	23 62	68 70	50 32	55 23	62 82	48 32	14 92	57 68	17 98	25 18	51 73	95 91	33 68	72 56
47 21	68 14	7 96	99 21	28 64	37 19	2 1	20 24	5 27	14 93	75 54	56 91	27 6	38 75	58 83	57 50	84 31	77 16	13 36	40 16	79 87	83 44	73 70	76 19	48 29	54 85	0 38	63 26	51 37	49 18	50 92	98 88	26 94	39 11	97 41	6 31	88 91	16 74	72 31	71 89	42 20	31 18	81 33	45 43	46 82	11 17	55 86	24 90	85 73	90 62	15 17	70 5	61 79	23 15	22 31	74 35	17 97	3 31	10 70	91 42	25 89	86 88	94 34	80 96	53 25	60 68	78 72	32 28	52 6	43 41	87 60	44 53	95 73	21 67	67 56	36 54	30 88	9 51	19 32	59 52	62 25	8 83	96 72	18 92	69 31	34 60	66 83	35 81	64 54	33 72	92 35	41 7	89 5	4 19	93 52	12 64	82 52	1 51	29 51	65 75
69 37	38 74	45 93	1 42	80 71	3 85	96 58	74 88	10 1	73 22	75 81	13 64	86 54	22 68	50 87	15 55	53 81	87 64	57 85	40 17	71 55	19 65	14 97	78 76	77 45	21 49	91 83	67 54	64 6	93 6	47 43	9 51	5 99	49 34	26 16	62 52	65 44	55 89	2 45	18 75	23 17	0 24	42 6	37 63	11 10	79 24	61 88	72 60	58 94	39 56	70 1	52 24	29 45	98 59	44 6	54 83	95 99	97 4	68 10	16 11	36 87	20 66	28 58	94 66	82 65	51 18	27 73	76 88	59 84	46 89	81 15	32 93	43 90	92 31	24 14	88 84	4 49	33 9	63 37	25 53	12 5	83 2	30 68	31 95	89 31	17 81	84 65	7 71	41 27	85 38	6 31	56 93	90 20	34 29	48 53	66 83	8 73	60 7	99 87	35 73
61 47	82 86	4 11	9 15	86 71	12 76	51 51	24 55	92 86	36 12	68 89	81 72	32 54	43 20	78 29	69 34	59 79	96 22	35 52	67 66	83 41	15 22	40 47	52 92	17 45	76 5	70 8	47 34	34 97	21 55	88 44	49 17	7 27	54 12	5 48	38 34	93 31	14 37	94 74	18 5	74 69	89 85	27 51	46 3	45 87	33 6	8 6	0 37	90 86	66 99	98 83	71 35	19 91	1 22	72 14	11 56	75 48	3 17	55 22	2 71	39 40	30 74	53 2	44 89	58 97	26 81	65 9	50 74	80 77	13 32	91 4	29 20	77 34	99 33	63 65	79 24	10 28	6 30	37 72	20 96	95 64	56 31	97 18	87 82	73 81	57 87	48 66	42 82	22 96	25 47	62 35	31 64	60 77	85 73	28 56	23 78	16 53	84 49	64 63	41 73
68 97	63 65	6 36	43 5	71 2	59 44	74 36	41 94	18 58	79 49	21 61	48 70	95 72	26 38	89 46	8 88	88 72	84 35	28 12	16 58	1 98	80 61	32 17	12 66	47 15	4 90	0 82	31 22	91 57	90 42	37 5	69 41	96 29	54 53	60 68	39 53	22 50	55 79	23 42	82 27	49 61	86 97	92 74	66 8	77 58	14 18	99 21	7 76	67 33	78 12	62 57	75 65	87 61	13 26	42 62	52 1	85 35	94 70	97 60	30 79	2 62	64 35	50 19	11 10	83 16	25 99	38 95	81 76	57 68	17 98	93 5	36 19	20 20	53 82	24 44	40 85	5 62	15 92	98 68	19 78	33 60	70 65	3 41	76 89	73 99	44 61	34 4	29 83	51 50	56 93	10 72	27 68	46 58	9 91	45 81	72 33	61 35	35 57	65 29	58 79
79 76	95 93	53 82	11 63	21 87	80 22	39 10	36 75	88 10	3 40	26 43	24 85	35 31	64 98	98 25	43 78	14 68	52 82	91 56	1 88	60 12	9 62	7 95	25 78	30 39	38 23	59 3	23 46	63 57	85 58	22 54	54 19	42 62	73 8	74 19	18 48	55 84	47 53	75 37	15 17	5 67	68 93	84 31	20 31	70 24	93 26	4 13	49 34	27 17	16 54	92 11	81 42	29 37	45 86	41 46	6 36	99 89	76 6	0 12	77 49	94 36	87 74	72 88	34 61	44 10	86 94	31 22	48 94	46 10	90 9	69 57	2 57	78 33	56 59	28 94	62 86	82 22	67 34	65 83	57 74	33 99	51 42	40 23	12 54	8 54	66 99	83 83	13 65	19 84	32 10	71 75	50 81	89 63	96 13	10 11	97 1	37 71	58 99	61 84	17 22
66 79	6 13	69 57	83 75	49 75	90 90	47 80	72 8	18 11	33 81	64 40	96 61	77 23	51 15	52 85	19 10	15 70	34 93	25 87	1 99	80 94	7 7	20 84	89 51	67 12	65 15	98 45	11 27	57 16	16 21	85 16	62 96	8 48	71 70	35 4	79 40	99 35	38 16	78 16	44 47	68 53	55 94	93 97	28 35	86 47	26 70	88 27	43 20	29 64	40 41	46 30	63 99	91 76	9 11	3 82	50 94	0 67	87 36	17 26	75 19	41 99	53 69	76 64	13 42	14 45	48 23	58 26	81 86	56 43	5 92	73 54	97 25	94 42	22 14	74 71	84 61	32 13	45 83	60 62	12 98	39 78	10 30	70 80	27 26	31 50	82 98	36 77	42 78	54 92	37 44	61 95	4 12	59 68	30 34	21 36	2 65	92 61	24 37	95 70	23 77
92 68	31 63	91 31	3 5	14 72	2 2	43 34	67 53	89 76	68 26	25 75	23 68	47 28	58 46	71 29	99 74	4 33	1 22	83 72	82 74	22 42	93 85	35 88	72 79	27 60	5 40	44 72	69 2	90 27	74 48	57 4	97 44	63 48	21 5	45 67	11 85	84 5	61 52	20 61	76 26	0 9	36 21	28 8	73 31	87 31	17 64	38 73	62 15	24 49	9 56	94 10	40 59	51 57	86 32	52 73	7 94	65 21	81 64	29 2	95 98	8 64	70 15	56 76	96 25	10 30	16 59	79 71	77 53	88 79	60 94	6 73	18 31	39 55	30 80	12 45	13 15	26 38	53 31	85 34	32 90	64 29	46 32	19 81	80 48	55 92	48 77	59 97	54 59	75 20	78 58	42 75	37 94	33 99	15 50	41 68	50 55	34 85	98 90	49 68	66 23
98 99	36 61	96 47	93 45	56 68	3 75	92 46	20 48	71 41	77 1	38 80	81 47	48 24	51 30	44 97	90 5	88 22	10 43	4 50	89 71	22 25	91 71	83 2	60 17	73 68	11 86	54 12	67 34	82 87	13 8	57 97	34 42	72 64	94 54	52 31	85 29	24 9	31 60	0 6	37 64	25 99	59 6	58 71	23 29	95 13	63 46	46 38	87 53	97 96	7 68	6 11	28 97	61 3	69 63	42 45	68 85	17 89	47 39	41 98	14 65	32 94	29 51	43 15	62 10	84 26	16 25	66 9	49 61	70 62	64 13	19 49	8 64	26 82	5 6	35 64	21 88	33 54	18 81	99 84	55 48	45 77	9 75	80 90	39 15	1 84	78 1	65 39	74 62	15 31	53 5	50 44	86 68	27 81	76 56	12 92	40 55	79 43	75 12	2 21	30 12
48 62	85 97	81 81	75 59	41 99	24 80	74 22	57 56	28 43	93 89	11 12	63 79	89 66	40 97	88 4	17 94	15 36	29 63	72 67	96 42	7 85	70 7	55 34	82 64	30 2	19 7	47 65	51 12	39 58	27 94	31 17	66 35	64 34	32 77	2 39	99 8	60 32	33 7	77 29	44 1	73 87	6 27	68 12	84 20	59 87	95 95	16 12	0 75	26 17	56 54	52 26	3 37	87 72	37 56	62 64	50 64	90 15	14 89	23 43	67 50	61 39	49 85	12 99	91 78	42 68	20 52	43 34	18 87	46 71	58 10	1 24	78 56	53 73	97 28	4 95	22 51	21 46	34 40	94 10	45 76	83 14	10 42	80 58	13 54	98 36	71 45	86 38	8 31	65 73	54 69	5 21	36 12	9 1	69 66	38 16	76 4	25 47	79 38	35 2	92 74
