20	100
96 90	98 85	93 85	44 46	82 78	3 97	37 30	69 13	75 39	73 20	39 96	49 60	50 72	88 94	20 90	1 90	51 36	24 2	94 65	11 46	58 45	17 34	16 45	22 32	52 62	74 67	9 88	21 65	78 93	13 12	23 3	66 89	38 47	19 37	53 69	12 81	48 80	84 9	54 76	10 42	2 69	28 4	46 19	87 59	57 89	72 70	65 70	15 20	31 17	33 15	67 53	43 52	86 72	56 2	89 27	92 56	4 45	36 95	64 4	5 87	85 67	62 69	41 34	59 79	18 45	32 30	34 90	99 93	70 32	68 54	71 5	80 97	81 51	63 91	55 5	83 31	76 64	35 84	25 62	29 33	47 87	27 18	6 8	30 8	0 38	61 59	79 61	90 55	77 16	95 83	14 64	60 45	7 21	91 76	42 29	26 14	45 10	8 90	40 14	97 56
91 20	30 93	60 7	82 12	81 5	21 3	77 32	41 20	69 46	97 20	85 88	29 99	50 38	24 68	55 81	93 27	96 79	89 75	95 56	3 24	33 4	13 96	61 55	86 1	57 49	18 57	76 4	5 96	65 25	68 71	1 88	12 13	2 89	72 14	59 62	19 55	37 32	9 53	58 11	15 60	11 6	63 99	98 91	67 68	75 58	90 2	48 91	0 78	73 51	70 30	99 51	66 81	8 81	32 15	71 15	16 77	45 44	22 73	7 49	74 88	43 21	35 39	27 24	54 59	88 3	94 36	25 79	14 64	92 98	39 29	84 28	34 3	26 99	46 90	31 54	10 94	36 99	40 94	47 36	64 66	87 65	23 39	20 44	28 45	38 71	53 48	83 66	52 48	80 21	42 56	79 17	49 1	44 69	6 98	56 45	4 33	62 34	17 56	78 33	51 55
16 14	74 96	93 21	62 85	58 53	99 68	36 64	1 59	11 25	76 27	12 25	48 47	21 40	49 90	75 88	41 12	37 23	31 52	64 18	8 12	15 49	69 85	71 61	40 27	46 84	0 63	68 43	67 74	72 11	51 83	32 21	33 3	60 51	55 4	20 69	95 41	30 90	84 46	73 35	54 95	70 89	96 50	7 2	3 93	35 46	13 52	77 91	27 51	42 47	63 39	24 62	82 87	25 86	17 2	38 60	79 62	61 64	43 73	94 79	91 54	23 18	89 74	52 37	78 42	80 90	45 39	4 34	2 66	92 80	59 40	22 94	86 28	90 17	6 81	81 18	34 35	28 89	56 27	5 84	65 79	66 28	47 83	83 93	26 53	29 75	39 1	19 98	98 80	53 15	85 84	14 57	88 46	50 59	97 15	10 63	44 98	18 72	57 94	9 75	87 16
69 98	13 43	47 77	99 27	40 85	61 38	24 61	17 38	63 10	27 56	18 5	21 68	52 72	30 62	20 20	54 88	15 27	60 43	12 49	86 97	62 42	38 66	8 36	59 96	84 6	79 53	39 46	11 91	25 3	35 81	73 46	64 87	0 73	95 27	43 75	58 7	23 41	70 37	3 71	32 44	68 18	31 35	46 94	50 10	22 28	55 29	87 11	7 92	5 39	81 88	10 62	1 42	66 68	82 62	48 30	51 88	26 94	28 20	33 24	41 82	53 42	93 47	91 15	83 3	9 23	80 79	90 81	77 85	36 22	76 34	97 43	96 13	94 59	74 97	37 16	57 46	72 74	71 85	65 23	6 59	49 59	4 35	98 11	34 90	75 36	2 71	14 77	45 29	67 24	85 28	56 2	88 37	44 97	42 95	89 41	19 71	78 88	92 63	29 52	16 57
83 44	4 94	90 20	65 38	49 38	12 75	63 29	29 19	91 35	85 37	27 7	64 56	53 24	66 28	44 5	10 55	23 85	0 46	41 21	67 73	78 24	8 5	61 98	28 73	14 61	18 80	77 9	20 13	94 68	26 15	69 16	99 77	98 43	13 59	22 71	76 41	24 92	37 12	55 31	62 95	86 82	72 46	9 21	89 47	73 98	40 57	3 76	34 59	92 69	84 91	1 5	2 42	42 6	25 5	30 91	45 52	87 58	80 88	33 1	39 43	6 50	32 66	46 41	11 75	19 46	56 26	38 43	43 10	75 67	88 27	48 99	82 5	60 55	59 27	7 72	54 47	71 24	57 21	79 15	68 17	70 92	51 12	15 96	31 46	93 65	95 22	35 84	16 53	97 50	58 78	81 52	21 42	74 92	52 62	96 94	47 20	50 35	17 58	5 64	36 53
93 26	27 85	26 57	50 4	24 2	33 18	2 31	3 13	51 75	86 8	43 8	64 38	48 96	94 18	38 19	41 17	46 40	0 29	88 68	23 57	35 32	16 98	89 46	34 63	77 69	29 49	10 65	7 47	45 29	96 29	62 7	44 31	81 60	68 59	39 31	75 69	56 10	5 57	53 67	67 54	19 15	84 85	6 36	15 48	31 26	30 26	11 78	87 56	99 60	47 25	58 82	40 24	55 79	32 16	73 20	90 45	59 64	97 40	9 41	92 62	72 28	85 50	36 67	42 29	18 94	14 80	69 93	57 14	8 22	17 40	82 21	98 87	76 11	80 66	20 88	79 76	63 85	4 34	66 89	12 61	28 53	61 25	49 2	13 28	60 91	78 89	52 50	37 31	21 76	22 60	65 34	95 85	54 25	25 86	70 14	1 47	71 3	83 56	74 82	91 29
50 39	9 78	18 13	35 16	72 87	82 1	90 11	94 83	70 82	16 11	36 79	15 35	63 40	31 8	2 8	78 76	11 4	98 87	97 22	20 59	95 98	87 65	34 2	33 59	19 17	54 99	69 5	13 85	80 8	73 41	61 31	75 3	27 14	53 42	52 59	88 13	8 11	23 13	96 58	93 96	81 27	22 36	74 55	62 27	44 34	65 91	45 91	25 23	71 97	28 84	46 5	21 50	57 23	86 49	99 50	26 71	14 71	4 69	66 25	85 84	32 26	47 9	38 49	24 34	10 30	3 2	92 45	5 18	91 14	79 15	40 51	42 5	77 74	83 9	0 52	49 60	39 37	30 75	6 74	60 59	76 43	37 79	17 34	48 91	1 57	12 42	41 29	7 73	29 26	67 81	64 87	58 25	56 20	59 54	55 87	68 91	84 53	89 76	43 90	51 55
11 53	45 36	87 75	5 52	79 5	27 60	91 86	54 4	70 31	20 90	23 49	29 90	99 41	96 85	80 58	22 46	28 70	36 76	68 98	88 34	58 49	35 99	69 93	85 29	82 29	76 24	37 36	59 52	16 45	56 84	98 53	44 30	25 51	92 74	60 97	83 3	47 38	26 12	9 64	1 47	41 74	74 74	17 85	13 88	84 78	93 14	6 79	24 13	7 45	14 58	90 91	73 18	81 31	12 82	61 6	39 59	89 67	72 40	40 46	57 10	94 12	48 28	43 95	63 55	4 51	15 2	55 2	75 81	64 97	50 55	66 48	52 5	10 86	21 50	46 96	71 46	97 73	65 98	32 56	67 35	31 48	18 94	34 9	77 94	2 39	78 22	8 59	0 8	86 41	42 11	33 7	95 74	51 58	49 66	53 35	62 84	38 3	3 77	19 48	30 61
47 88	59 50	68 65	75 80	80 70	92 41	66 86	5 79	40 61	24 96	37 20	43 1	67 8	30 56	32 76	42 15	74 58	14 24	86 13	79 66	45 90	36 24	76 58	73 62	62 20	58 35	60 65	54 29	9 46	69 32	72 91	26 43	77 38	70 54	21 38	48 5	61 18	63 44	4 2	25 2	11 83	10 69	90 81	19 28	34 59	3 20	89 57	88 23	12 1	53 75	39 98	8 81	17 54	55 26	0 36	99 94	15 82	49 1	95 25	57 99	93 46	82 14	1 90	2 20	35 65	81 40	83 71	91 39	29 95	38 72	31 38	51 94	46 50	85 5	7 83	44 79	84 80	78 45	97 94	98 2	87 68	28 94	96 4	33 22	41 50	52 17	18 20	20 46	13 4	16 59	23 30	56 84	71 3	22 76	65 74	27 28	64 86	94 56	50 98	6 98
7 23	85 32	83 74	46 18	47 97	67 59	86 64	61 41	71 59	95 37	92 70	3 27	2 42	41 71	97 60	54 96	6 44	93 10	56 77	26 98	31 30	48 50	20 21	87 87	90 61	74 13	52 35	29 29	72 8	80 84	4 3	36 33	37 10	78 97	25 28	65 66	45 62	38 74	11 10	55 72	62 51	60 88	5 12	12 11	57 48	49 93	16 17	23 85	63 89	30 80	21 30	10 23	28 32	17 38	15 89	44 18	82 57	91 56	79 64	33 39	18 50	68 36	53 8	58 75	1 30	24 9	35 92	32 57	22 79	73 43	96 63	64 5	13 3	70 83	89 31	69 9	51 39	40 65	75 98	81 45	39 75	59 21	27 85	88 81	99 81	43 72	14 12	19 67	98 2	42 68	0 82	66 53	94 93	76 80	50 92	84 56	77 64	34 97	9 83	8 85
36 65	49 4	24 56	17 77	91 51	86 31	32 86	99 63	14 6	53 76	74 73	35 94	8 39	73 20	77 73	75 24	55 48	98 21	93 97	61 5	72 65	39 89	38 95	7 47	69 68	42 57	90 67	34 33	89 80	33 22	62 36	12 99	5 33	50 79	44 83	54 91	96 48	88 77	0 62	18 63	22 99	85 42	57 12	65 3	43 61	59 70	68 90	23 83	20 67	13 16	1 23	9 35	95 96	11 91	2 4	92 22	58 11	79 20	3 19	4 86	45 36	37 56	52 73	71 58	46 3	82 18	10 61	6 80	27 67	80 25	31 54	83 45	48 27	63 47	41 70	21 15	67 46	66 88	26 1	19 76	15 30	76 76	87 86	40 51	64 68	70 93	84 28	56 2	78 38	30 9	25 19	47 38	16 34	97 91	94 14	51 32	28 23	29 31	60 71	81 99
