15	100
19 54	17 53	99 47	65 49	61 44	95 45	5 47	47 46	27 53	92 48	16 46	56 56	30 48	57 49	53 51	37 48	10 56	55 44	52 53	88 51	8 56	66 53	26 51	29 38	38 48	22 58	73 50	77 41	98 50	76 59	60 44	71 59	82 51	13 45	49 51	23 40	48 54	69 62	9 48	42 50	25 39	91 46	40 49	11 47	18 56	87 54	67 48	21 49	58 62	75 49	24 55	50 56	31 42	68 52	45 45	97 56	39 50	86 54	28 45	78 48	6 47	41 50	81 53	43 46	80 53	63 55	74 45	15 53	83 49	89 44	64 55	94 50	2 45	4 46	20 46	79 59	46 47	3 49	62 47	35 52	14 49	34 57	72 51	59 63	85 45	1 48	84 49	36 57	12 46	44 48	90 47	32 49	70 63	96 47	7 47	54 48	93 49	0 45	33 51	51 55
27 47	31 51	78 58	26 50	46 58	18 52	60 48	41 51	12 51	69 48	80 50	51 57	38 50	88 48	90 49	65 46	9 44	98 45	0 47	92 56	21 51	62 55	79 49	94 57	8 44	93 46	71 55	72 51	23 53	50 53	15 59	22 49	81 54	1 47	86 49	16 57	82 43	59 54	67 43	63 53	5 45	75 47	56 42	68 49	34 56	95 52	61 53	19 49	77 46	91 51	83 52	4 53	85 43	40 42	87 53	57 47	36 48	64 52	32 56	11 48	66 51	74 61	13 52	97 51	33 51	52 58	54 48	25 51	39 59	10 51	17 46	3 52	20 47	58 63	89 51	2 44	43 47	28 49	47 39	73 51	53 41	49 55	42 52	14 52	45 61	55 56	35 50	7 52	48 51	24 47	30 39	99 57	70 45	96 46	84 53	29 51	76 52	37 52	44 51	6 54
73 51	12 47	30 51	29 42	23 50	61 62	53 49	5 56	1 51	59 51	17 50	91 55	6 56	39 53	16 47	18 48	45 56	10 64	96 50	46 49	81 51	31 51	83 50	63 53	84 48	69 54	94 45	70 58	82 52	41 50	60 48	48 56	57 61	92 48	8 48	15 53	44 44	85 55	38 54	9 48	90 54	62 46	86 44	98 46	2 55	67 53	56 43	27 44	93 48	65 45	32 52	43 56	11 60	42 58	35 50	80 47	24 57	51 39	49 51	99 61	87 43	47 57	77 50	89 51	74 50	50 48	28 56	26 59	13 50	14 48	97 63	71 51	0 46	58 43	25 53	21 45	7 52	54 58	37 54	76 45	66 41	34 49	33 52	52 54	19 54	88 48	75 38	79 46	3 57	40 52	36 43	22 49	72 41	68 52	55 52	95 44	20 49	78 53	4 49	64 51
53 50	89 47	96 51	58 64	90 52	15 49	40 59	41 47	9 50	50 49	63 47	38 45	52 50	57 47	14 49	69 48	26 46	79 54	4 45	42 46	6 46	16 47	88 45	91 47	7 61	86 53	62 53	75 45	18 47	81 44	83 45	34 51	20 46	22 54	5 52	54 53	51 45	44 54	80 49	29 46	25 45	2 48	76 46	12 47	17 50	11 48	61 44	43 50	46 51	95 47	21 53	1 57	60 50	73 40	74 54	13 50	65 50	10 48	48 49	19 57	87 43	8 51	45 49	31 45	78 57	3 48	39 52	84 47	71 47	24 56	55 49	67 57	94 52	37 60	32 49	56 47	30 54	99 50	28 60	82 43	92 49	77 59	64 54	23 44	35 41	47 54	70 49	72 52	68 48	93 42	97 46	66 48	98 38	33 43	49 59	27 55	85 52	36 49	59 46	0 58
77 50	50 51	18 49	47 52	6 59	28 58	33 47	44 47	2 56	60 50	57 45	69 46	25 39	22 49	9 52	87 50	46 50	11 51	59 48	13 44	71 61	96 49	88 49	61 53	72 50	74 52	38 43	58 51	27 46	91 51	31 50	19 47	41 46	10 56	40 51	24 43	39 43	1 48	3 68	65 54	63 46	93 46	89 44	52 48	12 49	85 51	30 55	98 42	51 47	29 47	90 47	80 51	70 48	35 50	95 51	4 50	26 50	83 49	36 63	81 51	86 51	5 57	97 56	32 47	45 51	21 41	55 48	79 51	48 52	75 50	34 52	94 41	37 47	62 50	82 51	42 49	16 60	84 57	68 54	92 45	43 49	64 46	0 57	8 57	7 48	54 48	14 46	17 47	53 50	73 51	56 51	23 47	76 52	20 57	78 48	66 43	49 49	99 49	15 44	67 59
2 42	76 49	9 43	64 55	66 49	13 54	47 56	55 52	32 56	45 44	37 56	26 51	33 43	10 45	87 55	38 48	91 51	5 47	96 50	7 47	82 50	89 50	54 52	90 56	31 57	99 50	71 43	11 56	59 41	88 51	67 57	23 46	73 48	65 63	63 57	24 49	41 53	79 40	1 60	75 51	93 54	51 57	78 52	46 48	58 48	72 55	27 52	68 50	14 48	74 50	25 48	6 44	49 50	85 44	61 51	80 47	22 47	34 57	0 47	98 52	48 54	97 53	43 46	39 52	21 47	18 43	52 46	92 53	30 53	57 48	29 39	95 53	70 55	4 42	53 52	56 46	60 51	84 48	83 48	3 50	40 48	36 60	17 51	81 48	69 40	42 45	35 50	19 50	62 50	8 46	77 50	86 50	15 54	50 54	12 52	94 53	44 53	16 45	20 44	28 50
63 47	91 55	81 50	43 46	73 47	40 55	12 39	50 52	44 49	66 51	99 49	11 53	36 57	95 50	28 55	14 54	61 47	35 42	0 48	57 57	30 49	69 44	46 50	4 49	70 56	88 43	55 47	15 57	24 49	53 41	74 50	83 50	26 50	49 51	62 47	96 46	75 55	78 48	51 53	71 47	32 43	37 51	18 46	27 54	20 43	17 49	16 58	9 50	64 56	89 53	22 48	48 49	39 54	84 60	42 55	38 57	98 48	13 55	76 55	87 57	60 49	6 44	10 50	94 52	58 56	90 55	93 54	72 57	1 57	59 51	65 46	97 51	29 54	80 46	5 49	31 57	85 49	86 48	45 54	33 48	52 44	47 53	92 42	19 50	41 54	68 47	34 53	8 48	7 49	23 50	2 54	82 53	67 51	77 46	25 54	56 37	79 44	54 61	3 56	21 58
34 62	31 48	19 61	75 53	9 49	5 47	15 46	16 44	26 46	22 51	76 37	87 52	37 53	84 49	3 47	67 53	59 39	14 55	98 51	29 48	46 50	52 49	63 56	64 42	78 46	35 42	6 49	43 38	96 53	30 54	80 50	95 58	94 53	93 52	65 55	74 53	12 46	66 45	88 57	27 48	32 45	79 50	36 56	38 49	90 56	86 55	45 60	91 47	57 52	33 52	56 50	40 53	71 51	28 47	42 50	81 44	61 47	54 50	25 50	2 50	1 48	69 54	41 44	0 59	18 39	47 49	10 42	8 44	92 46	85 60	89 43	44 49	51 48	70 57	58 49	83 53	82 53	73 51	50 48	21 50	60 52	77 47	53 61	97 38	48 47	55 54	72 46	20 51	13 47	62 46	24 46	23 48	4 53	49 52	7 45	17 48	68 48	99 56	11 49	39 50
79 47	20 51	21 46	86 55	15 43	18 45	97 55	40 42	57 43	77 44	84 53	5 59	14 55	51 46	56 55	44 46	99 60	46 52	85 55	92 43	47 53	94 54	29 49	9 49	68 50	62 37	55 50	54 54	8 57	88 44	37 46	82 55	70 49	12 51	98 53	78 48	2 58	32 60	91 48	28 45	7 52	13 54	11 47	74 51	80 48	19 56	53 59	72 48	73 49	0 55	49 44	43 47	42 47	58 46	24 52	52 55	81 51	1 47	67 55	30 52	63 55	3 50	83 45	22 49	16 52	71 47	93 48	6 51	36 53	34 54	41 44	38 43	90 60	60 57	69 55	61 39	95 42	89 41	10 52	65 48	35 48	50 51	76 43	27 52	17 49	31 52	23 48	33 53	87 52	59 52	25 54	64 58	96 46	75 62	45 42	39 53	4 54	26 47	66 54	48 47
54 49	69 50	57 47	7 61	95 52	96 52	32 57	53 47	31 46	33 50	27 57	62 58	17 53	43 50	64 43	94 53	59 54	71 51	93 60	81 53	36 51	9 46	88 54	84 53	42 45	97 51	51 57	73 43	41 47	45 48	8 53	87 63	25 58	83 51	5 52	61 52	2 42	28 45	1 53	15 56	91 48	50 53	13 50	92 55	38 51	40 51	44 50	18 55	75 59	21 51	80 60	63 50	60 47	90 47	67 43	70 52	24 61	56 52	98 57	20 54	14 62	16 68	48 35	12 52	79 50	29 47	86 52	10 54	37 58	26 44	11 43	4 49	55 47	82 43	47 49	74 54	30 55	52 56	76 44	99 51	68 56	77 45	22 50	23 59	89 47	39 59	85 47	46 47	49 46	0 53	19 51	66 50	78 50	6 47	3 49	35 40	65 55	34 52	72 61	58 49
96 49	85 58	92 46	68 45	47 57	12 55	14 51	94 57	33 58	75 48	97 53	77 47	69 49	29 52	71 54	40 54	64 58	53 51	44 51	21 45	7 52	60 44	76 46	79 55	61 46	87 48	43 42	4 48	80 46	49 42	35 48	62 41	56 49	32 52	58 53	23 53	72 54	57 42	22 54	38 55	6 47	10 47	25 52	52 57	31 48	59 51	45 56	24 41	9 42	86 44	17 50	73 44	36 51	82 49	18 46	74 55	90 39	46 54	20 57	99 54	93 58	66 56	39 51	30 45	98 49	81 48	28 60	51 45	2 47	19 52	34 46	88 53	37 54	89 47	55 44	8 46	63 48	83 49	91 54	15 57	84 46	3 52	1 51	42 55	70 46	78 44	67 56	0 48	41 52	16 54	27 50	95 57	48 53	65 49	54 49	50 42	13 54	5 49	26 51	11 45
