50	10
4 46	7 31	0 39	1 2	5 47	3 35	2 35	8 49	9 55	6 84
0 21	7 73	8 6	5 76	2 92	6 11	1 47	3 30	9 54	4 59
2 44	4 45	3 59	5 67	8 41	1 96	7 33	0 64	6 51	9 70
7 79	9 57	5 8	6 13	0 7	4 71	1 9	3 33	8 79	2 58
4 53	5 91	9 89	3 88	1 19	7 68	2 99	8 12	6 85	0 72
0 55	7 89	6 78	5 14	8 37	4 19	2 84	9 92	3 57	1 43
2 15	5 69	0 47	3 43	8 11	1 61	9 39	4 33	6 26	7 81
9 74	6 80	0 13	8 30	7 56	2 85	3 12	1 66	4 86	5 44
5 23	9 52	1 20	7 23	6 55	2 4	8 44	3 16	4 12	0 38
8 88	7 97	9 47	6 52	2 89	1 55	5 24	3 44	0 59	4 39
2 13	3 70	6 19	1 3	9 42	8 79	0 62	4 45	7 18	5 42
8 1	5 71	1 29	7 77	0 21	2 52	6 69	4 26	3 87	9 43
8 5	7 6	0 58	2 69	6 31	3 62	4 84	9 44	5 24	1 77
0 34	6 2	3 39	5 52	2 46	7 47	1 31	4 87	8 14	9 23
4 39	9 82	2 7	0 33	5 30	8 54	1 13	3 27	6 91	7 87
4 89	6 69	5 68	0 81	9 35	7 51	8 32	1 41	3 7	2 81
4 96	3 32	6 21	2 89	7 59	8 27	5 83	1 23	9 72	0 33
2 10	5 19	0 29	9 34	4 42	6 34	1 23	3 46	8 81	7 20
9 37	1 76	3 80	0 84	4 19	7 85	5 75	2 82	8 45	6 89
8 60	3 43	7 66	0 14	9 58	2 8	1 16	6 48	5 14	4 44
5 79	6 96	9 5	1 24	3 56	8 82	7 77	4 26	2 17	0 36
3 4	2 67	5 70	4 30	8 44	0 47	7 15	9 45	1 11	6 46
5 86	4 62	9 40	0 16	3 80	7 2	6 45	1 52	8 59	2 23
6 40	9 2	7 84	1 43	5 65	8 24	0 4	3 63	4 64	2 12
0 13	5 27	8 77	9 22	3 1	1 57	6 63	7 2	4 94	2 68
2 57	6 4	8 78	0 96	7 33	3 73	4 83	9 76	1 48	5 37
7 44	8 9	2 63	6 31	5 84	3 92	9 83	1 50	4 51	0 25
0 76	8 42	4 17	9 67	7 22	3 6	1 31	6 46	2 72	5 89
2 21	9 70	5 6	6 20	8 13	1 33	7 55	4 42	3 1	0 24
6 52	2 26	3 22	7 31	5 37	4 22	9 32	1 90	0 34	8 41
5 92	3 58	1 65	8 49	9 79	6 8	4 76	7 59	0 54	2 13
8 55	7 63	1 18	9 47	4 24	0 97	6 42	3 64	5 35	2 74
7 2	8 42	6 20	2 95	1 25	0 83	3 38	4 51	5 76	9 9
9 55	7 1	4 26	8 16	3 17	2 4	0 57	6 99	1 35	5 18
3 30	1 22	6 59	9 78	5 1	4 31	7 59	0 87	2 96	8 34
7 55	9 50	1 78	0 66	6 59	4 87	5 57	8 82	3 2	2 12
1 90	5 61	3 65	0 62	8 55	9 74	6 88	4 61	7 42	2 45
4 52	0 70	5 58	3 21	7 99	6 53	2 48	9 87	8 93	1 15
1 85	4 97	3 2	5 6	2 5	6 69	0 39	7 87	9 18	8 44
1 61	4 36	9 72	2 93	3 75	0 65	6 12	8 24	5 92	7 89
7 52	2 30	4 28	0 61	6 89	1 10	8 98	9 88	5 61	3 33
3 14	5 38	8 5	9 85	4 12	0 25	1 33	6 30	7 35	2 51
5 16	8 45	3 34	1 1	6 8	7 1	2 85	4 86	0 91	9 29
6 24	0 67	2 49	5 59	3 98	9 78	4 6	8 71	1 2	7 97
6 11	4 47	9 31	0 67	1 51	3 32	7 46	5 2	2 49	8 32
8 36	4 4	5 45	2 37	3 26	0 6	1 39	7 59	9 32	6 31
0 24	2 60	6 70	8 23	9 71	7 41	3 92	4 61	1 14	5 64
7 9	9 9	1 81	5 74	2 7	0 26	8 75	6 27	4 1	3 27
1 92	3 94	7 16	0 38	9 65	5 72	4 61	2 78	6 34	8 8
6 90	5 2	4 64	7 71	2 88	0 43	9 41	8 92	1 88	3 10
