80	15
11 96	0 96	2 73	7 37	10 91	9 34	14 41	6 40	1 75	5 91	8 80	13 1	3 36	12 2	4 81
14 62	9 29	8 21	2 9	13 31	3 28	10 87	7 21	0 42	1 87	12 33	5 5	4 36	11 84	6 37
10 79	14 7	11 60	5 89	7 96	9 84	2 8	12 54	0 15	1 22	4 54	6 90	13 14	3 45	8 69
5 3	9 90	6 35	8 17	7 6	0 87	2 96	3 3	10 79	11 69	12 31	14 25	1 80	4 81	13 45
12 85	7 48	11 15	9 59	5 32	13 98	1 88	0 42	4 87	10 23	6 53	8 68	2 15	14 80	3 16
11 90	7 8	2 50	14 73	4 11	3 15	9 42	0 76	10 91	5 98	13 62	12 61	8 35	1 22	6 46
4 80	7 84	6 69	2 11	1 22	11 43	10 84	5 96	9 65	8 33	12 37	13 14	14 83	3 68	0 93
14 11	8 17	5 3	10 87	13 62	6 76	1 50	9 78	7 35	3 69	11 79	4 36	2 49	12 95	0 18
7 14	10 43	0 5	3 92	9 86	1 37	5 46	6 91	2 30	14 97	12 58	11 56	8 32	4 8	13 14
14 21	1 63	11 41	13 82	4 16	0 96	6 92	5 94	9 86	2 26	10 93	7 78	12 63	8 6	3 99
6 17	11 72	2 49	13 14	1 43	8 3	5 49	10 49	4 35	9 76	0 5	14 58	3 87	7 42	12 37
0 64	6 55	9 27	3 89	1 71	8 56	5 49	7 94	12 22	13 24	11 95	2 65	10 39	4 64	14 5
11 49	5 80	7 19	9 61	8 84	0 74	1 91	4 58	13 12	3 4	2 15	14 27	6 64	10 37	12 90
1 10	8 22	0 45	6 71	4 8	3 80	14 37	5 23	9 21	10 11	13 7	2 99	11 79	7 60	12 62
7 79	10 57	0 76	1 82	8 84	5 26	2 83	9 64	6 82	12 77	11 75	4 90	13 86	14 33	3 85
9 81	0 39	2 11	12 19	14 34	6 46	3 74	4 62	8 72	5 28	13 46	7 76	1 19	11 57	10 18
0 33	9 36	8 51	10 17	13 17	3 37	4 41	2 59	5 35	12 28	1 79	7 16	14 46	6 23	11 66
1 7	13 15	10 13	6 10	12 70	11 47	9 51	0 25	4 58	8 2	2 65	14 35	7 23	5 59	3 4
2 67	12 20	5 58	8 65	11 73	14 43	7 96	1 56	0 44	13 56	9 38	10 74	3 90	4 38	6 78
7 81	14 4	6 88	9 69	5 96	4 37	11 59	2 22	12 62	0 73	13 14	3 21	8 91	1 6	10 58
2 68	10 36	12 42	9 18	6 85	7 45	14 98	11 89	8 71	4 81	13 44	5 80	3 61	0 10	1 37
2 79	12 80	6 73	10 27	8 9	13 14	9 39	3 63	0 28	11 79	5 34	14 33	4 17	1 41	7 36
1 60	13 79	4 78	7 54	3 27	2 22	8 69	11 83	14 9	0 27	6 82	10 58	5 23	12 72	9 52
0 24	6 71	2 96	3 75	5 13	11 95	10 80	4 50	1 86	12 12	8 45	13 78	14 66	7 51	9 69
14 18	7 68	13 58	11 94	12 96	6 67	4 84	2 44	3 99	10 15	1 32	5 28	8 38	0 10	9 22
