60	10
4 32	7 66	6 16	5 98	9 93	0 78	2 4	3 68	1 39	8 93
3 74	8 64	7 77	2 11	0 98	5 54	6 16	9 67	1 61	4 61
3 69	2 27	1 98	8 45	7 62	6 24	4 9	0 92	9 8	5 55
6 63	5 20	2 58	0 19	3 59	9 41	4 93	8 80	1 44	7 97
0 23	1 61	7 99	8 88	3 28	9 24	4 7	5 79	2 70	6 94
8 19	9 22	2 35	6 88	4 38	7 72	5 81	1 96	3 34	0 49
7 26	2 6	0 39	1 19	3 65	6 10	5 20	8 43	9 20	4 24
8 97	4 5	7 27	2 21	9 50	6 55	3 65	1 18	0 42	5 6
5 14	0 23	3 96	8 68	1 17	7 28	2 87	4 59	9 71	6 41
0 32	7 32	9 24	3 27	1 36	6 92	4 4	5 73	2 45	8 44
4 26	1 21	8 34	0 91	3 37	7 55	2 22	6 67	9 77	5 26
9 92	0 12	6 96	1 69	4 15	3 16	2 50	8 41	7 17	5 46
4 13	8 41	5 79	9 28	3 20	1 32	0 96	7 36	2 54	6 99
5 98	2 34	1 1	4 57	6 56	7 90	3 86	8 84	0 29	9 54
5 10	1 35	6 33	8 98	2 1	9 73	0 59	3 24	7 51	4 81
6 97	8 64	4 98	2 20	1 24	9 31	7 24	5 11	3 65	0 99
1 93	5 94	6 75	0 31	4 4	2 49	3 55	7 44	9 65	8 19
6 3	8 44	4 82	1 47	3 50	9 37	5 27	0 35	7 80	2 99
2 38	7 28	4 14	1 7	6 58	8 99	3 17	0 62	5 25	9 13
3 45	9 28	6 40	5 87	8 76	4 97	1 72	7 87	2 31	0 72
8 60	1 93	3 55	5 92	4 83	6 15	0 46	2 40	7 27	9 30
6 58	3 52	1 92	0 13	2 2	9 90	8 35	7 81	4 63	5 31
5 1	1 85	2 18	9 92	4 83	3 86	6 71	8 57	0 25	7 35
8 53	4 27	0 88	1 3	7 16	5 71	6 65	2 2	3 24	9 12
0 2	1 10	5 9	8 11	4 40	3 11	7 74	2 54	9 27	6 58
3 91	8 27	5 19	6 15	0 14	1 56	7 2	9 87	2 35	4 53
9 44	8 46	0 28	1 60	2 38	7 8	3 9	6 65	4 78	5 72
3 83	2 18	6 14	0 9	4 73	5 77	1 56	8 7	7 52	9 39
3 76	5 23	9 54	1 2	7 83	2 9	0 80	4 57	6 13	8 47
5 42	4 60	6 86	7 44	8 33	3 82	2 63	1 45	9 14	0 46
5 23	2 59	3 30	7 4	4 81	9 76	6 59	8 52	0 31	1 1
6 15	7 58	3 45	4 14	9 9	2 10	0 61	5 32	1 42	8 76
4 36	9 22	0 19	6 74	5 27	2 8	7 66	8 49	3 31	1 96
0 92	7 32	4 70	1 82	2 6	8 40	9 96	3 89	6 59	5 93
9 32	6 52	4 64	7 25	8 83	2 41	5 23	3 16	1 18	0 28
4 20	7 27	6 99	1 57	0 50	3 28	5 71	2 26	9 58	8 7
9 58	4 48	3 14	2 74	8 95	1 24	0 87	5 1	6 80	7 97
6 27	3 18	8 35	1 16	0 49	4 84	2 9	7 45	5 27	9 51
6 60	9 20	5 85	0 51	3 30	7 3	2 93	4 64	1 60	8 96
9 93	1 68	5 41	0 87	3 1	8 5	7 6	4 36	2 27	6 77
2 22	8 87	0 8	1 83	4 96	9 70	7 19	3 93	5 72	6 41
1 42	5 20	3 39	9 86	2 21	7 56	6 79	0 88	4 9	8 45
9 6	4 16	0 75	1 94	3 36	7 34	6 55	8 82	2 81	5 64
5 25	2 74	7 83	6 81	0 73	9 99	3 81	1 15	8 40	4 3
4 73	5 41	1 38	7 83	9 84	6 23	2 64	3 38	0 13	8 95
7 47	2 65	4 38	9 16	3 99	6 24	1 98	0 6	5 18	8 72
0 71	3 71	6 62	8 47	4 98	7 7	1 59	2 72	9 87	5 95
5 22	6 1	7 63	3 32	0 27	9 48	4 48	8 58	1 43	2 97
7 44	0 26	1 53	8 58	5 75	6 94	3 3	2 95	9 54	4 63
4 27	2 88	9 52	6 43	8 4	3 96	5 16	7 91	0 15	1 41
5 74	1 72	4 2	3 25	6 65	0 35	9 80	8 51	7 60	2 63
1 15	3 82	9 2	5 96	8 74	4 64	2 91	6 64	7 3	0 68
7 4	9 34	1 51	0 77	3 54	8 34	5 88	6 95	4 37	2 80
2 91	5 27	3 6	7 19	0 60	4 80	1 10	9 66	8 82	6 94
1 34	5 55	2 67	3 49	7 91	9 24	8 7	6 97	0 49	4 59
4 64	9 5	5 32	1 63	0 5	3 66	6 18	2 44	8 8	7 56
6 12	2 79	9 91	8 25	0 3	1 68	3 13	5 51	4 96	7 53
4 68	5 60	1 45	6 58	3 67	7 52	8 13	0 41	9 13	2 83
2 50	6 52	9 49	4 66	3 39	7 20	8 62	0 81	1 28	5 5
7 7	0 41	2 11	5 23	3 97	4 25	1 80	6 39	9 65	8 85
