30	10
0 91	4 68	8 99	1 55	7 33	9 50	5 12	2 59	6 16	3 92
7 59	2 7	9 1	4 31	0 28	6 14	3 82	5 89	8 72	1 38
1 93	5 76	9 48	0 88	4 2	2 55	3 95	6 42	8 80	7 90
7 50	9 57	4 62	6 8	2 94	5 21	3 43	1 86	0 11	8 98
0 82	8 72	1 10	7 37	4 87	5 33	2 96	9 84	3 31	6 55
4 56	5 86	7 58	6 41	9 44	3 68	8 22	0 44	1 74	2 32
2 82	8 61	9 14	1 25	4 76	7 30	5 30	0 33	3 93	6 85
1 5	3 30	0 25	8 69	2 71	9 59	6 62	5 71	7 39	4 7
7 36	9 68	2 21	8 96	6 97	3 24	5 77	4 37	1 79	0 27
9 49	6 94	2 87	0 49	3 47	7 59	5 94	4 31	1 80	8 86
8 86	1 90	5 11	0 80	4 73	9 68	2 70	6 17	7 28	3 24
6 43	8 34	4 12	7 14	1 52	9 90	2 28	3 20	5 28	0 57
8 35	4 78	2 26	7 6	3 80	0 25	1 52	6 30	5 31	9 96
9 57	0 51	2 53	1 72	6 62	4 14	8 46	5 52	3 38	7 35
1 79	0 59	9 73	3 52	4 30	6 87	7 17	5 7	2 93	8 93
5 30	3 39	0 22	8 19	6 38	1 86	9 86	4 98	2 81	7 44
3 22	5 52	9 43	7 78	8 48	0 47	6 11	2 53	4 77	1 66
6 18	9 65	3 32	7 56	8 43	2 99	4 58	5 52	0 50	1 38
2 83	6 25	9 72	5 70	3 3	1 52	8 19	0 80	4 84	7 68
1 82	4 21	8 95	5 1	9 35	3 63	7 48	6 15	0 76	2 17
4 92	1 89	9 99	2 80	0 74	7 17	8 1	5 35	3 56	6 38
5 31	6 22	1 21	3 74	0 77	9 81	7 36	8 64	4 98	2 85
2 15	9 16	3 13	8 12	6 86	4 2	0 61	7 98	5 86	1 56
1 99	8 23	0 25	5 87	2 67	9 81	3 99	4 77	7 36	6 39
1 27	5 93	7 81	8 12	6 19	3 89	2 98	4 88	0 32	9 88
4 68	7 77	3 12	2 30	6 68	0 73	8 90	5 10	9 11	1 19
0 66	1 27	9 84	3 24	6 61	8 96	7 91	4 82	5 60	2 94
6 29	3 7	0 62	2 84	4 36	1 20	7 73	9 47	8 89	5 20
5 66	7 13	6 85	2 76	1 87	9 44	3 69	8 52	0 3	4 7
8 10	9 17	0 42	3 46	6 75	5 19	2 2	4 23	1 47	7 52
