70	100
89 18	5 20	57 49	4 27	14 11	61 93	86 57	94 29	98 17	34 27	35 45	39 4	58 68	16 19	67 74	62 39	71 14	79 3	74 16	52 26	36 49	21 88	68 60	73 44	25 84	12 8	80 30	66 67	64 21	87 18	50 72	11 28	82 60	65 91	77 67	18 29	20 52	2 95	93 47	95 81	81 41	83 66	99 70	26 23	24 73	84 68	53 10	75 96	88 99	15 89	6 67	46 66	85 1	37 72	29 84	70 45	33 6	76 68	38 94	63 67	10 22	3 91	7 15	48 35	44 75	59 78	0 19	72 50	45 49	41 4	32 10	28 84	31 28	54 27	8 16	91 72	13 91	22 92	9 80	40 26	23 75	30 78	19 77	49 75	47 45	42 13	90 67	43 31	17 31	78 56	1 59	96 72	97 27	27 97	51 16	56 40	60 91	92 35	69 64	55 29
31 75	65 50	1 13	40 99	41 72	39 2	79 40	20 68	61 81	16 91	9 87	27 39	15 61	53 97	28 1	33 94	72 20	45 66	13 96	42 91	22 28	89 47	57 17	70 20	51 3	3 61	55 92	92 24	75 35	88 73	4 84	12 73	48 45	7 10	26 15	71 37	80 7	69 35	90 74	74 65	44 91	52 22	32 94	95 34	58 39	94 14	49 70	76 32	35 27	38 53	23 12	62 67	99 31	67 88	78 88	73 97	43 92	96 63	47 39	87 5	19 13	54 85	50 80	64 95	82 50	34 71	81 61	85 30	21 36	24 3	98 4	66 75	30 49	14 82	10 33	68 84	84 45	8 59	86 63	56 66	46 43	93 51	59 96	25 64	6 26	77 50	18 97	5 32	83 1	11 25	37 7	63 59	36 19	29 60	0 1	60 70	91 76	97 53	17 91	2 90
4 86	50 67	8 79	76 6	98 64	6 32	12 78	11 54	62 98	42 52	43 48	21 52	55 99	86 39	1 57	35 45	58 57	56 72	59 3	94 45	81 27	30 55	91 11	84 7	96 77	0 47	54 21	29 16	99 82	34 48	24 6	69 76	66 35	47 9	19 65	2 98	83 46	92 18	36 3	31 80	22 73	87 62	20 53	57 47	90 28	5 54	13 11	9 94	67 31	85 15	65 25	32 18	26 43	64 77	82 38	3 54	75 23	53 81	39 82	95 18	7 96	25 60	18 42	28 29	61 79	79 16	38 30	63 68	17 58	60 49	72 77	14 54	48 53	97 20	40 51	45 52	49 8	52 27	10 7	68 48	77 14	16 65	37 19	41 5	73 52	89 62	70 36	88 66	51 8	27 51	46 16	44 67	78 38	80 10	23 92	93 68	15 73	71 40	74 70	33 30
25 97	9 57	79 29	63 39	28 32	66 8	13 39	76 47	94 59	61 83	5 41	20 6	97 58	47 84	52 76	3 48	41 21	72 11	27 29	18 58	37 31	67 60	29 90	16 58	87 94	39 17	64 20	8 60	74 80	90 65	65 1	84 64	14 38	88 63	73 36	83 37	53 66	77 93	21 51	23 77	22 23	45 66	17 11	85 41	81 25	80 79	93 16	56 81	10 69	30 79	60 9	57 72	68 44	99 1	35 16	71 79	98 18	62 47	69 33	96 41	55 55	42 64	82 98	34 56	15 89	78 81	7 25	1 44	36 23	58 41	46 95	59 14	32 71	70 16	50 13	95 41	11 18	24 57	75 4	48 65	91 97	33 66	38 39	19 55	31 2	0 25	12 44	40 59	2 15	92 3	4 66	44 43	51 32	49 81	89 59	43 62	6 92	26 20	86 52	54 91
37 6	64 65	46 10	75 9	56 58	36 76	95 73	77 61	35 49	62 32	44 89	90 69	51 92	47 40	74 77	63 3	45 43	29 88	26 1	20 36	94 3	67 71	85 78	93 61	97 58	3 9	4 5	84 51	24 50	89 38	22 82	98 20	70 21	49 81	88 46	65 23	12 21	15 37	6 33	79 19	78 8	10 45	69 3	9 17	54 74	99 91	17 50	34 30	43 2	1 90	48 84	96 85	8 10	83 80	38 92	91 74	0 14	41 44	58 37	80 37	32 55	66 54	68 40	33 23	2 89	53 19	5 11	73 90	21 94	31 66	61 2	60 71	13 92	86 71	71 91	39 57	7 88	14 54	57 51	27 1	59 99	28 47	72 26	16 29	76 23	18 24	25 6	55 33	19 23	50 98	82 91	92 99	81 94	23 92	11 69	40 7	30 95	42 58	52 77	87 12
14 54	53 54	0 20	68 48	29 86	89 69	95 56	21 72	30 32	1 71	51 23	80 45	78 6	24 62	87 41	6 25	72 82	34 81	97 38	55 80	35 34	17 16	19 18	65 78	15 44	20 56	59 16	71 8	85 70	5 43	33 58	18 99	16 9	57 74	38 81	73 5	48 73	66 12	67 40	36 5	43 16	39 8	9 6	86 18	11 49	22 80	94 6	28 75	52 22	42 33	31 47	8 4	88 58	77 43	98 82	56 90	12 3	45 38	23 94	92 23	4 6	75 4	83 95	76 59	13 52	50 14	74 26	99 8	37 64	26 40	58 16	96 98	63 29	40 84	32 74	25 53	70 80	44 27	54 18	61 57	27 81	79 17	60 39	10 20	84 22	41 22	64 7	2 98	46 80	7 88	81 87	47 15	82 88	62 91	90 15	93 17	49 79	3 5	91 14	69 72
7 61	91 38	61 79	87 43	99 54	4 89	15 31	46 50	29 26	93 35	50 38	17 63	53 24	96 54	83 26	31 13	11 50	5 60	37 86	57 38	66 35	62 87	34 8	40 88	18 87	0 33	92 55	56 49	30 13	75 44	74 60	19 5	42 85	14 6	71 36	27 79	6 48	55 46	12 90	33 15	97 59	1 15	35 54	77 14	67 49	49 85	52 90	8 90	88 70	70 69	13 72	95 48	58 41	69 17	20 36	54 75	80 23	81 76	16 3	36 62	44 88	90 43	73 88	72 38	26 27	84 73	68 15	86 24	64 18	51 62	59 37	89 17	2 64	22 16	76 58	82 87	48 5	3 7	10 80	63 70	60 1	38 63	98 98	85 27	45 41	39 42	78 6	94 33	41 16	28 95	65 79	47 91	21 35	32 32	25 60	24 24	79 1	43 24	23 91	9 75
55 2	7 24	52 35	44 18	49 9	65 77	18 31	66 28	32 62	64 82	39 25	80 10	38 87	57 69	27 30	89 6	36 91	23 42	69 29	85 6	84 33	48 37	77 38	12 34	50 25	88 52	63 59	13 5	6 66	90 5	11 32	17 62	87 57	97 74	72 86	99 11	74 2	53 99	29 95	14 49	0 95	91 41	15 83	37 39	59 81	76 97	34 82	21 1	60 69	35 87	73 93	31 78	4 8	25 76	5 43	92 32	1 58	45 90	43 61	2 97	67 19	42 67	33 78	22 15	30 31	82 1	51 55	86 32	47 4	81 65	70 17	56 47	28 20	41 88	8 31	26 39	3 93	95 38	78 75	94 83	83 58	46 10	9 82	98 78	19 23	96 41	79 47	40 44	20 2	71 24	61 52	62 56	24 18	10 98	93 78	58 25	16 58	54 16	68 4	75 52
35 99	21 70	14 99	45 6	74 62	13 8	70 20	27 40	32 77	5 91	63 29	12 50	96 36	0 77	41 58	84 9	38 88	85 64	57 71	69 77	10 6	8 70	47 77	91 14	19 28	71 39	65 83	28 90	20 95	37 8	11 75	46 43	77 13	56 98	79 38	78 58	51 63	87 36	34 52	49 84	26 33	6 76	1 1	68 54	95 3	55 73	36 41	89 81	24 64	40 48	83 91	25 71	76 25	67 84	2 24	73 81	94 87	90 68	61 27	16 38	81 43	30 92	50 7	58 50	99 24	88 11	59 56	86 93	52 14	44 87	98 66	82 52	92 27	39 39	9 93	72 74	3 68	54 73	29 72	48 12	53 15	80 88	4 72	60 33	62 62	42 5	31 1	97 67	22 94	43 33	66 12	75 33	15 92	93 50	18 69	17 13	64 82	23 81	33 15	7 13
47 60	34 13	79 22	66 94	5 64	36 68	86 71	74 28	67 87	9 33	23 90	0 27	93 18	69 25	26 22	42 38	3 21	44 22	75 72	32 65	55 87	19 5	28 97	85 44	50 91	76 96	25 25	52 4	14 63	73 68	8 38	96 52	12 53	64 28	57 62	39 77	65 73	16 68	63 14	56 21	81 93	54 97	82 68	10 23	29 20	40 29	20 13	68 22	89 64	90 72	38 5	83 22	49 51	51 79	46 65	13 94	21 97	11 91	4 11	31 32	33 83	17 96	88 69	71 36	60 47	37 55	77 90	91 92	15 86	84 69	53 49	48 51	45 78	27 35	58 27	92 6	22 26	72 8	98 17	87 94	78 90	59 35	1 25	35 89	24 83	2 86	80 27	95 25	94 42	43 6	41 3	6 87	61 14	7 77	18 22	97 7	70 83	62 4	30 88	99 44
86 18	34 76	31 27	20 8	0 95	42 44	74 68	54 21	2 53	50 47	84 59	9 84	65 74	13 94	68 93	81 90	8 81	4 22	70 1	77 13	79 82	80 66	48 11	28 65	36 31	52 58	12 63	44 7	95 56	27 63	96 11	38 37	64 66	58 5	43 50	15 10	37 96	10 34	62 19	92 72	99 61	25 78	91 77	14 53	90 15	72 8	83 93	30 10	11 63	3 47	17 22	82 18	93 64	73 17	46 23	69 95	32 15	21 65	45 42	19 10	6 39	55 8	49 81	18 91	23 13	26 2	76 82	94 67	85 72	78 52	35 91	40 68	87 43	22 43	88 59	24 38	59 3	75 8	51 50	97 72	71 57	98 29	29 38	63 89	41 7	67 77	5 69	1 91	66 39	57 98	39 37	56 29	89 50	33 65	60 50	7 67	16 68	61 83	47 8	53 6
