20	20
18 141	0 103	16 87	17 100	14 191	13 179	10 106	19 181	2 184	7 74	5 178	9 16	4 157	8 57	3 82	1 55	15 111	11 63	12 182	6 114
15 19	16 87	19 166	13 32	5 46	1 50	6 187	14 103	3 21	10 84	0 68	11 169	8 154	9 194	7 172	4 183	12 102	18 80	2 78	17 116
8 79	7 167	1 91	10 42	12 132	2 97	15 85	18 11	14 87	9 146	19 156	11 159	17 163	4 7	6 191	5 168	13 170	16 124	3 118	0 56
0 82	1 191	5 155	17 176	15 47	4 148	13 173	11 84	8 177	10 65	7 50	2 194	18 54	14 181	19 110	16 143	12 111	9 82	3 11	6 161
17 182	18 117	0 129	12 92	11 169	3 59	19 126	7 139	16 163	1 69	8 137	6 195	2 9	4 38	14 178	13 2	10 184	5 29	9 135	15 99
16 91	17 39	8 140	13 78	10 50	15 85	4 179	1 70	9 145	12 145	19 180	3 131	18 75	6 115	14 122	11 5	0 193	5 52	2 48	7 102
3 180	12 45	17 175	9 102	2 200	15 8	11 67	10 102	16 19	14 74	19 3	18 150	4 55	6 9	1 170	13 144	0 156	8 175	7 47	5 3
15 61	17 153	18 63	12 35	13 115	8 68	19 149	16 163	5 42	10 33	2 44	7 130	3 118	4 173	14 24	6 146	0 45	9 110	1 58	11 115
1 169	11 100	5 186	4 177	15 200	18 145	2 21	13 125	7 134	12 20	10 85	3 146	14 169	17 195	9 90	19 110	6 59	8 171	0 142	16 119
1 38	8 51	15 15	18 94	4 14	5 117	14 39	11 147	7 40	9 121	10 126	12 115	19 162	3 131	17 177	0 131	16 183	6 90	2 9	13 108
16 154	15 24	3 83	12 134	18 152	5 174	19 143	10 175	4 31	7 155	11 74	14 187	8 14	0 154	17 75	9 87	13 183	6 59	1 47	2 45
6 109	7 50	2 74	3 187	10 142	14 32	5 85	12 106	17 89	1 193	19 86	18 191	13 45	4 28	8 10	15 63	9 109	0 60	16 89	11 37
11 130	19 159	16 167	6 121	15 122	0 26	8 111	9 178	17 102	18 71	2 190	4 43	3 152	5 63	1 21	10 120	13 185	12 71	7 23	14 96
18 174	6 141	16 49	2 66	3 22	19 141	8 129	9 79	14 13	4 59	11 183	10 112	13 59	0 51	12 65	5 104	7 55	17 69	1 123	15 167
15 153	2 28	9 172	16 102	6 140	11 5	18 166	10 155	12 173	8 190	19 73	1 162	17 76	4 40	3 9	13 108	5 91	14 123	0 86	7 87
17 181	15 38	8 155	2 94	11 114	5 7	19 59	3 99	16 176	7 102	6 55	4 92	18 161	10 170	14 126	0 55	13 188	9 171	1 67	12 3
7 29	17 180	3 193	14 67	15 190	16 89	0 66	8 196	11 59	12 79	18 129	5 38	4 96	6 198	10 113	13 74	9 25	1 26	19 54	2 30
11 73	15 113	10 60	3 50	0 135	2 144	19 10	1 120	6 95	8 2	9 188	14 123	4 86	17 58	13 137	16 13	12 13	18 105	5 162	7 83
16 155	12 158	10 5	11 144	2 85	7 191	14 157	8 78	13 24	15 146	18 192	6 102	17 182	1 33	19 119	5 89	4 41	9 4	0 119	3 1
19 198	9 136	18 165	5 179	15 194	4 178	3 49	11 174	0 156	8 95	2 195	12 139	13 100	7 38	17 48	10 31	1 28	14 120	6 82	16 52
