40	100
41 87	2 67	84 83	65 70	81 27	39 51	44 89	32 23	51 66	98 33	48 92	9 22	5 1	47 62	72 2	86 93	16 55	92 69	94 28	21 73	74 15	36 56	7 86	17 56	29 52	6 21	76 12	8 78	4 30	87 47	59 84	25 43	78 26	31 49	90 85	79 19	35 31	88 2	10 86	18 97	40 15	77 65	55 88	83 61	57 99	54 92	1 37	14 86	91 59	33 14	60 28	70 38	15 59	27 46	73 81	3 75	69 49	75 78	61 59	42 43	20 37	96 4	62 16	89 47	22 47	53 95	28 9	19 35	52 62	50 13	82 60	46 35	67 23	23 82	49 34	64 77	37 8	0 66	66 96	97 47	85 67	58 70	13 89	30 33	71 49	34 57	38 29	99 57	68 44	26 17	80 83	56 79	95 90	45 34	24 73	43 54	12 13	11 85	63 73	93 98
16 62	9 96	98 19	37 16	86 12	67 66	51 14	40 42	61 91	54 14	93 90	22 38	32 55	85 42	64 35	6 20	18 50	91 40	29 56	4 9	63 39	2 17	65 24	23 18	7 23	45 17	41 63	62 95	60 13	58 34	0 96	48 72	14 63	39 1	20 11	27 39	21 54	15 95	97 33	19 2	68 25	73 27	75 54	46 39	59 10	77 33	90 62	88 27	10 3	74 80	12 61	50 26	11 16	96 27	95 1	1 24	78 33	38 90	79 85	53 82	87 19	69 68	33 12	80 98	42 6	71 54	34 79	92 55	94 78	25 2	24 57	52 42	3 90	47 70	36 16	35 86	30 32	99 67	55 54	8 67	89 44	13 46	26 23	43 46	76 97	82 95	44 88	81 94	31 66	5 87	83 36	70 79	72 53	84 47	28 82	49 1	56 46	57 74	17 57	66 85
2 97	17 75	88 21	29 91	28 99	60 19	31 49	53 56	85 91	36 72	39 98	9 69	78 23	52 22	32 89	76 32	70 88	82 10	47 85	30 7	24 93	68 90	25 67	86 45	84 80	5 23	95 73	14 4	64 75	58 11	13 54	73 48	51 48	10 81	62 14	69 55	55 63	90 93	38 3	72 82	96 39	49 31	67 67	63 28	94 75	46 63	89 45	59 18	56 29	43 85	87 75	15 31	80 35	12 26	75 20	6 66	81 16	23 19	57 5	40 91	83 82	44 86	54 72	92 14	20 19	93 79	37 31	98 76	48 37	8 77	18 63	0 45	3 40	7 65	16 54	34 90	33 12	97 57	11 94	99 66	1 18	22 43	19 19	71 10	21 1	45 35	61 27	74 84	27 60	26 48	4 92	50 16	65 27	35 72	41 19	42 34	91 85	77 9	66 20	79 14
73 85	76 98	81 66	84 18	29 22	80 90	15 34	31 46	91 64	5 73	94 11	78 15	51 52	74 82	11 91	34 81	54 29	60 60	90 90	39 72	7 57	55 77	38 4	92 70	59 39	82 95	49 79	2 68	16 38	19 4	4 17	56 38	3 2	96 2	48 38	6 83	77 26	64 28	89 35	35 37	75 71	86 14	18 16	37 66	70 2	79 61	23 93	27 25	46 80	21 47	52 88	71 91	63 52	93 83	22 58	32 61	17 69	26 20	44 90	65 96	58 45	36 94	40 51	12 37	10 51	47 20	14 53	50 75	13 81	42 91	95 60	72 54	98 70	62 9	68 10	97 89	33 71	30 22	1 77	99 27	28 46	53 41	45 54	0 46	66 59	20 93	41 26	9 84	85 79	67 24	8 41	61 44	88 75	25 48	24 91	87 33	83 75	57 91	43 44	69 80
60 6	38 22	41 68	86 82	8 26	46 72	39 33	98 7	45 50	34 78	35 92	84 15	88 12	14 62	65 99	17 56	53 19	28 23	95 9	82 73	85 84	93 95	64 43	42 74	68 7	43 70	10 36	29 25	33 46	89 16	40 70	59 30	74 68	37 34	70 84	23 52	27 4	2 81	0 40	15 94	6 51	77 35	4 5	61 11	20 78	66 56	19 58	44 80	78 89	79 90	24 97	83 30	99 84	63 67	31 85	13 45	7 98	55 93	5 4	69 28	73 62	80 6	97 90	72 17	71 21	57 76	36 91	81 70	48 33	9 32	91 79	62 88	90 49	75 82	3 42	47 80	30 69	52 18	25 38	12 51	92 5	32 16	26 49	67 95	87 90	50 39	22 21	1 52	21 59	56 27	94 90	11 79	58 28	51 24	16 64	76 4	96 14	18 26	49 67	54 49
15 8	7 60	11 46	27 77	37 97	47 80	90 66	78 95	58 64	68 17	83 85	85 8	39 12	32 17	45 2	65 20	18 7	76 36	36 88	82 98	35 89	72 84	56 13	70 47	25 34	91 99	62 82	41 90	46 67	26 73	98 77	31 71	49 85	63 33	10 70	51 76	4 43	22 91	20 49	13 17	40 56	53 88	52 97	88 27	87 23	19 23	55 62	86 26	44 17	94 53	66 36	17 83	29 53	38 83	42 16	23 38	59 45	8 6	71 12	60 39	93 94	43 56	67 69	24 55	61 59	1 97	73 99	14 94	16 23	79 54	54 72	2 98	6 23	30 93	89 5	97 47	48 30	28 22	92 62	64 59	57 92	33 89	3 68	96 96	12 26	81 23	0 54	84 42	5 59	77 52	95 62	21 80	74 12	80 67	50 50	9 33	75 8	34 94	69 17	99 14
48 53	14 44	28 92	71 10	70 13	80 14	59 6	34 71	13 49	7 51	62 7	16 28	17 58	69 53	67 62	83 4	6 89	20 77	57 26	47 15	36 4	97 98	90 78	75 18	93 91	23 16	21 45	68 83	29 68	55 73	54 36	41 12	64 66	8 98	22 95	61 51	1 85	33 91	91 56	58 80	81 90	4 76	9 16	5 38	27 73	96 55	72 17	88 25	0 69	39 93	76 87	10 56	42 81	87 14	19 54	94 38	30 92	74 91	92 45	65 16	35 73	53 6	77 81	89 52	73 41	2 70	99 55	45 14	86 95	52 45	32 41	98 3	31 71	44 63	26 96	15 3	49 10	3 44	38 79	78 78	37 10	82 34	11 17	25 74	46 45	95 75	24 63	51 64	40 92	84 57	18 73	85 21	63 38	60 21	66 60	79 72	12 89	43 60	50 29	56 23
7 21	69 36	54 37	30 6	11 62	67 45	65 91	19 60	94 35	51 83	61 34	46 18	70 7	47 74	8 31	89 93	98 91	50 84	76 56	88 56	95 64	77 78	66 82	62 86	72 83	83 52	53 47	81 19	12 35	5 49	42 51	18 40	57 83	13 69	35 61	27 97	45 45	44 98	52 36	24 4	21 43	17 93	39 33	80 7	78 78	37 21	26 91	64 2	6 84	20 1	58 47	41 91	32 5	79 13	85 75	99 83	63 37	31 99	84 35	56 52	25 40	96 65	43 56	73 83	14 3	74 14	15 26	87 87	4 72	90 26	10 43	22 76	49 93	91 91	2 50	40 3	75 72	36 91	71 12	93 57	34 4	23 64	82 46	9 38	86 95	59 29	68 50	3 39	38 84	60 29	28 82	33 12	16 69	0 96	97 98	29 14	1 45	55 28	92 17	48 25
12 77	54 97	81 11	62 56	38 85	17 93	10 58	75 27	20 55	41 48	63 63	42 88	56 88	98 5	5 16	31 15	48 73	36 71	94 41	58 74	92 56	46 80	25 42	66 12	51 69	93 75	68 45	11 31	55 43	3 60	89 16	1 52	32 96	49 1	40 35	33 83	79 54	6 33	21 67	64 73	26 38	7 89	97 36	8 14	59 35	88 47	14 97	61 41	99 49	96 22	80 40	35 59	95 36	91 95	47 28	4 35	0 80	37 6	70 12	2 44	19 35	23 5	22 6	39 65	65 78	67 84	29 30	74 91	86 77	87 83	13 90	90 3	43 57	82 45	45 58	83 86	78 98	27 3	50 39	69 3	34 99	15 20	53 42	18 38	28 65	24 23	57 26	76 28	44 32	16 89	77 17	71 7	9 64	85 23	60 75	73 23	72 76	30 97	84 71	52 91
79 75	63 23	95 67	29 6	9 36	97 19	32 68	15 67	39 49	70 83	2 47	55 30	11 66	94 52	59 34	56 60	49 75	90 42	34 60	82 77	68 64	4 19	91 95	45 61	75 70	26 49	99 74	64 93	31 73	96 40	85 89	48 1	37 66	24 30	20 89	98 42	62 69	93 48	66 31	41 5	67 40	40 79	30 41	6 67	42 78	13 6	86 26	88 23	81 86	16 37	51 72	19 87	33 85	36 87	0 96	47 51	83 64	57 50	87 20	12 40	17 16	78 44	1 2	3 35	7 20	46 91	69 8	27 42	71 53	35 40	80 88	74 52	23 51	77 70	50 57	84 60	8 9	21 52	53 75	92 36	28 80	44 36	65 8	58 54	73 84	5 35	18 33	52 45	54 94	14 70	10 70	38 45	60 27	43 68	76 80	72 78	89 25	22 24	25 63	61 86
2 13	42 31	70 65	53 74	51 78	88 59	49 24	35 66	82 49	32 24	50 52	89 5	5 10	99 14	80 61	54 10	26 33	73 65	52 80	47 14	29 28	40 62	30 2	76 48	34 71	58 90	45 71	59 70	17 92	62 37	20 4	41 13	69 11	25 60	63 98	15 18	4 17	90 89	66 84	56 93	93 26	68 78	36 5	55 92	27 18	79 42	96 39	65 5	43 80	13 4	37 71	7 53	11 42	81 85	83 70	14 23	60 57	48 68	57 89	87 27	22 95	3 83	85 78	86 66	28 34	10 77	6 34	1 27	95 29	24 48	39 89	46 64	77 56	67 61	71 79	31 29	18 14	72 40	64 96	33 32	84 99	19 70	23 42	97 34	61 19	16 93	38 77	98 66	75 76	44 98	78 20	21 97	74 26	91 48	92 96	12 20	94 92	9 7	0 3	8 34
